link_seq_id,link_id,based_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,lanes_s1,link_type_s0,link_type_s1,lanes_p1_s0_auto,lanes_p1_s0_info,lanes_p1_s1_auto,lanes_p1_s1_info,VOL_p1_s0_auto,VOL_p1_s0_info,VOL_p1_s1_auto,VOL_p1_s1_info,MEU_p1_s0_auto,MEU_p1_s0_info,MEU_p1_s1_auto,MEU_p1_s1_info,CAP_p1_s0_auto,CAP_p1_s0_info,CAP_p1_s1_auto,CAP_p1_s1_info,PEN_p1_s0_auto,PEN_p1_s0_info,PEN_p1_s1_auto,PEN_p1_s1_info,DOC_p1_s0_auto,DOC_p1_s0_info,DOC_p1_s1_auto,DOC_p1_s1_info,TT_p1_s0_auto,TT_p1_s0_info,TT_p1_s1_auto,TT_p1_s1_info,CO2_p1_s0_auto,CO2_p1_s0_info,CO2_p1_s1_auto,CO2_p1_s1_info,NOX_p1_s0_auto,NOX_p1_s0_info,NOX_p1_s1_auto,NOX_p1_s1_info,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,VOL_am_25nb_info,MEU_am_25nb_info,CAP_am_25nb_info,PEN_am_25nb_info,DOC_am_25nb_info,TT_am_25nb_info,CO2_am_25nb_info,NOX_am_25nb_info,VOL_am_2040_auto,MEU_am_2040_auto,CAP_am_2040_auto,PEN_am_2040_auto,DOC_am_2040_auto,TT_am_2040_auto,CO2_am_2040_auto,NOX_am_2040_auto,VOL_am_2040_info,MEU_am_2040_info,CAP_am_2040_info,PEN_am_2040_info,DOC_am_2040_info,TT_am_2040_info,CO2_am_2040_info,NOX_am_2040_info,
65,65,motorway,44,11,"LINESTRING (-112.0057270 33.6687640, -112.0461960 33.6685890)",3.751720,2.331709,3.463126,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,3.463,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,3.463,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,3.463,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,3.463,0.000,0.000,
66,66,motorway,44,45,"LINESTRING (-112.0057270 33.6687410, -111.9637300 33.6676120)",3.895360,2.420982,3.595717,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,3.6,3.6,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,3.596,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,3.596,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,3.596,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,3.596,0.000,0.000,
67,67,motorway,45,44,"LINESTRING (-111.9637300 33.6676350, -112.0057270 33.6687640)",3.895370,2.420988,3.595726,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,3.6,3.6,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,3.596,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,3.596,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,3.596,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,3.596,0.000,0.000,
68,68,motorway,45,46,"LINESTRING (-111.9637320 33.6676120, -111.9328960 33.6627590)",2.908970,1.807937,2.685203,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,2.7,2.7,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,2.685,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,2.685,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.685,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.685,0.000,0.000,
69,69,motorway,46,45,"LINESTRING (-111.9328920 33.6627820, -111.9637280 33.6676350)",2.908960,1.807930,2.685194,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,2.7,2.7,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,2.685,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,2.685,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.685,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.685,0.000,0.000,
70,70,motorway,2,47,"LINESTRING (-112.0298670 33.6552750, -112.0024700 33.6548840)",2.540600,1.578993,2.345169,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,2.3,2.3,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,2.345,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,2.345,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.345,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.345,0.000,0.000,
71,71,motorway,47,2,"LINESTRING (-112.0024700 33.6549070, -112.0298670 33.6552980)",2.540600,1.578993,2.345169,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,2.3,2.3,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,2.345,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,2.345,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.345,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.345,0.000,0.000,
72,72,motorway,47,48,"LINESTRING (-112.0024700 33.6548840, -111.9642080 33.6536280)",3.550400,2.206588,3.277292,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,3.3,3.3,3.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,3.277,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,3.277,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,3.277,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,3.277,0.000,0.000,
73,73,motorway,48,47,"LINESTRING (-111.9642070 33.6536510, -112.0024700 33.6549070)",3.550490,2.206644,3.277375,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,3.3,3.3,3.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,3.277,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,3.277,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,3.277,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,3.277,0.000,0.000,
74,74,motorway,48,49,"LINESTRING (-111.9642070 33.6536280, -111.9297020 33.6539670)",3.199560,1.988539,2.953440,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,2.953,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,2.953,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.953,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.953,0.000,0.000,
75,75,motorway,49,48,"LINESTRING (-111.9297020 33.6539900, -111.9642080 33.6536510)",3.199650,1.988595,2.953523,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,2.954,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,2.954,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.954,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,2.954,0.000,0.000,
76,76,motorway,44,47,"LINESTRING (-112.0057380 33.6687500, -112.0024800 33.6548930)",1.565760,0.973126,1.445317,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,1.445,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,1.445,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.445,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.445,0.000,0.000,
77,77,motorway,47,44,"LINESTRING (-112.0024600 33.6548970, -112.0057170 33.6687540)",1.565740,0.973114,1.445298,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,1.445,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,1.445,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.445,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.445,0.000,0.000,
78,78,motorway,47,50,"LINESTRING (-112.0024810 33.6548950, -112.0018380 33.6391970)",1.741490,1.082343,1.607529,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,1.6,1.6,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,1.608,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,1.608,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.608,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.608,0.000,0.000,
79,79,motorway,50,47,"LINESTRING (-112.0018150 33.6391970, -112.0024590 33.6548950)",1.741490,1.082343,1.607529,65.000000,-55.000000,1900.000000,-100.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,motorway,motorway,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,2000.0,1900.0,2000.0,0.0,0.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.0,0.0,0.0,0.0,0.0,1.6,1.6,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.000,0.000,0.000,1.608,0.000,0.000,0.0,0.0,2000.000,0.000,0.000,1.608,0.000,0.000,0.0,0.0,1900.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.608,0.000,0.000,0.0,0.0,2000.000,-1456816083547664115333400476785272000684476368293100444571045580859570544264831110688000580944034235439327939516888695896823154136090794400940032.000,0.000,1.608,0.000,0.000,
