service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
644933,1,1,1,1,1,0,0,20140531,20140703
644931,1,1,1,1,1,0,0,20140707,20140829
644934,1,1,1,1,1,0,0,20140902,20150902
644935,1,1,1,1,1,0,0,20140531,20140703
644936,1,1,1,1,1,0,0,20140707,20140829
644938,1,1,1,1,1,0,0,20140902,20150902
645008,1,1,1,1,1,0,0,20140531,20140703
645009,1,1,1,1,1,0,0,20140707,20140829
645011,1,1,1,1,1,0,0,20140902,20150902
644174,1,1,1,1,1,0,0,20140530,20140703
644176,1,1,1,1,1,0,0,20140707,20140829
644178,1,1,1,1,1,0,0,20140902,20150902
649595,1,1,1,1,1,0,0,20140608,20140620
649596,1,1,1,1,1,0,0,20140623,20140703
649598,1,1,1,1,1,0,0,20140707,20140711
649599,1,1,1,1,1,0,0,20140714,20140829
649601,1,1,1,1,1,0,0,20140902,20150902
643547,1,1,1,1,1,0,0,20140529,20140703
643549,1,1,1,1,1,0,0,20140707,20140829
643551,1,1,1,1,1,0,0,20140902,20150902
644179,1,1,1,1,1,0,0,20140530,20140703
644181,1,1,1,1,1,0,0,20140707,20140829
644183,1,1,1,1,1,0,0,20140902,20150902
643558,1,1,1,1,1,0,0,20140529,20140703
643560,1,1,1,1,1,0,0,20140707,20140829
643562,1,1,1,1,1,0,0,20140902,20150902
644184,0,0,1,1,1,0,0,20140530,20140530
633848,1,1,1,1,1,0,0,20140602,20140620
633849,1,1,1,1,1,0,0,20140623,20140703
644185,1,1,1,1,1,0,0,20140707,20140829
644187,1,1,1,1,1,0,0,20140902,20150902
649602,1,1,1,1,1,0,0,20140608,20140620
649603,1,1,1,1,1,0,0,20140623,20140703
649605,1,1,1,1,1,0,0,20140707,20140711
649606,1,1,1,1,1,0,0,20140714,20140829
649608,1,1,1,1,1,0,0,20140902,20150902
644939,1,1,1,1,1,0,0,20140602,20140620
644940,1,1,1,1,1,0,0,20140623,20140703
644942,1,1,1,1,1,0,0,20140707,20140829
644944,1,1,1,1,1,0,0,20140902,20150902
644188,1,1,1,1,1,0,0,20140530,20140703
644190,1,1,1,1,1,0,0,20140707,20140829
644192,1,1,1,1,1,0,0,20140902,20150902
645923,1,1,1,1,1,0,0,20140601,20140605
645924,0,0,0,0,1,0,0,20140606,20140606
645925,1,1,1,1,1,0,0,20140609,20140703
645927,1,1,1,1,1,0,0,20140707,20140829
645929,1,1,1,1,1,0,0,20140902,20150902
644193,1,1,1,1,1,0,0,20140530,20140703
644195,1,1,1,1,1,0,0,20140707,20140829
644197,1,1,1,1,1,0,0,20140902,20150902
644950,1,1,1,1,1,0,0,20140602,20140620
644951,1,1,1,1,1,0,0,20140623,20140703
644953,1,1,1,1,1,0,0,20140707,20140829
644955,1,1,1,1,1,0,0,20140902,20150902
644198,1,1,1,1,1,0,0,20140530,20140703
644200,1,1,1,1,1,0,0,20140707,20140829
644202,1,1,1,1,1,0,0,20140902,20150902
644962,1,1,1,1,1,0,0,20140531,20140703
644964,1,1,1,1,1,0,0,20140707,20140829
644966,1,1,1,1,1,0,0,20140902,20150902
644956,1,1,1,1,1,0,0,20140602,20140620
644957,1,1,1,1,1,0,0,20140623,20140703
644959,1,1,1,1,1,0,0,20140707,20140829
644961,1,1,1,1,1,0,0,20140902,20150902
644203,1,1,1,1,1,0,0,20140530,20140703
644205,1,1,1,1,1,0,0,20140707,20140829
644207,1,1,1,1,1,0,0,20140902,20150902
644967,1,1,1,1,1,0,0,20140531,20140703
644969,1,1,1,1,1,0,0,20140707,20140829
644971,1,1,1,1,1,0,0,20140902,20150902
644212,1,1,1,1,1,0,0,20140530,20140703
644209,1,1,1,1,1,0,0,20140707,20140829
644211,1,1,1,1,1,0,0,20140902,20150902
644251,1,1,1,1,1,0,0,20140530,20140703
644253,1,1,1,1,1,0,0,20140707,20140829
644255,1,1,1,1,1,0,0,20140902,20150902
644213,1,1,1,1,1,0,0,20140530,20140703
644215,1,1,1,1,1,0,0,20140707,20140829
644217,1,1,1,1,1,0,0,20140902,20150902
643567,0,0,0,0,0,1,0,20140531,20150620
625610,0,0,0,0,1,0,0,20140704,20140704
643568,0,0,0,0,0,0,1,20140831,20140831
643569,0,0,0,0,0,0,1,20140601,20140824
643571,1,0,0,0,0,0,0,20140901,20140901
643572,0,0,0,0,0,0,1,20140907,20150907
643573,0,0,0,0,0,1,0,20140531,20150620
625612,0,0,0,0,1,0,0,20140704,20140704
643574,0,0,0,0,0,0,1,20140831,20140831
644972,0,0,0,0,0,0,1,20140601,20140824
644974,1,0,0,0,0,0,0,20140901,20140901
644975,0,0,0,0,0,0,1,20140907,20150907
643575,0,0,0,0,0,0,1,20140601,20140824
643578,1,0,0,0,0,0,0,20140901,20140901
643577,0,0,0,0,0,0,1,20140907,20150907
644976,0,0,0,0,0,1,1,20140531,20150620
625615,0,0,0,0,1,0,0,20140704,20140704
644977,1,0,0,0,0,0,0,20140901,20140901
643579,0,0,0,0,0,0,1,20140601,20140824
643581,1,0,0,0,0,0,0,20140901,20140901
643582,0,0,0,0,0,0,1,20140907,20150907
644978,0,0,0,0,0,1,0,20140531,20150620
644979,0,0,0,0,1,0,0,20140704,20140704
644980,0,0,0,0,0,0,1,20140831,20140831
644982,0,0,0,0,0,1,0,20140531,20150620
625620,0,0,0,0,1,0,0,20140704,20140704
644983,0,0,0,0,0,0,1,20140831,20140831
644218,0,0,0,0,0,0,1,20140601,20140824
644220,1,0,0,0,0,0,0,20140901,20140901
644221,0,0,0,0,0,0,1,20140907,20150907
644984,0,0,0,0,0,0,1,20140601,20140824
644986,1,0,0,0,0,0,0,20140901,20140901
644987,0,0,0,0,0,0,1,20140907,20150907
644222,0,0,0,0,0,0,1,20140601,20140824
644224,1,0,0,0,0,0,0,20140901,20140901
644225,0,0,0,0,0,0,1,20140907,20150907
644988,0,0,0,0,0,0,1,20140601,20140824
644990,1,0,0,0,0,0,0,20140901,20140901
644991,0,0,0,0,0,0,1,20140907,20150907
644226,0,0,0,0,0,1,1,20140531,20150620
644227,0,0,0,0,1,0,0,20140704,20140704
644228,1,0,0,0,0,0,0,20140901,20140901
643585,0,0,0,0,0,1,0,20140531,20150620
643583,0,0,0,0,1,0,0,20140704,20140704
643584,0,0,0,0,0,0,1,20140831,20140831
644992,0,0,0,0,0,0,1,20140601,20140824
644994,1,0,0,0,0,0,0,20140901,20140901
644995,0,0,0,0,0,0,1,20140907,20150907
644229,0,0,0,0,0,1,1,20140531,20150620
644230,0,0,0,0,1,0,0,20140704,20140704
644231,1,0,0,0,0,0,0,20140901,20140901
644996,0,0,0,0,0,0,1,20140601,20140824
644998,1,0,0,0,0,0,0,20140901,20140901
644999,0,0,0,0,0,0,1,20140907,20150907
644232,0,0,0,0,0,0,1,20140601,20140824
644234,1,0,0,0,0,0,0,20140901,20140901
644235,0,0,0,0,0,0,1,20140907,20150907
645000,0,0,0,0,0,0,1,20140601,20140824
645002,1,0,0,0,0,0,0,20140901,20140901
645003,0,0,0,0,0,0,1,20140907,20150907
644236,0,0,0,0,0,0,1,20140601,20140824
644238,1,0,0,0,0,0,0,20140901,20140901
644239,0,0,0,0,0,0,1,20140907,20150907
645004,0,0,0,0,0,0,1,20140601,20140824
645006,1,0,0,0,0,0,0,20140901,20140901
645007,0,0,0,0,0,0,1,20140907,20150907
644243,0,0,0,0,0,0,1,20140601,20140824
644245,1,0,0,0,0,0,0,20140901,20140901
644246,0,0,0,0,0,0,1,20140907,20150907
644240,0,0,0,0,0,1,0,20140531,20150620
625636,0,0,0,0,1,0,0,20140704,20140704
644241,0,0,0,0,0,0,1,20140831,20140831
644247,0,0,0,0,0,0,1,20140601,20140824
644249,1,0,0,0,0,0,0,20140901,20140901
644250,0,0,0,0,0,0,1,20140907,20150907
621342,1,1,1,1,1,1,1,20140416,20140504
621343,1,1,1,1,1,1,1,20140505,20140611
618935,1,1,1,1,1,1,1,20140612,20140928
618936,1,1,1,1,1,1,1,20140929,20150929
621340,1,1,1,1,1,1,1,20140416,20140504
621341,1,1,1,1,1,1,1,20140505,20140611
618931,1,1,1,1,1,1,1,20140612,20140928
618932,1,1,1,1,1,1,1,20140929,20150929
636086,1,1,1,1,1,1,1,20140515,20140602
636087,0,1,0,0,0,0,0,20140603,20140603
636088,1,1,1,1,1,1,1,20140604,20150620
652264,1,0,0,0,0,0,1,20130901,20130902
652265,1,1,1,1,1,1,1,20130903,20130909
652266,1,1,1,1,1,1,1,20130910,20150620
648214,1,1,1,1,1,0,0,20140605,20140703
648216,1,1,1,1,1,0,0,20140707,20140829
648218,1,1,1,1,1,0,0,20140902,20150902
648212,0,0,0,0,0,1,1,20140607,20150620
626409,0,0,0,0,1,0,0,20140704,20140704
648213,1,0,0,0,0,0,0,20140901,20140901
652260,1,0,0,0,0,0,1,20130901,20130902
652261,1,1,1,1,1,1,1,20130903,20130909
652262,1,1,1,1,1,1,1,20130910,20150620
636095,1,1,1,1,1,1,1,20140515,20140601
636093,1,0,0,0,0,0,0,20140602,20140602
636094,1,1,1,1,1,1,1,20140603,20150620
636083,1,1,1,1,1,1,1,20140515,20140601
636084,1,1,0,0,0,0,0,20140602,20140603
636085,1,1,1,1,1,1,1,20140604,20150620
574000,1,1,1,1,1,1,1,20131229,20140105
573999,1,1,1,1,1,1,1,20140106,20150620
642174,1,1,1,1,1,1,1,20140525,20140706
642175,1,1,1,1,1,1,1,20140707,20140930
642176,1,1,1,1,1,1,1,20141001,20151001
642164,1,1,1,1,1,1,1,20140525,20140706
642165,1,1,1,1,1,1,1,20140707,20140930
642166,1,1,1,1,1,1,1,20141001,20151001
642177,1,1,1,1,1,1,1,20140525,20140706
642178,1,1,1,1,1,1,1,20140707,20140930
642179,1,1,1,1,1,1,1,20141001,20151001
642168,1,1,1,1,1,1,1,20140525,20140706
642167,1,1,1,1,1,1,1,20140707,20140930
642169,1,1,1,1,1,1,1,20141001,20151001
630655,1,1,1,1,1,1,1,20140503,20140511
630654,1,1,1,1,1,1,1,20140513,20150620
630656,1,1,1,1,1,1,1,20140503,20140511
630658,1,1,1,1,1,1,1,20140513,20150620
629720,1,1,1,1,1,1,1,20140501,20140518
629721,1,1,1,1,1,1,1,20140519,20140831
629722,1,1,1,1,1,1,1,20140901,20150901
593472,1,1,1,1,1,1,1,20140202,20140209
593473,1,1,1,1,1,1,1,20140210,20150620
605506,1,1,1,1,1,1,1,20140302,20140321
605507,1,0,0,0,0,1,1,20140322,20140324
605508,1,1,1,1,1,1,1,20140325,20150620
605509,0,0,0,1,1,0,0,20140302,20150620
605510,1,1,1,0,0,1,1,20140302,20140323
605511,1,1,1,0,0,0,0,20140324,20140326
605512,1,1,1,0,0,1,1,20140329,20150620
645012,1,1,1,1,1,0,0,20140531,20140703
645013,1,1,1,1,1,0,0,20140707,20140829
645015,1,1,1,1,1,0,0,20140902,20150902
645112,1,1,1,1,1,0,0,20140531,20140703
645113,1,1,1,1,1,0,0,20140707,20140829
645115,1,1,1,1,1,0,0,20140902,20150902
645016,1,1,1,1,1,0,0,20140531,20140703
645017,1,1,1,1,1,0,0,20140707,20140829
645019,1,1,1,1,1,0,0,20140902,20150902
645118,1,1,1,1,1,0,0,20140531,20140703
645116,1,1,1,1,1,0,0,20140707,20140829
645119,1,1,1,1,1,0,0,20140902,20150902
645020,1,1,1,1,1,0,0,20140531,20140703
645021,1,1,1,1,1,0,0,20140707,20140829
645023,1,1,1,1,1,0,0,20140902,20150902
645124,1,1,1,1,1,0,0,20140531,20140703
645125,1,1,1,1,1,0,0,20140707,20140829
645127,1,1,1,1,1,0,0,20140902,20150902
645024,1,1,1,1,1,0,0,20140531,20140703
645025,1,1,1,1,1,0,0,20140707,20140829
645027,1,1,1,1,1,0,0,20140902,20150902
645028,1,1,1,1,1,0,0,20140531,20140703
645029,1,1,1,1,1,0,0,20140707,20140829
645031,1,1,1,1,1,0,0,20140902,20150902
645120,1,1,1,1,1,0,0,20140531,20140703
645121,1,1,1,1,1,0,0,20140707,20140829
645123,1,1,1,1,1,0,0,20140902,20150902
645032,1,1,1,1,1,0,0,20140531,20140703
645033,1,1,1,1,1,0,0,20140707,20140829
645035,1,1,1,1,1,0,0,20140902,20150902
645036,1,1,1,1,1,0,0,20140531,20140703
645037,1,1,1,1,1,0,0,20140707,20140829
645039,1,1,1,1,1,0,0,20140902,20150902
645128,1,1,1,1,1,0,0,20140531,20140703
645129,1,1,1,1,1,0,0,20140707,20140829
645131,1,1,1,1,1,0,0,20140902,20150902
645040,1,1,1,1,1,0,0,20140531,20140703
645041,1,1,1,1,1,0,0,20140707,20140829
645043,1,1,1,1,1,0,0,20140902,20150902
645132,1,1,1,1,1,0,0,20140531,20140703
645133,1,1,1,1,1,0,0,20140707,20140829
645135,1,1,1,1,1,0,0,20140902,20150902
645044,1,1,1,1,1,0,0,20140531,20140703
645045,1,1,1,1,1,0,0,20140707,20140829
645047,1,1,1,1,1,0,0,20140902,20150902
645138,1,1,1,1,1,0,0,20140531,20140703
645136,1,1,1,1,1,0,0,20140707,20140829
645139,1,1,1,1,1,0,0,20140902,20150902
645048,1,1,1,1,1,0,0,20140531,20140703
645049,1,1,1,1,1,0,0,20140707,20140829
645051,1,1,1,1,1,0,0,20140902,20150902
645140,1,1,1,1,1,0,0,20140531,20140703
645141,1,1,1,1,1,0,0,20140707,20140829
645143,1,1,1,1,1,0,0,20140902,20150902
645052,1,1,1,1,1,0,0,20140531,20140703
645053,1,1,1,1,1,0,0,20140707,20140829
645055,1,1,1,1,1,0,0,20140902,20150902
645056,1,1,1,1,1,0,0,20140531,20140703
645057,1,1,1,1,1,0,0,20140707,20140829
645059,1,1,1,1,1,0,0,20140902,20150902
645060,1,1,1,1,1,0,0,20140531,20140703
645061,1,1,1,1,1,0,0,20140707,20140829
645063,1,1,1,1,1,0,0,20140902,20150902
645064,1,1,1,1,1,0,0,20140531,20140703
645065,1,1,1,1,1,0,0,20140707,20140829
645067,1,1,1,1,1,0,0,20140902,20150902
645144,1,1,1,1,1,0,0,20140531,20140703
645145,1,1,1,1,1,0,0,20140707,20140829
645147,1,1,1,1,1,0,0,20140902,20150902
645068,1,1,1,1,1,0,0,20140531,20140703
645069,1,1,1,1,1,0,0,20140707,20140829
645071,1,1,1,1,1,0,0,20140902,20150902
645148,1,1,1,1,1,0,0,20140531,20140703
645149,1,1,1,1,1,0,0,20140707,20140829
645151,1,1,1,1,1,0,0,20140902,20150902
645072,1,1,1,1,1,0,0,20140531,20140703
645073,1,1,1,1,1,0,0,20140707,20140829
645075,1,1,1,1,1,0,0,20140902,20150902
645076,1,1,1,1,1,0,0,20140531,20140703
645077,1,1,1,1,1,0,0,20140707,20140829
645079,1,1,1,1,1,0,0,20140902,20150902
645080,1,1,1,1,1,0,0,20140531,20140703
645081,1,1,1,1,1,0,0,20140707,20140829
645083,1,1,1,1,1,0,0,20140902,20150902
645152,1,1,1,1,1,0,0,20140531,20140703
645153,1,1,1,1,1,0,0,20140707,20140829
645155,1,1,1,1,1,0,0,20140902,20150902
645084,1,1,1,1,1,0,0,20140531,20140703
645085,1,1,1,1,1,0,0,20140707,20140829
645087,1,1,1,1,1,0,0,20140902,20150902
645156,0,0,0,0,0,1,1,20140531,20150620
627558,0,0,0,0,1,0,0,20140704,20140704
645157,1,0,0,0,0,0,0,20140901,20140901
645158,0,0,0,0,0,1,1,20140531,20150620
627561,0,0,0,0,1,0,0,20140704,20140704
645159,1,0,0,0,0,0,0,20140901,20140901
645088,0,0,0,0,0,1,1,20140531,20150620
627467,0,0,0,0,1,0,0,20140704,20140704
645089,1,0,0,0,0,0,0,20140901,20140901
645160,0,0,0,0,0,1,1,20140531,20150620
627564,0,0,0,0,1,0,0,20140704,20140704
645161,1,0,0,0,0,0,0,20140901,20140901
645090,0,0,0,0,0,1,1,20140531,20150620
627470,0,0,0,0,1,0,0,20140704,20140704
645091,1,0,0,0,0,0,0,20140901,20140901
645162,0,0,0,0,0,1,1,20140531,20150620
627567,0,0,0,0,1,0,0,20140704,20140704
645163,1,0,0,0,0,0,0,20140901,20140901
645092,0,0,0,0,0,1,1,20140531,20150620
627473,0,0,0,0,1,0,0,20140704,20140704
645093,1,0,0,0,0,0,0,20140901,20140901
645164,0,0,0,0,0,1,1,20140531,20150620
627570,0,0,0,0,1,0,0,20140704,20140704
645165,1,0,0,0,0,0,0,20140901,20140901
645094,0,0,0,0,0,1,1,20140531,20150620
627476,0,0,0,0,1,0,0,20140704,20140704
645095,1,0,0,0,0,0,0,20140901,20140901
645166,0,0,0,0,0,1,1,20140531,20150620
627573,0,0,0,0,1,0,0,20140704,20140704
645167,1,0,0,0,0,0,0,20140901,20140901
645168,0,0,0,0,0,1,1,20140531,20150620
627576,0,0,0,0,1,0,0,20140704,20140704
645169,1,0,0,0,0,0,0,20140901,20140901
645096,0,0,0,0,0,1,1,20140531,20150620
627479,0,0,0,0,1,0,0,20140704,20140704
645097,1,0,0,0,0,0,0,20140901,20140901
645098,0,0,0,0,0,1,1,20140531,20150620
627482,0,0,0,0,1,0,0,20140704,20140704
645099,1,0,0,0,0,0,0,20140901,20140901
645100,0,0,0,0,0,1,1,20140531,20150620
627485,0,0,0,0,1,0,0,20140704,20140704
645101,1,0,0,0,0,0,0,20140901,20140901
645102,0,0,0,0,0,1,1,20140531,20150620
627488,0,0,0,0,1,0,0,20140704,20140704
645103,1,0,0,0,0,0,0,20140901,20140901
645104,0,0,0,0,0,1,1,20140531,20150620
627491,0,0,0,0,1,0,0,20140704,20140704
645105,1,0,0,0,0,0,0,20140901,20140901
645106,0,0,0,0,0,1,1,20140531,20150620
627494,0,0,0,0,1,0,0,20140704,20140704
645107,1,0,0,0,0,0,0,20140901,20140901
645108,0,0,0,0,0,1,1,20140531,20150620
627497,0,0,0,0,1,0,0,20140704,20140704
645109,1,0,0,0,0,0,0,20140901,20140901
645110,0,0,0,0,0,1,1,20140531,20150620
627500,0,0,0,0,1,0,0,20140704,20140704
645111,1,0,0,0,0,0,0,20140901,20140901
645170,0,0,0,0,0,1,1,20140531,20150620
627579,0,0,0,0,1,0,0,20140704,20140704
645171,1,0,0,0,0,0,0,20140901,20140901
645174,0,0,0,0,0,1,1,20140531,20150620
627585,0,0,0,0,1,0,0,20140704,20140704
645175,1,0,0,0,0,0,0,20140901,20140901
645172,0,0,0,0,0,1,1,20140531,20150620
627582,0,0,0,0,1,0,0,20140704,20140704
645173,1,0,0,0,0,0,0,20140901,20140901
576379,1,1,1,1,1,1,1,20140102,20140106
576381,1,1,1,1,1,1,1,20140108,20150620
576382,1,1,1,1,1,1,1,20140102,20140106
576384,1,1,1,1,1,1,1,20140108,20150620
637466,0,0,0,0,0,1,0,20140518,20140518
637467,0,1,0,1,0,0,0,20140520,20140522
637468,0,0,0,0,0,1,0,20140524,20150620
637469,0,1,0,1,0,0,0,20140527,20150620
637470,0,0,1,0,1,0,0,20140518,20140523
637471,0,0,0,0,0,0,1,20140518,20140518
637472,0,0,0,0,0,0,1,20140525,20150620
637473,0,0,1,0,1,0,0,20140528,20150620
622071,1,1,1,1,1,1,1,20140418,20140608
622072,1,1,1,1,1,1,1,20140609,20150620
622073,1,1,1,1,1,1,1,20140418,20140608
622074,1,1,1,1,1,1,1,20140609,20150620
644264,1,1,1,1,1,1,1,20140530,20140604
644265,1,1,1,1,1,1,1,20140605,20150620
636596,1,1,1,1,1,0,0,20140516,20140703
636129,0,0,0,0,0,1,1,20140517,20150620
636130,0,0,0,0,1,0,0,20140704,20140704
636131,1,1,1,1,1,0,0,20140707,20150707
576490,1,1,1,1,1,1,1,20140102,20140106
576489,1,1,1,1,1,1,1,20140108,20150620
475472,1,1,1,1,1,1,1,20130531,20130714
475473,1,1,1,1,1,1,1,20130715,20150620
652280,1,0,0,0,0,0,1,20130901,20130902
652275,1,1,1,1,1,1,1,20130903,20130909
652276,0,1,1,1,0,0,0,20130910,20130912
652277,0,0,0,0,1,0,0,20130913,20130913
652278,1,1,1,1,1,1,1,20130914,20150620
629718,1,1,1,1,1,1,1,20140501,20140506
629719,1,1,1,1,1,1,1,20140507,20150620
611359,1,1,1,1,1,1,1,20140319,20140416
611360,0,0,0,1,0,0,0,20140417,20140417
611361,1,1,1,1,1,1,1,20140418,20140424
611362,0,0,0,0,1,0,0,20140425,20140425
611363,1,1,1,1,1,1,1,20140426,20150620
595818,0,0,0,0,1,1,0,20140207,20150620
595819,1,1,0,0,0,0,1,20140209,20140211
595821,1,1,1,1,0,0,1,20140216,20150620
652269,1,1,1,1,1,1,1,20130913,20131014
652267,1,1,1,1,1,1,1,20130908,20131014
640261,0,0,1,1,1,0,0,20140523,20140523
640263,1,1,1,1,1,0,0,20140527,20140703
640265,1,1,1,1,1,0,0,20140707,20140829
640267,1,1,1,1,1,0,0,20140902,20150902
636570,0,0,0,0,1,0,0,20140523,20140523
636572,1,1,1,1,1,0,0,20140527,20140703
640349,1,1,1,1,1,0,0,20140707,20140829
640351,1,1,1,1,1,0,0,20140902,20150902
640268,0,0,1,1,1,0,0,20140523,20140523
640270,1,1,1,1,1,0,0,20140527,20140703
640272,1,1,1,1,1,0,0,20140707,20140829
640274,1,1,1,1,1,0,0,20140902,20150902
636577,0,0,0,0,1,0,0,20140523,20140523
636579,1,1,1,1,1,0,0,20140527,20140703
640352,1,1,1,1,1,0,0,20140707,20140829
640354,1,1,1,1,1,0,0,20140902,20150902
636556,0,0,0,0,1,0,0,20140523,20140523
636558,1,1,1,1,1,0,0,20140527,20140703
640275,1,1,1,1,1,0,0,20140707,20140829
640277,1,1,1,1,1,0,0,20140902,20150902
640278,0,0,1,1,1,0,0,20140523,20140523
640280,1,1,1,1,1,0,0,20140527,20140703
640282,1,1,1,1,1,0,0,20140707,20140829
640284,1,1,1,1,1,0,0,20140902,20150902
636563,0,0,0,0,1,0,0,20140523,20140523
636565,1,1,1,1,1,0,0,20140527,20140703
640285,1,1,1,1,1,0,0,20140707,20140829
640287,1,1,1,1,1,0,0,20140902,20150902
640288,0,0,1,1,1,0,0,20140523,20140523
640290,1,1,1,1,1,0,0,20140527,20140703
640292,1,1,1,1,1,0,0,20140707,20140829
640294,1,1,1,1,1,0,0,20140902,20150902
640295,0,0,1,1,1,0,0,20140523,20140523
640297,1,1,1,1,1,0,0,20140527,20140703
640299,1,1,1,1,1,0,0,20140707,20140829
640301,1,1,1,1,1,0,0,20140902,20150902
640302,0,0,1,1,1,0,0,20140523,20140523
640304,1,1,1,1,1,0,0,20140527,20140703
640306,1,1,1,1,1,0,0,20140707,20140829
640308,1,1,1,1,1,0,0,20140902,20150902
640309,0,0,0,0,0,1,1,20140524,20150620
640310,1,0,0,0,0,0,0,20140526,20140526
640311,0,0,0,0,1,0,0,20140704,20140704
640312,1,0,0,0,0,0,0,20140901,20140901
640313,0,0,0,0,0,1,1,20140524,20150620
640314,1,0,0,0,0,0,0,20140526,20140526
640315,0,0,0,0,1,0,0,20140704,20140704
640316,1,0,0,0,0,0,0,20140901,20140901
640317,0,0,0,0,0,1,1,20140524,20150620
640318,1,0,0,0,0,0,0,20140526,20140526
640319,0,0,0,0,1,0,0,20140704,20140704
640320,1,0,0,0,0,0,0,20140901,20140901
640321,0,0,0,0,0,1,1,20140524,20150620
640322,1,0,0,0,0,0,0,20140526,20140526
640323,0,0,0,0,1,0,0,20140704,20140704
640324,1,0,0,0,0,0,0,20140901,20140901
640325,0,0,0,0,0,1,1,20140524,20150620
640326,1,0,0,0,0,0,0,20140526,20140526
640327,0,0,0,0,1,0,0,20140704,20140704
640328,1,0,0,0,0,0,0,20140901,20140901
640333,0,0,0,0,0,1,1,20140524,20150620
640334,1,0,0,0,0,0,0,20140526,20140526
640335,0,0,0,0,1,0,0,20140704,20140704
640336,1,0,0,0,0,0,0,20140901,20140901
640337,0,0,0,0,0,1,1,20140524,20150620
640338,1,0,0,0,0,0,0,20140526,20140526
640339,0,0,0,0,1,0,0,20140704,20140704
640340,1,0,0,0,0,0,0,20140901,20140901
640341,0,0,0,0,0,1,1,20140524,20150620
640342,1,0,0,0,0,0,0,20140526,20140526
640343,0,0,0,0,1,0,0,20140704,20140704
640344,1,0,0,0,0,0,0,20140901,20140901
640345,0,0,0,0,0,1,1,20140524,20150620
640346,1,0,0,0,0,0,0,20140526,20140526
640347,0,0,0,0,1,0,0,20140704,20140704
640348,1,0,0,0,0,0,0,20140901,20140901
640329,0,0,0,0,0,1,1,20140524,20150620
640330,1,0,0,0,0,0,0,20140526,20140526
640331,0,0,0,0,1,0,0,20140704,20140704
640332,1,0,0,0,0,0,0,20140901,20140901
649609,1,1,1,1,1,1,1,20140608,20140612
649610,1,1,1,1,1,1,1,20140613,20140908
649611,1,1,1,1,1,1,1,20140909,20140930
649612,0,0,1,1,1,0,0,20141001,20141003
649613,1,1,1,1,1,1,1,20141004,20151004
643586,0,1,1,1,1,0,0,20140529,20140530
643587,1,1,0,0,0,1,1,20140531,20140603
643588,0,0,1,1,0,0,0,20140604,20140605
643589,1,1,1,1,1,1,1,20140606,20140908
643590,1,1,1,1,1,1,1,20140909,20141003
643591,1,1,1,1,1,1,1,20141004,20151004
649614,1,1,1,1,1,1,1,20140608,20140612
649615,1,1,1,1,1,1,1,20140613,20140908
649616,1,1,1,1,1,1,1,20140909,20140930
649617,0,0,1,1,1,0,0,20141001,20141003
649618,1,1,1,1,1,1,1,20141004,20151004
643592,0,1,1,1,1,0,0,20140529,20140530
643593,1,1,0,0,0,1,1,20140531,20140603
643594,0,0,1,1,0,0,0,20140604,20140605
643595,1,1,1,1,1,1,1,20140606,20140908
643596,1,1,1,1,1,1,1,20140909,20141003
643597,1,1,1,1,1,1,1,20141004,20151004
641163,1,1,1,1,1,1,1,20140524,20140531
641161,1,1,1,0,0,0,1,20140601,20140604
