stop_id,stop_name,stop_lat,stop_lon,stop_url,stop_timezone
CLB,Columbia Amtrak,33.994297,-81.040490,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267945,America/New_York
CLE,Cleveland Amtrak,41.505787,-81.696172,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268968,America/New_York
CLF,Clifton Forge Amtrak,37.814521,-79.827363,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268390,America/New_York
CLP,Culpeper Amtrak,38.472360,-77.993421,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267829,America/New_York
CLT,Charlotte Amtrak,35.241403,-80.822812,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269186,America/New_York
CML,Camarillo Amtrak,34.215933,-119.034114,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269004,America/Los_Angeles
CMO,Chemult Amtrak,43.216784,-121.781594,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268298,America/Los_Angeles
CNV,Castleton Amtrak,43.613382,-73.171337,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1246042597093,America/New_York
COC,Corcoran Amtrak,36.098516,-119.557050,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269918,America/Los_Angeles
COI,Connersville Amtrak,39.645969,-85.133380,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270675,America/New_York
COT,Coatesville Amtrak,39.985688,-75.820929,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269840,America/New_York
COV,Connellsville Amtrak,40.020282,-79.592813,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268685,America/New_York
COX,Colfax Amtrak,39.098874,-120.952913,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270554,America/Los_Angeles
CPN,Carpinteria Amtrak,34.396780,-119.522975,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269064,America/Los_Angeles
CRF,Crawfordsville Amtrak,40.044705,-86.899187,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270322,America/New_York
CRN,Creston Amtrak,41.056920,-94.361617,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270258,America/Chicago
CRT,Croton-Harmon Amtrak,41.189903,-73.882394,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269775,America/New_York
CRV,Carlinville Amtrak,39.279295,-89.889276,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268133,America/Chicago
CSN,Clemson Amtrak,34.691115,-82.832501,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268354,America/New_York
CTL,Centralia Amtrak,46.717470,-122.953062,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269931,America/Los_Angeles
CUM,Cumberland Amtrak,39.650628,-78.758000,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268350,America/New_York
CUT,Cut Bank Amtrak,48.638364,-112.331584,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267929,America/Denver
CVS,Charlottesville Amtrak,38.031484,-78.491684,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269679,America/New_York
CWH,Cornwells Heights Amtrak,40.071663,-74.952187,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268746,America/New_York
CWT,Chatsworth Amtrak,34.253205,-118.599417,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268137,America/Los_Angeles
CYN,Cary Amtrak,35.788294,-78.782246,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270059,America/New_York
DAL,Dallas Union Station,32.776094,-96.807235,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269763,America/Chicago
DAN,Danville Amtrak,36.584090,-79.383968,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268597,America/New_York
DAV,Davis Amtrak,38.543562,-121.737707,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270261,America/Los_Angeles
DDG,Dodge City Amtrak,37.752306,-100.016961,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270582,America/Chicago
DEM,Deming Amtrak,32.271770,-107.754346,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269707,America/Denver
DEN,Denver Union Station,39.752959,-104.999929,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268988,America/Denver
DER,Dearborn Amtrak,42.312406,-83.198735,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269943,America/New_York
DET,Detroit Amtrak,42.368097,-83.072397,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270271,America/New_York
DFB,Deerfield Beach Amtrak,26.317069,-80.122147,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269469,America/New_York
DHM,Durham Amtrak,43.139328,-70.936013,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270556,America/New_York
DIL,Dillon Amtrak,34.417647,-79.372301,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269233,America/New_York
DLB,Delray Beach Amtrak,26.454021,-80.091154,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267871,America/New_York
DLD,DeLand Amtrak,29.017849,-81.352477,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269401,America/New_York
DLK,Detroit Lakes Amtrak,46.819692,-95.845998,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270218,America/Chicago
DNC,Durham Amtrak,35.997240,-78.907129,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269612,America/New_York
DNK,Denmark Amtrak,33.326184,-81.143635,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269951,America/New_York
DOA,Dowagiac Amtrak,41.980941,-86.109041,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269987,America/New_York
DOV,Dover Amtrak,43.197968,-70.878361,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268452,America/New_York
DOW,Downingtown Amtrak,40.002193,-75.710775,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267886,America/New_York
DQN,Du Quoin Amtrak,38.012328,-89.240254,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269193,America/Chicago
DRD,Durand Amtrak,42.909495,-83.982320,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268984,America/New_York
DRT,Del Rio Amtrak,29.362202,-100.902662,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268125,America/Chicago
DUN,Dunsmuir Amtrak,41.211127,-122.270587,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270792,America/Los_Angeles
DVL,Devils Lake Amtrak,48.110468,-98.861372,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270847,America/Chicago
DWT,Dwight Amtrak,41.092981,-88.427884,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270953,America/Chicago
DYE,Dyer Amtrak,41.515413,-87.518076,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267999,America/Chicago
EDM,Edmonds Amtrak,47.811081,-122.384141,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270909,America/Los_Angeles
EFG,Effingham Amtrak,39.117059,-88.547110,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269900,America/Chicago
EKH,Elkhart Amtrak,41.680748,-85.971848,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270119,America/New_York
ELK,Elko Amtrak,40.836483,-115.750530,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267973,America/Los_Angeles
ELP,El Paso Union Depot,31.757346,-106.495644,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267937,America/Denver
ELT,Elizabethtown Amtrak,40.147028,-76.612234,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268033,America/New_York
ELY,Elyria Amtrak,41.370033,-82.096685,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268262,America/New_York
EMY,Emeryville Amtrak,37.840474,-122.291615,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269959,America/Los_Angeles
ENC,Encinitas,33.047109,-117.293204,http://www.amtrak.com/servlet/ContentServer?pagename=am/AM_Snippet_C/IBLegacy&code=ENC,America/Los_Angeles
EPH,Ephrata Amtrak,47.320948,-119.549267,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726267941,America/Los_Angeles
ERI,Erie Amtrak,42.120847,-80.082444,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270063,America/New_York
ESM,Essex Amtrak,48.275543,-113.610942,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268621,America/Denver
ESX,Essex Junction-Burlington Amtrak,44.492466,-73.110277,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726268169,America/New_York
EUG,Eugene Amtrak,44.055043,-123.092361,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270091,America/Los_Angeles
EVR,Everett Amtrak,47.975401,-122.197858,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726270131,America/Los_Angeles
EWR,Newark Liberty Airport Amtrak,40.696618,-74.182290,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269979,America/New_York
EXR,Exeter Amtrak,42.981020,-70.958700,http://www.amtrak.com/servlet/ContentServer?c=am2Station&pagename=am%2Fam2Station%2FStation_Page&p=1237405732508&cid=1229726269923,America/New_York
