link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,cell_type,length,lanes,free_speed,capacity,mvmt_txt_id,main_node_id,cycle_length,start_green_time,end_green_time,nema_phase,geometry,
5722,DIXIE HWY,104241,104242,arterial,1,1,-1,0.42538,1,47.0,1560.0,,,,,,,"LINESTRING (-84.000072 40.810699, -83.994449 40.815143)"
5723,DIXIE HWY,104242,103547,arterial,1,1,-1,0.24489,1,47.0,1800.0,,,,,,,"LINESTRING (-83.994449 40.815143, -83.991231 40.817716)"
5724,COOL RD,104242,104221,arterial,1,1,-1,0.29867,1,35.0,1560.0,,,,,,,"LINESTRING (-83.994451 40.815145, -83.994496 40.810817)"
5725,DIXIE HWY,104242,104241,arterial,1,1,-1,0.42538,1,47.0,1560.0,,,,,,,"LINESTRING (-83.994451 40.815146, -84.000074 40.810701)"
5726,US-30,104244,104007,freeway,1,1,-1,0.85473,2,68.0,3236.0,,,,,,,"LINESTRING (-83.997311 40.824946, -84.013613 40.824842)"
5727,US-30,104245,104252,freeway,1,1,-1,0.14356,2,68.0,3236.0,,,,,,,"LINESTRING (-83.997344 40.824692, -83.994605 40.824698)"
5728,0,104247,313,hot,99,1,-1,0.14848,1,25.0,1800.0,,,,,,,"LINESTRING (-83.994498 40.819537, -83.992139 40.818343)"
5729,STATE RD,104247,104229,arterial,1,1,-1,0.30170,1,37.0,1676.0,,,,,,,"LINESTRING (-83.994497 40.819537, -83.988743 40.819627)"
5730,STATE RD,104247,104256,arterial,1,1,-1,0.01723,1,35.0,1618.0,,,,,,,"LINESTRING (-83.994497 40.819540, -83.994829 40.819534)"
5731,COOL RD,104248,104240,arterial,1,1,-1,0.32955,1,37.0,1560.0,,,,,,,"LINESTRING (-83.994560 40.822304, -83.999576 40.819425)"
5732,COOL RD,104248,104259,arterial,1,1,-1,0.10890,1,37.0,1560.0,,,,,,,"LINESTRING (-83.994558 40.822303, -83.994573 40.823881)"
5733,I-75,104250,102500,freeway,1,1,-1,0.56894,2,70.0,4224.0,,,,,,,"LINESTRING (-83.989402 40.824470, -83.997544 40.819019)"
5734,COOL RD,104251,104177,arterial,1,1,-1,0.08807,1,37.0,1618.0,,,,,,,"LINESTRING (-83.994576 40.824936, -83.994593 40.826211)"
5735,US-30,104251,104244,freeway,1,1,-1,0.14318,2,68.0,4224.0,,,,,,,"LINESTRING (-83.994577 40.824935, -83.997311 40.824946)"
5736,COOL RD,104251,104252,arterial,1,1,-1,0.01629,1,37.0,1618.0,,,,,,,"LINESTRING (-83.994578 40.824936, -83.994606 40.824699)"
5737,US-30,104252,104236,freeway,1,1,-1,0.30966,2,68.0,4224.0,,,,,,,"LINESTRING (-83.994605 40.824698, -83.988696 40.824744)"
5738,COOL RD,104252,104251,arterial,1,1,-1,0.01629,1,37.0,1618.0,,,,,,,"LINESTRING (-83.994604 40.824698, -83.994576 40.824935)"
5739,COOL RD,104252,104259,arterial,1,1,-1,0.05644,1,37.0,1618.0,,,,,,,"LINESTRING (-83.994606 40.824698, -83.994575 40.823880)"
5740,I-75,104254,104238,freeway,1,1,-1,0.09470,2,70.0,4224.0,,,,,,,"LINESTRING (-83.989195 40.824318, -83.987794 40.825187)"
5741,STATE RD,104255,104240,arterial,1,1,-1,0.15568,1,35.0,1502.0,,,,,,,"LINESTRING (-83.996608 40.819533, -83.999575 40.819425)"
5742,STATE RD,104255,104256,arterial,1,1,-1,0.09318,1,35.0,1502.0,,,,,,,"LINESTRING (-83.996608 40.819530, -83.994829 40.819531)"
5743,STATE RD,104256,104247,arterial,1,1,-1,0.01723,1,35.0,1618.0,,,,,,,"LINESTRING (-83.994829 40.819531, -83.994497 40.819537)"
5744,STATE RD,104256,104255,arterial,1,1,-1,0.09318,1,35.0,1502.0,,,,,,,"LINESTRING (-83.994829 40.819534, -83.996608 40.819533)"
5745,COOL RD,104259,104248,arterial,1,1,-1,0.10890,1,37.0,1560.0,,,,,,,"LINESTRING (-83.994575 40.823880, -83.994560 40.822302)"
5746,COOL RD,104259,104252,arterial,1,1,-1,0.05644,1,37.0,2112.0,,,,,,,"LINESTRING (-83.994573 40.823881, -83.994604 40.824699)"
5747,NAPOLEON RD,104261,104051,arterial,1,1,-1,0.67841,1,46.0,1800.0,,,,,,,"LINESTRING (-83.969601 40.783834, -83.966321 40.774326)"
5748,SANDUSKY RD,104261,104194,arterial,1,1,-1,0.71061,1,46.0,1800.0,,,,,,,"LINESTRING (-83.969600 40.783833, -83.956415 40.786196)"
5749,SANDUSKY RD,104261,104226,arterial,1,1,-1,0.32538,1,39.0,1618.0,,,,,,,"LINESTRING (-83.969600 40.783836, -83.975634 40.782737)"
5750,NAPOLEON RD,104261,104227,arterial,1,1,-1,0.39110,1,46.0,1618.0,,,,,,,"LINESTRING (-83.969599 40.783835, -83.971495 40.789317)"
5751,NAPOLEON RD,104262,103989,arterial,1,1,-1,0.08277,1,46.0,1618.0,,,,,,,"LINESTRING (-83.962722 40.764000, -83.961144 40.763985)"
5752,NAPOLEON RD,104262,104197,arterial,1,1,-1,0.06326,1,44.0,1618.0,,,,,,,"LINESTRING (-83.962721 40.764002, -83.962901 40.764911)"
5753,0,104264,314,hot,99,1,-1,0.47027,1,25.0,1800.0,,,,,,,"LINESTRING (-83.961325 40.811443, -83.964138 40.817915)"
5754,0,104264,347,hot,99,1,-1,0.95303,1,25.0,1800.0,,,,,,,"LINESTRING (-83.961327 40.811442, -83.959063 40.797740)"
5755,SUGAR CREEK R,104264,104222,arterial,1,1,-1,0.75871,1,39.0,1560.0,,,,,,,"LINESTRING (-83.961326 40.811444, -83.975779 40.810923)"
5756,SUGAR CREEK R,104264,104275,arterial,1,1,-1,0.24583,1,37.0,1800.0,,,,,,,"LINESTRING (-83.961326 40.811441, -83.956639 40.811588)"
5757,0,104266,314,hot,99,1,-1,0.61061,1,25.0,1800.0,,,,,,,"LINESTRING (-83.975767 40.818417, -83.964139 40.817913)"
5758,NAPOLEON RD,104266,104222,arterial,1,1,-1,0.51742,1,46.0,1560.0,,,,,,,"LINESTRING (-83.975768 40.818419, -83.975780 40.810922)"
5759,NAPOLEON RD,104266,104268,arterial,1,1,-1,0.40890,1,48.0,1734.0,,,,,,,"LINESTRING (-83.975766 40.818419, -83.975692 40.824343)"
5760,US-30,104267,104235,freeway,1,1,-1,0.27216,2,68.0,4224.0,,,,,,,"LINESTRING (-83.970405 40.825124, -83.975596 40.825063)"
5761,DIXIE HWY,104268,104230,arterial,1,1,-1,0.40758,1,46.0,1618.0,,,,,,,"LINESTRING (-83.975693 40.824345, -83.983413 40.823651)"
5762,NAPOLEON RD,104268,104266,arterial,1,1,-1,0.40890,1,48.0,1618.0,,,,,,,"LINESTRING (-83.975694 40.824344, -83.975768 40.818419)"
5763,NAPOLEON RD,104268,104273,arterial,1,1,-1,0.04129,1,48.0,1734.0,,,,,,,"LINESTRING (-83.975692 40.824344, -83.975706 40.824943)"
5764,NAPOLEON RD,104270,104273,arterial,1,1,-1,0.09962,1,48.0,1734.0,,,,,,,"LINESTRING (-83.975718 40.826388, -83.975708 40.824942)"
5765,NAPOLEON RD,104270,104274,arterial,1,1,-1,0.08864,1,48.0,1734.0,,,,,,,"LINESTRING (-83.975716 40.826388, -83.975724 40.827673)"
5766,NAPOLEON RD,104273,104268,arterial,1,1,-1,0.04129,1,48.0,1618.0,,,,,,,"LINESTRING (-83.975708 40.824942, -83.975694 40.824343)"
5767,NAPOLEON RD,104273,104270,arterial,1,1,-1,0.09962,1,48.0,1734.0,,,,,,,"LINESTRING (-83.975706 40.824942, -83.975716 40.826388)"
5768,NAPOLEON RD,104274,104201,arterial,1,1,-1,0.08087,1,48.0,1734.0,,,,,,,"LINESTRING (-83.975724 40.827674, -83.975797 40.828847)"
5769,NAPOLEON RD,104274,104270,arterial,1,1,-1,0.08864,1,48.0,1734.0,,,,,,,"LINESTRING (-83.975726 40.827673, -83.975718 40.826388)"
5770,SUGAR CREEK R,104275,104175,arterial,1,1,-1,0.25492,1,37.0,1560.0,,,,,,,"LINESTRING (-83.956639 40.811588, -83.951779 40.811680)"
5771,SUGAR CREEK R,104275,104264,arterial,1,1,-1,0.24583,1,37.0,1560.0,,,,,,,"LINESTRING (-83.956639 40.811591, -83.961326 40.811444)"
5772,0,104279,312,hot,99,1,-1,0.57576,1,25.0,1800.0,,,,,,,"LINESTRING (-83.994707 40.847474, -84.005634 40.846599)"
5773,COOL RD,104279,104178,arterial,1,1,-1,1.01648,1,39.0,1676.0,,,,,,,"LINESTRING (-83.994708 40.847472, -83.994643 40.832745)"
5774,COOL RD,104279,104280,arterial,1,1,-1,0.98220,1,37.0,1560.0,,,,,,,"LINESTRING (-83.994705 40.847472, -83.994843 40.861704)"
5775,COOL RD,104280,104279,arterial,1,1,-1,0.98220,1,37.0,1560.0,,,,,,,"LINESTRING (-83.994846 40.861704, -83.994708 40.847472)"
5776,HILLVILLE RD,104280,104285,arterial,1,1,-1,0.02576,1,39.0,1676.0,,,,,,,"LINESTRING (-83.994843 40.861704, -83.994854 40.862078)"
5777,HILLVILLE RD,104280,104286,arterial,1,1,-1,0.97879,1,37.0,1676.0,,,,,,,"LINESTRING (-83.994845 40.861703, -83.976170 40.862078)"
5778,SWANEY RD,104281,104192,arterial,1,1,-1,0.75739,1,37.0,1560.0,,,,,,,"LINESTRING (-83.956918 40.851321, -83.957037 40.862295)"
5779,SWANEY RD,104281,104297,arterial,1,1,-1,0.37216,1,37.0,1560.0,,,,,,,"LINESTRING (-83.956921 40.851321, -83.953640 40.846539)"
5780,N DIXIE HWY,104281,104301,arterial,1,1,-1,0.37746,1,39.0,1502.0,,,,,,,"LINESTRING (-83.956921 40.851321, -83.956921 40.845851)"
5781,0,104282,321,hot,99,1,-1,0.29053,1,25.0,1800.0,,,,,,,"LINESTRING (-83.985366 40.832823, -83.984988 40.837025)"
5782,LINCOLN HWY,104282,104178,arterial,1,1,-1,0.48617,1,47.0,1560.0,,,,,,,"LINESTRING (-83.985367 40.832825, -83.994642 40.832747)"
5783,LINCOLN HWY,104282,104283,arterial,1,1,-1,0.36913,1,30.0,1560.0,,,,,,,"LINESTRING (-83.985367 40.832822, -83.978323 40.832882)"
5784,LINCOLN HWY,104283,104202,arterial,1,1,-1,0.12955,2,20.0,2714.0,,,,,,,"LINESTRING (-83.978323 40.832882, -83.975849 40.832903)"
5785,LINCOLN HWY,104283,104282,arterial,1,1,-1,0.36913,1,30.0,1357.0,,,,,,,"LINESTRING (-83.978323 40.832885, -83.985367 40.832825)"
5786,THAYER RD,104284,103980,arterial,1,1,-1,0.76648,1,39.0,1560.0,,,,,,,"LINESTRING (-84.013684 40.864857, -84.013897 40.875962)"
5787,THAYER RD,104284,103997,arterial,1,1,-1,0.24205,1,37.0,1560.0,,,,,,,"LINESTRING (-84.013687 40.864857, -84.013698 40.861350)"
5788,0,104285,309,hot,99,1,-1,1.06117,1,25.0,1800.0,,,,,,,"LINESTRING (-83.994855 40.862079, -84.003530 40.875972)"
5789,HILLVILLE RD,104285,103997,arterial,1,1,-1,0.98845,1,37.0,1560.0,,,,,,,"LINESTRING (-83.994856 40.862080, -84.013697 40.861352)"
5790,HILLVILLE RD,104285,104280,arterial,1,1,-1,0.02576,1,39.0,1502.0,,,,,,,"LINESTRING (-83.994857 40.862078, -83.994846 40.861704)"
5791,SR-696,104286,103852,arterial,1,1,-1,0.65057,1,47.0,1676.0,,,,,,,"LINESTRING (-83.976171 40.862079, -83.976106 40.852652)"
5792,SR-696,104286,104173,arterial,1,1,-1,0.49962,1,47.0,1676.0,,,,,,,"LINESTRING (-83.976168 40.862079, -83.976226 40.869320)"
5793,HILLVILLE RD,104286,104192,arterial,1,1,-1,1.00246,1,37.0,1560.0,,,,,,,"LINESTRING (-83.976170 40.862078, -83.957039 40.862294)"
5794,HILLVILLE RD,104286,104280,arterial,1,1,-1,0.97879,1,37.0,1502.0,,,,,,,"LINESTRING (-83.976170 40.862081, -83.994845 40.861706)"
5795,SR-696,104287,103852,arterial,1,1,-1,1.11136,1,47.0,1800.0,,,,,,,"LINESTRING (-83.975881 40.836551, -83.976104 40.852652)"
5796,WEST ST,104287,104202,arterial,1,1,-1,0.25170,1,33.0,1734.0,,,,,,,"LINESTRING (-83.975884 40.836551, -83.975850 40.832904)"
5797,SWANEY RD,104296,104184,arterial,1,1,-1,0.72367,1,37.0,1657.0,,,,,,,"LINESTRING (-83.952069 40.843797, -83.951907 40.833312)"
5798,SWANEY RD,104296,104297,arterial,1,1,-1,0.20625,1,37.0,1800.0,,,,,,,"LINESTRING (-83.952067 40.843798, -83.953638 40.846540)"
5799,OLD SWANEY RD,104296,104298,arterial,1,1,-1,0.11970,1,37.0,1502.0,,,,,,,"LINESTRING (-83.952066 40.843797, -83.952082 40.845533)"
5800,SWANEY RD,104297,104281,arterial,1,1,-1,0.37216,1,37.0,1502.0,,,,,,,"LINESTRING (-83.953638 40.846540, -83.956919 40.851322)"
5801,SWANEY RD,104297,104296,arterial,1,1,-1,0.20625,1,37.0,1481.0,,,,,,,"LINESTRING (-83.953640 40.846539, -83.952069 40.843797)"
5802,0,104298,319,hot,99,1,-1,0.09943,1,25.0,1800.0,,,,,,,"LINESTRING (-83.952083 40.845532, -83.950378 40.846171)"
5803,OLD SWANEY RD,104298,104296,arterial,1,1,-1,0.11970,1,37.0,1560.0,,,,,,,"LINESTRING (-83.952085 40.845533, -83.952069 40.843797)"
5804,N DIXIE HWY,104299,104300,arterial,1,1,-1,0.29413,1,41.0,1800.0,,,,,,,"LINESTRING (-83.969374 40.833047, -83.966264 40.836596)"
5805,WEST ST,104299,104302,arterial,1,1,-1,0.16402,1,29.0,1657.0,,,,,,,"LINESTRING (-83.969375 40.833046, -83.966247 40.833111)"
5806,WEST ST,104299,104305,arterial,1,1,-1,0.01932,1,34.0,1800.0,,,,,,,"LINESTRING (-83.969375 40.833049, -83.969745 40.833041)"
5807,N DIXIE HWY,104300,104299,arterial,1,1,-1,0.29413,1,41.0,1676.0,,,,,,,"LINESTRING (-83.966266 40.836597, -83.969376 40.833048)"
5808,N DIXIE HWY,104300,104301,arterial,1,1,-1,0.80492,1,40.0,1676.0,,,,,,,"LINESTRING (-83.966264 40.836595, -83.956919 40.845850)"
5809,0,104301,320,hot,99,1,-1,0.47670,1,25.0,1800.0,,,,,,,"LINESTRING (-83.956919 40.845852, -83.959643 40.852444)"
5810,N DIXIE HWY,104301,104281,arterial,1,1,-1,0.37746,1,39.0,1800.0,,,,,,,"LINESTRING (-83.956918 40.845851, -83.956918 40.851321)"
5811,N DIXIE HWY,104301,104300,arterial,1,1,-1,0.80492,1,40.0,1676.0,,,,,,,"LINESTRING (-83.956921 40.845852, -83.966266 40.836597)"
5812,0,104302,317,hot,99,1,-1,0.14413,1,25.0,1800.0,,,,,,,"LINESTRING (-83.966248 40.833113, -83.967693 40.831336)"
5813,WEST ST,104302,104299,arterial,1,1,-1,0.16402,1,29.0,1676.0,,,,,,,"LINESTRING (-83.966247 40.833114, -83.969375 40.833049)"
5814,SR-696,104302,104313,arterial,1,1,-1,0.16742,1,38.0,2112.0,,,,,,,"LINESTRING (-83.966247 40.833111, -83.963054 40.833162)"
5815,I-75,104303,104312,freeway,1,1,-1,0.45947,2,70.0,3468.0,,,,,,,"LINESTRING (-83.958440 40.843130, -83.961380 40.836858)"
5816,I-75,104304,104211,freeway,1,1,-1,0.32633,2,70.0,4224.0,,,,,,,"LINESTRING (-83.958266 40.842966, -83.953880 40.846322)"
5817,WEST ST,104305,104299,arterial,1,1,-1,0.01932,1,34.0,1560.0,,,,,,,"LINESTRING (-83.969745 40.833038, -83.969375 40.833046)"
5818,WEST ST,104305,104306,arterial,1,1,-1,0.25208,1,30.0,1421.0,,,,,,,"LINESTRING (-83.969745 40.833041, -83.974554 40.832935)"
5819,0,104306,316,hot,99,1,-1,0.10966,1,25.0,1800.0,,,,,,,"LINESTRING (-83.974553 40.832933, -83.973449 40.834284)"
5820,WEST ST,104306,104202,arterial,1,1,-1,0.06780,1,22.0,1618.0,,,,,,,"LINESTRING (-83.974554 40.832935, -83.975849 40.832906)"
5821,WEST ST,104306,104305,arterial,1,1,-1,0.25208,1,30.0,1421.0,,,,,,,"LINESTRING (-83.974554 40.832932, -83.969745 40.833038)"
5822,0,104307,493,highway,99,1,-1,0.06610,1,36.0,1800.0,,,,,,,"LINESTRING (-83.958658 40.833234, -83.958805 40.834185)"
5823,SR-696,104307,104308,arterial,1,1,-1,0.05833,2,43.0,3468.0,,,,,,,"LINESTRING (-83.958660 40.833235, -83.959776 40.833217)"
5824,SR-696,104307,104310,arterial,1,1,-1,0.04091,2,43.0,4224.0,,,,,,,"LINESTRING (-83.958660 40.833232, -83.957880 40.833184)"
5825,SR-696,104308,104307,arterial,1,1,-1,0.05833,2,43.0,3314.0,,,,,,,"LINESTRING (-83.959776 40.833214, -83.958660 40.833232)"
5826,SR-696,104308,104309,arterial,1,1,-1,0.08883,2,43.0,3468.0,,,,,,,"LINESTRING (-83.959776 40.833217, -83.961472 40.833225)"
5827,0,104308,104311,on-ramp,1,1,-1,0.26951,1,43.0,1734.0,,,,,,,"LINESTRING (-83.959776 40.833215, -83.961075 40.836994)"
5828,SR-696,104309,104308,arterial,1,1,-1,0.08883,2,43.0,3468.0,,,,,,,"LINESTRING (-83.961472 40.833222, -83.959776 40.833214)"
5829,SR-696,104309,104313,arterial,1,1,-1,0.08295,2,43.0,3468.0,,,,,,,"LINESTRING (-83.961472 40.833225, -83.963054 40.833165)"
5830,0,104310,318,hot,99,1,-1,0.07992,1,25.0,1800.0,,,,,,,"LINESTRING (-83.957879 40.833184, -83.956902 40.834076)"
5831,SR-696,104310,104307,arterial,1,1,-1,0.04091,2,43.0,3314.0,,,,,,,"LINESTRING (-83.957880 40.833187, -83.958660 40.833235)"
5832,SR-696,104310,104317,arterial,1,1,-1,0.18617,2,45.0,3600.0,,,,,,,"LINESTRING (-83.957880 40.833184, -83.954332 40.833312)"
5833,I-75,104311,104304,freeway,1,1,-1,0.43769,2,70.0,3352.0,,,,,,,"LINESTRING (-83.961075 40.836994, -83.958266 40.842966)"
5834,0,104312,104313,on-ramp,1,1,-1,0.26970,1,43.0,1657.0,,,,,,,"LINESTRING (-83.961380 40.836858, -83.963054 40.833163)"
5835,I-75,104312,104314,freeway,1,1,-1,0.24072,2,70.0,4224.0,,,,,,,"LINESTRING (-83.961380 40.836858, -83.961607 40.833372)"
5836,0,104313,104205,on-ramp,1,1,-1,0.27045,1,43.0,2112.0,,,,,,,"LINESTRING (-83.963054 40.833163, -83.963871 40.829293)"
5837,SR-696,104313,104302,arterial,1,1,-1,0.16742,1,38.0,1676.0,,,,,,,"LINESTRING (-83.963054 40.833165, -83.966247 40.833114)"
5838,SR-696,104313,104309,arterial,1,1,-1,0.08295,2,43.0,3600.0,,,,,,,"LINESTRING (-83.963054 40.833162, -83.961472 40.833222)"
5839,I-75,104314,104205,freeway,1,1,-1,0.30549,2,70.0,4224.0,,,,,,,"LINESTRING (-83.961607 40.833372, -83.963871 40.829293)"
5840,I-75,104315,104311,freeway,1,1,-1,0.25152,2,70.0,4224.0,,,,,,,"LINESTRING (-83.961363 40.833356, -83.961075 40.836994)"
5841,SR-696,104316,104218,freeway,1,1,-1,0.18958,1,68.0,2112.0,,,,,,,"LINESTRING (-83.954374 40.833043, -83.955894 40.830549)"
5842,SR-696,104316,104317,arterial,1,1,-1,0.01875,1,49.0,1657.0,,,,,,,"LINESTRING (-83.954373 40.833043, -83.954330 40.833313)"
5843,LINCOLN HWY,104317,104184,arterial,1,1,-1,0.12708,2,45.0,3120.0,,,,,,,"LINESTRING (-83.954332 40.833312, -83.951906 40.833311)"
5844,SR-696,104317,104310,arterial,1,1,-1,0.18617,2,45.0,3314.0,,,,,,,"LINESTRING (-83.954332 40.833315, -83.957880 40.833187)"
5845,SR-696,104317,104316,arterial,1,1,-1,0.01875,1,49.0,1734.0,,,,,,,"LINESTRING (-83.954333 40.833314, -83.954375 40.833044)"
5846,0,104318,348,hot,99,1,-1,0.71212,1,25.0,1800.0,,,,,,,"LINESTRING (-83.918357 40.812140, -83.922393 40.802287)"
5847,SUGAR CREEK R,104318,104176,arterial,1,1,-1,1.00019,1,37.0,1560.0,,,,,,,"LINESTRING (-83.918356 40.812141, -83.937429 40.811903)"
5848,SUGAR CREEK R,104318,104321,arterial,1,1,-1,0.50511,1,37.0,1560.0,,,,,,,"LINESTRING (-83.918356 40.812138, -83.908723 40.812247)"
5849,0,104319,348,hot,99,1,-1,0.72140,1,25.0,1800.0,,,,,,,"LINESTRING (-83.918303 40.792307, -83.922391 40.802287)"
5850,SANDUSKY RD,104319,104320,arterial,1,1,-1,0.53182,1,46.0,1618.0,,,,,,,"LINESTRING (-83.918304 40.792305, -83.908643 40.794644)"
5851,SANDUSKY RD,104319,104322,arterial,1,1,-1,1.04280,1,48.0,1618.0,,,,,,,"LINESTRING (-83.918304 40.792308, -83.937319 40.787898)"
5852,0,104320,349,hot,99,1,-1,0.59602,1,25.0,1800.0,,,,,,,"LINESTRING (-83.908644 40.794645, -83.907388 40.786061)"
5853,SANDUSKY RD,104320,103520,arterial,1,1,-1,0.52784,1,44.0,1560.0,,,,,,,"LINESTRING (-83.908643 40.794644, -83.899019 40.796886)"
5854,SANDUSKY RD,104320,104319,arterial,1,1,-1,0.53182,1,46.0,1618.0,,,,,,,"LINESTRING (-83.908643 40.794647, -83.918304 40.792308)"
5855,0,104321,343,hot,99,1,-1,0.42746,1,25.0,1800.0,,,,,,,"LINESTRING (-83.908721 40.812248, -83.907373 40.818356)"
5856,SUGAR CREEK R,104321,103500,arterial,1,1,-1,0.50322,1,37.0,1560.0,,,,,,,"LINESTRING (-83.908723 40.812247, -83.899125 40.812355)"
5857,SUGAR CREEK R,104321,104318,arterial,1,1,-1,0.50511,1,37.0,1560.0,,,,,,,"LINESTRING (-83.908723 40.812250, -83.918356 40.812141)"
5858,PHILLIPS RD,104322,104176,arterial,1,1,-1,1.65682,1,37.0,1560.0,,,,,,,"LINESTRING (-83.937318 40.787897, -83.937428 40.811902)"
5859,SANDUSKY RD,104322,104181,arterial,1,1,-1,0.75871,1,46.0,1618.0,,,,,,,"LINESTRING (-83.937319 40.787898, -83.951619 40.786235)"
5860,SANDUSKY RD,104322,104319,arterial,1,1,-1,1.04280,1,46.0,1618.0,,,,,,,"LINESTRING (-83.937319 40.787895, -83.918304 40.792305)"
5861,PHILLIPS RD,104322,104327,arterial,1,1,-1,0.97633,1,37.0,1734.0,,,,,,,"LINESTRING (-83.937320 40.787897, -83.937247 40.773751)"
5862,US-30,104323,104332,freeway,1,1,-1,0.59394,2,68.0,4224.0,,,,,,,"LINESTRING (-83.937373 40.828742, -83.948703 40.828776)"
5863,US-30,104324,104325,freeway,1,1,-1,1.50511,2,68.0,3600.0,,,,,,,"LINESTRING (-83.937390 40.828510, -83.908867 40.826019)"
5864,US-30,104325,103539,freeway,1,1,-1,0.50928,2,68.0,4224.0,,,,,,,"LINESTRING (-83.908867 40.826019, -83.899251 40.827073)"
5865,0,104326,346,hot,99,1,-1,0.34640,1,25.0,1800.0,,,,,,,"LINESTRING (-83.951585 40.773217, -83.956089 40.776888)"
5866,SWANEY RD,104326,104181,arterial,1,1,-1,0.89848,1,37.0,1618.0,,,,,,,"LINESTRING (-83.951585 40.773216, -83.951618 40.786234)"
5867,SWANEY RD,104326,104198,arterial,1,1,-1,0.34318,1,41.0,1734.0,,,,,,,"LINESTRING (-83.951587 40.773216, -83.951574 40.768243)"
5868,PHILLIPS RD,104327,104002,arterial,1,1,-1,0.37689,1,37.0,1560.0,,,,,,,"LINESTRING (-83.937247 40.773751, -83.937286 40.768288)"
5869,SR-81,104327,104198,arterial,1,1,-1,0.84223,1,48.0,1734.0,,,,,,,"LINESTRING (-83.937246 40.773752, -83.951574 40.768244)"
5870,PHILLIPS RD,104327,104322,arterial,1,1,-1,0.97633,1,37.0,1560.0,,,,,,,"LINESTRING (-83.937245 40.773751, -83.937318 40.787897)"
5871,SR-81,104327,104328,arterial,1,1,-1,0.41098,1,48.0,1734.0,,,,,,,"LINESTRING (-83.937246 40.773749, -83.929802 40.775609)"
5872,SR-81,104328,103991,arterial,1,1,-1,0.10985,1,47.0,1676.0,,,,,,,"LINESTRING (-83.929802 40.775609, -83.927705 40.775625)"
5873,SR-81,104328,104327,arterial,1,1,-1,0.41098,1,48.0,1676.0,,,,,,,"LINESTRING (-83.929802 40.775612, -83.937246 40.773752)"
5874,0,104329,343,hot,99,1,-1,1.57784,1,25.0,1800.0,,,,,,,"LINESTRING (-83.937453 40.819035, -83.907374 40.818355)"
5875,PHILLIPS RD,104329,104176,arterial,1,1,-1,0.49242,1,37.0,1560.0,,,,,,,"LINESTRING (-83.937454 40.819037, -83.937430 40.811902)"
5876,PHILLIPS RD,104329,104331,arterial,1,1,-1,0.65530,1,39.0,2112.0,,,,,,,"LINESTRING (-83.937451 40.819037, -83.937367 40.828532)"
5877,PHILLIPS RD,104331,104195,arterial,1,1,-1,0.01629,1,39.0,1560.0,,,,,,,"LINESTRING (-83.937367 40.828533, -83.937395 40.828770)"
5878,PHILLIPS RD,104331,104329,arterial,1,1,-1,0.65530,1,39.0,1560.0,,,,,,,"LINESTRING (-83.937370 40.828532, -83.937454 40.819037)"
5879,US-30,104332,104210,freeway,1,1,-1,0.13561,2,68.0,4224.0,,,,,,,"LINESTRING (-83.948703 40.828776, -83.951291 40.828710)"
5880,0,104332,104217,freeway,1,1,-1,0.10417,1,68.0,2112.0,,,,,,,"LINESTRING (-83.948703 40.828776, -83.950687 40.828889)"
5881,BENTLEY RD,104335,103506,arterial,1,1,-1,0.51951,1,44.0,1560.0,,,,,,,"LINESTRING (-83.899196 40.827135, -83.899232 40.819608)"
5882,BENTLEY RD,104335,104187,arterial,1,1,-1,0.02557,1,44.0,1618.0,,,,,,,"LINESTRING (-83.899193 40.827135, -83.899191 40.827507)"
5883,0,104337,339,hot,99,1,-1,0.28750,1,25.0,1800.0,,,,,,,"LINESTRING (-83.912899 40.877527, -83.918284 40.878345)"
5884,N DIXIE HWY,104337,104349,arterial,1,1,-1,0.45095,1,40.0,1676.0,,,,,,,"LINESTRING (-83.912900 40.877526, -83.918915 40.872851)"
5885,N DIXIE HWY,104337,104368,arterial,1,1,-1,0.71042,1,40.0,1560.0,,,,,,,"LINESTRING (-83.912899 40.877524, -83.903278 40.884781)"
5886,0,104338,341,hot,99,1,-1,0.16837,1,25.0,1800.0,,,,,,,"LINESTRING (-83.918551 40.848345, -83.916126 40.849947)"
5887,TOM FETT RD,104338,104203,arterial,1,1,-1,0.75000,1,37.0,1421.0,,,,,,,"LINESTRING (-83.918553 40.848346, -83.918483 40.837478)"
5888,TOM FETT RD,104338,104339,arterial,1,1,-1,1.00436,1,35.0,1618.0,,,,,,,"LINESTRING (-83.918550 40.848346, -83.918753 40.862897)"
5889,HILLVILLE RD,104339,103516,arterial,1,1,-1,1.00379,1,41.0,1618.0,,,,,,,"LINESTRING (-83.918755 40.862896, -83.899602 40.863257)"
5890,TOM FETT RD,104339,104338,arterial,1,1,-1,1.00436,1,35.0,1560.0,,,,,,,"LINESTRING (-83.918756 40.862897, -83.918553 40.848346)"
5891,HILLVILLE RD,104339,104343,arterial,1,1,-1,0.60701,1,41.0,1618.0,,,,,,,"LINESTRING (-83.918755 40.862899, -83.930341 40.862783)"
5892,TOM FETT RD,104339,104350,arterial,1,1,-1,0.44015,1,35.0,1502.0,,,,,,,"LINESTRING (-83.918753 40.862897, -83.918600 40.869273)"
5893,0,104340,341,hot,99,1,-1,1.18447,1,25.0,1800.0,,,,,,,"LINESTRING (-83.937858 40.854669, -83.916127 40.849947)"
