link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,length,lanes,free_speed,capacity,main_node_id,movement_str,NEMA_phase_number,geometry,
7007AB,,10785,10786,,1,1,0.19488,1,70.0,8134.0,,,,"LINESTRING (-112.097936 33.461874, -112.101309 33.461855)"
7008AB,,10787,10788,,1,1,0.24816,1,70.0,8134.0,,,,"LINESTRING (-112.100184 33.461589, -112.095888 33.461568)"
7009AB,,10789,10790,,1,1,0.36161,5,70.0,23200.0,,,,"LINESTRING (-112.100201 33.461491, -112.093941 33.461515)"
7010AB,,10791,10737,,1,1,0.43738,1,70.0,4640.0,,,,"LINESTRING (-112.108444 33.460252, -112.108223 33.453911)"
7011AB,,10792,10793,,1,1,0.50296,1,15.0,99999.0,,,,"LINESTRING (-112.073890 33.451511, -112.073907 33.458809)"
7011BA,,10793,10792,,1,1,0.50296,1,15.0,99999.0,,,,"LINESTRING (-112.073909 33.458809, -112.073892 33.451511)"
7012AB,,10794,10795,,1,1,0.54365,2,25.0,2780.0,,,,"LINESTRING (-112.107795 33.451380, -112.107216 33.459237)"
7015AB,,10799,10800,,1,1,0.04488,1,39.0,4558.0,,,,"LINESTRING (-112.099089 33.462130, -112.099866 33.462124)"
7016AB,,10799,10801,,1,1,0.05402,1,39.0,4558.0,,,,"LINESTRING (-112.099089 33.462130, -112.099938 33.462282)"
7017AB,,10799,10802,,1,1,0.05848,1,39.0,4558.0,,,,"LINESTRING (-112.099089 33.462130, -112.100062 33.462017)"
7886AB,,849,10816,,1,1,0.20283,1,15.0,99999.0,,,,"LINESTRING (-112.067464 33.456562, -112.069961 33.454493)"
7886BA,,10816,849,,1,1,0.20283,1,15.0,99999.0,,,,"LINESTRING (-112.069959 33.454491, -112.067462 33.456560)"
8015AB,,11333,10755,,1,1,0.27223,2,25.0,2780.0,,,,"LINESTRING (-112.080173 33.458693, -112.080156 33.454743)"
46879AB,,41512,10769,,1,1,0.22367,3,25.0,4170.0,,,,"LINESTRING (-112.067484 33.453549, -112.068712 33.456544)"
40131AB,,3188,37144,,1,1,0.08124,1,15.0,99999.0,,,,"LINESTRING (-112.098655 33.463484, -112.100001 33.463826)"
40131BA,,37144,3188,,1,1,0.08124,1,15.0,99999.0,,,,"LINESTRING (-112.100001 33.463824, -112.098655 33.463482)"
40132AB,,37145,10808,,1,1,0.19564,2,37.0,3254.0,,,,"LINESTRING (-112.097555 33.463864, -112.099961 33.465862)"
40132BA,,10808,37145,,1,1,0.19564,2,37.0,3254.0,,,,"LINESTRING (-112.099963 33.465860, -112.097557 33.463862)"
7311AB,,10976,10977,,1,1,0.20755,2,70.0,9280.0,,,,"LINESTRING (-112.112587 33.462133, -112.116180 33.462112)"
7321AB,,10989,10977,,1,1,0.19344,4,70.0,18560.0,,,,"LINESTRING (-112.112839 33.461921, -112.116180 33.462112)"
7323AB,,10992,10993,,1,1,0.25803,1,70.0,8134.0,,,,"LINESTRING (-112.116916 33.461789, -112.112451 33.461681)"
7324AB,,10994,10995,,1,1,0.34717,1,70.0,4640.0,,,,"LINESTRING (-112.116966 33.461662, -112.110971 33.461374)"
7325AB,,10994,10996,,1,1,0.26024,5,70.0,23200.0,,,,"LINESTRING (-112.116966 33.461662, -112.112461 33.461626)"
7326AB,,10997,10998,,1,1,0.16914,1,70.0,8134.0,,,,"LINESTRING (-112.113258 33.461866, -112.116180 33.462024)"
7398AB,,10746,11034,,1,1,0.26752,2,70.0,9280.0,,,,"LINESTRING (-112.103290 33.462105, -112.107713 33.462980)"
7399AB,,11035,10990,,1,1,0.54796,1,70.0,4640.0,,,,"LINESTRING (-112.108466 33.464121, -112.112143 33.471447)"
7400AB,,11036,11037,,1,1,0.20110,2,70.0,9280.0,,,,"LINESTRING (-112.109808 33.464978, -112.108917 33.462170)"
7401AB,,10753,11038,,1,1,0.18013,1,70.0,4640.0,,,,"LINESTRING (-112.107694 33.457752, -112.107112 33.460313)"
7402AB,,11034,11039,,1,1,0.17976,2,70.0,9280.0,,,,"LINESTRING (-112.107713 33.462980, -112.109285 33.465220)"
7403AB,,11040,11041,,1,1,0.23432,2,70.0,9280.0,,,,"LINESTRING (-112.108663 33.463208, -112.110035 33.466406)"
7404AB,,10747,10989,,1,1,0.38293,3,70.0,13920.0,,,,"LINESTRING (-112.106210 33.461960, -112.112839 33.461921)"
7405AB,,11042,11043,,1,1,0.29228,3,70.0,13920.0,,,,"LINESTRING (-112.110551 33.467185, -112.108797 33.463207)"
7406AB,,11042,11044,,1,1,0.29049,1,70.0,4640.0,,,,"LINESTRING (-112.110551 33.467185, -112.110149 33.463113)"
7407AB,,10996,11045,,1,1,0.69370,3,70.0,13920.0,,,,"LINESTRING (-112.112461 33.461626, -112.100453 33.461490)"
7408AB,,10795,11032,,1,1,0.34560,2,25.0,2780.0,,,,"LINESTRING (-112.107216 33.459237, -112.107984 33.464024)"
7409AB,,11046,11047,,1,1,0.23123,2,25.0,2780.0,,,,"LINESTRING (-112.110326 33.465670, -112.109399 33.462406)"
7411AB,,10993,11049,,1,1,0.65428,1,70.0,8134.0,,,,"LINESTRING (-112.112451 33.461681, -112.101125 33.461583)"
7412AB,,10786,10997,,1,1,0.69026,1,70.0,8134.0,,,,"LINESTRING (-112.101309 33.461855, -112.113258 33.461866)"
7413AB,,11037,11050,,1,1,0.11978,2,70.0,9280.0,,,,"LINESTRING (-112.108917 33.462170, -112.107351 33.461109)"
7414AB,,11051,10791,,1,1,0.20645,1,70.0,4640.0,,,,"LINESTRING (-112.106268 33.462135, -112.108444 33.460252)"
7415AB,,10808,37144,,1,1,0.14033,2,35.0,4938.0,,,,"LINESTRING (-112.099963 33.465861, -112.100002 33.463825)"
7415BA,,37144,10808,,1,1,0.14033,3,35.0,7407.0,,,,"LINESTRING (-112.100000 33.463825, -112.099961 33.465861)"
7459AB,,11033,11061,,1,1,0.05814,3,30.0,10311.0,,,,"LINESTRING (-112.108148 33.464263, -112.108686 33.464976)"
7416AB,,11047,10757,,1,1,0.23307,2,25.0,2780.0,,,,"LINESTRING (-112.109399 33.462406, -112.108560 33.459098)"
7417AB,,10753,11053,,1,1,0.19821,1,70.0,4640.0,,,,"LINESTRING (-112.107694 33.457752, -112.107737 33.460616)"
7418AB,,11043,10742,,1,1,0.38610,3,70.0,13920.0,,,,"LINESTRING (-112.108797 33.463207, -112.108130 33.457653)"
7419AB,,11054,10742,,1,1,0.19363,1,30.0,3437.0,,,,"LINESTRING (-112.108606 33.460423, -112.108130 33.457653)"
7420AB,,10754,11032,,1,1,0.39397,1,39.0,4558.0,,,,"LINESTRING (-112.107930 33.458356, -112.107984 33.464024)"
7421AB,,10754,11040,,1,1,0.33825,2,70.0,9280.0,,,,"LINESTRING (-112.107930 33.458356, -112.108663 33.463208)"
7422AB,,10996,10736,,1,1,0.18873,2,70.0,9280.0,,,,"LINESTRING (-112.112461 33.461626, -112.109403 33.460795)"
7423AB,,11044,10976,,1,1,0.16169,1,70.0,4640.0,,,,"LINESTRING (-112.110149 33.463113, -112.112587 33.462133)"
7424AB,,11055,10976,,1,1,0.12927,1,70.0,4640.0,,,,"LINESTRING (-112.110350 33.462184, -112.112587 33.462133)"
7425AB,,11047,11054,,1,1,0.14414,1,39.0,4558.0,,,,"LINESTRING (-112.109399 33.462406, -112.108606 33.460423)"
7426AB,,11056,11035,,1,1,0.18082,1,70.0,4640.0,,,,"LINESTRING (-112.109488 33.461778, -112.108466 33.464121)"
7427AB,,10995,11056,,1,1,0.09092,1,70.0,4640.0,,,,"LINESTRING (-112.110971 33.461374, -112.109488 33.461778)"
7428AB,,11053,11055,,1,1,0.19403,1,70.0,4640.0,,,,"LINESTRING (-112.107737 33.460616, -112.110350 33.462184)"
7397AB,,11032,11033,,1,1,0.01900,2,25.0,2780.0,,,,"LINESTRING (-112.107984 33.464024, -112.108148 33.464263)"
7436AB,,11042,11036,,1,1,0.15804,2,70.0,9280.0,,,,"LINESTRING (-112.110551 33.467185, -112.109808 33.464978)"
7438AB,,11039,11041,,1,1,0.09251,2,70.0,9280.0,,,,"LINESTRING (-112.109285 33.465220, -112.110035 33.466406)"
7439AB,,11061,11062,,1,1,0.09141,1,39.0,4558.0,,,,"LINESTRING (-112.108686 33.464976, -112.109670 33.465942)"
7458AB,,11061,11073,,1,1,0.04404,2,39.0,9116.0,,,,"LINESTRING (-112.108686 33.464976, -112.109051 33.465537)"
7462AB,,11073,11063,,1,1,0.02765,2,39.0,9116.0,,,,"LINESTRING (-112.109051 33.465537, -112.109268 33.465894)"
7465AB,,11073,11066,,1,1,0.03292,1,39.0,4558.0,,,,"LINESTRING (-112.109051 33.465537, -112.108650 33.465821)"
7466AB,,10746,11051,,1,1,0.17203,1,70.0,4640.0,,,,"LINESTRING (-112.103290 33.462105, -112.106268 33.462135)"
7467AB,,11050,11074,,1,1,0.32213,2,70.0,9280.0,,,,"LINESTRING (-112.107351 33.461109, -112.101812 33.461348)"
7468AB,,11038,11074,,1,1,0.31957,1,70.0,4640.0,,,,"LINESTRING (-112.107112 33.460313, -112.101812 33.461348)"
7469AB,,11075,10759,,1,1,0.14378,2,35.0,4938.0,,,,"LINESTRING (-112.100002 33.460674, -112.100044 33.458588)"
7469BA,,10759,11075,,1,1,0.14378,2,35.0,4938.0,,,,"LINESTRING (-112.100042 33.458588, -112.100000 33.460674)"
7470AB,,11074,11045,,1,1,0.07911,2,70.0,9280.0,,,,"LINESTRING (-112.101812 33.461348, -112.100453 33.461490)"
7471AB,,11076,10801,,1,1,0.09091,3,35.0,7407.0,,,,"LINESTRING (-112.099926 33.460963, -112.099938 33.462282)"
7472AB,,11052,10802,,1,1,0.03692,2,35.0,4938.0,,,,"LINESTRING (-112.100025 33.462548, -112.100062 33.462017)"
7473AB,,10800,10801,,1,1,0.01210,1,39.0,4558.0,,,,"LINESTRING (-112.099866 33.462124, -112.099938 33.462282)"
7474AB,,11045,10789,,1,1,0.01456,5,70.0,23200.0,,,,"LINESTRING (-112.100453 33.461490, -112.100201 33.461491)"
7475AB,,11049,10787,,1,1,0.05436,1,70.0,8134.0,,,,"LINESTRING (-112.101125 33.461583, -112.100184 33.461589)"
7476AB,,11077,11075,,1,1,0.04929,2,35.0,4938.0,,,,"LINESTRING (-112.100036 33.461387, -112.100001 33.460674)"
7477AB,,11077,10743,,1,1,0.03897,1,39.0,4558.0,,,,"LINESTRING (-112.100036 33.461387, -112.099689 33.461051)"
7478AB,,11076,10743,,1,1,0.01497,1,39.0,4558.0,,,,"LINESTRING (-112.099926 33.460963, -112.099689 33.461051)"
7479AB,,11075,11076,,1,1,0.02041,3,35.0,7407.0,,,,"LINESTRING (-112.100001 33.460674, -112.099926 33.460963)"
7480AB,,10802,11077,,1,1,0.04344,2,35.0,4938.0,,,,"LINESTRING (-112.100062 33.462017, -112.100036 33.461387)"
7481AB,,10787,10789,,1,1,0.00683,1,70.0,99999.0,,,,"LINESTRING (-112.100185 33.461589, -112.100202 33.461491)"
7481BA,,10789,10787,,1,1,0.00683,1,70.0,99999.0,,,,"LINESTRING (-112.100200 33.461491, -112.100183 33.461589)"
7482AB,,10800,10802,,1,1,0.01550,1,39.0,4558.0,,,,"LINESTRING (-112.099866 33.462124, -112.100062 33.462017)"
40130AB,,37144,11052,,1,1,0.08802,2,35.0,4938.0,,,,"LINESTRING (-112.100002 33.463825, -112.100026 33.462548)"
40130BA,,11052,37144,,1,1,0.08802,3,35.0,7407.0,,,,"LINESTRING (-112.100024 33.462548, -112.100000 33.463825)"
7483AB,,10801,11052,,1,1,0.02024,3,35.0,7407.0,,,,"LINESTRING (-112.099938 33.462282, -112.100025 33.462548)"
7893AB,,830,11256,,1,1,0.20664,1,15.0,99999.0,,,,"LINESTRING (-112.086240 33.463843, -112.082665 33.463732)"
7893BA,,11256,830,,1,1,0.20664,1,15.0,99999.0,,,,"LINESTRING (-112.082665 33.463734, -112.086240 33.463845)"
7905AB,,11271,11272,,1,1,0.62426,4,70.0,18560.0,,,,"LINESTRING (-112.077626 33.461881, -112.088329 33.461629)"
7906AB,,11273,11274,,1,1,0.32916,4,70.0,18560.0,,,,"LINESTRING (-112.088467 33.461161, -112.082797 33.460784)"
7907AB,,11275,11276,,1,1,0.25401,1,25.0,1390.0,,,,"LINESTRING (-112.082564 33.458675, -112.086961 33.458641)"
7907BA,,11276,11275,,1,1,0.25401,1,25.0,1390.0,,,,"LINESTRING (-112.086961 33.458639, -112.082564 33.458673)"
7908AB,,11277,11278,,1,1,0.56230,1,70.0,8134.0,,,,"LINESTRING (-112.078457 33.461785, -112.088094 33.461534)"
7909AB,,11279,11280,,1,1,0.37716,1,39.0,4558.0,,,,"LINESTRING (-112.080008 33.461382, -112.086479 33.461274)"
7910AB,,11281,11282,,1,1,0.60074,1,70.0,8134.0,,,,"LINESTRING (-112.088435 33.461268, -112.078133 33.461501)"
7911AB,,11281,11283,,1,1,0.43726,1,39.0,4558.0,,,,"LINESTRING (-112.088435 33.461268, -112.080901 33.461162)"
7913AB,,11286,11287,,1,1,0.06370,2,39.0,9116.0,,,,"LINESTRING (-112.083663 33.460408, -112.082697 33.460056)"
7914AB,,11286,11288,,1,1,0.07778,2,39.0,9116.0,,,,"LINESTRING (-112.083663 33.460408, -112.082529 33.460995)"
7915AB,,11288,11289,,1,1,0.07094,2,39.0,9116.0,,,,"LINESTRING (-112.082529 33.460995, -112.083553 33.461539)"
7916AB,,11290,11289,,1,1,0.08654,1,39.0,4558.0,,,,"LINESTRING (-112.082756 33.462323, -112.083553 33.461539)"
40127AB,,3187,10760,,1,1,0.21796,1,15.0,99999.0,,,,"LINESTRING (-112.086124 33.457742, -112.082553 33.456721)"
40127BA,,10760,3187,,1,1,0.21796,1,15.0,99999.0,,,,"LINESTRING (-112.082553 33.456723, -112.086124 33.457744)"
7918AB,,830,11269,,1,1,0.14454,1,15.0,99999.0,,,,"LINESTRING (-112.086239 33.463844, -112.087043 33.465830)"
7918BA,,11269,830,,1,1,0.14454,1,15.0,99999.0,,,,"LINESTRING (-112.087045 33.465830, -112.086241 33.463844)"
7919AB,,830,11291,,1,1,0.29236,1,15.0,99999.0,,,,"LINESTRING (-112.086240 33.463845, -112.091299 33.463714)"
7919BA,,11291,830,,1,1,0.29236,1,15.0,99999.0,,,,"LINESTRING (-112.091299 33.463712, -112.086240 33.463843)"
7921AB,,11292,11291,,1,1,0.14617,1,25.0,1390.0,,,,"LINESTRING (-112.091302 33.465834, -112.091300 33.463713)"
7921BA,,11291,11292,,1,1,0.14617,1,25.0,1390.0,,,,"LINESTRING (-112.091298 33.463713, -112.091300 33.465834)"
7922AB,,11272,11293,,1,1,0.22969,5,70.0,23200.0,,,,"LINESTRING (-112.088329 33.461629, -112.092281 33.461982)"
7923AB,,10748,11276,,1,1,0.24770,1,25.0,1390.0,,,,"LINESTRING (-112.091249 33.458633, -112.086961 33.458639)"
7923BA,,11276,10748,,1,1,0.24770,1,25.0,1390.0,,,,"LINESTRING (-112.086961 33.458641, -112.091249 33.458635)"
7924AB,,11294,11281,,1,1,0.22340,1,70.0,8134.0,,,,"LINESTRING (-112.092280 33.461616, -112.088435 33.461268)"
7925AB,,11295,11273,,1,1,0.22162,5,70.0,23200.0,,,,"LINESTRING (-112.092280 33.461517, -112.088467 33.461161)"
7926AB,,11278,11296,,1,1,0.24327,1,70.0,8134.0,,,,"LINESTRING (-112.088094 33.461534, -112.092281 33.461897)"
40129AB,,3187,11297,,1,1,0.33556,1,15.0,99999.0,,,,"LINESTRING (-112.086124 33.457744, -112.091278 33.459990)"
40129BA,,11297,3187,,1,1,0.33556,1,15.0,99999.0,,,,"LINESTRING (-112.091278 33.459988, -112.086124 33.457742)"
7022AB,,10748,37145,,1,1,0.51244,2,37.0,3254.0,,,,"LINESTRING (-112.091248 33.458635, -112.097555 33.463864)"
7022BA,,37145,10748,,1,1,0.51244,2,37.0,3254.0,,,,"LINESTRING (-112.097557 33.463862, -112.091250 33.458633)"
7927AB,,11291,11297,,1,1,0.25665,1,25.0,1390.0,,,,"LINESTRING (-112.091300 33.463713, -112.091279 33.459989)"
7927BA,,11297,11291,,1,1,0.25665,1,25.0,1390.0,,,,"LINESTRING (-112.091277 33.459989, -112.091298 33.463713)"
7928AB,,10744,10790,,1,1,0.24974,1,30.0,3437.0,,,,"LINESTRING (-112.098245 33.461188, -112.093941 33.461515)"
7929AB,,10748,10730,,1,1,0.25175,1,25.0,1390.0,,,,"LINESTRING (-112.091249 33.458635, -112.095607 33.458612)"
7929BA,,10730,10748,,1,1,0.25175,1,25.0,1390.0,,,,"LINESTRING (-112.095607 33.458610, -112.091249 33.458633)"
7930AB,,11293,11298,,1,1,0.17560,5,70.0,23200.0,,,,"LINESTRING (-112.092281 33.461982, -112.095321 33.461990)"
7931AB,,11296,11299,,1,1,0.18029,1,70.0,8134.0,,,,"LINESTRING (-112.092281 33.461897, -112.095402 33.461920)"
7932AB,,10788,11294,,1,1,0.20844,1,70.0,8134.0,,,,"LINESTRING (-112.095888 33.461568, -112.092280 33.461616)"
7933AB,,11298,11300,,1,1,0.15923,1,39.0,4558.0,,,,"LINESTRING (-112.095321 33.461990, -112.098065 33.462160)"
7934AB,,11298,11301,,1,1,0.15109,5,70.0,23200.0,,,,"LINESTRING (-112.095321 33.461990, -112.097936 33.461944)"
7935AB,,11299,10785,,1,1,0.14641,1,70.0,8134.0,,,,"LINESTRING (-112.095402 33.461920, -112.097936 33.461874)"
7936AB,,11301,10745,,1,1,0.05466,5,70.0,23200.0,,,,"LINESTRING (-112.097936 33.461944, -112.098882 33.461923)"
7937AB,,11300,10799,,1,1,0.05919,3,30.0,10311.0,,,,"LINESTRING (-112.098065 33.462160, -112.099089 33.462130)"
7938AB,,11301,10785,,1,1,0.00482,1,70.0,99999.0,,,,"LINESTRING (-112.097937 33.461944, -112.097937 33.461874)"
7938BA,,10785,11301,,1,1,0.00482,1,70.0,99999.0,,,,"LINESTRING (-112.097935 33.461874, -112.097935 33.461944)"
40133AB,,3188,37145,,1,1,0.06867,1,15.0,99999.0,,,,"LINESTRING (-112.098655 33.463482, -112.097556 33.463862)"
40133BA,,37145,3188,,1,1,0.06867,1,15.0,99999.0,,,,"LINESTRING (-112.097556 33.463864, -112.098655 33.463484)"
7939AB,,11297,10748,,1,1,0.09340,1,25.0,1390.0,,,,"LINESTRING (-112.091279 33.459989, -112.091250 33.458634)"
7939BA,,10748,11297,,1,1,0.09340,1,25.0,1390.0,,,,"LINESTRING (-112.091248 33.458634, -112.091277 33.459989)"
7940AB,,10790,11295,,1,1,0.09595,5,70.0,23200.0,,,,"LINESTRING (-112.093941 33.461515, -112.092280 33.461517)"
7941AB,,11294,11295,,1,1,0.00682,1,70.0,99999.0,,,,"LINESTRING (-112.092281 33.461616, -112.092281 33.461517)"
7941BA,,11295,11294,,1,1,0.00682,1,70.0,99999.0,,,,"LINESTRING (-112.092279 33.461517, -112.092279 33.461616)"
7942AB,,11293,11296,,1,1,0.00586,1,70.0,99999.0,,,,"LINESTRING (-112.092282 33.461982, -112.092282 33.461897)"
7942BA,,11296,11293,,1,1,0.00586,1,70.0,99999.0,,,,"LINESTRING (-112.092280 33.461897, -112.092280 33.461982)"
7947AB,,11302,11272,,1,1,0.10560,1,30.0,3437.0,,,,"LINESTRING (-112.086501 33.461608, -112.088329 33.461629)"
7948AB,,11273,11303,,1,1,0.19515,1,39.0,4558.0,,,,"LINESTRING (-112.088467 33.461161, -112.085153 33.460611)"
7949AB,,11280,11304,,1,1,0.04297,1,39.0,4558.0,,,,"LINESTRING (-112.086479 33.461274, -112.087212 33.461380)"
7950AB,,11304,11278,,1,1,0.05204,1,30.0,3437.0,,,,"LINESTRING (-112.087212 33.461380, -112.088094 33.461534)"
40128AB,,3187,11276,,1,1,0.07848,1,15.0,99999.0,,,,"LINESTRING (-112.086123 33.457744, -112.086960 33.458641)"
40128BA,,11276,3187,,1,1,0.07848,1,15.0,99999.0,,,,"LINESTRING (-112.086962 33.458639, -112.086125 33.457742)"
7951AB,,11289,11302,,1,1,0.17036,1,39.0,4558.0,,,,"LINESTRING (-112.083553 33.461539, -112.086501 33.461608)"
7952AB,,11303,11305,,1,1,0.00934,2,30.0,6874.0,,,,"LINESTRING (-112.085153 33.460611, -112.084992 33.460599)"
7953AB,,11305,11286,,1,1,0.07789,3,39.0,13674.0,,,,"LINESTRING (-112.084992 33.460599, -112.083663 33.460408)"
7984AB,,836,11312,,1,1,0.24332,1,15.0,99999.0,,,,"LINESTRING (-112.078006 33.463878, -112.073808 33.463587)"
7984BA,,11312,836,,1,1,0.24332,1,15.0,99999.0,,,,"LINESTRING (-112.073808 33.463589, -112.078006 33.463880)"
7986AB,,844,11313,,1,1,0.15770,1,15.0,99999.0,,,,"LINESTRING (-112.070911 33.463512, -112.071601 33.465726)"
7986BA,,11313,844,,1,1,0.15770,1,15.0,99999.0,,,,"LINESTRING (-112.071603 33.465726, -112.070913 33.463512)"
7987AB,,11270,11256,,1,1,0.14399,2,35.0,4938.0,,,,"LINESTRING (-112.082627 33.465822, -112.082666 33.463733)"
7987BA,,11256,11270,,1,1,0.14399,3,35.0,7407.0,,,,"LINESTRING (-112.082664 33.463733, -112.082625 33.465822)"
7989AB,,11315,11312,,1,1,0.14776,2,35.0,4938.0,,,,"LINESTRING (-112.073819 33.465732, -112.073809 33.463588)"
7989BA,,11312,11315,,1,1,0.14776,2,35.0,4938.0,,,,"LINESTRING (-112.073807 33.463588, -112.073817 33.465732)"
7990AB,,11316,11317,,1,1,0.14829,2,25.0,2780.0,,,,"LINESTRING (-112.069458 33.465723, -112.069392 33.463572)"
7990BA,,11317,11316,,1,1,0.14829,2,25.0,2780.0,,,,"LINESTRING (-112.069390 33.463572, -112.069456 33.465723)"
7991AB,,11318,11319,,1,1,0.13495,2,25.0,2780.0,,,,"LINESTRING (-112.080277 33.465797, -112.080256 33.463839)"
7992AB,,11320,11321,,1,1,0.14418,2,25.0,2780.0,,,,"LINESTRING (-112.078225 33.463684, -112.078242 33.465776)"
7993AB,,11322,11323,,1,1,0.19842,5,70.0,23200.0,,,,"LINESTRING (-112.077298 33.461453, -112.073863 33.461439)"
7994AB,,11324,10811,,1,1,0.10104,1,25.0,1390.0,,,,"LINESTRING (-112.074675 33.458593, -112.076422 33.458661)"
7994BA,,10811,11324,,1,1,0.10104,1,25.0,1390.0,,,,"LINESTRING (-112.076422 33.458659, -112.074675 33.458591)"
7995AB,,11324,10762,,1,1,0.13778,3,35.0,7407.0,,,,"LINESTRING (-112.074675 33.458592, -112.075117 33.456674)"
7996AB,,11325,11271,,1,1,0.21753,5,70.0,23200.0,,,,"LINESTRING (-112.073861 33.461815, -112.077626 33.461881)"
7997AB,,11326,11277,,1,1,0.26560,1,70.0,8134.0,,,,"LINESTRING (-112.073860 33.461708, -112.078457 33.461785)"
7998AB,,11282,11327,,1,1,0.24671,1,70.0,8134.0,,,,"LINESTRING (-112.078133 33.461501, -112.073863 33.461576)"
7999AB,,11285,10793,,1,1,0.46197,1,15.0,99999.0,,,,"LINESTRING (-112.073973 33.465512, -112.073909 33.458809)"
7999BA,,10793,11285,,1,1,0.46197,1,15.0,99999.0,,,,"LINESTRING (-112.073907 33.458809, -112.073971 33.465512)"
8000AB,,836,11319,,1,1,0.13000,1,15.0,99999.0,,,,"LINESTRING (-112.078006 33.463880, -112.080256 33.463840)"
8000BA,,11319,836,,1,1,0.13000,1,15.0,99999.0,,,,"LINESTRING (-112.080256 33.463838, -112.078006 33.463878)"
8001AB,,837,11328,,1,1,0.15521,1,15.0,99999.0,,,,"LINESTRING (-112.077484 33.459993, -112.080169 33.460079)"
8001BA,,11328,837,,1,1,0.15521,1,15.0,99999.0,,,,"LINESTRING (-112.080169 33.460077, -112.077484 33.459991)"
