link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,length,lanes,free_speed,capacity,main_node_id,movement_str,NEMA_phase_number,geometry,
10361AB,,12594,12386,,1,1,0.25516,1,25.0,1390.0,,,,"LINESTRING (-112.052053 33.458690, -112.056470 33.458671)"
10361BA,,12386,12594,,1,1,0.25516,1,25.0,1390.0,,,,"LINESTRING (-112.056470 33.458669, -112.052053 33.458688)"
10362AB,,12616,12603,,1,1,0.24231,1,70.0,8134.0,,,,"LINESTRING (-112.056417 33.461723, -112.052228 33.461894)"
10363AB,,12612,12591,,1,1,0.20976,5,70.0,23200.0,,,,"LINESTRING (-112.056416 33.461652, -112.052790 33.461798)"
10364AB,,12598,12615,,1,1,0.14101,1,70.0,8134.0,,,,"LINESTRING (-112.053985 33.462125, -112.056424 33.462063)"
34090AB,,2091,12608,,1,1,0.25192,1,15.0,99999.0,,,,"LINESTRING (-112.052057 33.464134, -112.056376 33.463626)"
34090BA,,12608,2091,,1,1,0.25192,1,15.0,99999.0,,,,"LINESTRING (-112.056376 33.463624, -112.052057 33.464132)"
44096AB,,27839,12628,,1,1,0.08568,1,25.0,1390.0,,,,"LINESTRING (-112.056398 33.461290, -112.056427 33.460047)"
44096BA,,12628,27839,,1,1,0.08568,1,25.0,1390.0,,,,"LINESTRING (-112.056425 33.460047, -112.056396 33.461290)"
10365AB,,12628,12386,,1,1,0.09493,1,25.0,1390.0,,,,"LINESTRING (-112.056427 33.460047, -112.056471 33.458670)"
10365BA,,12386,12628,,1,1,0.09493,1,25.0,1390.0,,,,"LINESTRING (-112.056469 33.458670, -112.056425 33.460047)"
10359AB,,12608,27839,,1,1,0.16093,1,25.0,1390.0,,,,"LINESTRING (-112.056377 33.463625, -112.056398 33.461290)"
10359BA,,27839,12608,,1,1,0.16093,1,25.0,1390.0,,,,"LINESTRING (-112.056396 33.461290, -112.056375 33.463625)"
10366AB,,12616,12612,,1,1,0.00489,1,70.0,99999.0,,,,"LINESTRING (-112.056418 33.461723, -112.056417 33.461652)"
10366BA,,12612,12616,,1,1,0.00489,1,70.0,99999.0,,,,"LINESTRING (-112.056415 33.461652, -112.056416 33.461723)"
10367AB,,12614,12615,,1,1,0.00489,1,70.0,99999.0,,,,"LINESTRING (-112.056425 33.462134, -112.056425 33.462063)"
10367BA,,12615,12614,,1,1,0.00489,1,70.0,99999.0,,,,"LINESTRING (-112.056423 33.462063, -112.056423 33.462134)"
10368AB,,853,12594,,1,1,0.10220,1,15.0,99999.0,,,,"LINESTRING (-112.051322 33.460039, -112.052054 33.458689)"
10368BA,,12594,853,,1,1,0.10220,1,15.0,99999.0,,,,"LINESTRING (-112.052052 33.458689, -112.051320 33.460039)"
10369AB,,12590,12596,,1,1,0.08853,1,30.0,3437.0,,,,"LINESTRING (-112.051119 33.462456, -112.052634 33.462275)"
10394AB,,913,12633,,1,1,0.16501,1,15.0,99999.0,,,,"LINESTRING (-112.042236 33.463553, -112.043341 33.465761)"
10394BA,,12633,913,,1,1,0.16501,1,15.0,99999.0,,,,"LINESTRING (-112.043343 33.465761, -112.042238 33.463553)"
10397AB,,12587,12637,,1,1,0.13825,3,35.0,7407.0,,,,"LINESTRING (-112.047678 33.465759, -112.047665 33.463753)"
10397BA,,12637,12587,,1,1,0.13825,3,35.0,7407.0,,,,"LINESTRING (-112.047663 33.463753, -112.047676 33.465759)"
10398AB,,12387,12397,,1,1,0.24910,1,25.0,1390.0,,,,"LINESTRING (-112.043312 33.458675, -112.039000 33.458646)"
10398BA,,12397,12387,,1,1,0.24910,1,25.0,1390.0,,,,"LINESTRING (-112.039000 33.458648, -112.043312 33.458677)"
10399AB,,12424,12638,,1,1,0.25804,1,70.0,4640.0,,,,"LINESTRING (-112.038342 33.464740, -112.041402 33.462485)"
10403AB,,12593,12422,,1,1,0.70424,3,70.0,13920.0,,,,"LINESTRING (-112.046083 33.461820, -112.037536 33.457457)"
10404AB,,12643,12595,,1,1,0.71577,3,70.0,13920.0,,,,"LINESTRING (-112.036983 33.457510, -112.045565 33.462229)"
10405AB,,12644,12642,,1,1,0.46294,1,70.0,4640.0,,,,"LINESTRING (-112.042168 33.461434, -112.037829 33.464658)"
10406AB,,12644,12427,,1,1,0.33953,2,70.0,9280.0,,,,"LINESTRING (-112.042168 33.461434, -112.036381 33.461708)"
10407AB,,12638,12595,,1,1,0.24126,3,70.0,13920.0,,,,"LINESTRING (-112.041402 33.462485, -112.045565 33.462229)"
10409AB,,12604,12434,,1,1,0.70852,1,70.0,8134.0,,,,"LINESTRING (-112.046071 33.461856, -112.037407 33.457502)"
10410AB,,12604,12647,,1,1,0.26561,1,70.0,8134.0,,,,"LINESTRING (-112.046071 33.461856, -112.041484 33.461902)"
10411AB,,12437,12597,,1,1,0.70871,1,70.0,8134.0,,,,"LINESTRING (-112.037078 33.457502, -112.045572 33.462164)"
10413AB,,12650,12597,,1,1,0.27967,1,70.0,8134.0,,,,"LINESTRING (-112.040752 33.461956, -112.045572 33.462164)"
10415AB,,913,12637,,1,1,0.31378,1,15.0,99999.0,,,,"LINESTRING (-112.042237 33.463554, -112.047664 33.463754)"
10415BA,,12637,913,,1,1,0.31378,1,15.0,99999.0,,,,"LINESTRING (-112.047664 33.463752, -112.042237 33.463552)"
10416AB,,914,12577,,1,1,0.30872,1,15.0,99999.0,,,,"LINESTRING (-112.042330 33.460091, -112.047645 33.459622)"
10416BA,,12577,914,,1,1,0.30872,1,15.0,99999.0,,,,"LINESTRING (-112.047645 33.459620, -112.042330 33.460089)"
10417AB,,12387,12395,,1,1,0.24962,1,25.0,1390.0,,,,"LINESTRING (-112.043312 33.458677, -112.047633 33.458705)"
10417BA,,12395,12387,,1,1,0.24962,1,25.0,1390.0,,,,"LINESTRING (-112.047633 33.458703, -112.043312 33.458675)"
10418AB,,12593,12644,,1,1,0.22831,2,70.0,9280.0,,,,"LINESTRING (-112.046083 33.461820, -112.042168 33.461434)"
10419AB,,12593,12604,,1,1,0.00258,1,70.0,99999.0,,,,"LINESTRING (-112.046082 33.461820, -112.046070 33.461856)"
10419BA,,12604,12593,,1,1,0.00258,1,70.0,99999.0,,,,"LINESTRING (-112.046072 33.461856, -112.046084 33.461820)"
10420AB,,12653,12577,,1,1,0.09463,3,35.0,7407.0,,,,"LINESTRING (-112.047660 33.460994, -112.047646 33.459621)"
10420BA,,12577,12653,,1,1,0.09463,3,35.0,7407.0,,,,"LINESTRING (-112.047644 33.459621, -112.047658 33.460994)"
10421AB,,12395,12577,,1,1,0.06320,3,35.0,7407.0,,,,"LINESTRING (-112.047632 33.458704, -112.047644 33.459621)"
10421BA,,12577,12395,,1,1,0.06320,2,35.0,4938.0,,,,"LINESTRING (-112.047646 33.459621, -112.047634 33.458704)"
10422AB,,12654,12655,,1,1,0.13271,3,35.0,7407.0,,,,"LINESTRING (-112.047778 33.463339, -112.047721 33.461414)"
10423AB,,12656,12657,,1,1,0.03102,1,39.0,4558.0,,,,"LINESTRING (-112.048297 33.461562, -112.047760 33.461559)"
10424AB,,12656,12655,,1,1,0.03784,1,39.0,4558.0,,,,"LINESTRING (-112.048297 33.461562, -112.047721 33.461414)"
10425AB,,12658,12659,,1,1,0.03840,3,35.0,7407.0,,,,"LINESTRING (-112.047562 33.461757, -112.047577 33.462314)"
10426AB,,12656,12658,,1,1,0.04907,1,39.0,4558.0,,,,"LINESTRING (-112.048297 33.461562, -112.047562 33.461757)"
10427AB,,12592,12656,,1,1,0.03703,3,30.0,10311.0,,,,"LINESTRING (-112.048938 33.461557, -112.048297 33.461562)"
10428AB,,12653,12658,,1,1,0.05383,3,35.0,7407.0,,,,"LINESTRING (-112.047659 33.460994, -112.047562 33.461757)"
10429AB,,12655,12653,,1,1,0.02927,3,35.0,7407.0,,,,"LINESTRING (-112.047721 33.461414, -112.047659 33.460994)"
10430AB,,12657,12658,,1,1,0.02066,1,39.0,4558.0,,,,"LINESTRING (-112.047760 33.461559, -112.047562 33.461757)"
10431AB,,12657,12655,,1,1,0.01024,1,39.0,4558.0,,,,"LINESTRING (-112.047760 33.461559, -112.047721 33.461414)"
10432AB,,12659,12660,,1,1,0.07803,3,35.0,7407.0,,,,"LINESTRING (-112.047577 33.462314, -112.047682 33.463432)"
10433AB,,12654,12589,,1,1,0.05507,1,39.0,4558.0,,,,"LINESTRING (-112.047778 33.463339, -112.048022 33.462631)"
10434AB,,12659,12589,,1,1,0.03718,1,39.0,4558.0,,,,"LINESTRING (-112.047577 33.462314, -112.048022 33.462631)"
10435AB,,12660,12637,,1,1,0.02215,3,35.0,7407.0,,,,"LINESTRING (-112.047681 33.463432, -112.047663 33.463753)"
10435BA,,12637,12660,,1,1,0.02215,3,35.0,7407.0,,,,"LINESTRING (-112.047665 33.463753, -112.047683 33.463432)"
10436AB,,12660,12654,,1,1,0.00848,3,35.0,7407.0,,,,"LINESTRING (-112.047682 33.463432, -112.047778 33.463339)"
10437AB,,914,12387,,1,1,0.11276,1,15.0,99999.0,,,,"LINESTRING (-112.042331 33.460091, -112.043313 33.458677)"
10437BA,,12387,914,,1,1,0.11276,1,15.0,99999.0,,,,"LINESTRING (-112.043311 33.458675, -112.042329 33.460089)"
10438AB,,12595,12597,,1,1,0.00450,1,70.0,99999.0,,,,"LINESTRING (-112.045566 33.462229, -112.045573 33.462164)"
10438BA,,12597,12595,,1,1,0.00450,1,70.0,99999.0,,,,"LINESTRING (-112.045571 33.462164, -112.045564 33.462229)"
10447AB,,12394,12638,,1,1,0.35498,2,70.0,9280.0,,,,"LINESTRING (-112.035276 33.462138, -112.041402 33.462485)"
10451AB,,12647,12432,,1,1,0.36328,1,70.0,8134.0,,,,"LINESTRING (-112.041484 33.461902, -112.035202 33.462007)"
