node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,geometry,control_type,control_type_name,cycle_length_in_second,signal_offset_in_second,,
38,,-110.970230,32.232914,,,38,"POINT (-110.970230 32.232914)",1,,0,0,,
39,,-110.974831,32.232307,,,39,"POINT (-110.974831 32.232307)",1,,0,0,,
40,,-110.980095,32.230858,,,40,"POINT (-110.980095 32.230858)",1,,0,0,,
41,,-110.958115,32.229740,,,41,"POINT (-110.958115 32.229740)",1,,0,0,,
42,,-110.953232,32.230072,,,42,"POINT (-110.953232 32.230072)",1,,0,0,,
43,,-110.947212,32.230560,,,43,"POINT (-110.947212 32.230560)",1,,0,0,,
44,,-110.946068,32.233849,,,44,"POINT (-110.946068 32.233849)",1,,0,0,,
45,,-110.952309,32.232861,,,45,"POINT (-110.952309 32.232861)",1,,0,0,,
46,,-110.958122,32.233864,,,46,"POINT (-110.958122 32.233864)",1,,0,0,,
47,,-110.955727,32.239571,,,47,"POINT (-110.955727 32.239571)",1,,0,0,,
48,,-110.946411,32.239651,,,48,"POINT (-110.946411 32.239651)",1,,0,0,,
49,,-110.948196,32.246456,,,49,"POINT (-110.948196 32.246456)",1,,0,0,,
50,,-110.955986,32.246399,,,50,"POINT (-110.955986 32.246399)",1,,0,0,,
51,,-110.965645,32.237755,,,51,"POINT (-110.965645 32.237755)",1,,0,0,,
52,,-110.974876,32.237774,,,52,"POINT (-110.974876 32.237774)",1,,0,0,,
53,,-110.974953,32.244904,,,53,"POINT (-110.974953 32.244904)",1,,0,0,,
54,,-110.970261,32.245098,,,54,"POINT (-110.970261 32.245098)",1,,0,0,,
55,,-110.965729,32.244701,,,55,"POINT (-110.965729 32.244701)",1,,0,0,,
56,,-110.948723,32.219170,,,56,"POINT (-110.948723 32.219170)",1,,0,0,,
57,,-110.939873,32.217674,,,57,"POINT (-110.939873 32.217674)",1,,0,0,,
58,,-110.947334,32.224518,,,58,"POINT (-110.947334 32.224518)",1,,0,0,,
59,,-110.955223,32.224594,,,59,"POINT (-110.955223 32.224594)",1,,0,0,,
60,,-110.936134,32.026775,,,60,"POINT (-110.936134 32.026775)",1,,0,0,,
61,,-110.946724,32.027565,,,61,"POINT (-110.946724 32.027565)",1,,0,0,,
62,,-110.940758,32.050255,,,62,"POINT (-110.940758 32.050255)",1,,0,0,,
63,,-110.937340,32.040127,,,63,"POINT (-110.937340 32.040127)",1,,0,0,,
64,,-110.946152,32.041367,,,64,"POINT (-110.946152 32.041367)",1,,0,0,,
65,,-110.935165,32.015995,,,65,"POINT (-110.935165 32.015995)",1,,0,0,,
66,,-110.816589,32.081871,,,66,"POINT (-110.816589 32.081871)",1,,0,0,,
67,,-110.832588,32.090050,,,67,"POINT (-110.832588 32.090050)",1,,0,0,,
68,,-110.845207,32.188351,,,68,"POINT (-110.845207 32.188351)",1,,0,0,,
69,,-110.844475,32.200027,,,69,"POINT (-110.844475 32.200027)",1,,0,0,,
70,,-110.853012,32.199139,,,70,"POINT (-110.853012 32.199139)",1,,0,0,,
71,,-110.689888,32.024048,,,71,"POINT (-110.689888 32.024048)",1,,0,0,,
72,,-110.703339,32.076504,,,72,"POINT (-110.703339 32.076504)",1,,0,0,,
73,,-110.705063,32.093685,,,73,"POINT (-110.705063 32.093685)",1,,0,0,,
74,,-110.726830,32.086082,,,74,"POINT (-110.726830 32.086082)",1,,0,0,,
75,,-110.725700,32.078629,,,75,"POINT (-110.725700 32.078629)",1,,0,0,,
76,,-110.729179,32.094978,,,76,"POINT (-110.729179 32.094978)",1,,0,0,,
77,,-110.717529,32.060360,,,77,"POINT (-110.717529 32.060360)",1,,0,0,,
78,,-110.728683,32.110825,,,78,"POINT (-110.728683 32.110825)",1,,0,0,,
79,,-110.724838,32.041546,,,79,"POINT (-110.724838 32.041546)",1,,0,0,,
80,,-110.727905,32.060516,,,80,"POINT (-110.727905 32.060516)",1,,0,0,,
81,,-110.735710,32.106930,,,81,"POINT (-110.735710 32.106930)",1,,0,0,,
82,,-110.727798,32.122814,,,82,"POINT (-110.727798 32.122814)",1,,0,0,,
83,,-110.738167,32.088551,,,83,"POINT (-110.738167 32.088551)",1,,0,0,,
84,,-110.735794,32.025684,,,84,"POINT (-110.735794 32.025684)",1,,0,0,,
85,,-110.739868,32.098522,,,85,"POINT (-110.739868 32.098522)",1,,0,0,,
86,,-110.739990,32.081512,,,86,"POINT (-110.739990 32.081512)",1,,0,0,,
87,,-110.738304,32.056286,,,87,"POINT (-110.738304 32.056286)",1,,0,0,,
88,,-110.743858,32.121342,,,88,"POINT (-110.743858 32.121342)",1,,0,0,,
89,,-110.745682,32.111618,,,89,"POINT (-110.745682 32.111618)",1,,0,0,,
90,,-110.749123,32.124210,,,90,"POINT (-110.749123 32.124210)",1,,0,0,,
91,,-110.750023,32.129921,,,91,"POINT (-110.750023 32.129921)",1,,0,0,,
92,,-110.751053,32.103298,,,92,"POINT (-110.751053 32.103298)",1,,0,0,,
93,,-110.752243,32.140972,,,93,"POINT (-110.752243 32.140972)",1,,0,0,,
94,,-110.746628,32.206688,,,94,"POINT (-110.746628 32.206688)",1,,0,0,,
95,,-110.746834,32.231518,,,95,"POINT (-110.746834 32.231518)",1,,0,0,,
96,,-110.750931,32.090023,,,96,"POINT (-110.750931 32.090023)",1,,0,0,,
97,,-110.745323,32.073265,,,97,"POINT (-110.745323 32.073265)",1,,0,0,,
98,,-110.759758,32.144409,,,98,"POINT (-110.759758 32.144409)",1,,0,0,,
99,,-110.760056,32.137566,,,99,"POINT (-110.760056 32.137566)",1,,0,0,,
100,,-110.759735,32.130032,,,100,"POINT (-110.759735 32.130032)",1,,0,0,,
101,,-110.758675,32.115788,,,101,"POINT (-110.758675 32.115788)",1,,0,0,,
102,,-110.759651,32.123055,,,102,"POINT (-110.759651 32.123055)",1,,0,0,,
103,,-110.757401,32.151604,,,103,"POINT (-110.757401 32.151604)",1,,0,0,,
104,,-110.741684,32.148163,,,104,"POINT (-110.741684 32.148163)",1,,0,0,,
105,,-110.763733,32.258274,,,105,"POINT (-110.763733 32.258274)",1,,0,0,,
106,,-110.760117,31.983316,,,106,"POINT (-110.760117 31.983316)",1,,0,0,,
107,,-110.768295,32.144375,,,107,"POINT (-110.768295 32.144375)",1,,0,0,,
108,,-110.760490,32.246387,,,108,"POINT (-110.760490 32.246387)",1,,0,0,,
109,,-110.768349,32.137188,,,109,"POINT (-110.768349 32.137188)",1,,0,0,,
110,,-110.768394,32.129993,,,110,"POINT (-110.768394 32.129993)",1,,0,0,,
111,,-110.768402,32.153080,,,111,"POINT (-110.768402 32.153080)",1,,0,0,,
112,,-110.759804,32.089848,,,112,"POINT (-110.759804 32.089848)",1,,0,0,,
113,,-110.762199,32.081120,,,113,"POINT (-110.762199 32.081120)",1,,0,0,,
114,,-110.768440,32.122688,,,114,"POINT (-110.768440 32.122688)",1,,0,0,,
115,,-110.763885,32.107094,,,115,"POINT (-110.763885 32.107094)",1,,0,0,,
116,,-110.764198,32.198875,,,116,"POINT (-110.764198 32.198875)",1,,0,0,,
117,,-110.764130,32.098274,,,117,"POINT (-110.764130 32.098274)",1,,0,0,,
118,,-110.764191,32.213638,,,118,"POINT (-110.764191 32.213638)",1,,0,0,,
119,,-110.755646,32.186653,,,119,"POINT (-110.755646 32.186653)",1,,0,0,,
120,,-110.763947,32.228119,,,120,"POINT (-110.763947 32.228119)",1,,0,0,,
121,,-110.768471,32.115429,,,121,"POINT (-110.768471 32.115429)",1,,0,0,,
122,,-110.766991,32.169937,,,122,"POINT (-110.766991 32.169937)",1,,0,0,,
123,,-110.764839,32.159286,,,123,"POINT (-110.764839 32.159286)",1,,0,0,,
124,,-110.759155,32.064144,,,124,"POINT (-110.759155 32.064144)",1,,0,0,,
125,,-110.751755,32.033260,,,125,"POINT (-110.751755 32.033260)",1,,0,0,,
126,,-110.760895,32.010956,,,126,"POINT (-110.760895 32.010956)",1,,0,0,,
127,,-110.760353,32.023800,,,127,"POINT (-110.760353 32.023800)",1,,0,0,,
128,,-110.760773,31.997833,,,128,"POINT (-110.760773 31.997833)",1,,0,0,,
129,,-110.767548,32.048569,,,129,"POINT (-110.767548 32.048569)",1,,0,0,,
130,,-110.777016,32.226395,,,130,"POINT (-110.777016 32.226395)",1,,0,0,,
131,,-110.776344,32.217190,,,131,"POINT (-110.776344 32.217190)",1,,0,0,,
132,,-110.777008,32.209965,,,132,"POINT (-110.777008 32.209965)",1,,0,0,,
133,,-110.776871,32.186462,,,133,"POINT (-110.776871 32.186462)",1,,0,0,,
134,,-110.778366,32.125202,,,134,"POINT (-110.778366 32.125202)",1,,0,0,,
135,,-110.777321,32.111446,,,135,"POINT (-110.777321 32.111446)",1,,0,0,,
136,,-110.777000,32.241875,,,136,"POINT (-110.777000 32.241875)",1,,0,0,,
137,,-110.776970,32.202755,,,137,"POINT (-110.776970 32.202755)",1,,0,0,,
138,,-110.777016,32.142746,,,138,"POINT (-110.777016 32.142746)",1,,0,0,,
139,,-110.780411,32.167206,,,139,"POINT (-110.780411 32.167206)",1,,0,0,,
140,,-110.781296,32.179928,,,140,"POINT (-110.781296 32.179928)",1,,0,0,,
141,,-110.785492,32.186619,,,141,"POINT (-110.785492 32.186619)",1,,0,0,,
142,,-110.783058,32.197933,,,142,"POINT (-110.783058 32.197933)",1,,0,0,,
143,,-110.785805,32.238640,,,143,"POINT (-110.785805 32.238640)",1,,0,0,,
144,,-110.784927,32.224754,,,144,"POINT (-110.784927 32.224754)",1,,0,0,,
145,,-110.785530,32.209946,,,145,"POINT (-110.785530 32.209946)",1,,0,0,,
146,,-110.784813,32.231754,,,146,"POINT (-110.784813 32.231754)",1,,0,0,,
147,,-110.784958,32.217293,,,147,"POINT (-110.784958 32.217293)",1,,0,0,,
148,,-110.780602,32.157425,,,148,"POINT (-110.780602 32.157425)",1,,0,0,,
149,,-110.781136,32.151844,,,149,"POINT (-110.781136 32.151844)",1,,0,0,,
150,,-110.781647,32.138565,,,150,"POINT (-110.781647 32.138565)",1,,0,0,,
151,,-110.783958,32.083389,,,151,"POINT (-110.783958 32.083389)",1,,0,0,,
152,,-110.781555,32.071472,,,152,"POINT (-110.781555 32.071472)",1,,0,0,,
153,,-110.783501,32.058048,,,153,"POINT (-110.783501 32.058048)",1,,0,0,,
154,,-110.781731,32.100002,,,154,"POINT (-110.781731 32.100002)",1,,0,0,,
155,,-110.786392,32.125652,,,155,"POINT (-110.786392 32.125652)",1,,0,0,,
156,,-110.784531,31.983416,,,156,"POINT (-110.784531 31.983416)",1,,0,0,,
157,,-110.787407,32.114513,,,157,"POINT (-110.787407 32.114513)",1,,0,0,,
158,,-110.785416,31.997871,,,158,"POINT (-110.785416 31.997871)",1,,0,0,,
159,,-110.793777,32.227161,,,159,"POINT (-110.793777 32.227161)",1,,0,0,,
160,,-110.794029,32.213627,,,160,"POINT (-110.794029 32.213627)",1,,0,0,,
161,,-110.783554,32.260345,,,161,"POINT (-110.783554 32.260345)",1,,0,0,,
162,,-110.795349,32.272381,,,162,"POINT (-110.795349 32.272381)",1,,0,0,,
163,,-110.793938,32.109146,,,163,"POINT (-110.793938 32.109146)",1,,0,0,,
164,,-110.789551,32.096512,,,164,"POINT (-110.789551 32.096512)",1,,0,0,,
165,,-110.797043,32.090275,,,165,"POINT (-110.797043 32.090275)",1,,0,0,,
166,,-110.797508,32.080956,,,166,"POINT (-110.797508 32.080956)",1,,0,0,,
167,,-110.802567,32.217270,,,167,"POINT (-110.802567 32.217270)",1,,0,0,,
168,,-110.798866,32.245781,,,168,"POINT (-110.798866 32.245781)",1,,0,0,,
169,,-110.803452,32.210140,,,169,"POINT (-110.803452 32.210140)",1,,0,0,,
170,,-110.798286,32.239513,,,170,"POINT (-110.798286 32.239513)",1,,0,0,,
171,,-110.802483,32.229866,,,171,"POINT (-110.802483 32.229866)",1,,0,0,,
172,,-110.798355,32.170116,,,172,"POINT (-110.798355 32.170116)",1,,0,0,,
173,,-110.796707,32.195229,,,173,"POINT (-110.796707 32.195229)",1,,0,0,,
174,,-110.799690,32.062904,,,174,"POINT (-110.799690 32.062904)",1,,0,0,,
175,,-110.800148,32.038113,,,175,"POINT (-110.800148 32.038113)",1,,0,0,,
176,,-110.791138,32.019554,,,176,"POINT (-110.791138 32.019554)",1,,0,0,,
177,,-110.798576,32.202579,,,177,"POINT (-110.798576 32.202579)",1,,0,0,,
178,,-110.796585,32.184517,,,178,"POINT (-110.796585 32.184517)",1,,0,0,,
179,,-110.802513,32.181648,,,179,"POINT (-110.802513 32.181648)",1,,0,0,,
180,,-110.809013,32.219185,,,180,"POINT (-110.809013 32.219185)",1,,0,0,,
181,,-110.812965,32.188229,,,181,"POINT (-110.812965 32.188229)",1,,0,0,,
182,,-110.810196,32.210052,,,182,"POINT (-110.810196 32.210052)",1,,0,0,,
183,,-110.810791,32.216377,,,183,"POINT (-110.810791 32.216377)",1,,0,0,,
184,,-110.811340,32.180916,,,184,"POINT (-110.811340 32.180916)",1,,0,0,,
185,,-110.809959,32.239113,,,185,"POINT (-110.809959 32.239113)",1,,0,0,,
186,,-110.811836,32.231960,,,186,"POINT (-110.811836 32.231960)",1,,0,0,,
187,,-110.812561,32.225838,,,187,"POINT (-110.812561 32.225838)",1,,0,0,,
188,,-110.804893,32.115116,,,188,"POINT (-110.804893 32.115116)",1,,0,0,,
189,,-110.805855,31.997135,,,189,"POINT (-110.805855 31.997135)",1,,0,0,,
190,,-110.808449,31.985039,,,190,"POINT (-110.808449 31.985039)",1,,0,0,,
191,,-110.790894,32.250225,,,191,"POINT (-110.790894 32.250225)",1,,0,0,,
192,,-110.810890,32.249649,,,192,"POINT (-110.810890 32.249649)",1,,0,0,,
193,,-110.818710,32.210052,,,193,"POINT (-110.818710 32.210052)",1,,0,0,,
194,,-110.820381,32.231262,,,194,"POINT (-110.820381 32.231262)",1,,0,0,,
195,,-110.817162,32.246529,,,195,"POINT (-110.817162 32.246529)",1,,0,0,,
196,,-110.819794,32.180969,,,196,"POINT (-110.819794 32.180969)",1,,0,0,,
197,,-110.819267,32.216404,,,197,"POINT (-110.819267 32.216404)",1,,0,0,,
198,,-110.819557,32.224606,,,198,"POINT (-110.819557 32.224606)",1,,0,0,,
199,,-110.819016,32.188168,,,199,"POINT (-110.819016 32.188168)",1,,0,0,,
200,,-110.815430,32.170166,,,200,"POINT (-110.815430 32.170166)",1,,0,0,,
201,,-110.818474,32.239189,,,201,"POINT (-110.818474 32.239189)",1,,0,0,,
202,,-110.807701,32.266644,,,202,"POINT (-110.807701 32.266644)",1,,0,0,,
203,,-110.811783,32.199413,,,203,"POINT (-110.811783 32.199413)",1,,0,0,,
204,,-110.817047,32.039936,,,204,"POINT (-110.817047 32.039936)",1,,0,0,,
205,,-110.816757,32.055477,,,205,"POINT (-110.816757 32.055477)",1,,0,0,,
206,,-110.819206,32.197067,,,206,"POINT (-110.819206 32.197067)",1,,0,0,,
207,,-110.816711,32.068485,,,207,"POINT (-110.816711 32.068485)",1,,0,0,,
208,,-110.809807,32.091343,,,208,"POINT (-110.809807 32.091343)",1,,0,0,,
209,,-110.825478,32.249775,,,209,"POINT (-110.825478 32.249775)",1,,0,0,,
210,,-110.823952,32.202835,,,210,"POINT (-110.823952 32.202835)",1,,0,0,,
211,,-110.825485,32.210617,,,211,"POINT (-110.825485 32.210617)",1,,0,0,,
212,,-110.826126,32.216812,,,212,"POINT (-110.826126 32.216812)",1,,0,0,,
213,,-110.827065,32.224705,,,213,"POINT (-110.827065 32.224705)",1,,0,0,,
214,,-110.829727,32.256199,,,214,"POINT (-110.829727 32.256199)",1,,0,0,,
215,,-110.828056,32.181015,,,215,"POINT (-110.828056 32.181015)",1,,0,0,,
216,,-110.830284,32.213772,,,216,"POINT (-110.830284 32.213772)",1,,0,0,,
217,,-110.828140,32.188305,,,217,"POINT (-110.828140 32.188305)",1,,0,0,,
218,,-110.828178,32.239231,,,218,"POINT (-110.828178 32.239231)",1,,0,0,,
219,,-110.828156,32.246819,,,219,"POINT (-110.828156 32.246819)",1,,0,0,,
220,,-110.825294,32.104336,,,220,"POINT (-110.825294 32.104336)",1,,0,0,,
221,,-110.828804,32.198318,,,221,"POINT (-110.828804 32.198318)",1,,0,0,,
222,,-110.823982,31.998602,,,222,"POINT (-110.823982 31.998602)",1,,0,0,,
223,,-110.821632,32.010674,,,223,"POINT (-110.821632 32.010674)",1,,0,0,,
224,,-110.820663,32.020065,,,224,"POINT (-110.820663 32.020065)",1,,0,0,,
225,,-110.827919,32.229443,,,225,"POINT (-110.827919 32.229443)",1,,0,0,,
226,,-110.832390,32.170135,,,226,"POINT (-110.832390 32.170135)",1,,0,0,,
227,,-110.827431,32.131859,,,227,"POINT (-110.827431 32.131859)",1,,0,0,,
228,,-110.829819,31.983559,,,228,"POINT (-110.829819 31.983559)",1,,0,0,,
229,,-110.830276,32.153088,,,229,"POINT (-110.830276 32.153088)",1,,0,0,,
230,,-110.837166,32.172916,,,230,"POINT (-110.837166 32.172916)",1,,0,0,,
231,,-110.836594,32.181042,,,231,"POINT (-110.836594 32.181042)",1,,0,0,,
232,,-110.836708,32.217785,,,232,"POINT (-110.836708 32.217785)",1,,0,0,,
233,,-110.836678,32.188335,,,233,"POINT (-110.836678 32.188335)",1,,0,0,,
234,,-110.838081,32.199417,,,234,"POINT (-110.838081 32.199417)",1,,0,0,,
235,,-110.836700,32.210171,,,235,"POINT (-110.836700 32.210171)",1,,0,0,,
236,,-110.833855,32.225784,,,236,"POINT (-110.833855 32.225784)",1,,0,0,,
237,,-110.836868,32.231480,,,237,"POINT (-110.836868 32.231480)",1,,0,0,,
238,,-110.833405,32.068512,,,238,"POINT (-110.833405 32.068512)",1,,0,0,,
239,,-110.830605,32.123184,,,239,"POINT (-110.830605 32.123184)",1,,0,0,,
240,,-110.834717,32.102531,,,240,"POINT (-110.834717 32.102531)",1,,0,0,,
241,,-110.836487,32.239162,,,241,"POINT (-110.836487 32.239162)",1,,0,0,,
242,,-110.834717,32.111397,,,242,"POINT (-110.834717 32.111397)",1,,0,0,,
243,,-110.823715,32.264053,,,243,"POINT (-110.823715 32.264053)",1,,0,0,,
244,,-110.835587,32.247700,,,244,"POINT (-110.835587 32.247700)",1,,0,0,,
245,,-110.835518,32.258957,,,245,"POINT (-110.835518 32.258957)",1,,0,0,,
246,,-110.833328,32.056229,,,246,"POINT (-110.833328 32.056229)",1,,0,0,,
247,,-110.845062,32.213882,,,247,"POINT (-110.845062 32.213882)",1,,0,0,,
248,,-110.845284,32.228344,,,248,"POINT (-110.845284 32.228344)",1,,0,0,,
249,,-110.843857,32.247749,,,249,"POINT (-110.843857 32.247749)",1,,0,0,,
250,,-110.850517,32.239719,,,250,"POINT (-110.850517 32.239719)",1,,0,0,,
251,,-110.849747,32.244766,,,251,"POINT (-110.849747 32.244766)",1,,0,0,,
252,,-110.849525,32.181026,,,252,"POINT (-110.849525 32.181026)",1,,0,0,,
253,,-110.853760,32.188370,,,253,"POINT (-110.853760 32.188370)",1,,0,0,,
254,,-110.855530,32.239628,,,254,"POINT (-110.855530 32.239628)",1,,0,0,,
255,,-110.855217,32.247673,,,255,"POINT (-110.855217 32.247673)",1,,0,0,,
256,,-110.850883,32.228230,,,256,"POINT (-110.850883 32.228230)",1,,0,0,,
257,,-110.850731,32.115498,,,257,"POINT (-110.850731 32.115498)",1,,0,0,,
258,,-110.850693,32.130875,,,258,"POINT (-110.850693 32.130875)",1,,0,0,,
259,,-110.850327,32.145752,,,259,"POINT (-110.850327 32.145752)",1,,0,0,,
260,,-110.849678,32.121017,,,260,"POINT (-110.849678 32.121017)",1,,0,0,,
261,,-110.850060,32.099953,,,261,"POINT (-110.850060 32.099953)",1,,0,0,,
262,,-110.849182,32.082375,,,262,"POINT (-110.849182 32.082375)",1,,0,0,,
263,,-110.853271,32.214371,,,263,"POINT (-110.853271 32.214371)",1,,0,0,,
264,,-110.856689,32.245232,,,264,"POINT (-110.856689 32.245232)",1,,0,0,,
265,,-110.842880,32.066841,,,265,"POINT (-110.842880 32.066841)",1,,0,0,,
266,,-110.846649,32.010750,,,266,"POINT (-110.846649 32.010750)",1,,0,0,,
267,,-110.849770,32.056953,,,267,"POINT (-110.849770 32.056953)",1,,0,0,,
268,,-110.846626,31.998117,,,268,"POINT (-110.846626 31.998117)",1,,0,0,,
269,,-110.835205,32.039536,,,269,"POINT (-110.835205 32.039536)",1,,0,0,,
270,,-110.850548,32.042370,,,270,"POINT (-110.850548 32.042370)",1,,0,0,,
271,,-110.846794,32.023285,,,271,"POINT (-110.846794 32.023285)",1,,0,0,,
272,,-110.849876,31.977093,,,272,"POINT (-110.849876 31.977093)",1,,0,0,,
273,,-110.855286,32.251095,,,273,"POINT (-110.855286 32.251095)",1,,0,0,,
274,,-110.862244,32.203362,,,274,"POINT (-110.862244 32.203362)",1,,0,0,,
275,,-110.862228,32.195972,,,275,"POINT (-110.862228 32.195972)",1,,0,0,,
276,,-110.862289,32.252758,,,276,"POINT (-110.862289 32.252758)",1,,0,0,,
277,,-110.862297,32.247021,,,277,"POINT (-110.862297 32.247021)",1,,0,0,,
278,,-110.862320,32.232521,,,278,"POINT (-110.862320 32.232521)",1,,0,0,,
279,,-110.862305,32.239750,,,279,"POINT (-110.862305 32.239750)",1,,0,0,,
280,,-110.862953,32.124973,,,280,"POINT (-110.862953 32.124973)",1,,0,0,,
281,,-110.862747,32.219414,,,281,"POINT (-110.862747 32.219414)",1,,0,0,,
282,,-110.862259,32.225292,,,282,"POINT (-110.862259 32.225292)",1,,0,0,,
283,,-110.866547,32.083946,,,283,"POINT (-110.866547 32.083946)",1,,0,0,,
284,,-110.852585,32.259224,,,284,"POINT (-110.852585 32.259224)",1,,0,0,,
285,,-110.870819,32.203339,,,285,"POINT (-110.870819 32.203339)",1,,0,0,,
286,,-110.870819,32.196022,,,286,"POINT (-110.870819 32.196022)",1,,0,0,,
287,,-110.866608,32.212673,,,287,"POINT (-110.866608 32.212673)",1,,0,0,,
288,,-110.871658,32.263191,,,288,"POINT (-110.871658 32.263191)",1,,0,0,,
289,,-110.870941,32.254333,,,289,"POINT (-110.870941 32.254333)",1,,0,0,,
290,,-110.870949,32.225285,,,290,"POINT (-110.870949 32.225285)",1,,0,0,,
291,,-110.871094,32.232555,,,291,"POINT (-110.871094 32.232555)",1,,0,0,,
292,,-110.870995,32.239773,,,292,"POINT (-110.870995 32.239773)",1,,0,0,,
293,,-110.871201,32.246941,,,293,"POINT (-110.871201 32.246941)",1,,0,0,,
294,,-110.867134,32.067017,,,294,"POINT (-110.867134 32.067017)",1,,0,0,,
295,,-110.866890,32.051346,,,295,"POINT (-110.866890 32.051346)",1,,0,0,,
296,,-110.867706,32.037025,,,296,"POINT (-110.867706 32.037025)",1,,0,0,,
297,,-110.867851,32.026733,,,297,"POINT (-110.867851 32.026733)",1,,0,0,,
298,,-110.871933,32.019997,,,298,"POINT (-110.871933 32.019997)",1,,0,0,,
299,,-110.867859,32.012806,,,299,"POINT (-110.867859 32.012806)",1,,0,0,,
300,,-110.867828,32.005493,,,300,"POINT (-110.867828 32.005493)",1,,0,0,,
301,,-110.864914,32.137547,,,301,"POINT (-110.864914 32.137547)",1,,0,0,,
302,,-110.877647,32.247082,,,302,"POINT (-110.877647 32.247082)",1,,0,0,,
303,,-110.879585,32.218063,,,303,"POINT (-110.879585 32.218063)",1,,0,0,,
304,,-110.879410,32.203304,,,304,"POINT (-110.879410 32.203304)",1,,0,0,,
305,,-110.879608,32.225300,,,305,"POINT (-110.879608 32.225300)",1,,0,0,,
306,,-110.879761,32.232586,,,306,"POINT (-110.879761 32.232586)",1,,0,0,,
307,,-110.879784,32.239830,,,307,"POINT (-110.879784 32.239830)",1,,0,0,,
308,,-110.881989,32.247059,,,308,"POINT (-110.881989 32.247059)",1,,0,0,,
309,,-110.879753,32.256702,,,309,"POINT (-110.879753 32.256702)",1,,0,0,,
310,,-110.883347,32.253014,,,310,"POINT (-110.883347 32.253014)",1,,0,0,,
311,,-110.868652,32.127647,,,311,"POINT (-110.868652 32.127647)",1,,0,0,,
312,,-110.885910,32.225285,,,312,"POINT (-110.885910 32.225285)",1,,0,0,,
313,,-110.886154,32.232559,,,313,"POINT (-110.886154 32.232559)",1,,0,0,,
314,,-110.883980,32.263466,,,314,"POINT (-110.883980 32.263466)",1,,0,0,,
315,,-110.882835,32.125202,,,315,"POINT (-110.882835 32.125202)",1,,0,0,,
