link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,cell_type,length,lanes,free_speed,capacity,geometry,ref_volume,link_type_name,dir,VDF_alpha,VDF_beta,VDF_peak_load_factor
30035,BOPP RD,43267,43268,,6,1,-1,0.68,1,37,1800,"LINESTRING (-111.145660 32.177204, -111.157242 32.177216)",,Major arterial,1,0.15,4,1
30036,AJO HY,43269,43270,,6,1,-1,2.36,1,72,1750,"LINESTRING (-111.132150 32.147278, -111.169534 32.134453)",,Major arterial,1,0.15,4,1
30036,AJO HY,43270,43269,,6,1,-1,2.36,1,72,1750,"LINESTRING (-111.169532 32.134445, -111.132148 32.147270)",,Major arterial,1,0.15,4,1
30037,I-10 EB FRONTAGE RD,43256,43271,,3,1,-1,0.73,1,47,1700,"LINESTRING (-111.148069 32.412395, -111.157347 32.419433)",,Collector,1,0.15,4,1
30037,I-10 EB FRONTAGE RD,43271,43256,,3,1,-1,0.73,1,47,1700,"LINESTRING (-111.157351 32.419427, -111.148073 32.412389)",,Collector,1,0.15,4,1
30038,I-10 WB,43272,43273,,1,1,-1,1.73,3,80,2100,"LINESTRING (-111.136070 32.404877, -111.158646 32.421062)",,Freeway,1,0.15,4,1
30039,I-10 EB,43274,43275,,1,1,-1,1.85,3,80,2100,"LINESTRING (-111.158409 32.420471, -111.134193 32.403114)",,Freeway,1,0.15,4,1
30040,SILVERBELL RD,43276,43277,,6,1,-1,0.88,1,40,1750,"LINESTRING (-111.151674 32.395538, -111.142069 32.390476)",,Major arterial,1,0.15,4,1
30040,SILVERBELL RD,43277,43276,,6,1,-1,0.88,1,40,1750,"LINESTRING (-111.142065 32.390484, -111.151670 32.395546)",,Major arterial,1,0.15,4,1
30041,PICTURE ROCKS RD,43278,43279,,6,1,-1,3.02,1,40,1750,"LINESTRING (-111.114175 32.330471, -111.155145 32.318409)",,Major arterial,1,0.15,4,1
30041,PICTURE ROCKS RD,43279,43278,,6,1,-1,3.02,1,40,1750,"LINESTRING (-111.155143 32.318401, -111.114173 32.330463)",,Major arterial,1,0.15,4,1
30042,TWIN PEAKS RD,43280,43281,,6,1,-1,1.84,1,48,1750,"LINESTRING (-111.169854 32.380901, -111.139939 32.374527)",,Major arterial,1,0.15,4,1
30042,TWIN PEAKS RD,43281,43280,,6,1,-1,1.84,1,48,1750,"LINESTRING (-111.139937 32.374535, -111.169852 32.380909)",,Major arterial,1,0.15,4,1
30043,I-10 WB FRONTAGE RD,43282,43283,,3,1,-1,1.13,2,47,1700,"LINESTRING (-111.146538 32.412426, -111.161118 32.423225)",,Collector,1,0.15,4,1
30044,,723,43258,,5,1,-1,7.82,9,15,1111,"LINESTRING (-111.061746 32.505020, -111.189485 32.470993)",,Zonal connector,1,0.15,4,1
30044,,43258,723,,5,1,-1,7.82,9,15,1111,"LINESTRING (-111.189483 32.470985, -111.061744 32.505012)",,Zonal connector,1,0.15,4,1
30045,,852,43286,,5,1,-1,4.81,9,15,1111,"LINESTRING (-111.161551 31.942154, -111.084228 31.964996)",,Zonal connector,1,0.15,4,1
30045,,43286,852,,5,1,-1,4.81,9,15,1111,"LINESTRING (-111.084230 31.965004, -111.161553 31.942162)",,Zonal connector,1,0.15,4,1
30046,,856,43288,,5,1,-1,4.88,9,15,1111,"LINESTRING (-111.150383 31.912670, -111.067490 31.915506)",,Zonal connector,1,0.15,4,1
30046,,43288,856,,5,1,-1,4.88,9,15,1111,"LINESTRING (-111.067490 31.915514, -111.150383 31.912678)",,Zonal connector,1,0.15,4,1
30047,SNYDER HILL RD,43289,43290,,3,1,-1,2.82,1,60,1700,"LINESTRING (-111.170174 32.162247, -111.122787 32.161423)",,Collector,1,0.15,4,1
30047,SNYDER HILL RD,43290,43289,,3,1,-1,2.82,1,60,1700,"LINESTRING (-111.122787 32.161431, -111.170174 32.162255)",,Collector,1,0.15,4,1
36568,ARIVACA RD,47728,47729,,6,1,-1,10.22,1,49,1800,"LINESTRING (-111.269522 31.658876, -111.130194 31.724718)",,Major arterial,1,0.15,4,1
36568,ARIVACA RD,47729,47728,,6,1,-1,10.22,1,49,1800,"LINESTRING (-111.130198 31.724726, -111.269526 31.658884)",,Major arterial,1,0.15,4,1
36601,,43303,1119,,5,1,-1,4.11,9,15,1111,"LINESTRING (-111.543594 31.485746, -111.283737 31.460722)",,Zonal connector,1,0.15,4,1
36601,,1119,43303,,5,1,-1,4.11,9,15,1111,"LINESTRING (-111.283737 31.460730, -111.543594 31.485754)",,Zonal connector,1,0.15,4,1
18922,TRICO RD,41333,34969,,6,1,-1,0.32,1,37,1800,"LINESTRING (-111.304218 32.501537, -111.304195 32.506119)",,Major arterial,1,0.15,4,1
18922,TRICO RD,34969,41333,,6,1,-1,0.32,1,37,1800,"LINESTRING (-111.304203 32.506119, -111.304226 32.501537)",,Major arterial,1,0.15,4,1
18923,I-10 WB ON RAMP PINAL AIRPARK RD,34970,36694,,7,1,-1,0.18,1,39,1200,"LINESTRING (-111.268661 32.506657, -111.268425 32.505959)",,Ramp,1,0.15,4,1
18924,I-10 EB,34973,34972,,1,1,-1,0.54,3,74,2150,"LINESTRING (-111.270805 32.509827, -111.267250 32.502556)",,Freeway,1,0.15,4,1
18925,I-10 EB ON RAMP PINAL AIRPARK RD,34974,36693,,7,1,-1,0.21,1,39,1200,"LINESTRING (-111.271500 32.506161, -111.268532 32.504436)",,Ramp,1,0.15,4,1
20776,I-10 WB FRONTAGE RD,36638,36640,,3,1,-1,4.21,1,49,1800,"LINESTRING (-111.262631 32.501586, -111.304067 32.551543)",,Collector,1,0.15,4,1
20776,I-10 WB FRONTAGE RD,36640,36638,,3,1,-1,4.21,1,49,1800,"LINESTRING (-111.304073 32.551537, -111.262637 32.501580)",,Collector,1,0.15,4,1
20521,I-10 WB,36448,34971,,1,1,-1,0.37,3,71,2150,"LINESTRING (-111.266418 32.501640, -111.268845 32.506634)",,Freeway,1,0.15,4,1
30048,SASABE HY (STATE HIGHWAY 286),43291,43292,,6,1,-1,8.05,1,65,1800,"LINESTRING (-111.338665 32.035078, -111.390881 31.929302)",,Major arterial,1,0.15,4,1
30048,SASABE HY (STATE HIGHWAY 286),43292,43291,,6,1,-1,8.05,1,65,1800,"LINESTRING (-111.390873 31.929298, -111.338657 32.035074)",,Major arterial,1,0.15,4,1
30049,,850,43294,,5,1,-1,4.52,9,15,1111,"LINESTRING (-111.193656 31.978668, -111.265136 32.003052)",,Zonal connector,1,0.15,4,1
30049,,43294,850,,5,1,-1,4.52,9,15,1111,"LINESTRING (-111.265138 32.003044, -111.193658 31.978660)",,Zonal connector,1,0.15,4,1
30050,,853,43294,,5,1,-1,4.91,9,15,1111,"LINESTRING (-111.226254 31.939970, -111.265134 32.003050)",,Zonal connector,1,0.15,4,1
30050,,43294,853,,5,1,-1,4.91,9,15,1111,"LINESTRING (-111.265140 32.003046, -111.226260 31.939966)",,Zonal connector,1,0.15,4,1
30051,,826,47728,,5,1,-1,7.06,9,15,1111,"LINESTRING (-111.338596 31.742591, -111.269527 31.658877)",,Zonal connector,1,0.15,4,1
30051,,47728,826,,5,1,-1,7.06,9,15,1111,"LINESTRING (-111.269521 31.658883, -111.338590 31.742597)",,Zonal connector,1,0.15,4,1
30052,,826,43298,,5,1,-1,7.56,9,15,1111,"LINESTRING (-111.338591 31.742598, -111.454405 31.789906)",,Zonal connector,1,0.15,4,1
30052,,43298,826,,5,1,-1,7.56,9,15,1111,"LINESTRING (-111.454409 31.789898, -111.338595 31.742590)",,Zonal connector,1,0.15,4,1
30053,,826,43299,,5,1,-1,20.84,9,15,1111,"LINESTRING (-111.338596 31.742597, -111.545970 31.497712)",,Zonal connector,1,0.15,4,1
30053,,43299,826,,5,1,-1,20.84,9,15,1111,"LINESTRING (-111.545964 31.497706, -111.338590 31.742591)",,Zonal connector,1,0.15,4,1
30054,ARIVACA-SASABE RD,43300,43301,,6,1,-1,11.95,1,41,1800,"LINESTRING (-111.332243 31.574887, -111.498594 31.646836)",,Major arterial,1,0.15,4,1
30054,ARIVACA-SASABE RD,43301,43300,,6,1,-1,11.95,1,41,1800,"LINESTRING (-111.498598 31.646828, -111.332247 31.574879)",,Major arterial,1,0.15,4,1
30055,SASABE HY (STATE HIGHWAY 286),43298,43301,,6,1,-1,10.54,1,65,1800,"LINESTRING (-111.454411 31.789903, -111.498600 31.646833)",,Major arterial,1,0.15,4,1
30055,SASABE HY (STATE HIGHWAY 286),43301,43298,,6,1,-1,10.54,1,65,1800,"LINESTRING (-111.498592 31.646831, -111.454403 31.789901)",,Major arterial,1,0.15,4,1
30056,SASABE HY (STATE HIGHWAY 286),43292,43298,,6,1,-1,11.2,1,65,1800,"LINESTRING (-111.390881 31.929302, -111.454411 31.789904)",,Major arterial,1,0.15,4,1
30056,SASABE HY (STATE HIGHWAY 286),43298,43292,,6,1,-1,11.2,1,65,1800,"LINESTRING (-111.454403 31.789900, -111.390873 31.929298)",,Major arterial,1,0.15,4,1
30057,SASABE HY (STATE HIGHWAY 286),43301,43299,,6,1,-1,10.97,1,65,1800,"LINESTRING (-111.498600 31.646833, -111.545971 31.497710)",,Major arterial,1,0.15,4,1
30057,SASABE HY (STATE HIGHWAY 286),43299,43301,,6,1,-1,10.97,1,65,1800,"LINESTRING (-111.545963 31.497708, -111.498592 31.646831)",,Major arterial,1,0.15,4,1
30058,SASABE HY (STATE HIGHWAY 286),43299,43302,,6,1,-1,0.71,1,37,1800,"LINESTRING (-111.545971 31.497708, -111.542637 31.488543)",,Major arterial,1,0.15,4,1
30058,SASABE HY (STATE HIGHWAY 286),43302,43299,,6,1,-1,0.71,1,37,1800,"LINESTRING (-111.542629 31.488545, -111.545963 31.497710)",,Major arterial,1,0.15,4,1
30059,SASABE HY (STATE HIGHWAY 286),43302,43303,,6,1,-1,0.24,1,65,1800,"LINESTRING (-111.542637 31.488545, -111.543598 31.485751)",,Major arterial,1,0.15,4,1
30059,SASABE HY (STATE HIGHWAY 286),43303,43302,,6,1,-1,0.24,1,65,1800,"LINESTRING (-111.543590 31.485749, -111.542629 31.488543)",,Major arterial,1,0.15,4,1
30060,,843,43298,,5,1,-1,4.12,9,15,1111,"LINESTRING (-111.523750 31.782118, -111.454407 31.789898)",,Zonal connector,1,0.15,4,1
30060,,43298,843,,5,1,-1,4.12,9,15,1111,"LINESTRING (-111.454407 31.789906, -111.523750 31.782126)",,Zonal connector,1,0.15,4,1
30061,,882,43306,,5,1,-1,5.17,9,15,1111,"LINESTRING (-111.249510 31.544900, -111.315634 31.594226)",,Zonal connector,1,0.15,4,1
30061,,43306,882,,5,1,-1,5.17,9,15,1111,"LINESTRING (-111.315638 31.594220, -111.249514 31.544894)",,Zonal connector,1,0.15,4,1
30062,ARIVACA RD,43300,43306,,6,1,-1,1.96,1,49,1800,"LINESTRING (-111.332242 31.574880, -111.315633 31.594220)",,Major arterial,1,0.15,4,1
30062,ARIVACA RD,43306,43300,,6,1,-1,1.96,1,49,1800,"LINESTRING (-111.315639 31.594226, -111.332248 31.574886)",,Major arterial,1,0.15,4,1
36567,ARIVACA RD,47728,43306,,6,1,-1,6.65,1,49,1800,"LINESTRING (-111.269527 31.658882, -111.315639 31.594225)",,Major arterial,1,0.15,4,1
36567,ARIVACA RD,43306,47728,,6,1,-1,6.65,1,49,1800,"LINESTRING (-111.315633 31.594221, -111.269521 31.658878)",,Major arterial,1,0.15,4,1
30064,RUBY RD,43300,43307,,6,1,-1,5.3,1,37,1800,"LINESTRING (-111.332248 31.574880, -111.287639 31.521293)",,Major arterial,1,0.15,4,1
30064,RUBY RD,43307,43300,,6,1,-1,5.3,1,37,1800,"LINESTRING (-111.287633 31.521299, -111.332242 31.574886)",,Major arterial,1,0.15,4,1
36600,,43307,1118,,5,1,-1,4.18,9,15,1111,"LINESTRING (-111.287634 31.521292, -111.063345 31.627483)",,Zonal connector,1,0.15,4,1
36600,,1118,43307,,5,1,-1,4.18,9,15,1111,"LINESTRING (-111.063349 31.627491, -111.287638 31.521300)",,Zonal connector,1,0.15,4,1
30065,,838,43265,,5,1,-1,0.77,9,15,1111,"LINESTRING (-111.168743 32.236118, -111.167988 32.247326)",,Zonal connector,1,0.15,4,1
30065,,43265,838,,5,1,-1,0.77,9,15,1111,"LINESTRING (-111.167996 32.247326, -111.168751 32.236118)",,Zonal connector,1,0.15,4,1
30066,,839,43310,,5,1,-1,0.5,9,15,1111,"LINESTRING (-111.210186 32.240826, -111.210178 32.248131)",,Zonal connector,1,0.15,4,1
30066,,43310,839,,5,1,-1,0.5,9,15,1111,"LINESTRING (-111.210186 32.248131, -111.210194 32.240826)",,Zonal connector,1,0.15,4,1
30067,SANDARIO RD,43311,43312,,6,1,-1,0.52,1,60,1800,"LINESTRING (-111.218151 32.240658, -111.218181 32.248199)",,Major arterial,1,0.15,4,1
30067,SANDARIO RD,43312,43311,,6,1,-1,0.52,1,60,1800,"LINESTRING (-111.218189 32.248199, -111.218159 32.240658)",,Major arterial,1,0.15,4,1
30068,AVRA VALLEY RD,43313,43314,,6,1,-1,7.75,1,65,1800,"LINESTRING (-111.372452 32.370995, -111.501274 32.383206)",,Major arterial,1,0.15,4,1
30068,AVRA VALLEY RD,43314,43313,,6,1,-1,7.75,1,65,1800,"LINESTRING (-111.501274 32.383198, -111.372452 32.370987)",,Major arterial,1,0.15,4,1
30069,SILVERBELL RD,43315,43316,,6,1,-1,3.97,1,41,1800,"LINESTRING (-111.371606 32.454685, -111.430657 32.444092)",,Major arterial,1,0.15,4,1
30069,SILVERBELL RD,43316,43315,,6,1,-1,3.97,1,41,1800,"LINESTRING (-111.430655 32.444084, -111.371604 32.454677)",,Major arterial,1,0.15,4,1
30070,SAN JOAQUIN RD,43317,43318,,3,1,-1,1.47,1,37,1700,"LINESTRING (-111.236612 32.248086, -111.218165 32.233922)",,Collector,1,0.15,4,1
30070,SAN JOAQUIN RD,43318,43317,,3,1,-1,1.47,1,37,1700,"LINESTRING (-111.218161 32.233928, -111.236608 32.248092)",,Collector,1,0.15,4,1
30071,,1120,43320,,5,1,-1,8.02,9,15,1111,"LINESTRING (-111.542972 31.426137, -111.374973 32.064792)",,Zonal connector,1,0.15,4,1
30071,,43320,1120,,5,1,-1,8.02,9,15,1111,"LINESTRING (-111.374981 32.064794, -111.542980 31.426139)",,Zonal connector,1,0.15,4,1
30072,,829,43322,,5,1,-1,2.42,9,15,1111,"LINESTRING (-111.507605 32.417458, -111.543936 32.434288)",,Zonal connector,1,0.15,4,1
30072,,43322,829,,5,1,-1,2.42,9,15,1111,"LINESTRING (-111.543940 32.434280, -111.507609 32.417450)",,Zonal connector,1,0.15,4,1
30073,SILVERBELL RD,43316,43322,,6,1,-1,11.19,1,37,1800,"LINESTRING (-111.430656 32.444092, -111.543938 32.434288)",,Major arterial,1,0.15,4,1
30073,SILVERBELL RD,43322,43316,,6,1,-1,11.19,1,37,1800,"LINESTRING (-111.543938 32.434280, -111.430656 32.444084)",,Major arterial,1,0.15,4,1
30074,SILVERBELL RD,43314,43322,,6,1,-1,7.45,1,37,1800,"LINESTRING (-111.501271 32.383205, -111.543935 32.434287)",,Major arterial,1,0.15,4,1
30074,SILVERBELL RD,43322,43314,,6,1,-1,7.45,1,37,1800,"LINESTRING (-111.543941 32.434281, -111.501277 32.383199)",,Major arterial,1,0.15,4,1
30075,,829,43316,,5,1,-1,4.86,9,15,1111,"LINESTRING (-111.507606 32.417450, -111.430655 32.444084)",,Zonal connector,1,0.15,4,1
30075,,43316,829,,5,1,-1,4.86,9,15,1111,"LINESTRING (-111.430657 32.444092, -111.507608 32.417458)",,Zonal connector,1,0.15,4,1
30076,,829,43314,,5,1,-1,2.39,9,15,1111,"LINESTRING (-111.507611 32.417453, -111.501278 32.383201)",,Zonal connector,1,0.15,4,1
30076,,43314,829,,5,1,-1,2.39,9,15,1111,"LINESTRING (-111.501270 32.383203, -111.507603 32.417455)",,Zonal connector,1,0.15,4,1
30077,,835,43324,,5,1,-1,5.78,9,15,1111,"LINESTRING (-111.311721 32.153129, -111.218146 32.179420)",,Zonal connector,1,0.15,4,1
30077,,43324,835,,5,1,-1,5.78,9,15,1111,"LINESTRING (-111.218148 32.179428, -111.311723 32.153137)",,Zonal connector,1,0.15,4,1
30078,,886,43326,,5,1,-1,1.33,9,15,1111,"LINESTRING (-111.174373 32.112272, -111.183285 32.130022)",,Zonal connector,1,0.15,4,1
30078,,43326,886,,5,1,-1,1.33,9,15,1111,"LINESTRING (-111.183293 32.130018, -111.174381 32.112268)",,Zonal connector,1,0.15,4,1
30079,,845,43328,,5,1,-1,1,9,15,1111,"LINESTRING (-111.282242 32.036468, -111.265221 32.036396)",,Zonal connector,1,0.15,4,1
30079,,43328,845,,5,1,-1,1,9,15,1111,"LINESTRING (-111.265221 32.036404, -111.282242 32.036476)",,Zonal connector,1,0.15,4,1
30080,,835,43329,,5,1,-1,8.54,9,15,1111,"LINESTRING (-111.311721 32.153129, -111.175315 32.196605)",,Zonal connector,1,0.15,4,1
30080,,43329,835,,5,1,-1,8.54,9,15,1111,"LINESTRING (-111.175317 32.196613, -111.311723 32.153137)",,Zonal connector,1,0.15,4,1
30081,VIKING ST,43330,43331,,6,1,-1,1,1,37,1800,"LINESTRING (-111.282166 32.045811, -111.265099 32.045906)",,Major arterial,1,0.15,4,1
30081,VIKING ST,43331,43330,,6,1,-1,1,1,37,1800,"LINESTRING (-111.265099 32.045914, -111.282166 32.045819)",,Major arterial,1,0.15,4,1
30082,SANDARIO RD,43332,43333,,6,1,-1,2.8,1,37,1800,"LINESTRING (-111.217686 32.114941, -111.217068 32.074459)",,Major arterial,1,0.15,4,1
30082,SANDARIO RD,43333,43332,,6,1,-1,2.8,1,37,1800,"LINESTRING (-111.217060 32.074459, -111.217678 32.114941)",,Major arterial,1,0.15,4,1
30083,AJO HY,43332,43334,,6,1,-1,0.67,1,60,1800,"LINESTRING (-111.217684 32.114945, -111.228090 32.110771)",,Major arterial,1,0.15,4,1
30083,AJO HY,43334,43332,,6,1,-1,0.67,1,60,1800,"LINESTRING (-111.228086 32.110763, -111.217680 32.114937)",,Major arterial,1,0.15,4,1
30084,AJO HY,43335,43336,,6,1,-1,1.54,1,60,1800,"LINESTRING (-111.265841 32.095680, -111.289667 32.086128)",,Major arterial,1,0.15,4,1
30084,AJO HY,43336,43335,,6,1,-1,1.54,1,60,1800,"LINESTRING (-111.289663 32.086120, -111.265837 32.095672)",,Major arterial,1,0.15,4,1
30085,MARSTELLAR RD,43337,43334,,3,1,-1,1.67,1,60,1700,"LINESTRING (-111.234715 32.132743, -111.228092 32.110766)",,Collector,1,0.15,4,1
30085,MARSTELLAR RD,43334,43337,,3,1,-1,1.67,1,60,1700,"LINESTRING (-111.228084 32.110768, -111.234707 32.132745)",,Collector,1,0.15,4,1
30086,,854,43339,,5,1,-1,1.54,9,15,1111,"LINESTRING (-111.290985 31.982448, -111.265007 31.985597)",,Zonal connector,1,0.15,4,1
30086,,43339,854,,5,1,-1,1.54,9,15,1111,"LINESTRING (-111.265007 31.985605, -111.290985 31.982456)",,Zonal connector,1,0.15,4,1
30087,,835,43340,,5,1,-1,5.27,9,15,1111,"LINESTRING (-111.311726 32.153133, -111.313542 32.076679)",,Zonal connector,1,0.15,4,1
30087,,43340,835,,5,1,-1,5.27,9,15,1111,"LINESTRING (-111.313534 32.076679, -111.311718 32.153133)",,Zonal connector,1,0.15,4,1
30088,,835,43337,,5,1,-1,4.73,9,15,1111,"LINESTRING (-111.311723 32.153129, -111.234712 32.132740)",,Zonal connector,1,0.15,4,1
30088,,43337,835,,5,1,-1,4.73,9,15,1111,"LINESTRING (-111.234710 32.132748, -111.311721 32.153137)",,Zonal connector,1,0.15,4,1
30089,,849,43342,,5,1,-1,0.5,9,15,1111,"LINESTRING (-111.210081 32.111138, -111.217138 32.115162)",,Zonal connector,1,0.15,4,1
30089,,43342,849,,5,1,-1,0.5,9,15,1111,"LINESTRING (-111.217142 32.115154, -111.210085 32.111130)",,Zonal connector,1,0.15,4,1
30090,,885,43344,,5,1,-1,1.07,9,15,1111,"LINESTRING (-111.188275 32.111041, -111.200032 32.122852)",,Zonal connector,1,0.15,4,1
30090,,43344,885,,5,1,-1,1.07,9,15,1111,"LINESTRING (-111.200038 32.122846, -111.188281 32.111035)",,Zonal connector,1,0.15,4,1
30091,,871,43259,,5,1,-1,1.52,9,15,1111,"LINESTRING (-111.159885 32.111365, -111.156460 32.133292)",,Zonal connector,1,0.15,4,1
30091,,43259,871,,5,1,-1,1.52,9,15,1111,"LINESTRING (-111.156468 32.133294, -111.159893 32.111367)",,Zonal connector,1,0.15,4,1
30092,SASABE HY (STATE HIGHWAY 286),43346,43291,,6,1,-1,1.2,1,65,1800,"LINESTRING (-111.328471 32.050184, -111.338664 32.035078)",,Major arterial,1,0.15,4,1
30092,SASABE HY (STATE HIGHWAY 286),43291,43346,,6,1,-1,1.2,1,65,1800,"LINESTRING (-111.338658 32.035074, -111.328465 32.050180)",,Major arterial,1,0.15,4,1
30093,CHUMBLERS RD,43330,43346,,6,1,-1,3.01,1,37,1800,"LINESTRING (-111.282166 32.045819, -111.328468 32.050186)",,Major arterial,1,0.15,4,1
30093,CHUMBLERS RD,43346,43330,,6,1,-1,3.01,1,37,1800,"LINESTRING (-111.328468 32.050178, -111.282166 32.045811)",,Major arterial,1,0.15,4,1
30094,AJO HY,43320,43347,,6,1,-1,1.99,1,60,1800,"LINESTRING (-111.374976 32.064789, -111.343993 32.076008)",,Major arterial,1,0.15,4,1
30094,AJO HY,43347,43320,,6,1,-1,1.99,1,60,1800,"LINESTRING (-111.343995 32.076016, -111.374978 32.064797)",,Major arterial,1,0.15,4,1
30095,DIAMOND BELL RANCH RD,43291,43348,,6,1,-1,3.12,1,37,1800,"LINESTRING (-111.338664 32.035073, -111.304256 32.002206)",,Major arterial,1,0.15,4,1
30095,DIAMOND BELL RANCH RD,43348,43291,,6,1,-1,3.12,1,37,1800,"LINESTRING (-111.304250 32.002212, -111.338658 32.035079)",,Major arterial,1,0.15,4,1
30096,,854,43348,,5,1,-1,1.57,9,15,1111,"LINESTRING (-111.290982 31.982454, -111.304250 32.002211)",,Zonal connector,1,0.15,4,1
30096,,43348,854,,5,1,-1,1.57,9,15,1111,"LINESTRING (-111.304256 32.002207, -111.290988 31.982450)",,Zonal connector,1,0.15,4,1
30097,,845,43330,,5,1,-1,0.64,9,15,1111,"LINESTRING (-111.282238 32.036472, -111.282162 32.045815)",,Zonal connector,1,0.15,4,1
30097,,43330,845,,5,1,-1,0.64,9,15,1111,"LINESTRING (-111.282170 32.045815, -111.282246 32.036472)",,Zonal connector,1,0.15,4,1
30098,AJO HY,43336,43340,,6,1,-1,1.54,1,60,1800,"LINESTRING (-111.289666 32.086128, -111.313539 32.076683)",,Major arterial,1,0.15,4,1
30098,AJO HY,43340,43336,,6,1,-1,1.54,1,60,1800,"LINESTRING (-111.313537 32.076675, -111.289664 32.086120)",,Major arterial,1,0.15,4,1
30099,,847,43336,,5,1,-1,1.42,9,15,1111,"LINESTRING (-111.290417 32.065594, -111.289661 32.086124)",,Zonal connector,1,0.15,4,1
30099,,43336,847,,5,1,-1,1.42,9,15,1111,"LINESTRING (-111.289669 32.086124, -111.290425 32.065594)",,Zonal connector,1,0.15,4,1
30100,SASABE HY (STATE HIGHWAY 286),43346,43340,,6,1,-1,2.05,1,65,1800,"LINESTRING (-111.328464 32.050180, -111.313534 32.076677)",,Major arterial,1,0.15,4,1
30100,SASABE HY (STATE HIGHWAY 286),43340,43346,,6,1,-1,2.05,1,65,1800,"LINESTRING (-111.313542 32.076681, -111.328472 32.050184)",,Major arterial,1,0.15,4,1
30101,AJO HY,43340,43347,,6,1,-1,1.8,1,60,1800,"LINESTRING (-111.313538 32.076683, -111.343994 32.076016)",,Major arterial,1,0.15,4,1
30101,AJO HY,43347,43340,,6,1,-1,1.8,1,60,1800,"LINESTRING (-111.343994 32.076008, -111.313538 32.076675)",,Major arterial,1,0.15,4,1
30102,,846,43351,,5,1,-1,2.11,9,15,1111,"LINESTRING (-111.236073 32.074562, -111.235539 32.043869)",,Zonal connector,1,0.15,4,1
30102,,43351,846,,5,1,-1,2.11,9,15,1111,"LINESTRING (-111.235531 32.043869, -111.236065 32.074562)",,Zonal connector,1,0.15,4,1
30103,SIERRITA MOUNTAIN RD,43352,43331,,6,1,-1,1.95,1,60,1800,"LINESTRING (-111.265026 32.074280, -111.265103 32.045910)",,Major arterial,1,0.15,4,1
30103,SIERRITA MOUNTAIN RD,43331,43352,,6,1,-1,1.95,1,60,1800,"LINESTRING (-111.265095 32.045910, -111.265018 32.074280)",,Major arterial,1,0.15,4,1
