link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,restricted_turn_nodes,auto_turn_volume,ref_volume,ref_diff,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,person_vol_info,MEU_vol_auto,MEU_vol_info,mode_cap_auto,mode_cap_info,mode_VOC_auto,mode_VOC_info,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
14,14,bpr,16,17,3.000000,1.067520,0.663468,1.067520,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3501.370,,18:3151;,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3501.370,1.086,58.974,36.653,0.983,0.584,0.584,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,1050.411,0.955,1.142,0.111,0.000,60.000,51.000,0.400,4.000,56.727,50.997,2323.047,63.380,2323.047,63.380,1.084,0.000,"LINESTRING (-112.2023290 33.6392980, -112.1908180 33.6393780)",3151.233,350.137,3151.233,350.137,0.584,0.584,0.584,0.584,60.000,60.000,60.000,60.000,59.622,59.725,59.828,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3501.370,3501.370,0.000,58.974,58.974,0.000,0.584,0.584,0.000,0.111,0.111,0.000,period-based
15,15,bpr,17,18,3.000000,1.011240,0.628490,1.011240,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3501.370,,19:3151;,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3501.370,1.029,58.974,36.653,0.983,0.584,0.584,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,1050.411,0.955,1.142,0.111,0.000,60.000,51.000,0.400,4.000,56.727,50.997,2200.575,60.039,2200.575,60.039,1.027,0.000,"LINESTRING (-112.1908180 33.6393780, -112.1799140 33.6394530)",3151.233,350.137,3151.233,350.137,0.584,0.584,0.584,0.584,60.000,60.000,60.000,60.000,59.622,59.725,59.828,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3501.370,3501.370,0.000,58.974,58.974,0.000,0.584,0.584,0.000,0.111,0.111,0.000,period-based
16,16,bpr,18,19,3.000000,1.086160,0.675053,1.086160,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3501.370,,20:3151;,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3501.370,1.105,58.974,36.653,0.983,0.584,0.584,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,1050.411,0.955,1.142,0.111,0.000,60.000,51.000,0.400,4.000,56.727,50.997,2363.610,64.487,2363.610,64.487,1.103,0.000,"LINESTRING (-112.1799140 33.6394530, -112.1682020 33.6395340)",3151.233,350.137,3151.233,350.137,0.584,0.584,0.584,0.584,60.000,60.000,60.000,60.000,59.622,59.725,59.828,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3501.370,3501.370,0.000,58.974,58.974,0.000,0.584,0.584,0.000,0.111,0.111,0.000,period-based
17,17,bpr,19,20,3.000000,1.198560,0.744910,1.198560,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3501.370,,21:3151;,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3501.370,1.219,58.974,36.653,0.983,0.584,0.584,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,1050.411,0.955,1.142,0.111,0.000,60.000,51.000,0.400,4.000,56.727,50.997,2608.205,71.160,2608.205,71.160,1.217,0.000,"LINESTRING (-112.1682020 33.6395340, -112.1552780 33.6396230)",3151.233,350.137,3151.233,350.137,0.584,0.584,0.584,0.584,60.000,60.000,60.000,60.000,59.622,59.725,59.828,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3501.370,3501.370,0.000,58.974,58.974,0.000,0.584,0.584,0.000,0.111,0.111,0.000,period-based
18,18,bpr,20,21,3.000000,1.123630,0.698341,1.123630,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3501.370,,22:3151;,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3501.370,1.143,58.974,36.653,0.983,0.584,0.584,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,1050.411,0.955,1.142,0.111,0.000,60.000,51.000,0.400,4.000,56.727,50.997,2445.149,66.711,2445.149,66.711,1.141,0.000,"LINESTRING (-112.1552780 33.6396230, -112.1431620 33.6397060)",3151.233,350.137,3151.233,350.137,0.584,0.584,0.584,0.584,60.000,60.000,60.000,60.000,59.622,59.725,59.828,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3501.370,3501.370,0.000,58.974,58.974,0.000,0.584,0.584,0.000,0.111,0.111,0.000,period-based
19,19,bpr,21,22,3.000000,1.329690,0.826408,1.329690,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3501.370,,23:3151;,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3501.370,1.353,58.974,36.653,0.983,0.584,0.584,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,1050.411,0.955,1.142,0.111,0.000,60.000,51.000,0.400,4.000,56.727,50.997,2893.559,78.945,2893.559,78.945,1.350,0.000,"LINESTRING (-112.1431620 33.6397060, -112.1288240 33.6398050)",3151.233,350.137,3151.233,350.137,0.584,0.584,0.584,0.584,60.000,60.000,60.000,60.000,59.622,59.725,59.828,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3501.370,3501.370,0.000,58.974,58.974,0.000,0.584,0.584,0.000,0.111,0.111,0.000,period-based
20,20,bpr,22,23,3.000000,1.065000,0.661902,1.065000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3501.370,,24:3151;,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3501.370,1.084,58.974,36.653,0.983,0.584,0.584,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,1050.411,0.955,1.142,0.111,0.000,60.000,51.000,0.400,4.000,56.727,50.997,2317.563,63.230,2317.563,63.230,1.081,0.000,"LINESTRING (-112.1288240 33.6398050, -112.1173400 33.6398700)",3151.233,350.137,3151.233,350.137,0.584,0.584,0.584,0.584,60.000,60.000,60.000,60.000,59.622,59.725,59.828,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3501.370,3501.370,0.000,58.974,58.974,0.000,0.584,0.584,0.000,0.111,0.111,0.000,period-based
21,21,bpr,23,24,3.000000,1.369480,0.851137,1.369480,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3501.370,,25:3151;,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3501.370,1.393,58.974,36.653,0.983,0.584,0.584,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,1050.411,0.955,1.142,0.111,0.000,60.000,51.000,0.400,4.000,56.727,50.997,2980.147,81.308,2980.147,81.308,1.390,0.000,"LINESTRING (-112.1173400 33.6398700, -112.1025730 33.6399860)",3151.233,350.137,3151.233,350.137,0.584,0.584,0.584,0.584,60.000,60.000,60.000,60.000,59.622,59.725,59.828,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3501.370,3501.370,0.000,58.974,58.974,0.000,0.584,0.584,0.000,0.111,0.111,0.000,period-based
22,22,bpr,24,25,3.000000,1.385800,0.861280,1.385800,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3501.370,,26:3151;,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3501.370,1.410,58.974,36.653,0.983,0.584,0.584,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,1050.411,0.955,1.142,0.111,0.000,60.000,51.000,0.400,4.000,56.727,50.997,3015.661,82.277,3015.661,82.277,1.407,0.000,"LINESTRING (-112.1025730 33.6399860, -112.0876300 33.6400890)",3151.233,350.137,3151.233,350.137,0.584,0.584,0.584,0.584,60.000,60.000,60.000,60.000,59.622,59.725,59.828,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3501.370,3501.370,0.000,58.974,58.974,0.000,0.584,0.584,0.000,0.111,0.111,0.000,period-based
23,23,bpr,25,26,3.000000,1.404530,0.872921,1.404530,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3501.370,,27:3151;,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3501.370,1.429,58.974,36.653,0.983,0.584,0.584,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,1050.411,0.955,1.142,0.111,0.000,60.000,51.000,0.400,4.000,56.727,50.997,3056.419,83.389,3056.419,83.389,1.426,0.000,"LINESTRING (-112.0876300 33.6400890, -112.0724850 33.6401930)",3151.233,350.137,3151.233,350.137,0.584,0.584,0.584,0.584,60.000,60.000,60.000,60.000,59.622,59.725,59.828,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3501.370,3501.370,0.000,58.974,58.974,0.000,0.584,0.584,0.000,0.111,0.111,0.000,period-based
24,24,bpr,26,27,3.000000,1.161080,0.721616,1.161080,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3501.370,,28:3151;,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3501.370,1.181,58.974,36.653,0.983,0.584,0.584,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,1050.411,0.955,1.142,0.111,0.000,60.000,51.000,0.400,4.000,56.727,50.997,2526.644,68.935,2526.644,68.935,1.179,0.000,"LINESTRING (-112.0724850 33.6401930, -112.0599650 33.6402790)",3151.233,350.137,3151.233,350.137,0.584,0.584,0.584,0.584,60.000,60.000,60.000,60.000,59.622,59.725,59.828,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3501.370,3501.370,0.000,58.974,58.974,0.000,0.584,0.584,0.000,0.111,0.111,0.000,period-based
25,25,bpr,27,28,3.000000,1.254750,0.779832,1.254750,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3501.370,,29:3151;,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3501.370,1.277,58.974,36.653,0.983,0.584,0.584,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,1050.411,0.955,1.142,0.111,0.000,60.000,51.000,0.400,4.000,56.727,50.997,2730.481,74.496,2730.481,74.496,1.274,0.000,"LINESTRING (-112.0599650 33.6402790, -112.0464350 33.6403720)",3151.233,350.137,3151.233,350.137,0.584,0.584,0.584,0.584,60.000,60.000,60.000,60.000,59.622,59.725,59.828,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3501.370,3501.370,0.000,58.974,58.974,0.000,0.584,0.584,0.000,0.111,0.111,0.000,period-based
26,26,bpr,28,29,3.000000,0.983710,0.611380,0.983710,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3501.370,,2:3151;,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3501.370,1.001,58.974,36.653,0.983,0.584,0.584,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,1050.411,0.955,1.142,0.111,0.000,60.000,51.000,0.400,4.000,56.727,50.997,2140.667,58.404,2140.667,58.404,0.999,0.000,"LINESTRING (-112.0464350 33.6403720, -112.0388420 33.6465680)",3151.233,350.137,3151.233,350.137,0.584,0.584,0.584,0.584,60.000,60.000,60.000,60.000,59.622,59.725,59.828,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3501.370,3501.370,0.000,58.974,58.974,0.000,0.584,0.584,0.000,0.111,0.111,0.000,period-based
27,27,bpr,29,2,3.000000,1.275470,0.792710,1.275470,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3501.370,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3501.370,1.298,58.974,36.653,0.983,0.584,0.584,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,1050.411,0.955,1.142,0.111,0.000,60.000,51.000,0.400,4.000,56.727,50.997,2775.570,75.726,2775.570,75.726,1.295,0.000,"LINESTRING (-112.0388420 33.6465680, -112.0298670 33.6552860)",3151.233,350.137,3151.233,350.137,0.584,0.584,0.584,0.584,60.000,60.000,60.000,60.000,59.622,59.725,59.828,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3501.370,3501.370,0.000,58.974,58.974,0.000,0.584,0.584,0.000,0.111,0.111,0.000,period-based
28,28,bpr,12,2,4.000000,1.125470,0.699484,1.125470,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3498.630,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,3498.630,1.132,59.673,37.087,0.995,0.437,0.437,1800.000,7200.000,0.000,0.000,0.000,1.000,4.000,787.192,0.955,1.142,0.035,0.000,60.000,51.000,0.400,4.000,58.928,51.000,2447.236,65.987,2447.236,65.987,0.360,0.000,"LINESTRING (-112.0386420 33.6623000, -112.0298670 33.6552860)",3148.767,349.863,3148.767,349.863,0.437,0.437,0.437,0.437,60.000,60.000,60.000,60.000,59.877,59.910,59.944,59.978,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3498.630,3498.630,0.000,59.673,59.673,0.000,0.437,0.437,0.000,0.035,0.035,0.000,period-based
29,29,bpr,1,30,2.000000,2.580210,1.603611,5.160420,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,5.160,60.000,37.290,2.000,0.000,0.000,1800.000,3600.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,0.000,0.000,0.000,0.000,-0.000,-0.000,"LINESTRING (-112.2164130 33.6539160, -112.1885870 33.6541820)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
30,30,bpr,30,31,2.000000,2.509000,1.559354,5.018000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,5.018,60.000,37.290,2.000,0.000,0.000,900.000,1800.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,0.000,0.000,0.000,0.000,-0.000,-0.000,"LINESTRING (-112.1885870 33.6541820, -112.1615280 33.6543680)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
31,31,bpr,31,32,2.000000,2.321790,1.443002,4.643580,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,4.644,60.000,37.290,2.000,0.000,0.000,1800.000,3600.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,0.000,0.000,0.000,0.000,-0.000,-0.000,"LINESTRING (-112.1615280 33.6543680, -112.1364880 33.6545410)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
32,32,bpr,32,33,2.000000,1.988710,1.235991,3.977420,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,3.977,60.000,37.290,2.000,0.000,0.000,900.000,1800.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,0.000,0.000,0.000,0.000,-0.000,-0.000,"LINESTRING (-112.1364880 33.6545410, -112.1150400 33.6546770)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
33,33,bpr,34,2,2.000000,3.108150,1.931728,9.324450,-1,0,,network_wide,-1,0,-1,1,4,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,9.324,60.000,37.290,3.000,0.000,0.000,1800.000,3600.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,20.000,17.000,0.400,4.000,20.000,17.000,0.000,0.000,0.000,0.000,-0.000,-0.000,"LINESTRING (-112.0633880 33.6550440, -112.0298670 33.6552750)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
34,34,bpr,33,35,2.000000,2.448820,1.521952,4.897640,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,4.898,60.000,37.290,2.000,0.000,0.000,900.000,1800.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,0.000,0.000,0.000,0.000,-0.000,-0.000,"LINESTRING (-112.1150400 33.6546770, -112.0886300 33.6548700)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
35,35,bpr,35,34,2.000000,2.340500,1.454630,14.043000,-1,0,,network_wide,-1,0,-1,1,2,,,0700_0800,0.000,,,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,14.043,60.000,37.290,6.000,0.000,0.000,900.000,1800.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,10.000,8.500,0.400,4.000,10.000,8.500,0.000,0.000,0.000,0.000,-0.000,-0.000,"LINESTRING (-112.0886300 33.6548700, -112.0633880 33.6550440)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,,0.000,0.000,0.000,60.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
