link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,cell_type,length,lanes,free_speed,capacity,geometry,length_in_miles,free_speed_mph,cost,VDF_fftt1,VDF_plf1,,
64,Center St,5009,5027,,1,1,-1,242.63721,2,57.0,814.0,"LINESTRING (-111.913171 40.610454, -111.910313 40.610639)",0.1508,36,0,0.251333333,1,,
65,Holden St,5009,5240,,1,1,-1,477.71210,2,57.0,814.0,"LINESTRING (-111.913156 40.610465, -111.911913 40.614664)",0.2969,36,0,0.494833333,1,,
66,7800 South,5009,5863,,1,1,-1,306.35361,2,57.0,814.0,"LINESTRING (-111.913173 40.610486, -111.916785 40.610281)",0.1904,36,0,0.317333333,1,,
68,700 West,5010,5027,,1,1,-1,502.60333,1,56.0,857.0,"LINESTRING (-111.910075 40.616077, -111.910330 40.610656)",0.31237,35,0,0.535491429,1,,
72,7800 South,5017,11124,,1,1,-1,586.31958,2,57.0,814.0,"LINESTRING (-111.938751 40.609500, -111.931819 40.609509)",0.3644,36,0,0.607333333,1,,
78,1300 West,5022,4952,,1,1,-1,805.62628,1,51.0,666.0,"LINESTRING (-111.929146 40.609415, -111.929234 40.616674)",0.5007,32,0,0.9388125,1,,
79,7800 South,5022,5524,,1,1,-1,319.86920,2,57.0,814.0,"LINESTRING (-111.929166 40.609399, -111.925491 40.608715)",0.1988,36,0,0.331333333,1,,
80,7800 South,5022,11124,,1,1,-1,224.93820,2,57.0,814.0,"LINESTRING (-111.929162 40.609432, -111.931818 40.609543)",0.1398,36,0,0.233,1,,
81,1300 West,5022,11147,,1,1,-1,191.47099,1,51.0,666.0,"LINESTRING (-111.929180 40.609416, -111.929252 40.607692)",0.119,32,0,0.223125,1,,
82,Center St,5027,5009,,1,1,-1,242.63721,2,57.0,814.0,"LINESTRING (-111.910315 40.610671, -111.913173 40.610486)",0.1508,36,0,0.251333333,1,,
83,700 West,5027,5010,,1,1,-1,502.60333,1,56.0,857.0,"LINESTRING (-111.910298 40.610654, -111.910043 40.616075)",0.31237,35,0,0.535491429,1,,
84,Center St,5027,11129,,1,1,-1,227.99530,2,57.0,814.0,"LINESTRING (-111.910312 40.610639, -111.907637 40.610895)",0.1417,36,0,0.236166667,1,,
85,700 West,5027,11150,,1,1,-1,382.62021,1,46.0,666.0,"LINESTRING (-111.910331 40.610655, -111.910349 40.607207)",0.2378,29,0,0.492,1,,
90,Center St,5034,11129,,1,1,-1,447.84906,2,57.0,814.0,"LINESTRING (-111.902804 40.610831, -111.907639 40.610928)",0.27834,36,0,0.4639,1,,
92,1300 West,5103,5820,,1,1,-1,924.53137,1,51.0,666.0,"LINESTRING (-111.929206 40.594991, -111.929250 40.603321)",0.5746,32,0,1.077375,1,,
93,1300 West,5103,11161,,1,1,-1,437.80890,1,51.0,666.0,"LINESTRING (-111.929240 40.594991, -111.929289 40.591047)",0.2721,32,0,0.5101875,1,,
94,700 West,5106,4804,,1,1,-1,418.98361,1,46.0,666.0,"LINESTRING (-111.910251 40.598557, -111.910290 40.602331)",0.2604,29,0,0.538758621,1,,
95,700 West,5106,5117,,1,1,-1,1203.04932,1,38.0,633.0,"LINESTRING (-111.910285 40.598557, -111.910242 40.587717)",0.7477,24,0,1.86925,1,,
96,500 West,5106,10852,,1,1,-1,88.65590,1,38.0,633.0,"LINESTRING (-111.910271 40.598541, -111.909249 40.598366)",0.0551,24,0,0.13775,1,,
97,700 West,5109,4804,,1,1,-1,400.48010,1,46.0,666.0,"LINESTRING (-111.910332 40.605939, -111.910324 40.602331)",0.2489,29,0,0.514965517,1,,
98,700 West,5109,11150,,1,1,-1,140.78751,1,46.0,666.0,"LINESTRING (-111.910298 40.605939, -111.910315 40.607207)",0.0875,29,0,0.181034483,1,,
99,8000 South,5109,11151,,1,1,-1,313.43320,1,41.0,514.0,"LINESTRING (-111.910315 40.605922, -111.906610 40.605943)",0.1948,26,0,0.449538462,1,,
100,9000 South,5112,5589,,1,1,-1,394.84860,2,62.0,892.0,"LINESTRING (-111.938730 40.587745, -111.934063 40.587764)",0.2454,39,0,0.377538462,1,,
107,9000 South,5114,5589,,1,1,-1,411.90399,2,62.0,892.0,"LINESTRING (-111.929195 40.587811, -111.934063 40.587798)",0.256,39,0,0.393846154,1,,
108,9000 South,5114,5592,,1,1,-1,594.04279,2,51.0,847.0,"LINESTRING (-111.929195 40.587777, -111.922175 40.587725)",0.3692,32,0,0.69225,1,,
109,1300 West,5114,11161,,1,1,-1,361.05960,1,51.0,666.0,"LINESTRING (-111.929178 40.587794, -111.929255 40.591047)",0.2244,32,0,0.42075,1,,
110,1300 West,5114,11173,,1,1,-1,380.04581,1,46.0,666.0,"LINESTRING (-111.929212 40.587794, -111.929263 40.584369)",0.2362,29,0,0.488689655,1,,
111,700 West,5117,5106,,1,1,-1,1203.04932,1,38.0,633.0,"LINESTRING (-111.910208 40.587717, -111.910251 40.598557)",0.7477,24,0,1.86925,1,,
112,9000 South,5117,11255,,1,1,-1,198.06790,2,51.0,847.0,"LINESTRING (-111.910224 40.587700, -111.907885 40.587796)",0.1231,32,0,0.2308125,1,,
113,9000 South,5118,5727,,1,1,-1,180.04710,2,51.0,847.0,"LINESTRING (-111.904260 40.587997, -111.902133 40.587983)",0.1119,32,0,0.2098125,1,,
114,500 West,5118,10854,,1,1,-1,146.90170,1,38.0,633.0,"LINESTRING (-111.904276 40.588013, -111.904209 40.586690)",0.0913,24,0,0.22825,1,,
115,9000 South,5118,11255,,1,1,-1,307.64081,2,51.0,847.0,"LINESTRING (-111.904261 40.588030, -111.907887 40.587829)",0.1912,32,0,0.3585,1,,
116,500 West,5118,11910,,1,1,-1,218.50220,1,38.0,633.0,"LINESTRING (-111.904243 40.588014, -111.904241 40.589983)",0.1358,24,0,0.3395,1,,
153,1300 West,5219,11173,,1,1,-1,846.65582,1,46.0,666.0,"LINESTRING (-111.929155 40.576740, -111.929229 40.584369)",0.5262,29,0,1.088689655,1,,
160,Holden St,5240,5009,,1,1,-1,477.71210,2,57.0,814.0,"LINESTRING (-111.911945 40.614674, -111.913188 40.610475)",0.2969,36,0,0.494833333,1,,
173,7800 South,5524,5022,,1,1,-1,319.86920,2,57.0,814.0,"LINESTRING (-111.925485 40.608747, -111.929160 40.609431)",0.1988,36,0,0.331333333,1,,
174,7800 South,5524,5863,,1,1,-1,755.74731,2,57.0,814.0,"LINESTRING (-111.925485 40.608715, -111.916781 40.610249)",0.4697,36,0,0.782833333,1,,
183,Connector,5589,1322,,2,1,-1,358.64609,7,33.0,10000.0,"LINESTRING (-111.934047 40.587782, -111.934333 40.591007)",0.2229,21,0,0.636857143,1,,
184,Connector,5589,1353,,2,1,-1,412.54761,7,33.0,10000.0,"LINESTRING (-111.934079 40.587782, -111.934282 40.584069)",0.2564,21,0,0.732571429,1,,
185,9000 South,5589,5112,,1,1,-1,394.84860,2,62.0,892.0,"LINESTRING (-111.934063 40.587798, -111.938730 40.587779)",0.2454,39,0,0.377538462,1,,
186,9000 South,5589,5114,,1,1,-1,411.90399,2,62.0,892.0,"LINESTRING (-111.934063 40.587764, -111.929195 40.587777)",0.256,39,0,0.393846154,1,,
187,Connector,5592,1323,,2,1,-1,433.94730,7,33.0,10000.0,"LINESTRING (-111.922159 40.587739, -111.921402 40.591606)",0.2697,21,0,0.770571429,1,,
188,Connector,5592,1354,,2,1,-1,422.68430,7,32.0,10000.0,"LINESTRING (-111.922191 40.587747, -111.923444 40.584059)",0.2627,20,0,0.7881,1,,
189,9000 South,5592,5114,,1,1,-1,594.04279,2,51.0,847.0,"LINESTRING (-111.922175 40.587759, -111.929195 40.587811)",0.3692,32,0,0.69225,1,,
190,9000 South,5727,5118,,1,1,-1,180.04710,2,51.0,847.0,"LINESTRING (-111.902133 40.588017, -111.904260 40.588031)",0.1119,32,0,0.2098125,1,,
198,700 West,5730,8172,,1,1,-1,286.72379,1,38.0,633.0,"LINESTRING (-111.905516 40.583282, -111.905520 40.580699)",0.1782,24,0,0.4455,1,,
199,700 West,5730,11763,,1,1,-1,180.69070,1,38.0,633.0,"LINESTRING (-111.905482 40.583282, -111.905471 40.584909)",0.1123,24,0,0.28075,1,,
203,Connector,5820,1320,,2,1,-1,554.30048,7,33.0,10000.0,"LINESTRING (-111.929276 40.603335, -111.934161 40.600007)",0.3445,21,0,0.984285714,1,,
204,1300 West,5820,5103,,1,1,-1,924.53137,1,51.0,666.0,"LINESTRING (-111.929284 40.603321, -111.929240 40.594991)",0.5746,32,0,1.077375,1,,
205,1300 West,5820,11147,,1,1,-1,485.11349,1,51.0,666.0,"LINESTRING (-111.929250 40.603321, -111.929218 40.607691)",0.3015,32,0,0.5653125,1,,
208,7800 South,5863,5009,,1,1,-1,306.35361,2,57.0,814.0,"LINESTRING (-111.916783 40.610249, -111.913171 40.610454)",0.1904,36,0,0.317333333,1,,
209,7800 South,5863,5524,,1,1,-1,755.74731,2,57.0,814.0,"LINESTRING (-111.916787 40.610281, -111.925491 40.608747)",0.4697,36,0,0.782833333,1,,
215,700 West,6185,8172,,1,1,-1,548.82990,1,46.0,666.0,"LINESTRING (-111.905497 40.575754, -111.905486 40.580699)",0.3411,29,0,0.705724138,1,,
225,500 West,6270,6273,,1,1,-1,302.49200,1,38.0,633.0,"LINESTRING (-111.904831 40.593817, -111.905661 40.596467)",0.188,24,0,0.47,1,,
226,500 West,6270,10853,,1,1,-1,162.02631,1,38.0,633.0,"LINESTRING (-111.904863 40.593807, -111.904458 40.592380)",0.1007,24,0,0.25175,1,,
227,500 West,6273,6270,,1,1,-1,302.49200,1,38.0,633.0,"LINESTRING (-111.905693 40.596457, -111.904863 40.593807)",0.188,24,0,0.47,1,,
228,500 West,6273,10851,,1,1,-1,74.17490,1,38.0,633.0,"LINESTRING (-111.905664 40.596472, -111.906117 40.597044)",0.0461,24,0,0.11525,1,,
229,500 West,7210,10850,,1,1,-1,60.82020,1,38.0,633.0,"LINESTRING (-111.904827 40.585851, -111.904181 40.585609)",0.0378,24,0,0.0945,1,,
230,500 West,7210,10854,,1,1,-1,105.87220,1,38.0,633.0,"LINESTRING (-111.904808 40.585856, -111.904180 40.586681)",0.0658,24,0,0.1645,1,,
231,700 West,7210,11763,,1,1,-1,120.19230,1,38.0,633.0,"LINESTRING (-111.904835 40.585875, -111.905502 40.584918)",0.0747,24,0,0.18675,1,,
237,700 West,8172,5730,,1,1,-1,286.72379,1,38.0,633.0,"LINESTRING (-111.905486 40.580699, -111.905482 40.583282)",0.1782,24,0,0.4455,1,,
238,700 West,8172,6185,,1,1,-1,548.82990,1,46.0,666.0,"LINESTRING (-111.905520 40.580699, -111.905531 40.575754)",0.3411,29,0,0.705724138,1,,
239,9400 Sout,8172,11489,,1,1,-1,241.18910,1,56.0,857.0,"LINESTRING (-111.905503 40.580682, -111.902652 40.580630)",0.1499,35,0,0.256971429,1,,
243,Connector,10850,1360,,2,1,-1,265.64590,7,32.0,10000.0,"LINESTRING (-111.904184 40.585610, -111.901843 40.584015)",0.1651,20,0,0.4953,1,,
244,500 West,10850,4156,,1,1,-1,273.53000,1,38.0,633.0,"LINESTRING (-111.904175 40.585607, -111.900942 40.585603)",0.17,24,0,0.425,1,,
245,500 West,10850,7210,,1,1,-1,60.82020,1,38.0,633.0,"LINESTRING (-111.904169 40.585639, -111.904815 40.585881)",0.0378,24,0,0.0945,1,,
246,500 West,10851,6273,,1,1,-1,74.17490,1,38.0,633.0,"LINESTRING (-111.906143 40.597024, -111.905690 40.596452)",0.0461,24,0,0.11525,1,,
247,500 West,10851,10852,,1,1,-1,303.13559,1,38.0,633.0,"LINESTRING (-111.906123 40.597049, -111.909239 40.598397)",0.1884,24,0,0.471,1,,
248,500 West,10852,5106,,1,1,-1,88.65590,1,38.0,633.0,"LINESTRING (-111.909243 40.598398, -111.910265 40.598573)",0.0551,24,0,0.13775,1,,
249,500 West,10852,10851,,1,1,-1,303.13559,1,38.0,633.0,"LINESTRING (-111.909253 40.598367, -111.906137 40.597019)",0.1884,24,0,0.471,1,,
250,Connector,10853,1325,,2,1,-1,254.70470,7,32.0,10000.0,"LINESTRING (-111.904442 40.592402, -111.907451 40.592361)",0.1583,20,0,0.4749,1,,
251,500 West,10853,6270,,1,1,-1,162.02631,1,38.0,633.0,"LINESTRING (-111.904426 40.592390, -111.904831 40.593817)",0.1007,24,0,0.25175,1,,
252,500 West,10853,11910,,1,1,-1,267.09399,1,38.0,633.0,"LINESTRING (-111.904458 40.592384, -111.904274 40.589982)",0.166,24,0,0.415,1,,
253,500 West,10854,5118,,1,1,-1,146.90170,1,38.0,633.0,"LINESTRING (-111.904177 40.586692, -111.904244 40.588015)",0.0913,24,0,0.22825,1,,
254,500 West,10854,7210,,1,1,-1,105.87220,1,38.0,633.0,"LINESTRING (-111.904206 40.586701, -111.904834 40.585876)",0.0658,24,0,0.1645,1,,
260,Connector,11124,1289,,2,1,-1,815.60211,7,33.0,10000.0,"LINESTRING (-111.931803 40.609531, -111.933852 40.616712)",0.5069,21,0,1.448285714,1,,
261,Connector,11124,1319,,2,1,-1,330.48859,7,33.0,10000.0,"LINESTRING (-111.931830 40.609539, -111.934419 40.607310)",0.2054,21,0,0.586857143,1,,
262,7800 South,11124,5017,,1,1,-1,586.31958,2,57.0,814.0,"LINESTRING (-111.931819 40.609543, -111.938751 40.609534)",0.3644,36,0,0.607333333,1,,
263,7800 South,11124,5022,,1,1,-1,224.93820,2,57.0,814.0,"LINESTRING (-111.931820 40.609509, -111.929164 40.609398)",0.1398,36,0,0.233,1,,
274,Connector,11129,1299,,2,1,-1,585.19330,7,33.0,10000.0,"LINESTRING (-111.907623 40.610912, -111.908038 40.616175)",0.3637,21,0,1.039142857,1,,
275,Center St,11129,5027,,1,1,-1,227.99530,2,57.0,814.0,"LINESTRING (-111.907641 40.610927, -111.910316 40.610671)",0.1417,36,0,0.236166667,1,,
276,Center St,11129,5034,,1,1,-1,447.84906,2,57.0,814.0,"LINESTRING (-111.907639 40.610894, -111.902804 40.610797)",0.27834,36,0,0.4639,1,,
280,1300 West,11147,5022,,1,1,-1,191.47099,1,51.0,666.0,"LINESTRING (-111.929218 40.607690, -111.929146 40.609414)",0.119,32,0,0.223125,1,,
281,1300 West,11147,5820,,1,1,-1,485.11349,1,51.0,666.0,"LINESTRING (-111.929252 40.607691, -111.929284 40.603321)",0.3015,32,0,0.5653125,1,,
283,Connector,11148,1320,,2,1,-1,406.59430,7,33.0,10000.0,"LINESTRING (-111.938790 40.599023, -111.934149 40.599977)",0.2527,21,0,0.722,1,,
286,700 West,11150,5027,,1,1,-1,382.62021,1,46.0,666.0,"LINESTRING (-111.910315 40.607207, -111.910297 40.610655)",0.2378,29,0,0.492,1,,
287,700 West,11150,5109,,1,1,-1,140.78751,1,46.0,666.0,"LINESTRING (-111.910349 40.607207, -111.910332 40.605939)",0.0875,29,0,0.181034483,1,,
288,8000 South,11151,5109,,1,1,-1,313.43320,1,41.0,514.0,"LINESTRING (-111.906610 40.605977, -111.910315 40.605956)",0.1948,26,0,0.449538462,1,,
293,Connector,11161,1322,,2,1,-1,429.60300,7,33.0,10000.0,"LINESTRING (-111.929272 40.591064, -111.934349 40.591023)",0.267,21,0,0.762857143,1,,
294,1300 West,11161,5103,,1,1,-1,437.80890,1,51.0,666.0,"LINESTRING (-111.929255 40.591047, -111.929206 40.594991)",0.2721,32,0,0.5101875,1,,
295,1300 West,11161,5114,,1,1,-1,361.05960,1,51.0,666.0,"LINESTRING (-111.929289 40.591047, -111.929212 40.587794)",0.2244,32,0,0.42075,1,,
297,Connector,11172,1353,,2,1,-1,385.35550,7,33.0,10000.0,"LINESTRING (-111.938819 40.584154, -111.934266 40.584051)",0.2395,21,0,0.684285714,1,,
300,Connector,11173,1353,,2,1,-1,426.06320,7,33.0,10000.0,"LINESTRING (-111.929247 40.584385, -111.934267 40.584084)",0.2648,21,0,0.756571429,1,,
301,Connector,11173,1354,,2,1,-1,493.48029,7,32.0,10000.0,"LINESTRING (-111.929247 40.584353, -111.923429 40.584038)",0.3067,20,0,0.9201,1,,
302,1300 West,11173,5114,,1,1,-1,380.04581,1,46.0,666.0,"LINESTRING (-111.929229 40.584369, -111.929178 40.587794)",0.2362,29,0,0.488689655,1,,
303,1300 West,11173,5219,,1,1,-1,846.65582,1,46.0,666.0,"LINESTRING (-111.929263 40.584369, -111.929189 40.576740)",0.5262,29,0,1.088689655,1,,
317,9000 South,11255,5117,,1,1,-1,198.06790,2,51.0,847.0,"LINESTRING (-111.907887 40.587830, -111.910226 40.587734)",0.1231,32,0,0.2308125,1,,
318,9000 South,11255,5118,,1,1,-1,307.64081,2,51.0,847.0,"LINESTRING (-111.907885 40.587797, -111.904259 40.587998)",0.1912,32,0,0.3585,1,,
333,9400 Sout,11489,8172,,1,1,-1,241.18910,1,56.0,857.0,"LINESTRING (-111.902652 40.580664, -111.905503 40.580716)",0.1499,35,0,0.256971429,1,,
336,700 West,11763,5730,,1,1,-1,180.69070,1,38.0,633.0,"LINESTRING (-111.905505 40.584909, -111.905516 40.583282)",0.1123,24,0,0.28075,1,,
337,700 West,11763,7210,,1,1,-1,120.19230,1,38.0,633.0,"LINESTRING (-111.905474 40.584900, -111.904807 40.585857)",0.0747,24,0,0.18675,1,,
339,500 West,11910,5118,,1,1,-1,218.50220,1,38.0,633.0,"LINESTRING (-111.904275 40.589983, -111.904277 40.588014)",0.1358,24,0,0.3395,1,,
340,500 West,11910,10853,,1,1,-1,267.09399,1,38.0,633.0,"LINESTRING (-111.904242 40.589984, -111.904426 40.592386)",0.166,24,0,0.415,1,,
341,Riverside,1358,3000,,1,1,-1,194.89816,1,56.0,600.0,"LINESTRING (-111.911509 40.583537, -111.916214 40.581215)",0.12113,35,0,0.207651429,1,,
342,Riverside,1358,5117,,1,1,-1,194.89816,1,56.0,600.0,"LINESTRING (-111.911486 40.583517, -111.910209 40.587712)",0.12113,35,0,0.207651429,1,,
343,Riverside,5117,1358,,1,1,-1,194.89816,1,56.0,600.0,"LINESTRING (-111.910241 40.587722, -111.911518 40.583527)",0.12113,35,0,0.207651429,1,,
344,Riverside,3000,1358,,1,1,-1,194.89816,1,56.0,600.0,"LINESTRING (-111.916200 40.581185, -111.911495 40.583507)",0.12113,35,0,0.207651429,1,,
347,9400 South,3000,3001,,1,1,-1,194.89816,1,56.0,600.0,"LINESTRING (-111.916208 40.581184, -111.909574 40.580774)",0.12113,35,0,0.207651429,1,,
348,9400 South,3001,3000,,1,1,-1,194.89816,1,56.0,600.0,"LINESTRING (-111.909572 40.580806, -111.916206 40.581216)",0.12113,35,0,0.207651429,1,,
349,9400 South,3001,8172,,1,1,-1,194.89816,1,56.0,600.0,"LINESTRING (-111.909573 40.580790, -111.905503 40.580699)",0.12113,35,0,0.207651429,1,,
350,9400 South,8172,3000,,1,1,-1,194.89816,1,56.0,600.0,"LINESTRING (-111.905503 40.580699, -111.916207 40.581200)",0.12113,35,0,0.207651429,1,,
351,Connector,3001,1359,,2,1,-1,194.89816,7,33.0,10000.0,"LINESTRING (-111.909586 40.580800, -111.911837 40.577732)",0.12113,21,0,0.346085714,1,,
352,Connector,1359,3001,,2,1,-1,194.89816,7,33.0,10000.0,"LINESTRING (-111.911811 40.577712, -111.909560 40.580780)",0.12113,21,0,0.346085714,1,,
355,Connector,1358,3002,,2,1,-1,194.89816,7,33.0,10000.0,"LINESTRING (-111.911518 40.583519, -111.911276 40.581963)",0.12113,21,0,0.346085714,1,,
356,Connector,3002,1358,,2,1,-1,194.89816,7,33.0,10000.0,"LINESTRING (-111.911244 40.581969, -111.911486 40.583525)",0.12113,21,0,0.346085714,1,,
357,Connector,1323,11161,,2,1,-1,194.89816,7,33.0,10000.0,"LINESTRING (-111.921419 40.591625, -111.929273 40.591063)",0.12113,21,0,0.346085714,1,,
358,Connector,11161,1323,,2,1,-1,194.89816,7,33.0,10000.0,"LINESTRING (-111.929271 40.591031, -111.921417 40.591593)",0.12113,21,0,0.346085714,1,,
359,Connector,1319,11146,,2,1,-1,194.89816,7,33.0,10000.0,"LINESTRING (-111.934413 40.607313, -111.938863 40.605914)",0.12113,21,0,0.346085714,1,,
360,Connector,11146,1319,,2,1,-1,194.89816,7,33.0,10000.0,"LINESTRING (-111.938853 40.605882, -111.934403 40.607281)",0.12113,21,0,0.346085714,1,,
361,Connector,1319,11147,,2,1,-1,194.89816,7,33.0,10000.0,"LINESTRING (-111.934407 40.607281, -111.929234 40.607675)",0.12113,21,0,0.346085714,1,,
362,Connector,11147,1319,,2,1,-1,194.89816,7,33.0,10000.0,"LINESTRING (-111.929236 40.607707, -111.934409 40.607313)",0.12113,21,0,0.346085714,1,,
363,Connector,1322,11160,,2,1,-1,194.89816,7,33.0,10000.0,"LINESTRING (-111.934350 40.591023, -111.938879 40.590861)",0.12113,21,0,0.346085714,1,,
364,Connector,11160,1322,,2,1,-1,194.89816,7,33.0,10000.0,"LINESTRING (-111.938877 40.590827, -111.934348 40.590989)",0.12113,21,0,0.346085714,1,,
365,Connector,1360,5730,,2,1,-1,194.89816,7,33.0,10000.0,"LINESTRING (-111.901837 40.584045, -111.905502 40.583298)",0.12113,21,0,0.346085714,1,,
366,Connector,5730,1360,,2,1,-1,194.89816,7,33.0,10000.0,"LINESTRING (-111.905496 40.583266, -111.901831 40.584013)",0.12113,21,0,0.346085714,1,,
367,9000 South,5592,1,,1,1,-1,194.89816,2,51.0,847.0,"LINESTRING (-111.922175 40.587725, -111.920177 40.587721)",0.12113,32,0,0.22711875,1,,
368,9000 South,1,2,,1,1,-1,194.89816,2,51.0,847.0,"LINESTRING (-111.920177 40.587721, -111.918417 40.587717)",0.12113,32,0,0.22711875,1,,
369,9000 South,2,3,,1,1,-1,194.89816,2,51.0,847.0,"LINESTRING (-111.918417 40.587717, -111.916477 40.587713)",0.12113,32,0,0.22711875,1,,
370,9000 South,3,4,,1,1,-1,194.89816,2,51.0,847.0,"LINESTRING (-111.916477 40.587713, -111.914379 40.587709)",0.12113,32,0,0.22711875,1,,
371,9000 South,4,5,,1,1,-1,194.89816,2,51.0,847.0,"LINESTRING (-111.914379 40.587709, -111.912416 40.587705)",0.12113,32,0,0.22711875,1,,
372,9000 South,5,5117,,1,1,-1,194.89816,2,51.0,847.0,"LINESTRING (-111.912416 40.587705, -111.910225 40.587700)",0.12113,32,0,0.22711875,1,,
373,9000 South,5117,5,,1,1,-1,194.89816,2,51.0,847.0,"LINESTRING (-111.910225 40.587734, -111.912416 40.587739)",0.12113,32,0,0.22711875,1,,
374,9000 South,5,4,,1,1,-1,194.89816,2,51.0,847.0,"LINESTRING (-111.912416 40.587739, -111.914379 40.587743)",0.12113,32,0,0.22711875,1,,
375,9000 South,4,3,,1,1,-1,194.89816,2,51.0,847.0,"LINESTRING (-111.914379 40.587743, -111.916477 40.587747)",0.12113,32,0,0.22711875,1,,
376,9000 South,3,2,,1,1,-1,194.89816,2,51.0,847.0,"LINESTRING (-111.916477 40.587747, -111.918417 40.587751)",0.12113,32,0,0.22711875,1,,
377,9000 South,2,1,,1,1,-1,194.89816,2,51.0,847.0,"LINESTRING (-111.918417 40.587751, -111.920177 40.587755)",0.12113,32,0,0.22711875,1,,
378,9000 South,1,5592,,1,1,-1,194.89816,2,51.0,847.0,"LINESTRING (-111.920177 40.587755, -111.922175 40.587759)",0.12113,32,0,0.22711875,1,,
