first_column,agent_id,o_zone_id,d_zone_id,path_id,display_code,impacted_flag,info_receiving_flag,diverted_flag,agent_type_no,agent_type,PCE_unit,demand_period,volume,toll,departure_time,travel_time,distance_km,distance_mile,speed_kmph,speed_mph,waiting_time,max_link_waiting_time,max_wait_link,node_sequence,time_sequence
,4900,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.0178,11.8655,23.1696,14.4000,117.1614,72.8163,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.116638;963.916687;964.716675;965.516663;966.325012;967.204163;968.099976;968.979187;972.183350;973.083313;973.883362;974.883362;
,4901,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.0586,11.8747,23.1696,14.4000,117.0701,72.7595,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.170837;963.970825;964.770813;965.575012;966.383362;967.262512;968.141663;969.033325;972.250000;973.133362;973.933350;974.933350;
,4902,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.0494,11.8340,23.1696,14.4000,117.4733,73.0101,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.145813;963.945862;964.750000;965.549988;966.349976;967.229187;968.116638;968.995850;972.200012;973.083313;973.883362;974.883362;
,4903,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.0901,11.8599,23.1696,14.4000,117.2166,72.8506,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.208313;964.008362;964.808350;965.608337;966.408325;967.287476;968.166687;969.045837;972.250000;973.150024;973.950012;974.950012;
,4904,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.1309,11.8483,23.1696,14.4000,117.3311,72.9217,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.250000;964.049988;964.849976;965.650024;966.454163;967.333313;968.220825;969.099976;972.299988;973.179138;973.979187;974.979187;
,4905,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.1216,11.8367,23.1696,14.4000,117.4459,72.9931,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.220825;964.020813;964.820862;965.620850;966.429138;967.308350;968.187500;969.079163;972.279175;973.158325;973.958313;974.958313;
,4906,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.1624,11.8168,23.1696,14.4000,117.6438,73.1161,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.258362;964.058350;964.858337;965.658325;966.458313;967.337524;968.220825;969.099976;972.299988;973.179138;973.979187;974.979187;
,4907,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.2031,11.8469,23.1696,14.4000,117.3450,72.9304,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.312500;964.112488;964.912476;965.712524;966.512512;967.391663;968.270813;969.166687;972.366638;973.250000;974.049988;975.049988;
,4908,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.1938,11.8562,23.1696,14.4000,117.2534,72.8735,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.312500;964.112488;964.912476;965.712524;966.512512;967.391663;968.270813;969.166687;972.366638;973.250000;974.049988;975.049988;
,4909,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.2346,11.8404,23.1696,14.4000,117.4095,72.9705,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.333313;964.133362;964.933350;965.733337;966.533325;967.416687;968.308350;969.187500;972.395813;973.275024;974.075012;975.075012;
,4910,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.2753,11.8580,23.1696,14.4000,117.2353,72.8622,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.387512;964.187500;964.991638;965.791687;966.591675;967.470825;968.362488;969.250000;972.450012;973.333313;974.133362;975.133362;
,4911,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.2661,11.8256,23.1696,14.4000,117.5568,73.0620,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.362488;964.162476;964.966675;965.775024;966.575012;967.454163;968.333313;969.212524;972.412476;973.291687;974.091675;975.091675;
,4912,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.3068,11.8473,23.1696,14.4000,117.3410,72.9279,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.424988;964.224976;965.025024;965.825012;966.625000;967.504150;968.383362;969.275024;972.474976;973.354187;974.154175;975.154175;
,4913,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.3476,11.8482,23.1696,14.4000,117.3318,72.9222,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.458313;964.258362;965.058350;965.858337;966.670837;967.549988;968.429138;969.308350;972.516663;973.395813;974.195862;975.195862;
,4914,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.3383,11.8450,23.1696,14.4000,117.3639,72.9422,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.437500;964.237488;965.037476;965.837524;966.637512;967.516663;968.395813;969.275024;972.474976;973.383362;974.183350;975.183350;
,4915,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.3791,11.8543,23.1696,14.4000,117.2723,72.8852,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.500000;964.299988;965.099976;965.900024;966.704163;967.583313;968.466675;969.345825;972.554138;973.433350;974.233337;975.233337;
,4916,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.4198,11.8468,23.1696,14.4000,117.3458,72.9309,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.529175;964.329163;965.129150;965.937500;966.737488;967.616638;968.495850;969.375000;972.583313;973.466675;974.266663;975.266663;
,4917,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.4106,11.8228,23.1696,14.4000,117.5848,73.0794,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.508362;964.308350;965.108337;965.908325;966.708313;967.587524;968.466675;969.345825;972.554138;973.433350;974.233337;975.233337;
,4918,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.4514,11.8487,23.1696,14.4000,117.3276,72.9196,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.554138;964.354187;965.154175;965.954163;966.754150;967.633362;968.512512;969.416687;972.616638;973.500000;974.299988;975.299988;
,4919,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.4921,11.8538,23.1696,14.4000,117.2772,72.8883,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.604187;964.404175;965.204163;966.004150;966.816650;967.700012;968.583313;969.462524;972.666687;973.545837;974.345825;975.345825;
,4920,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.4828,11.8338,23.1696,14.4000,117.4746,73.0110,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.579163;964.379150;965.179138;965.979187;966.779175;967.658325;968.537476;969.416687;972.616638;973.516663;974.316650;975.316650;
,4921,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.5236,11.8223,23.1696,14.4000,117.5896,73.0824,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.625000;964.424988;965.229187;966.029175;966.829163;967.708313;968.587524;969.466675;972.666687;973.545837;974.345825;975.345825;
,4922,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.5643,11.8523,23.1696,14.4000,117.2912,72.8969,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.662476;964.462524;965.262512;966.062500;966.862488;967.741638;968.620850;969.500000;972.700012;973.616638;974.416687;975.416687;
,4923,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.5551,11.8449,23.1696,14.4000,117.3647,72.9426,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.654175;964.454163;965.254150;966.054138;966.854187;967.733337;968.612488;969.491638;972.700012;973.599976;974.400024;975.400024;
,4924,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.5958,11.8500,23.1696,14.4000,117.3143,72.9113,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.716675;964.516663;965.316650;966.116638;966.916687;967.795837;968.674988;969.566650;972.766663;973.645813;974.445862;975.445862;
,4925,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.6366,11.8426,23.1696,14.4000,117.3877,72.9569,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.745850;964.545837;965.345825;966.145813;966.945862;967.825012;968.704163;969.583313;972.799988;973.679138;974.479187;975.479187;
,4926,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.6273,11.8268,23.1696,14.4000,117.5441,73.0542,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.724976;964.525024;965.325012;966.125000;966.933350;967.816650;968.695862;969.575012;972.775024;973.654175;974.454163;975.454163;
,4927,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.6681,11.8653,23.1696,14.4000,117.1634,72.8175,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.770813;964.575012;965.375000;966.187500;967.000000;967.883362;968.766663;969.645813;972.845825;973.733337;974.533325;975.533325;
,4928,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.7088,11.8578,23.1696,14.4000,117.2368,72.8631,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.808350;964.612488;965.412476;966.216675;967.025024;967.904175;968.799988;969.679138;972.879150;973.766663;974.566650;975.566650;
,4929,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.6996,11.8588,23.1696,14.4000,117.2276,72.8575,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.799988;964.612488;965.412476;966.216675;967.025024;967.904175;968.799988;969.679138;972.879150;973.758362;974.558350;975.558350;
,4930,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.7403,11.8389,23.1696,14.4000,117.4249,72.9800,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.841675;964.641663;965.441650;966.241638;967.041687;967.920837;968.816650;969.695862;972.900024;973.779175;974.579163;975.579163;
,4931,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.7811,11.8481,23.1696,14.4000,117.3332,72.9230,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.879150;964.679138;965.479187;966.291687;967.095825;967.974976;968.854187;969.733337;972.933350;973.829163;974.629150;975.629150;
,4932,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.7718,11.8282,23.1696,14.4000,117.5307,73.0458,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.870850;964.670837;965.470825;966.270813;967.070862;967.954163;968.833313;969.712524;972.912476;973.799988;974.599976;975.599976;
,4933,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.8126,11.8499,23.1696,14.4000,117.3150,72.9117,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.933350;964.733337;965.533325;966.341675;967.145813;968.025024;968.904175;969.783325;972.983337;973.862488;974.662476;975.662476;
,4934,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.8533,11.8550,23.1696,14.4000,117.2648,72.8805,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.962524;964.766663;965.566650;966.366638;967.179138;968.062500;968.950012;969.829163;973.029175;973.908325;974.708313;975.708313;
,4935,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.8441,11.8185,23.1696,14.4000,117.6276,73.1060,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.941650;964.741638;965.541687;966.341675;967.145813;968.025024;968.904175;969.783325;972.983337;973.862488;974.662476;975.662476;
,4936,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.8848,11.8319,23.1696,14.4000,117.4943,73.0232,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,963.987488;964.787476;965.591675;966.400024;967.200012;968.079163;968.958313;969.837524;973.037476;973.916687;974.716675;975.716675;
,4937,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.9255,11.8536,23.1696,14.4000,117.2787,72.8892,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.037476;964.837524;965.637512;966.445862;967.245850;968.133362;969.012512;969.891663;973.099976;973.979187;974.779175;975.779175;
,4938,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.9163,11.8629,23.1696,14.4000,117.1872,72.8323,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.037476;964.837524;965.637512;966.445862;967.245850;968.133362;969.012512;969.891663;973.099976;973.979187;974.779175;975.779175;
,4939,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.9570,11.8721,23.1696,14.4000,117.0959,72.7756,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.075012;964.875000;965.674988;966.474976;967.279175;968.158325;969.062500;969.941650;973.150024;974.029175;974.829163;975.829163;
,4940,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.9978,11.8355,23.1696,14.4000,117.4578,73.0005,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.095825;964.895813;965.695862;966.495850;967.304138;968.183350;969.066650;969.950012;973.150024;974.033325;974.833313;975.833313;
,4941,1,2,0,0,0,0,0,1,auto,1,PM,1,0,963.9885,11.8406,23.1696,14.4000,117.4074,72.9692,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.087524;964.887512;965.687500;966.487488;967.287476;968.166687;969.062500;969.941650;973.150024;974.029175;974.829163;975.829163;
,4942,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.0293,11.8457,23.1696,14.4000,117.3570,72.9378,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.129150;964.929138;965.729187;966.529175;967.329163;968.208313;969.095825;969.983337;973.195862;974.075012;974.875000;975.875000;
,4943,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.0701,11.8383,23.1696,14.4000,117.4304,72.9835,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.179138;964.983337;965.791687;966.591675;967.391663;968.270813;969.150024;970.029175;973.229187;974.108337;974.908325;975.908325;
,4944,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.0608,11.8309,23.1696,14.4000,117.5041,73.0293,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.158325;964.958313;965.758362;966.558350;967.358337;968.237488;969.116638;970.004150;973.204163;974.091675;974.891663;975.891663;
,4945,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.1016,11.8235,23.1696,14.4000,117.5777,73.0750,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.204163;965.008362;965.808350;966.608337;967.408325;968.287476;969.166687;970.045837;973.245850;974.125000;974.924988;975.924988;
,4946,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.1423,11.8702,23.1696,14.4000,117.1147,72.7873,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.254150;965.054138;965.854187;966.654175;967.454163;968.333313;969.212524;970.099976;973.308350;974.212524;975.012512;976.012512;
,4947,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.1331,11.8795,23.1696,14.4000,117.0235,72.7306,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.254150;965.054138;965.854187;966.654175;967.454163;968.333313;969.212524;970.099976;973.308350;974.212524;975.012512;976.012512;
,4948,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.1738,11.8554,23.1696,14.4000,117.2612,72.8783,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.275024;965.075012;965.875000;966.687500;967.487488;968.379150;969.266663;970.145813;973.349976;974.229187;975.029175;976.029175;
,4949,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.2145,11.8480,23.1696,14.4000,117.3345,72.9239,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.325012;965.125000;965.924988;966.724976;967.533325;968.412476;969.291687;970.183350;973.383362;974.262512;975.062500;976.062500;
,4950,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.2053,11.8572,23.1696,14.4000,117.2430,72.8670,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.325012;965.125000;965.924988;966.724976;967.533325;968.412476;969.291687;970.183350;973.383362;974.262512;975.062500;976.062500;
,4951,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.2460,11.8456,23.1696,14.4000,117.3577,72.9383,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.345825;965.145813;965.954163;966.754150;967.566650;968.445862;969.325012;970.204163;973.412476;974.291687;975.091675;976.091675;
,4952,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.2868,11.8507,23.1696,14.4000,117.3073,72.9070,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.395813;965.195862;965.995850;966.795837;967.604187;968.483337;969.362488;970.258362;973.458313;974.337524;975.137512;976.137512;
,4953,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.2775,11.8141,23.1696,14.4000,117.6706,73.1328,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.375000;965.174988;965.974976;966.775024;967.575012;968.454163;969.333313;970.212524;973.412476;974.291687;975.091675;976.091675;
,4954,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.3183,11.8484,23.1696,14.4000,117.3303,72.9213,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.420837;965.220825;966.020813;966.845825;967.650024;968.529175;969.408325;970.287476;973.487488;974.366638;975.166687;976.166687;
,4955,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.3590,11.8410,23.1696,14.4000,117.4039,72.9670,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.479187;965.279175;966.079163;966.879150;967.679138;968.558350;969.437500;970.316650;973.516663;974.400024;975.200012;976.200012;
,4956,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.3498,11.8336,23.1696,14.4000,117.4774,73.0127,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.445862;965.245850;966.045837;966.845825;967.650024;968.529175;969.408325;970.287476;973.487488;974.383362;975.183350;976.183350;
,4957,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.3905,11.8261,23.1696,14.4000,117.5512,73.0585,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.487488;965.287476;966.087524;966.887512;967.687500;968.566650;969.445862;970.325012;973.533325;974.416687;975.216675;976.216675;
,4958,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.4313,11.8646,23.1696,14.4000,117.1704,72.8219,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.541687;965.341675;966.141663;966.962524;967.762512;968.641663;969.533325;970.416687;973.616638;974.495850;975.295837;976.295837;
,4959,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.4220,11.8571,23.1696,14.4000,117.2438,72.8675,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.541687;965.341675;966.141663;966.962524;967.762512;968.641663;969.520813;970.400024;973.599976;974.479187;975.279175;976.279175;
,4960,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.4628,11.8331,23.1696,14.4000,117.4823,73.0157,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.562500;965.362488;966.162476;966.962524;967.762512;968.650024;969.533325;970.416687;973.616638;974.495850;975.295837;976.295837;
,4961,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.5035,11.8548,23.1696,14.4000,117.2667,72.8817,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.599976;965.400024;966.204163;967.016663;967.816650;968.695862;969.599976;970.479187;973.679138;974.558350;975.358337;976.358337;
,4962,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.4943,11.8641,23.1696,14.4000,117.1753,72.8249,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.591675;965.391663;966.204163;967.016663;967.816650;968.695862;969.599976;970.479187;973.679138;974.558350;975.358337;976.358337;
,4963,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.5350,11.8608,23.1696,14.4000,117.2074,72.8449,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.633362;965.433350;966.233337;967.041687;967.841675;968.720825;969.616638;970.495850;973.695862;974.595825;975.395813;976.395813;
,4964,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.5757,11.8701,23.1696,14.4000,117.1161,72.7881,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.695862;965.495850;966.308350;967.112488;967.920837;968.799988;969.679138;970.558350;973.758362;974.645813;975.445862;976.445862;
,4965,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.5665,11.8335,23.1696,14.4000,117.4782,73.0132,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.662476;965.462524;966.262512;967.062500;967.862488;968.741638;969.633362;970.512512;973.712524;974.599976;975.400024;976.400024;
,4966,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.6072,11.8427,23.1696,14.4000,117.3864,72.9561,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.704163;965.504150;966.308350;967.112488;967.920837;968.799988;969.679138;970.558350;973.758362;974.650024;975.450012;976.450012;
,4967,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.6480,11.8520,23.1696,14.4000,117.2947,72.8992,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.758362;965.558350;966.358337;967.162476;967.970825;968.849976;969.729187;970.608337;973.816650;974.700012;975.500000;976.500000;
,4968,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.6387,11.8571,23.1696,14.4000,117.2444,72.8679,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.758362;965.558350;966.358337;967.162476;967.970825;968.849976;969.729187;970.608337;973.816650;974.695862;975.495850;976.495850;
,4969,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.6795,11.8538,23.1696,14.4000,117.2765,72.8878,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.783325;965.583313;966.383362;967.195862;967.995850;968.875000;969.754150;970.637512;973.845825;974.733337;975.533325;976.533325;
,4970,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.7203,11.8298,23.1696,14.4000,117.5152,73.0362,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.816650;965.616638;966.416687;967.216675;968.016663;968.895813;969.783325;970.662476;973.862488;974.750000;975.549988;976.549988;
,4971,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.7110,11.8223,23.1696,14.4000,117.5890,73.0820,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.808350;965.608337;966.416687;967.216675;968.016663;968.895813;969.775024;970.654175;973.854187;974.733337;975.533325;976.533325;
,4972,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.7518,11.8274,23.1696,14.4000,117.5385,73.0507,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.854187;965.654175;966.462524;967.262512;968.062500;968.941650;969.820862;970.700012;973.900024;974.779175;975.579163;976.579163;
,4973,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.7925,11.8742,23.1696,14.4000,117.0757,72.7630,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.912476;965.712524;966.512512;967.320862;968.120850;969.000000;969.879150;970.758362;973.958313;974.866638;975.666687;976.666687;
,4974,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.7833,11.8667,23.1696,14.4000,117.1489,72.8085,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.912476;965.712524;966.512512;967.320862;968.120850;969.000000;969.879150;970.758362;973.958313;974.849976;975.650024;976.650024;
,4975,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.8240,11.8677,23.1696,14.4000,117.1398,72.8028,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.920837;965.720825;966.520813;967.320862;968.120850;969.029175;969.908325;970.799988;974.000000;974.891663;975.691650;976.691650;
,4976,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.8647,11.8769,23.1696,14.4000,117.0485,72.7461,0.1,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.974976;965.775024;966.575012;967.375000;968.183350;969.062500;969.941650;970.833313;974.049988;974.941650;975.741638;976.741638;
,4977,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.8555,11.8528,23.1696,14.4000,117.2864,72.8939,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,964.954163;965.754150;966.554138;967.354187;968.154175;969.033325;969.916687;970.799988;974.000000;974.908325;975.708313;976.708313;
,4978,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.8962,11.8454,23.1696,14.4000,117.3597,72.9395,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,965.000000;965.808350;966.608337;967.408325;968.208313;969.087524;969.966675;970.858337;974.058350;974.941650;975.741638;976.741638;
,4979,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.9370,11.8464,23.1696,14.4000,117.3506,72.9338,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,965.033325;965.833313;966.633362;967.433350;968.233337;969.112488;970.000000;970.883362;974.091675;974.983337;975.783325;976.783325;
,4980,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.9277,11.8431,23.1696,14.4000,117.3829,72.9540,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,965.025024;965.825012;966.625000;967.424988;968.224976;969.112488;970.000000;970.883362;974.091675;974.970825;975.770813;976.770813;
,4981,1,2,0,0,0,0,0,1,auto,1,PM,1,0,964.9685,11.8357,23.1696,14.4000,117.4564,72.9996,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,965.070862;965.870850;966.670837;967.470825;968.270813;969.150024;970.029175;970.916687;974.125000;975.004150;975.804138;976.804138;
,4982,1,2,0,0,0,0,0,1,auto,1,PM,1,0,965.0092,11.8199,23.1696,14.4000,117.6129,73.0969,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,965.108337;965.908325;966.708313;967.508362;968.308350;969.187500;970.066650;970.945862;974.145813;975.029175;975.829163;976.829163;
,4983,1,2,0,0,0,0,0,1,auto,1,PM,1,0,965.0000,11.8292,23.1696,14.4000,117.5209,73.0397,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,965.095825;965.895813;966.704163;967.504150;968.304138;969.183350;970.062500;970.941650;974.141663;975.029175;975.829163;976.829163;
,4984,1,2,0,0,0,0,0,1,auto,1,PM,1,0,965.0407,11.8384,23.1696,14.4000,117.4291,72.9826,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,965.141663;965.941650;966.741638;967.549988;968.349976;969.229187;970.116638;971.000000;974.200012;975.079163;975.879150;976.879150;
,4985,1,2,0,0,0,0,0,1,auto,1,PM,1,0,965.0815,11.8477,23.1696,14.4000,117.3373,72.9256,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,965.191650;965.991638;966.791687;967.591675;968.395813;969.283325;970.162476;971.049988;974.250000;975.129150;975.929138;976.929138;
,4986,1,2,0,0,0,0,0,1,auto,1,PM,1,0,965.0723,11.8528,23.1696,14.4000,117.2870,72.8944,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,965.170837;965.970825;966.770813;967.591675;968.395813;969.283325;970.162476;971.041687;974.245850;975.125000;975.924988;976.924988;
,4987,1,2,0,0,0,0,0,1,auto,1,PM,1,0,965.1130,11.8495,23.1696,14.4000,117.3193,72.9144,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,965.212524;966.012512;966.812500;967.620850;968.429138;969.308350;970.200012;971.083313;974.283325;975.162476;975.962524;976.962524;
