first_column,agent_id,o_zone_id,d_zone_id,path_id,display_code,impacted_flag,info_receiving_flag,diverted_flag,agent_type_no,agent_type,PCE_unit,demand_period,volume,toll,departure_time,travel_time,distance_km,distance_mile,speed_kmph,speed_mph,waiting_time,max_link_waiting_time,max_wait_link,node_sequence,time_sequence
,34,1,2,0,0,0,0,0,1,auto,1,PM,1,0,845.8354,11.8145,23.1696,14.4000,117.6665,73.1302,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,845.933350;846.733337;847.533325;848.333313;849.133362;850.012512;850.891663;851.770813;854.970825;855.849976;856.650024;857.650024;
,35,1,2,0,0,0,0,0,1,auto,1,PM,1,0,845.8762,11.8363,23.1696,14.4000,117.4502,72.9958,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,845.995850;846.795837;847.595825;848.395813;849.195862;850.075012;850.954163;851.833313;855.033325;855.912476;856.712524;857.712524;
,36,1,2,0,0,0,0,0,1,auto,1,PM,1,0,845.8669,11.8164,23.1696,14.4000,117.6482,73.1188,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,845.966675;846.766663;847.566650;848.366638;849.166687;850.045837;850.924988;851.804138;855.004150;855.883362;856.683350;857.683350;
,37,1,2,0,0,0,0,0,1,auto,1,PM,1,0,845.9077,11.8173,23.1696,14.4000,117.6390,73.1131,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.004150;846.804138;847.604187;848.404175;849.204163;850.083313;850.966675;851.845825;855.045837;855.924988;856.724976;857.724976;
,38,1,2,0,0,0,0,0,1,auto,1,PM,1,0,845.9484,11.8432,23.1696,14.4000,117.3816,72.9531,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.066650;846.866638;847.666687;848.466675;849.275024;850.154175;851.033325;851.912476;855.112488;855.991638;856.791687;857.791687;
,39,1,2,0,0,0,0,0,1,auto,1,PM,1,0,845.9392,11.8150,23.1696,14.4000,117.6622,73.1275,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.037476;846.837524;847.637512;848.437500;849.237488;850.116638;850.995850;851.875000;855.075012;855.954163;856.754150;857.754150;
,40,1,2,0,0,0,0,0,1,auto,1,PM,1,0,845.9799,11.8201,23.1696,14.4000,117.6116,73.0961,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.079163;846.879150;847.679138;848.479187;849.279175;850.158325;851.037476;851.916687;855.116638;856.000000;856.799988;857.799988;
,41,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.0207,11.8126,23.1696,14.4000,117.6854,73.1420,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.116638;846.916687;847.716675;848.516663;849.316650;850.195862;851.075012;851.954163;855.154175;856.033325;856.833313;857.833313;
,42,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.0114,11.8136,23.1696,14.4000,117.6763,73.1363,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.108337;846.908325;847.708313;848.508362;849.308350;850.187500;851.066650;851.945862;855.145813;856.025024;856.825012;857.825012;
,43,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.0522,11.8145,23.1696,14.4000,117.6671,73.1306,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.150024;846.950012;847.750000;848.549988;849.349976;850.229187;851.108337;851.987488;855.187500;856.066650;856.866638;857.866638;
,44,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.0930,11.8529,23.1696,14.4000,117.2858,72.8936,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.212524;847.012512;847.812500;848.612488;849.420837;850.299988;851.179138;852.058350;855.266663;856.145813;856.945862;857.945862;
,45,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.0837,11.8163,23.1696,14.4000,117.6489,73.1192,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.183350;846.983337;847.783325;848.583313;849.383362;850.262512;851.141663;852.020813;855.220825;856.099976;856.900024;857.900024;
,46,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.1245,11.8381,23.1696,14.4000,117.4327,72.9849,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.220825;847.020813;847.820862;848.620850;849.420837;850.299988;851.179138;852.058350;855.266663;856.162476;856.962524;857.962524;
,47,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.1652,11.8473,23.1696,14.4000,117.3410,72.9279,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.283325;847.083313;847.883362;848.683350;849.491638;850.370850;851.250000;852.129150;855.333313;856.212524;857.012512;858.012512;
,48,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.1559,11.8149,23.1696,14.4000,117.6629,73.1280,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.254150;847.054138;847.854187;848.654175;849.454163;850.333313;851.212524;852.091675;855.291687;856.170837;856.970825;857.970825;
,49,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.1967,11.8367,23.1696,14.4000,117.4467,72.9936,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.295837;847.095825;847.895813;848.695862;849.495850;850.375000;851.266663;852.145813;855.345825;856.233337;857.033325;858.033325;
,50,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.2374,11.8292,23.1696,14.4000,117.5203,73.0393,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.333313;847.133362;847.933350;848.733337;849.533325;850.412476;851.291687;852.170837;855.370850;856.266663;857.066650;858.066650;
,51,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.2281,11.8218,23.1696,14.4000,117.5940,73.0852,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.325012;847.125000;847.924988;848.724976;849.525024;850.404175;851.283325;852.162476;855.362488;856.250000;857.049988;858.049988;
,52,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.2689,11.8186,23.1696,14.4000,117.6264,73.1053,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.366638;847.166687;847.966675;848.766663;849.566650;850.450012;851.329163;852.208313;855.408325;856.287476;857.087524;858.087524;
,53,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.3097,11.8528,23.1696,14.4000,117.2864,72.8940,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.429138;847.229187;848.029175;848.829163;849.637512;850.516663;851.395813;852.275024;855.483337;856.362488;857.162476;858.162476;
,54,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.3004,11.8162,23.1696,14.4000,117.6496,73.1197,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.400024;847.200012;848.000000;848.799988;849.599976;850.479187;851.358337;852.237488;855.437500;856.316650;857.116638;858.116638;
,55,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.3412,11.8213,23.1696,14.4000,117.5989,73.0882,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.437500;847.237488;848.037476;848.837524;849.637512;850.516663;851.395813;852.283325;855.483337;856.362488;857.162476;858.162476;
,56,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.3819,11.8431,23.1696,14.4000,117.3830,72.9540,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.500000;847.299988;848.099976;848.900024;849.708313;850.587524;851.466675;852.345825;855.545837;856.424988;857.224976;858.224976;
,57,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.3727,11.8148,23.1696,14.4000,117.6636,73.1284,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.470825;847.270813;848.070862;848.870850;849.670837;850.549988;851.429138;852.308350;855.508362;856.387512;857.187500;858.187500;
,58,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.4134,11.8158,23.1696,14.4000,117.6545,73.1227,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.512512;847.312500;848.112488;848.912476;849.712524;850.591675;851.470825;852.349976;855.549988;856.429138;857.229187;858.229187;
,59,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.4542,11.8125,23.1696,14.4000,117.6868,73.1428,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.549988;847.349976;848.150024;848.950012;849.750000;850.629150;851.508362;852.387512;855.587524;856.466675;857.266663;858.266663;
,60,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.4449,11.8134,23.1696,14.4000,117.6777,73.1372,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.541687;847.341675;848.141663;848.941650;849.741638;850.620850;851.500000;852.379150;855.579163;856.458313;857.258362;858.258362;
,61,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.4857,11.8143,23.1696,14.4000,117.6685,73.1315,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.583313;847.383362;848.183350;848.983337;849.783325;850.662476;851.541687;852.420837;855.620850;856.500000;857.299988;858.299988;
,62,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.5264,11.8444,23.1696,14.4000,117.3697,72.9457,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.645813;847.445862;848.245850;849.045837;849.854187;850.733337;851.612488;852.491638;855.691650;856.570862;857.370850;858.370850;
,63,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.5172,11.8162,23.1696,14.4000,117.6503,73.1201,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.616638;847.416687;848.216675;849.016663;849.816650;850.695862;851.575012;852.454163;855.654175;856.533325;857.333313;858.333313;
,64,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.5579,11.8379,23.1696,14.4000,117.4341,72.9858,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.654175;847.454163;848.254150;849.054138;849.854187;850.733337;851.612488;852.491638;855.691650;856.595825;857.395813;858.395813;
,65,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.5986,11.8472,23.1696,14.4000,117.3424,72.9288,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.716675;847.516663;848.316650;849.116638;849.924988;850.804138;851.683350;852.562500;855.766663;856.645813;857.445862;858.445862;
,66,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.5894,11.8148,23.1696,14.4000,117.6643,73.1288,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.687500;847.487488;848.287476;849.087524;849.887512;850.766663;851.645813;852.525024;855.724976;856.604187;857.404175;858.404175;
,67,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.6301,11.8365,23.1696,14.4000,117.4481,72.9945,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.729187;847.529175;848.329163;849.129150;849.929138;850.808350;851.700012;852.579163;855.779175;856.666687;857.466675;858.466675;
,68,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.6709,11.8416,23.1696,14.4000,117.3976,72.9631,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.783325;847.583313;848.383362;849.183350;849.995850;850.875000;851.754150;852.633362;855.833313;856.712524;857.512512;858.512512;
,69,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.6616,11.8134,23.1696,14.4000,117.6784,73.1376,-0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.758362;847.558350;848.358337;849.158325;849.958313;850.837524;851.716675;852.595825;855.795837;856.674988;857.474976;858.474976;
,70,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.7024,11.8434,23.1696,14.4000,117.3795,72.9518,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.820862;847.620850;848.420837;849.220825;850.029175;850.908325;851.787476;852.666687;855.866638;856.745850;857.545837;858.545837;
,71,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.7432,11.8360,23.1696,14.4000,117.4530,72.9975,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.854187;847.654175;848.454163;849.254150;850.062500;850.941650;851.820862;852.700012;855.900024;856.779175;857.579163;858.579163;
,72,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.7339,11.8369,23.1696,14.4000,117.4439,72.9919,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.833313;847.633362;848.433350;849.233337;850.033325;850.912476;851.799988;852.683350;855.883362;856.770813;857.570862;858.570862;
,73,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.7747,11.8462,23.1696,14.4000,117.3522,72.9349,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.895813;847.695862;848.495850;849.295837;850.099976;850.983337;851.862488;852.741638;855.941650;856.820862;857.620850;858.620850;
,74,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.8154,11.8346,23.1696,14.4000,117.4670,73.0062,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.933350;847.733337;848.533325;849.333313;850.133362;851.012512;851.891663;852.770813;855.970825;856.849976;857.650024;858.650024;
,75,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.8062,11.8439,23.1696,14.4000,117.3753,72.9492,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.904175;847.704163;848.504150;849.304138;850.104187;850.983337;851.862488;852.741638;855.941650;856.849976;857.650024;858.650024;
,76,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.8469,11.8198,23.1696,14.4000,117.6144,73.0978,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.945862;847.745850;848.545837;849.345825;850.145813;851.025024;851.904175;852.783325;855.983337;856.866638;857.666687;858.666687;
,77,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.8876,11.8415,23.1696,14.4000,117.3984,72.9636,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,847.000000;847.799988;848.599976;849.400024;850.212524;851.091675;851.970825;852.849976;856.049988;856.929138;857.729187;858.729187;
,78,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.8784,11.8174,23.1696,14.4000,117.6376,73.1122,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,846.974976;847.775024;848.575012;849.375000;850.174988;851.054138;851.933350;852.812500;856.016663;856.895813;857.695862;858.695862;
,79,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.9191,11.8434,23.1696,14.4000,117.3801,72.9522,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,847.037476;847.837524;848.637512;849.437500;850.245850;851.125000;852.004150;852.883362;856.083313;856.962524;857.762512;858.762512;
,80,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.9599,11.8359,23.1696,14.4000,117.4537,72.9979,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,847.070862;847.870850;848.670837;849.470825;850.279175;851.158325;852.037476;852.916687;856.116638;856.995850;857.795837;858.795837;
,81,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.9506,11.8369,23.1696,14.4000,117.4446,72.9923,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,847.049988;847.849976;848.650024;849.450012;850.250000;851.129150;852.008362;852.887512;856.087524;856.987488;857.787476;858.787476;
,82,1,2,0,0,0,0,0,1,auto,1,PM,1,0,846.9914,11.8586,23.1696,14.4000,117.2292,72.8584,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,847.112488;847.912476;848.712524;849.512512;850.316650;851.195862;852.075012;852.954163;856.162476;857.049988;857.849976;858.849976;
,83,1,2,0,0,0,0,0,1,auto,1,PM,1,0,847.0321,11.8512,23.1696,14.4000,117.3025,72.9040,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,847.150024;847.950012;848.750000;849.549988;850.349976;851.229187;852.108337;852.987488;856.187500;857.083313;857.883362;858.883362;
,84,1,2,0,0,0,0,0,1,auto,1,PM,1,0,847.0229,11.8438,23.1696,14.4000,117.3760,72.9496,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,847.120850;847.920837;848.720825;849.520813;850.320862;851.200012;852.083313;852.966675;856.187500;857.066650;857.866638;858.866638;
,85,1,2,0,0,0,0,0,1,auto,1,PM,1,0,847.0636,11.8405,23.1696,14.4000,117.4081,72.9696,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,847.162476;847.962524;848.762512;849.562500;850.362488;851.241638;852.120850;853.000000;856.200012;857.104187;857.904175;858.904175;
,86,1,2,0,0,0,0,0,1,auto,1,PM,1,0,847.1044,11.8415,23.1696,14.4000,117.3991,72.9640,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,847.216675;848.016663;848.816650;849.616638;850.429138;851.308350;852.187500;853.066650;856.266663;857.145813;857.945862;858.945862;
