od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,path_FF_travel_time_min,distance_km,distance_mile,
659,17,39,16,38,0,0,p,AM,11.08,1,-111.933868,40.616707,-111.908153,40.571760,9.0547,8.2961,5.1560,
660,17,40,16,39,0,0,p,AM,4.93,1,-111.933868,40.616707,-111.915638,40.613722,4.1460,3.3866,2.1048,
661,17,41,16,40,0,0,p,AM,135.00,1,-111.933868,40.616707,-111.938760,40.630427,2.1292,1.9413,1.2065,
662,18,1,17,0,0,0,p,AM,16.26,1,-111.934202,40.630776,-111.942300,40.624038,2.0613,1.4544,0.9039,
663,18,2,17,1,0,0,p,AM,12.19,1,-111.934202,40.630776,-111.943739,40.609520,3.5888,3.1923,1.9840,
664,18,3,17,2,0,0,p,AM,24.58,1,-111.934202,40.630776,-111.943604,40.587762,5.6408,5.5982,3.4793,
665,18,4,17,3,0,0,p,AM,1.18,1,-111.934202,40.630776,-111.944442,40.573253,7.4281,7.2994,4.5366,
666,18,5,17,4,0,0,p,AM,8.45,1,-111.934202,40.630776,-111.943762,40.562247,8.4072,8.4424,5.2470,
667,18,6,17,5,0,0,p,AM,11.26,1,-111.934202,40.630776,-111.938753,40.552997,8.9618,9.0443,5.6211,
668,18,7,17,6,0,0,p,AM,7.92,1,-111.934202,40.630776,-111.929153,40.555761,9.7008,9.5311,5.9236,
669,18,8,17,7,0,0,p,AM,1.26,1,-111.934202,40.630776,-111.902749,40.557151,10.8423,10.0567,6.2503,
670,18,9,17,8,0,0,p,AM,54.02,1,-111.934202,40.630776,-111.899113,40.558973,11.0155,10.1616,6.3155,
671,18,10,17,9,0,0,p,AM,3.54,1,-111.934202,40.630776,-111.897106,40.569721,10.7495,9.8922,6.1480,
672,18,11,17,10,0,0,p,AM,72.09,1,-111.934202,40.630776,-111.901030,40.587971,8.9171,6.9923,4.3458,
673,18,12,17,11,0,0,p,AM,1.93,1,-111.934202,40.630776,-111.906610,40.605960,5.7941,4.7968,2.9813,
674,18,13,17,12,0,0,p,AM,36.57,1,-111.934202,40.630776,-111.902804,40.610814,5.3716,4.6358,2.8812,
675,18,14,17,13,0,0,p,AM,44.87,1,-111.934202,40.630776,-111.901884,40.620828,4.6022,3.7262,2.3158,
676,18,15,17,14,0,0,p,AM,16.82,1,-111.934202,40.630776,-111.910059,40.625783,4.1573,3.3941,2.1095,
677,18,16,17,15,0,0,p,AM,20.99,1,-111.934202,40.630776,-111.929192,40.626782,2.1486,1.5005,0.9326,
678,18,17,17,16,0,0,p,AM,16.37,1,-111.934202,40.630776,-111.933868,40.616707,2.7734,1.5619,0.9707,
679,18,19,17,18,0,0,p,AM,20.75,1,-111.934202,40.630776,-111.933963,40.567876,8.0538,7.7748,4.8321,
680,18,20,17,19,0,0,p,AM,15.46,1,-111.934202,40.630776,-111.924114,40.567177,9.2758,8.5702,5.3264,
681,18,21,17,20,0,0,p,AM,41.40,1,-111.934202,40.630776,-111.913648,40.554715,11.2835,11.0217,6.8500,
682,18,22,17,21,0,0,p,AM,21.01,1,-111.934202,40.630776,-111.900748,40.562521,10.2501,9.6255,5.9823,
683,18,23,17,22,0,0,p,AM,9.63,1,-111.934202,40.630776,-111.902492,40.575680,11.0969,10.0012,6.2158,
684,18,24,17,23,0,0,p,AM,54.24,1,-111.934202,40.630776,-111.907451,40.592344,8.3190,6.4881,4.0324,
685,18,25,17,24,0,0,p,AM,3.69,1,-111.934202,40.630776,-111.923428,40.584054,7.4267,6.8661,4.2673,
686,18,26,17,25,0,0,p,AM,7.28,1,-111.934202,40.630776,-111.921418,40.591609,6.1886,4.8653,3.0238,
687,18,27,17,26,0,0,p,AM,11.23,1,-111.934202,40.630776,-111.943605,40.584092,6.3470,5.9895,3.7225,
688,18,28,17,27,0,0,p,AM,16.63,1,-111.934202,40.630776,-111.911824,40.577722,9.0419,8.5356,5.3049,
689,18,30,17,29,0,0,p,AM,7.12,1,-111.934202,40.630776,-111.901834,40.584029,9.5811,7.2982,4.5359,
690,18,31,17,30,0,0,p,AM,22.22,1,-111.934202,40.630776,-111.944074,40.606326,4.2882,3.6159,2.2473,
691,18,32,17,31,0,0,p,AM,14.82,1,-111.934202,40.630776,-111.943375,40.616454,3.1380,2.3527,1.4622,
692,18,33,17,32,0,0,p,AM,6.44,1,-111.934202,40.630776,-111.943535,40.568001,8.0561,7.7761,4.8329,
693,18,34,17,33,0,0,p,AM,36.51,1,-111.934202,40.630776,-111.934408,40.607297,3.8463,3.3670,2.0926,
694,18,35,17,34,0,0,p,AM,5.31,1,-111.934202,40.630776,-111.924502,40.617134,3.2466,2.2307,1.3864,
695,18,36,17,35,0,0,p,AM,8.45,1,-111.934202,40.630776,-111.908054,40.616174,4.4682,3.5496,2.2061,
696,18,37,17,36,0,0,p,AM,16.93,1,-111.934202,40.630776,-111.934352,40.576870,7.0525,6.7562,4.1990,
697,18,38,17,37,0,0,p,AM,14.77,1,-111.934202,40.630776,-111.936589,40.553565,10.0543,9.3423,5.8063,
698,18,39,17,38,0,0,p,AM,5.86,1,-111.934202,40.630776,-111.908153,40.571760,10.7628,9.8434,6.1177,
699,18,40,17,39,0,0,p,AM,2.61,1,-111.934202,40.630776,-111.915638,40.613722,4.9480,4.0049,2.4891,
700,18,41,17,40,0,0,p,AM,71.39,1,-111.934202,40.630776,-111.938760,40.630427,2.4227,1.8574,1.1544,
701,19,1,18,0,0,0,p,AM,10.84,1,-111.933963,40.567876,-111.942300,40.624038,6.6159,6.9222,4.3022,
702,19,2,18,1,0,0,p,AM,8.13,1,-111.933963,40.567876,-111.943739,40.609520,5.3390,5.4264,3.3725,
703,19,3,18,2,0,0,p,AM,16.39,1,-111.933963,40.567876,-111.943604,40.587762,3.2016,3.0014,1.8654,
704,19,4,18,3,0,0,p,AM,0.79,1,-111.933963,40.567876,-111.944442,40.573253,1.8791,1.4502,0.9013,
705,19,5,18,4,0,0,p,AM,5.63,1,-111.933963,40.567876,-111.943762,40.562247,1.7911,1.4772,0.9181,
706,19,6,18,5,0,0,p,AM,7.51,1,-111.933963,40.567876,-111.938753,40.552997,2.3457,2.0791,1.2922,
707,19,7,18,6,0,0,p,AM,5.28,1,-111.933963,40.567876,-111.929153,40.555761,2.4785,1.7718,1.1012,
708,19,8,18,7,0,0,p,AM,0.84,1,-111.933963,40.567876,-111.902749,40.557151,4.4006,3.5496,2.2061,
709,19,9,18,8,0,0,p,AM,36.01,1,-111.933963,40.567876,-111.899113,40.558973,4.5738,3.6545,2.2713,
710,19,10,18,9,0,0,p,AM,2.36,1,-111.933963,40.567876,-111.897106,40.569721,5.4246,3.7094,2.3054,
711,19,11,18,10,0,0,p,AM,48.06,1,-111.933963,40.567876,-111.901030,40.587971,6.5071,5.1431,3.1965,
712,19,12,18,11,0,0,p,AM,1.29,1,-111.933963,40.567876,-111.906610,40.605960,8.2743,7.6454,4.7517,
713,19,13,18,12,0,0,p,AM,24.38,1,-111.933963,40.567876,-111.902804,40.610814,7.8518,7.4844,4.6516,
714,19,14,18,13,0,0,p,AM,29.91,1,-111.933963,40.567876,-111.901884,40.620828,9.0846,8.4933,5.2786,
715,19,15,18,14,0,0,p,AM,11.21,1,-111.933963,40.567876,-111.910059,40.625783,8.6397,8.1613,5.0723,
716,19,16,18,15,0,0,p,AM,13.99,1,-111.933963,40.567876,-111.929192,40.626782,7.4986,6.9257,4.3044,
717,19,17,18,16,0,0,p,AM,10.91,1,-111.933963,40.567876,-111.933868,40.616707,6.3458,6.2275,3.8704,
718,19,18,18,17,0,0,p,AM,10.63,1,-111.933963,40.567876,-111.934202,40.630776,8.0538,7.7748,4.8321,
719,19,20,18,19,0,0,p,AM,10.31,1,-111.933963,40.567876,-111.924114,40.567177,1.5000,0.8447,0.5250,
720,19,21,18,20,0,0,p,AM,27.60,1,-111.933963,40.567876,-111.913648,40.554715,4.0612,3.2624,2.0276,
721,19,22,18,21,0,0,p,AM,14.01,1,-111.933963,40.567876,-111.900748,40.562521,4.9252,3.4427,2.1396,
722,19,23,18,22,0,0,p,AM,6.42,1,-111.933963,40.567876,-111.902492,40.575680,6.1332,4.0980,2.5469,
723,19,24,18,23,0,0,p,AM,36.16,1,-111.933963,40.567876,-111.907451,40.592344,7.4179,5.6101,3.4867,
724,19,25,18,24,0,0,p,AM,2.46,1,-111.933963,40.567876,-111.923428,40.584054,3.9757,2.7141,1.6868,
725,19,26,18,25,0,0,p,AM,4.85,1,-111.933963,40.567876,-111.921418,40.591609,4.3111,3.1566,1.9618,
726,19,27,18,26,0,0,p,AM,7.49,1,-111.933963,40.567876,-111.943605,40.584092,3.1457,2.5956,1.6132,
727,19,28,18,27,0,0,p,AM,11.08,1,-111.933963,40.567876,-111.911824,40.577722,5.7241,3.8684,2.4042,
728,19,30,18,29,0,0,p,AM,4.75,1,-111.933963,40.567876,-111.901834,40.584029,6.1969,4.3219,2.6861,
729,19,31,18,30,0,0,p,AM,14.81,1,-111.933963,40.567876,-111.944074,40.606326,5.3416,5.0465,3.1364,
730,19,32,18,31,0,0,p,AM,9.88,1,-111.933963,40.567876,-111.943375,40.616454,6.2780,6.1893,3.8467,
731,19,33,18,32,0,0,p,AM,4.29,1,-111.933963,40.567876,-111.943535,40.568001,1.4400,0.8109,0.5040,
732,19,34,18,33,0,0,p,AM,24.34,1,-111.933963,40.567876,-111.934408,40.607297,4.8997,4.7976,2.9817,
733,19,35,18,34,0,0,p,AM,3.54,1,-111.933963,40.567876,-111.924502,40.617134,7.1266,6.3944,3.9742,
734,19,36,18,35,0,0,p,AM,5.63,1,-111.933963,40.567876,-111.908054,40.616174,8.4236,7.8080,4.8527,
735,19,37,18,36,0,0,p,AM,11.29,1,-111.933963,40.567876,-111.934352,40.576870,2.0163,1.1355,0.7057,
736,19,38,18,37,0,0,p,AM,9.85,1,-111.933963,40.567876,-111.936589,40.553565,2.8500,1.6050,0.9975,
737,19,39,18,38,0,0,p,AM,3.91,1,-111.933963,40.567876,-111.908153,40.571760,4.3794,2.9794,1.8517,
738,19,40,18,39,0,0,p,AM,1.74,1,-111.933963,40.567876,-111.915638,40.613722,7.9827,7.3745,4.5833,
739,19,41,18,40,0,0,p,AM,47.59,1,-111.933963,40.567876,-111.938760,40.630427,6.9773,7.3253,4.5527,
740,20,1,19,0,0,0,p,AM,8.36,1,-111.924114,40.567177,-111.942300,40.624038,7.8378,7.7176,4.7965,
741,20,2,19,1,0,0,p,AM,6.27,1,-111.924114,40.567177,-111.943739,40.609520,6.5610,6.2217,3.8668,
742,20,3,19,2,0,0,p,AM,12.64,1,-111.924114,40.567177,-111.943604,40.587762,4.4236,3.7968,2.3597,
743,20,4,19,3,0,0,p,AM,0.61,1,-111.924114,40.567177,-111.944442,40.573253,3.1010,2.2455,1.3956,
744,20,5,19,4,0,0,p,AM,4.34,1,-111.924114,40.567177,-111.943762,40.562247,2.5988,2.0573,1.2786,
745,20,6,19,5,0,0,p,AM,5.79,1,-111.924114,40.567177,-111.938753,40.552997,3.1534,2.6592,1.6527,
746,20,7,19,6,0,0,p,AM,4.07,1,-111.924114,40.567177,-111.929153,40.555761,2.2288,1.5398,0.9570,
747,20,8,19,7,0,0,p,AM,0.65,1,-111.924114,40.567177,-111.902749,40.557151,3.5499,2.6481,1.6458,
748,20,9,19,8,0,0,p,AM,27.77,1,-111.924114,40.567177,-111.899113,40.558973,3.7231,2.7530,1.7110,
749,20,10,19,9,0,0,p,AM,1.82,1,-111.924114,40.567177,-111.897106,40.569721,4.4830,2.9076,1.8071,
750,20,11,19,10,0,0,p,AM,37.06,1,-111.924114,40.567177,-111.901030,40.587971,5.9945,4.4023,2.7360,
751,20,12,19,11,0,0,p,AM,0.99,1,-111.924114,40.567177,-111.906610,40.605960,8.4592,5.9591,3.7036,
752,20,13,19,12,0,0,p,AM,18.80,1,-111.924114,40.567177,-111.902804,40.610814,8.7725,7.3284,4.5546,
753,20,14,19,13,0,0,p,AM,23.07,1,-111.924114,40.567177,-111.901884,40.620828,10.0053,8.3373,5.1817,
754,20,15,19,14,0,0,p,AM,8.65,1,-111.924114,40.567177,-111.910059,40.625783,9.5604,8.0053,4.9753,
755,20,16,19,15,0,0,p,AM,10.79,1,-111.924114,40.567177,-111.929192,40.626782,8.4193,6.7697,4.2074,
756,20,17,19,16,0,0,p,AM,8.42,1,-111.924114,40.567177,-111.933868,40.616707,7.5677,7.0228,4.3647,
757,20,18,19,17,0,0,p,AM,8.19,1,-111.924114,40.567177,-111.934202,40.630776,9.2758,8.5702,5.3264,
758,20,19,19,18,0,0,p,AM,10.67,1,-111.924114,40.567177,-111.933963,40.567876,1.5000,0.8447,0.5250,
759,20,21,19,20,0,0,p,AM,21.28,1,-111.924114,40.567177,-111.913648,40.554715,3.2106,2.3609,1.4673,
760,20,22,19,21,0,0,p,AM,10.80,1,-111.924114,40.567177,-111.900748,40.562521,3.9836,2.6409,1.6413,
761,20,23,19,22,0,0,p,AM,4.95,1,-111.924114,40.567177,-111.902492,40.575680,5.1916,3.2962,2.0486,
762,20,24,19,23,0,0,p,AM,27.89,1,-111.924114,40.567177,-111.907451,40.592344,6.9054,4.8692,3.0262,
763,20,25,19,24,0,0,p,AM,1.90,1,-111.924114,40.567177,-111.923428,40.584054,4.0242,2.7414,1.7038,
764,20,26,19,25,0,0,p,AM,3.74,1,-111.924114,40.567177,-111.921418,40.591609,4.3597,3.1839,1.9788,
765,20,27,19,26,0,0,p,AM,5.77,1,-111.924114,40.567177,-111.943605,40.584092,4.3676,3.3910,2.1075,
766,20,28,19,27,0,0,p,AM,8.55,1,-111.924114,40.567177,-111.911824,40.577722,4.7826,3.0666,1.9059,
767,20,30,19,29,0,0,p,AM,3.66,1,-111.924114,40.567177,-111.901834,40.584029,5.2553,3.5201,2.1878,
768,20,31,19,30,0,0,p,AM,11.42,1,-111.924114,40.567177,-111.944074,40.606326,6.5636,5.8418,3.6307,
769,20,32,19,31,0,0,p,AM,7.62,1,-111.924114,40.567177,-111.943375,40.616454,7.5000,6.9847,4.3410,
770,20,33,19,32,0,0,p,AM,3.31,1,-111.924114,40.567177,-111.943535,40.568001,2.9400,1.6557,1.0290,
771,20,34,19,33,0,0,p,AM,18.77,1,-111.924114,40.567177,-111.934408,40.607297,6.1216,5.5929,3.4760,
772,20,35,19,34,0,0,p,AM,2.73,1,-111.924114,40.567177,-111.924502,40.617134,8.0473,6.2384,3.8772,
773,20,36,19,35,0,0,p,AM,4.34,1,-111.924114,40.567177,-111.908054,40.616174,9.3443,7.6520,4.7557,
774,20,37,19,36,0,0,p,AM,8.70,1,-111.924114,40.567177,-111.934352,40.576870,2.5243,1.6076,0.9991,
775,20,38,19,37,0,0,p,AM,7.59,1,-111.924114,40.567177,-111.936589,40.553565,3.5302,2.2663,1.4085,
776,20,39,19,38,0,0,p,AM,3.01,1,-111.924114,40.567177,-111.908153,40.571760,3.4378,2.1776,1.3534,
777,20,40,19,39,0,0,p,AM,1.34,1,-111.924114,40.567177,-111.915638,40.613722,8.9033,7.2185,4.4863,
778,20,41,19,40,0,0,p,AM,36.70,1,-111.924114,40.567177,-111.938760,40.630427,8.1992,8.1206,5.0470,
779,21,1,20,0,0,0,p,AM,8.26,1,-111.913648,40.554715,-111.942300,40.624038,9.8455,10.1690,6.3201,
780,21,2,20,1,0,0,p,AM,6.19,1,-111.913648,40.554715,-111.943739,40.609520,8.5687,8.6732,5.3904,
781,21,3,20,2,0,0,p,AM,12.48,1,-111.913648,40.554715,-111.943604,40.587762,6.4313,6.2482,3.8833,
782,21,4,20,3,0,0,p,AM,0.60,1,-111.913648,40.554715,-111.944442,40.573253,5.1088,4.6970,2.9192,
783,21,5,20,4,0,0,p,AM,4.29,1,-111.913648,40.554715,-111.943762,40.562247,3.7903,3.4371,2.1362,
784,21,6,20,5,0,0,p,AM,5.72,1,-111.913648,40.554715,-111.938753,40.552997,4.3449,4.0391,2.5103,
785,21,7,20,6,0,0,p,AM,4.02,1,-111.913648,40.554715,-111.929153,40.555761,3.4203,2.9197,1.8146,
786,21,8,20,7,0,0,p,AM,0.64,1,-111.913648,40.554715,-111.902749,40.557151,1.9040,1.3781,0.8565,
787,21,9,20,8,0,0,p,AM,27.43,1,-111.913648,40.554715,-111.899113,40.558973,2.0772,1.4830,0.9217,
788,21,10,20,9,0,0,p,AM,1.80,1,-111.913648,40.554715,-111.897106,40.569721,3.3526,2.3584,1.4657,
789,21,11,20,10,0,0,p,AM,36.60,1,-111.913648,40.554715,-111.901030,40.587971,4.8641,3.8530,2.3946,
790,21,12,20,11,0,0,p,AM,0.98,1,-111.913648,40.554715,-111.906610,40.605960,7.3287,5.4099,3.3622,
791,21,13,20,12,0,0,p,AM,18.57,1,-111.913648,40.554715,-111.902804,40.610814,8.2523,6.2957,3.9128,
792,21,14,20,13,0,0,p,AM,22.78,1,-111.913648,40.554715,-111.901884,40.620828,9.5526,7.3554,4.5714,
793,21,15,20,14,0,0,p,AM,8.54,1,-111.913648,40.554715,-111.910059,40.625783,9.1077,7.0233,4.3650,
794,21,16,20,15,0,0,p,AM,10.66,1,-111.913648,40.554715,-111.929192,40.626782,10.7283,10.1725,6.3223,
795,21,17,20,16,0,0,p,AM,8.31,1,-111.913648,40.554715,-111.933868,40.616707,9.5754,9.4743,5.8883,
796,21,18,20,17,0,0,p,AM,8.09,1,-111.913648,40.554715,-111.934202,40.630776,11.2835,11.0217,6.8500,
797,21,19,20,18,0,0,p,AM,10.54,1,-111.913648,40.554715,-111.933963,40.567876,4.0612,3.2624,2.0276,
798,21,20,20,19,0,0,p,AM,7.85,1,-111.913648,40.554715,-111.924114,40.567177,3.2106,2.3609,1.4673,
799,21,22,20,21,0,0,p,AM,10.67,1,-111.913648,40.554715,-111.900748,40.562521,2.4378,1.7018,1.0577,
800,21,23,20,22,0,0,p,AM,4.89,1,-111.913648,40.554715,-111.902492,40.575680,4.0611,2.7469,1.7072,
801,21,24,20,23,0,0,p,AM,27.54,1,-111.913648,40.554715,-111.907451,40.592344,5.7749,4.3199,2.6848,
802,21,25,20,24,0,0,p,AM,1.87,1,-111.913648,40.554715,-111.923428,40.584054,6.1070,4.6660,2.8999,
803,21,26,20,25,0,0,p,AM,3.70,1,-111.913648,40.554715,-111.921418,40.591609,6.0895,4.6772,2.9069,
804,21,27,20,26,0,0,p,AM,5.70,1,-111.913648,40.554715,-111.943605,40.584092,6.3754,5.8424,3.6311,
805,21,28,20,27,0,0,p,AM,8.44,1,-111.913648,40.554715,-111.911824,40.577722,3.6521,2.5174,1.5646,
806,21,30,20,29,0,0,p,AM,3.62,1,-111.913648,40.554715,-111.901834,40.584029,4.1248,2.9708,1.8464,
807,21,31,20,30,0,0,p,AM,11.28,1,-111.913648,40.554715,-111.944074,40.606326,8.5713,8.2933,5.1543,
808,21,32,20,31,0,0,p,AM,7.52,1,-111.913648,40.554715,-111.943375,40.616454,9.5077,9.4361,5.8646,
809,21,33,20,32,0,0,p,AM,3.27,1,-111.913648,40.554715,-111.943535,40.568001,4.6697,4.0577,2.5219,
810,21,34,20,33,0,0,p,AM,18.54,1,-111.913648,40.554715,-111.934408,40.607297,8.1294,8.0444,4.9996,
811,21,35,20,34,0,0,p,AM,2.70,1,-111.913648,40.554715,-111.924502,40.617134,10.3562,9.6412,5.9921,
812,21,36,20,35,0,0,p,AM,4.29,1,-111.913648,40.554715,-111.908054,40.616174,8.8275,6.4330,3.9982,
813,21,37,20,36,0,0,p,AM,8.59,1,-111.913648,40.554715,-111.934352,40.576870,5.0855,4.0252,2.5017,
814,21,38,20,37,0,0,p,AM,7.50,1,-111.913648,40.554715,-111.936589,40.553565,4.7218,3.6462,2.2661,
815,21,39,20,38,0,0,p,AM,2.98,1,-111.913648,40.554715,-111.908153,40.571760,3.3658,2.3096,1.4354,
816,21,40,20,39,0,0,p,AM,1.32,1,-111.913648,40.554715,-111.915638,40.613722,8.8858,6.6710,4.1461,
817,21,41,20,40,0,0,p,AM,36.24,1,-111.913648,40.554715,-111.938760,40.630427,10.2070,10.5721,6.5706,
818,24,1,23,0,0,0,p,AM,4.21,1,-111.907451,40.592344,-111.942300,40.624038,7.7174,6.4428,4.0043,
819,24,2,23,1,0,0,p,AM,3.16,1,-111.907451,40.592344,-111.943739,40.609520,6.6076,5.3858,3.3473,
820,24,3,23,2,0,0,p,AM,6.37,1,-111.907451,40.592344,-111.943604,40.587762,5.0394,4.2286,2.6281,
821,24,4,23,3,0,0,p,AM,0.31,1,-111.907451,40.592344,-111.944442,40.573253,6.8267,5.9298,3.6854,
822,24,5,23,4,0,0,p,AM,2.19,1,-111.907451,40.592344,-111.943762,40.562247,7.8058,7.0728,4.3958,
823,24,6,23,5,0,0,p,AM,2.92,1,-111.907451,40.592344,-111.938753,40.552997,8.3604,7.6747,4.7699,
824,24,7,23,6,0,0,p,AM,2.05,1,-111.907451,40.592344,-111.929153,40.555761,7.7241,5.8987,3.6661,
825,24,8,23,7,0,0,p,AM,0.33,1,-111.907451,40.592344,-111.902749,40.557151,4.4740,3.1018,1.9278,
826,24,9,23,8,0,0,p,AM,13.99,1,-111.907451,40.592344,-111.899113,40.558973,4.6472,3.2067,1.9930,
827,24,10,23,9,0,0,p,AM,0.92,1,-111.907451,40.592344,-111.897106,40.569721,4.3812,2.9373,1.8255,
828,24,11,23,10,0,0,p,AM,18.67,1,-111.907451,40.592344,-111.901030,40.587971,1.5480,1.0137,0.6300,
829,24,12,23,11,0,0,p,AM,0.50,1,-111.907451,40.592344,-111.906610,40.605960,3.4239,2.3181,1.4407,
830,24,13,23,12,0,0,p,AM,9.47,1,-111.907451,40.592344,-111.902804,40.610814,4.3475,3.2039,1.9912,
831,24,14,23,13,0,0,p,AM,11.62,1,-111.907451,40.592344,-111.901884,40.620828,5.6477,4.2636,2.6498,
832,24,15,23,14,0,0,p,AM,4.36,1,-111.907451,40.592344,-111.910059,40.625783,5.2028,3.9316,2.4435,
833,24,16,23,15,0,0,p,AM,5.44,1,-111.907451,40.592344,-111.929192,40.626782,6.8821,5.5983,3.4794,
834,24,17,23,16,0,0,p,AM,4.24,1,-111.907451,40.592344,-111.933868,40.616707,6.9625,5.3488,3.3243,
835,24,18,23,17,0,0,p,AM,4.13,1,-111.907451,40.592344,-111.934202,40.630776,8.3190,6.4881,4.0324,
836,24,19,23,18,0,0,p,AM,5.37,1,-111.907451,40.592344,-111.933963,40.567876,7.4179,5.6101,3.4867,
837,24,20,23,19,0,0,p,AM,4.00,1,-111.907451,40.592344,-111.924114,40.567177,6.9989,4.6192,2.8708,
838,24,21,23,20,0,0,p,AM,10.72,1,-111.907451,40.592344,-111.913648,40.554715,5.8684,4.0699,2.5295,
839,24,22,23,21,0,0,p,AM,5.44,1,-111.907451,40.592344,-111.900748,40.562521,3.8818,2.6706,1.6598,
840,24,23,23,22,0,0,p,AM,2.49,1,-111.907451,40.592344,-111.902492,40.575680,4.7286,3.0463,1.8933,
841,24,25,23,24,0,0,p,AM,0.96,1,-111.907451,40.592344,-111.923428,40.584054,3.9695,2.8381,1.7639,
842,24,26,23,25,0,0,p,AM,1.88,1,-111.907451,40.592344,-111.921418,40.591609,3.9520,2.8493,1.7709,
843,24,27,23,26,0,0,p,AM,2.91,1,-111.907451,40.592344,-111.943605,40.584092,5.7456,4.6199,2.8713,
844,24,28,23,27,0,0,p,AM,4.31,1,-111.907451,40.592344,-111.911824,40.577722,2.7878,2.0256,1.2589,
845,24,30,23,29,0,0,p,AM,1.84,1,-111.907451,40.592344,-111.901834,40.584029,2.2120,1.3195,0.8201,
846,24,31,23,30,0,0,p,AM,5.75,1,-111.907451,40.592344,-111.944074,40.606326,7.0335,5.1777,3.2180,
847,24,32,23,31,0,0,p,AM,3.84,1,-111.907451,40.592344,-111.943375,40.616454,7.5466,6.1488,3.8215,
848,24,33,23,32,0,0,p,AM,1.67,1,-111.907451,40.592344,-111.943535,40.568001,7.4547,6.4065,3.9817,
849,24,34,23,33,0,0,p,AM,9.46,1,-111.907451,40.592344,-111.934408,40.607297,5.8995,4.5390,2.8210,
850,24,35,23,34,0,0,p,AM,1.38,1,-111.907451,40.592344,-111.924502,40.617134,6.9879,5.3631,3.3332,
851,24,36,23,35,0,0,p,AM,2.19,1,-111.907451,40.592344,-111.908054,40.616174,4.9227,3.3412,2.0766,
852,24,37,23,36,0,0,p,AM,4.38,1,-111.907451,40.592344,-111.934352,40.576870,6.2299,4.6748,2.9054,
853,24,38,23,37,0,0,p,AM,3.83,1,-111.907451,40.592344,-111.936589,40.553565,9.0256,6.6252,4.1176,
854,24,39,23,38,0,0,p,AM,1.52,1,-111.907451,40.592344,-111.908153,40.571760,4.3945,2.8885,1.7952,
855,24,40,23,39,0,0,p,AM,0.67,1,-111.907451,40.592344,-111.915638,40.613722,4.9810,3.5792,2.2245,
856,24,41,23,40,0,0,p,AM,18.49,1,-111.907451,40.592344,-111.938760,40.630427,8.0788,6.8459,4.2548,
857,25,1,24,0,0,0,p,AM,10.86,1,-111.923428,40.584054,-111.942300,40.624038,5.9887,6.0135,3.7374,
858,25,2,24,1,0,0,p,AM,8.14,1,-111.923428,40.584054,-111.943739,40.609520,4.7119,4.5176,2.8077,
859,25,3,24,2,0,0,p,AM,16.42,1,-111.923428,40.584054,-111.943604,40.587762,2.5745,2.0927,1.3006,
860,25,4,24,3,0,0,p,AM,0.79,1,-111.923428,40.584054,-111.944442,40.573253,4.1615,3.0199,1.8769,
861,25,5,24,4,0,0,p,AM,5.64,1,-111.923428,40.584054,-111.943762,40.562247,5.1406,4.1630,2.5873,
862,25,6,24,5,0,0,p,AM,7.52,1,-111.923428,40.584054,-111.938753,40.552997,5.6952,4.7649,2.9614,
863,25,7,24,6,0,0,p,AM,5.29,1,-111.923428,40.584054,-111.929153,40.555761,5.0028,3.6685,2.2800,
864,25,8,24,7,0,0,p,AM,0.84,1,-111.923428,40.584054,-111.902749,40.557151,4.9203,3.8927,2.4194,
865,25,9,24,8,0,0,p,AM,36.08,1,-111.923428,40.584054,-111.899113,40.558973,5.0935,3.9977,2.4846,
866,25,10,24,9,0,0,p,AM,2.37,1,-111.923428,40.584054,-111.897106,40.569721,4.8275,3.7283,2.3171,
867,25,11,24,10,0,0,p,AM,48.15,1,-111.923428,40.584054,-111.901030,40.587971,3.0587,2.3712,1.4737,
868,25,12,24,11,0,0,p,AM,1.29,1,-111.923428,40.584054,-111.906610,40.605960,5.5233,3.9280,2.4413,
869,25,13,24,12,0,0,p,AM,24.43,1,-111.923428,40.584054,-111.902804,40.610814,6.4469,4.8138,2.9918,
870,25,14,24,13,0,0,p,AM,29.97,1,-111.923428,40.584054,-111.901884,40.620828,7.7471,5.8735,3.6504,
871,25,15,24,14,0,0,p,AM,11.23,1,-111.923428,40.584054,-111.910059,40.625783,7.3023,5.5415,3.4441,
872,25,16,24,15,0,0,p,AM,14.02,1,-111.923428,40.584054,-111.929192,40.626782,6.2352,5.0153,3.1170,
873,25,17,24,16,0,0,p,AM,10.93,1,-111.923428,40.584054,-111.933868,40.616707,5.7186,5.3187,3.3056,
874,25,18,24,17,0,0,p,AM,10.65,1,-111.923428,40.584054,-111.934202,40.630776,7.4267,6.8661,4.2673,
875,25,19,24,18,0,0,p,AM,13.86,1,-111.923428,40.584054,-111.933963,40.567876,3.9757,2.7141,1.6868,
876,25,20,24,19,0,0,p,AM,10.32,1,-111.923428,40.584054,-111.924114,40.567177,4.0242,2.7414,1.7038,
877,25,21,24,20,0,0,p,AM,27.65,1,-111.923428,40.584054,-111.913648,40.554715,6.3147,4.8609,3.0211,
878,25,22,24,21,0,0,p,AM,14.04,1,-111.923428,40.584054,-111.900748,40.562521,4.3280,3.4615,2.1514,
