route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,short_trip_no
575,Express-Weekday-1-2007-VMW-1111100,14462571,"Arrowhead Ctr",1,,5750010,31915
562,Express-Weekday-1-2007-VMW-1111100,14462572,"Goodyear PNR",1,,5620012,31885
531,Express-Weekday-4-2007-VMTM-1111100,14453281,"Downtown Gilbert",1,,5310013,22907
531,Express-Weekday-4-2007-VMTM-1111100,14453282,"Downtown Gilbert",1,,5310013,22906
531,Express-Weekday-4-2007-VMTM-1111100,14453283,"Downtown Gilbert",1,,5310013,22910
531,Express-Weekday-4-2007-VMTM-1111100,14453284,"State Capitol",0,,5310014,22905
531,Express-Weekday-4-2007-VMTM-1111100,14453285,"State Capitol",0,,5310014,22903
531,Express-Weekday-4-2007-VMTM-1111100,14453286,"State Capitol",0,,5310014,22901
533,Express-Weekday-4-2007-VMTM-1111100,14453287,"Superstition Spgs",1,,5330012,22919
533,Express-Weekday-4-2007-VMTM-1111100,14453288,"Superstition Spgs",1,,5330012,22921
533,Express-Weekday-4-2007-VMTM-1111100,14453289,"Superstition Spgs",1,,5330012,22918
533,Express-Weekday-4-2007-VMTM-1111100,14453290,"State Capitol",0,,5330013,22913
542,Express-Weekday-4-2007-VMTM-1111100,14453291,"State Capitol",0,,5420011,22942
533,Express-Weekday-4-2007-VMTM-1111100,14453292,"State Capitol",0,,5330013,22914
533,Express-Weekday-4-2007-VMTM-1111100,14453293,"State Capitol",0,,5330013,22915
533,Express-Weekday-4-2007-VMTM-1111100,14453294,"State Capitol",0,,5330013,22916
535,Express-Weekday-4-2007-VMTM-1111100,14453295,"Power Rd PNR",1,,5350016,22933
535,Express-Weekday-4-2007-VMTM-1111100,14453296,"Power Rd PNR",1,,5350016,22930
535,Express-Weekday-4-2007-VMTM-1111100,14453297,"Power Rd PNR",1,,5350016,22931
535,Express-Weekday-4-2007-VMTM-1111100,14453298,"State Capitol",0,,5350015,22928
535,Express-Weekday-4-2007-VMTM-1111100,14453299,"State Capitol",0,,5350015,22924
535,Express-Weekday-4-2007-VMTM-1111100,14453300,"State Capitol",0,,5350015,22927
541,Express-Weekday-4-2007-VMTM-1111100,14453301,"Arizona Ave+Ray",1,,5410012,22938
541,Express-Weekday-4-2007-VMTM-1111100,14453302,"Arizona Ave+Ray",1,,5410012,22940
541,Express-Weekday-4-2007-VMTM-1111100,14453303,"State Capitol",0,,5410011,22934
541,Express-Weekday-4-2007-VMTM-1111100,14453304,"State Capitol",0,,5410011,22937
542,Express-Weekday-4-2007-VMTM-1111100,14453305,"Chandler PNR",1,,5420012,22954
533,Express-Weekday-4-2007-VMTM-1111100,14453306,"Superstition Spgs",1,,5330012,22923
542,Express-Weekday-4-2007-VMTM-1111100,14453307,"Chandler PNR",1,,5420012,22953
542,Express-Weekday-4-2007-VMTM-1111100,14453308,"State Capitol",0,,5420011,22946
542,Express-Weekday-4-2007-VMTM-1111100,14453309,"State Capitol",0,,5420011,22944
514,Express-Weekday-4-2007-VMTM-1111100,14453310,"Fountain Hills PNR",1,,5140030,22879
514,Express-Weekday-4-2007-VMTM-1111100,14453311,"State Capitol",0,,5140031,22876
520,Express-Weekday-4-2007-VMTM-1111100,14453312,"Price+Broadway",1,,5200008,22883
520,Express-Weekday-4-2007-VMTM-1111100,14453313,"State Capitol",0,,5200002,22881
521,Express-Weekday-4-2007-VMTM-1111100,14453314,"Price+Baseline",1,,5210002,22888
521,Express-Weekday-4-2007-VMTM-1111100,14453315,"Price+Baseline",1,,5210002,22891
521,Express-Weekday-4-2007-VMTM-1111100,14453316,"State Capitol",0,,5210005,22887
521,Express-Weekday-4-2007-VMTM-1111100,14453317,"State Capitol",0,,5210005,22885
522,Express-Weekday-4-2007-VMTM-1111100,14453318,"Elliot+Shutterfly",1,,5220004,22898
522,Express-Weekday-4-2007-VMTM-1111100,14453319,"48th St+Elliot",1,,5220002,22896
522,Express-Weekday-4-2007-VMTM-1111100,14453320,"State Capitol",0,,5220010,22893
522,Express-Weekday-4-2007-VMTM-1111100,14453321,"State Capitol",0,,5220005,22895
542,Express-Weekday-4-2007-VMTM-1111100,14453322,"Chandler PNR",1,,5420012,22956
542,Express-Weekday-4-2007-VMTM-1111100,14453323,"State Capitol",0,,5420011,22948
542,Express-Weekday-4-2007-VMTM-1111100,14453324,"Chandler PNR",1,,5420012,22957
531,Express-Weekday-4-2007-VMTM-1111100,14462181,"State Capitol",0,,5310014,22904
533,Express-Weekday-4-2007-VMTM-1111100,14462182,"State Capitol",0,,5330013,22917
542,Express-Weekday-4-2007-VMTM-1111100,14462183,"State Capitol",0,,5420011,22945
541,Express-Weekday-4-2007-VMTM-1111100,14462184,"State Capitol",0,,5410011,22935
535,Express-Weekday-4-2007-VMTM-1111100,14462185,"State Capitol",0,,5350015,22925
522,Express-Weekday-4-2007-VMTM-1111100,14462187,"State Capitol",0,,5220005,22892
531,Express-Weekday-4-2007-VMTM-1111100,14462188,"Downtown Gilbert",1,,5310013,22909
533,Express-Weekday-4-2007-VMTM-1111100,14462189,"Superstition Spgs",1,,5330012,22922
535,Express-Weekday-4-2007-VMTM-1111100,14462190,"Power Rd PNR",1,,5350016,22929
541,Express-Weekday-4-2007-VMTM-1111100,14462191,"Arizona Ave+Ray",1,,5410012,22941
542,Express-Weekday-4-2007-VMTM-1111100,14462192,"Chandler PNR",1,,5420012,22951
542,Express-Weekday-4-2007-VMTM-1111100,14462193,"Chandler PNR",1,,5420012,22955
522,Express-Weekday-4-2007-VMTM-1111100,14462194,"Elliot+Shutterfly",1,,5220004,22899
542,Express-Weekday-4-2007-VMTM-1111100,14468056,"State Capitol",0,,5420011,22943
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453116,"Lot 59/Downtown Tempe",0,,FLSH0023,90162
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453117,"Lot 59/Downtown Tempe",0,,FLSH0023,90163
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453118,"Lot 59/Downtown Tempe",0,,FLSH0023,90164
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453119,"Lot 59/Downtown Tempe",0,,FLSH0023,90165
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453120,"Lot 59/Downtown Tempe",0,,FLSH0023,90166
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453121,"Lot 59/Downtown Tempe",0,,FLSH0023,90167
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453122,"Lot 59/Downtown Tempe",0,,FLSH0023,90168
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453123,"Lot 59/Downtown Tempe",0,,FLSH0023,90169
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453124,"Lot 59/Downtown Tempe",0,,FLSH0023,90170
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453125,"Lot 59/Downtown Tempe",0,,FLSH0023,90171
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453126,"Lot 59/Downtown Tempe",0,,FLSH0023,90172
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453127,"Lot 59/Downtown Tempe",0,,FLSH0023,90173
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453128,"Lot 59/Downtown Tempe",0,,FLSH0023,90174
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453129,"Lot 59/Downtown Tempe",0,,FLSH0023,90175
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453130,"Lot 59/Downtown Tempe",0,,FLSH0023,90176
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453131,"Lot 59/Downtown Tempe",0,,FLSH0023,90177
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453132,"Lot 59/Downtown Tempe",0,,FLSH0023,90178
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453133,"Lot 59/Downtown Tempe",0,,FLSH0023,90179
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453134,"Lot 59/Downtown Tempe",0,,FLSH0023,90180
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453135,"Lot 59/Downtown Tempe",0,,FLSH0023,90181
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453136,"Lot 59/Downtown Tempe",0,,FLSH0023,90182
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453137,"Lot 59/Downtown Tempe",0,,FLSH0023,90183
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453138,"Lot 59/Downtown Tempe",0,,FLSH0023,90184
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453139,"Lot 59/Downtown Tempe",0,,FLSH0023,90185
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453140,"Lot 59/Downtown Tempe",0,,FLSH0023,90186
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453141,"Lot 59/Downtown Tempe",0,,FLSH0023,90187
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453142,"Lot 59/Downtown Tempe",0,,FLSH0023,90188
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453143,"Lot 59/Downtown Tempe",0,,FLSH0023,90189
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453144,"Lot 59/Downtown Tempe",0,,FLSH0023,90190
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453145,"Lot 59/Downtown Tempe",0,,FLSH0023,90191
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453146,"Lot 59/Downtown Tempe",0,,FLSH0023,90192
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453147,"Lot 59/Downtown Tempe",0,,FLSH0023,90193
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453148,"Lot 59/Downtown Tempe",0,,FLSH0023,90194
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453149,"Lot 59/Downtown Tempe",0,,FLSH0023,90195
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453150,"Lot 59/Downtown Tempe",0,,FLSH0023,90196
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453151,"Lot 59/Downtown Tempe",0,,FLSH0023,90197
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453152,"Lot 59/Downtown Tempe",0,,FLSH0023,90198
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453153,"Lot 59/Downtown Tempe",0,,FLSH0023,90199
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453154,"Lot 59/Downtown Tempe",0,,FLSH0023,90200
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453155,"Lot 59/Downtown Tempe",0,,FLSH0023,90201
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453156,"Lot 59/Downtown Tempe",0,,FLSH0023,90202
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453157,"Lot 59/Downtown Tempe",0,,FLSH0023,90203
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453158,"Lot 59/Downtown Tempe",0,,FLSH0023,90204
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453159,"Lot 59/Downtown Tempe",0,,FLSH0023,90205
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453160,"Lot 59/Downtown Tempe",0,,FLSH0023,90206
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453161,"Lot 59/Downtown Tempe",0,,FLSH0023,90207
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453162,"Lot 59/Downtown Tempe",0,,FLSH0023,90208
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453163,"Lot 59/Downtown Tempe",0,,FLSH0023,90209
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453164,"Lot 59/Downtown Tempe",0,,FLSH0023,90210
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453165,"Lot 59/Downtown Tempe",0,,FLSH0023,90211
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453166,"Lot 59/Downtown Tempe",0,,FLSH0023,90212
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453167,"Lot 59/Downtown Tempe",0,,FLSH0023,90213
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453168,"Lot 59/Downtown Tempe",0,,FLSH0023,90214
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453169,"Lot 59/Downtown Tempe",0,,FLSH0023,90215
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453170,"Lot 59/Downtown Tempe",0,,FLSH0023,90216
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453171,"Lot 59/Downtown Tempe",0,,FLSH0023,90217
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453172,"Lot 59/Downtown Tempe",0,,FLSH0023,90218
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453173,"Lot 59/Downtown Tempe",0,,FLSH0023,90219
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453174,"Lot 59/Downtown Tempe",0,,FLSH0023,90220
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453175,"Lot 59/Downtown Tempe",0,,FLSH0023,90221
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453176,"Lot 59/Downtown Tempe",0,,FLSH0023,90222
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453177,"Lot 59/Downtown Tempe",0,,FLSH0023,90223
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453178,"Lot 59/Downtown Tempe",0,,FLSH0023,90224
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453179,"Lot 59/Downtown Tempe",0,,FLSH0023,90225
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453180,"Lot 59/Downtown Tempe",0,,FLSH0023,90226
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453181,"Lot 59/Downtown Tempe",0,,FLSH0023,90227
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453182,"Lot 59/Downtown Tempe",0,,FLSH0023,90228
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453183,"Lot 59/Downtown Tempe",0,,FLSH0023,90229
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453184,"Lot 59/Downtown Tempe",0,,FLSH0023,90230
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453185,"Lot 59/Downtown Tempe",0,,FLSH0023,90231
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453186,"Lot 59/Downtown Tempe",0,,FLSH0023,90232
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453187,"Lot 59/Downtown Tempe",0,,FLSH0023,90233
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453188,"Lot 59/Downtown Tempe",0,,FLSH0023,90234
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453189,"Lot 59/Downtown Tempe",0,,FLSH0023,90235
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453190,"Lot 59/Downtown Tempe",0,,FLSH0023,90236
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453191,"Lot 59/Downtown Tempe",0,,FLSH0023,90237
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453192,"Lot 59/Downtown Tempe",0,,FLSH0023,90238
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453193,"Lot 59/Downtown Tempe",0,,FLSH0023,90239
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453194,"Lot 59/Downtown Tempe",0,,FLSH0023,90240
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453195,"Lot 59/Downtown Tempe",0,,FLSH0023,90241
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453196,"Lot 59/Downtown Tempe",0,,FLSH0023,90242
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453197,"Lot 59/Downtown Tempe",0,,FLSH0023,90243
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453198,"Lot 59/Downtown Tempe",0,,FLSH0023,90244
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453199,"Spence Av/Rural Rd",1,,FLSH0029,90245
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453200,"Spence Av/Rural Rd",1,,FLSH0029,90246
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453201,"Spence Av/Rural Rd",1,,FLSH0029,90247
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453202,"Spence Av/Rural Rd",1,,FLSH0029,90248
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453203,"Spence Av/Rural Rd",1,,FLSH0029,90249
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453204,"Spence Av/Rural Rd",1,,FLSH0029,90250
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453205,"Spence Av/Rural Rd",1,,FLSH0029,90251
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453206,"Spence Av/Rural Rd",1,,FLSH0029,90252
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453207,"Spence Av/Rural Rd",1,,FLSH0029,90253
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453208,"Spence Av/Rural Rd",1,,FLSH0029,90254
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453209,"Spence Av/Rural Rd",1,,FLSH0029,90255
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453210,"Spence Av/Rural Rd",1,,FLSH0029,90256
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453211,"Spence Av/Rural Rd",1,,FLSH0029,90257
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453212,"Spence Av/Rural Rd",1,,FLSH0029,90258
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453213,"Spence Av/Rural Rd",1,,FLSH0029,90259
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453214,"Spence Av/Rural Rd",1,,FLSH0029,90260
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453215,"Spence Av/Rural Rd",1,,FLSH0029,90261
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453216,"Spence Av/Rural Rd",1,,FLSH0029,90262
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453217,"Spence Av/Rural Rd",1,,FLSH0029,90263
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453218,"Spence Av/Rural Rd",1,,FLSH0029,90264
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453219,"Spence Av/Rural Rd",1,,FLSH0029,90265
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453220,"Spence Av/Rural Rd",1,,FLSH0029,90266
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453221,"Spence Av/Rural Rd",1,,FLSH0029,90267
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453222,"Spence Av/Rural Rd",1,,FLSH0029,90268
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453223,"Spence Av/Rural Rd",1,,FLSH0029,90269
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453224,"Spence Av/Rural Rd",1,,FLSH0029,90270
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453225,"Spence Av/Rural Rd",1,,FLSH0029,90271
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453226,"Spence Av/Rural Rd",1,,FLSH0029,90272
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453227,"Spence Av/Rural Rd",1,,FLSH0029,90273
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453228,"Spence Av/Rural Rd",1,,FLSH0029,90274
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453229,"Spence Av/Rural Rd",1,,FLSH0029,90275
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453230,"Spence Av/Rural Rd",1,,FLSH0029,90276
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453231,"Spence Av/Rural Rd",1,,FLSH0029,90277
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453232,"Spence Av/Rural Rd",1,,FLSH0029,90278
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453233,"Spence Av/Rural Rd",1,,FLSH0029,90279
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453234,"Spence Av/Rural Rd",1,,FLSH0029,90280
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453235,"Spence Av/Rural Rd",1,,FLSH0029,90281
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453236,"Spence Av/Rural Rd",1,,FLSH0029,90282
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453237,"Spence Av/Rural Rd",1,,FLSH0029,90283
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453238,"Spence Av/Rural Rd",1,,FLSH0029,90284
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453239,"Spence Av/Rural Rd",1,,FLSH0029,90285
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453240,"Spence Av/Rural Rd",1,,FLSH0029,90286
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453241,"Spence Av/Rural Rd",1,,FLSH0029,90287
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453242,"Spence Av/Rural Rd",1,,FLSH0029,90288
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453243,"Spence Av/Rural Rd",1,,FLSH0029,90289
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453244,"Spence Av/Rural Rd",1,,FLSH0029,90290
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453245,"Spence Av/Rural Rd",1,,FLSH0029,90291
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453246,"Spence Av/Rural Rd",1,,FLSH0029,90292
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453247,"Spence Av/Rural Rd",1,,FLSH0029,90293
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453248,"Spence Av/Rural Rd",1,,FLSH0029,90294
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453249,"Spence Av/Rural Rd",1,,FLSH0029,90295
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453250,"Spence Av/Rural Rd",1,,FLSH0029,90296
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453251,"Spence Av/Rural Rd",1,,FLSH0029,90297
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453252,"Spence Av/Rural Rd",1,,FLSH0029,90298
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453253,"Spence Av/Rural Rd",1,,FLSH0029,90299
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453254,"Spence Av/Rural Rd",1,,FLSH0029,90300
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453255,"Spence Av/Rural Rd",1,,FLSH0029,90301
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453256,"Spence Av/Rural Rd",1,,FLSH0029,90302
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453257,"Spence Av/Rural Rd",1,,FLSH0029,90303
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453258,"Spence Av/Rural Rd",1,,FLSH0029,90304
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453259,"Spence Av/Rural Rd",1,,FLSH0029,90305
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453260,"Spence Av/Rural Rd",1,,FLSH0029,90306
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453261,"Spence Av/Rural Rd",1,,FLSH0029,90307
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453262,"Spence Av/Rural Rd",1,,FLSH0029,90308
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453263,"Spence Av/Rural Rd",1,,FLSH0029,90309
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453264,"Spence Av/Rural Rd",1,,FLSH0029,90310
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453265,"Spence Av/Rural Rd",1,,FLSH0029,90311
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453266,"Spence Av/Rural Rd",1,,FLSH0029,90312
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453267,"Spence Av/Rural Rd",1,,FLSH0029,90313
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453268,"Spence Av/Rural Rd",1,,FLSH0029,90314
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453269,"Spence Av/Rural Rd",1,,FLSH0029,90315
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453270,"Spence Av/Rural Rd",1,,FLSH0029,90316
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453271,"Spence Av/Rural Rd",1,,FLSH0029,90317
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453272,"Spence Av/Rural Rd",1,,FLSH0029,90318
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453273,"Spence Av/Rural Rd",1,,FLSH0029,90319
FLSH,FLSH-Weekday-4-2007-VMTM-1111100,14453274,"Spence Av/Rural Rd",1,,FLSH0029,90320
