link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,qdf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_p,person_vol_rt,person_vol_dms,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
45,bpr,35,40,3.000000,0.812290,0.504842,0.749806,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.750,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0886230 33.6548900, -112.0943490 33.6604350)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
46,bpr,35,41,3.000000,1.280510,0.795842,1.182009,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.182,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0886360 33.6548910, -112.0996530 33.6479270)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
47,bpr,41,35,3.000000,1.280430,0.795792,1.181935,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.182,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0996410 33.6479090, -112.0886240 33.6548720)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
48,bpr,4,36,2.000000,1.497090,0.930447,2.994180,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.994,30.000,18.645,1.000,0.000,0.000,700.000,0.000,0.000,0.000,0.250,2.000,0.000,0.955,1.142,0.000,0.000,30.000,25.500,0.400,4.000,30.000,25.500,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1827040 33.6676370, -112.1688800 33.6606580)",0.000,0.000,0.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,30.000,,0.000,0.000,0.000,30.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
49,bpr,2,34,3.000000,3.108150,1.931728,2.869062,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.869,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0298670 33.6552980, -112.0633880 33.6550670)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
50,bpr,34,35,3.000000,2.340500,1.454630,2.160462,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.160,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0633880 33.6550670, -112.0886300 33.6548930)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
51,bpr,35,33,3.000000,2.448910,1.522007,2.260532,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.261,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0886300 33.6548930, -112.1150410 33.6546990)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
52,bpr,33,32,3.000000,1.988620,1.235935,1.835649,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.836,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1150410 33.6546990, -112.1364880 33.6545630)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
53,bpr,32,31,3.000000,2.321790,1.443002,2.143191,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.143,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1364880 33.6545630, -112.1615280 33.6543910)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
54,bpr,31,30,3.000000,2.509090,1.559410,2.316083,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.316,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1615280 33.6543910, -112.1885880 33.6542040)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
55,bpr,30,1,3.000000,2.580120,1.603555,2.381649,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.382,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,3.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1885880 33.6542040, -112.2164130 33.6539380)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
56,bpr,7,38,1.000000,0.672220,0.417787,0.620511,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,884.347,-1.000,0.000,0.000,0.000,0.000,,,,0.000,884.347,0.621,64.998,40.397,1.000,0.116,0.116,1900.000,0.000,0.000,0.000,0.250,1.000,221.087,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,64.994,55.250,369.469,9.146,369.469,9.146,0.000,0.000,"LINESTRING (-112.1203160 33.6680620, -112.1175340 33.6624630)",0.000,400.009,484.338,65.000,64.999,64.998,64.998,64.997,64.996,64.995,64.995,61.746,64.995,64.996,64.997,64.997,64.998,64.999,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,884.347,884.347,65.000,64.998,-0.002,0.000,0.116,0.116,0.000,0.000,0.000,period-based
57,bpr,38,7,1.000000,0.672160,0.417750,0.620455,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.620,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1175130 33.6624740, -112.1202960 33.6680720)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
58,bpr,39,23,1.000000,0.793640,0.493250,0.732591,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,884.347,-1.000,0.000,0.000,0.000,0.000,,,,0.000,884.347,0.733,64.998,40.397,1.000,0.116,0.116,1900.000,0.000,0.000,0.000,0.250,1.000,221.087,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,64.994,55.250,436.204,10.798,436.204,10.798,0.000,0.000,"LINESTRING (-112.1153650 33.6468360, -112.1173500 33.6398730)",0.000,400.009,484.338,65.000,64.999,64.998,64.998,64.997,64.996,64.995,64.995,61.746,64.995,64.996,64.997,64.997,64.998,64.999,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,884.347,884.347,65.000,64.998,-0.002,0.000,0.116,0.116,0.000,0.000,0.000,period-based
59,bpr,23,39,1.000000,0.793660,0.493263,0.732609,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.733,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1173300 33.6398670, -112.1153440 33.6468300)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
60,bpr,7,42,1.000000,0.376270,0.233853,0.347326,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.347,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1202950 33.6680650, -112.1196100 33.6714100)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
61,bpr,42,7,1.000000,0.376250,0.233841,0.347308,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.347,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1196330 33.6714140, -112.1203170 33.6680690)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
62,bpr,23,43,1.000000,0.556880,0.346103,0.514043,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.514,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1173510 33.6398690, -112.1169600 33.6348570)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
63,bpr,43,23,1.000000,0.556870,0.346097,0.514034,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.514,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1169370 33.6348590, -112.1173290 33.6398710)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
64,bpr,11,44,1.000000,3.751730,2.331715,3.463135,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,3.463,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0461960 33.6685660, -112.0057270 33.6687410)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
65,bpr,44,11,1.000000,3.751720,2.331709,3.463126,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,3.463,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0057270 33.6687640, -112.0461960 33.6685890)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
66,bpr,44,45,1.000000,3.895360,2.420982,3.595717,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,3.596,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0057270 33.6687410, -111.9637300 33.6676120)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
67,bpr,45,44,1.000000,3.895370,2.420988,3.595726,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,3.596,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-111.9637300 33.6676350, -112.0057270 33.6687640)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
68,bpr,45,46,1.000000,2.908970,1.807937,2.685203,-1,0,,network_wide,-1,0,-1,-1,1,,,0600_1000,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,2.685,65.000,40.398,1.000,0.000,0.000,1900.000,0.000,0.000,0.000,0.250,1.000,0.000,0.955,1.142,0.000,0.000,65.000,55.250,0.400,4.000,65.000,55.250,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-111.9637320 33.6676120, -111.9328960 33.6627590)",0.000,0.000,0.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,,0.000,0.000,0.000,65.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
