stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,district
1034,16588,Bell Rd & 35th Av,,33.63943075,-112.133856,,,0,,PH
1035,16587,Bell Rd & 37th Av,,33.639297,-112.138205,,,0,,PH
1036,16586,Bell Rd & 39th Av,,33.63931375,-112.1426822,,,0,,PH
1037,16599,Bell Rd & 3rd Av,,33.64009402,-112.0780962,,,0,,PH
1038,16584,Bell Rd & 43rd Av,,33.63917138,-112.150981,,,0,,PH
1039,16472,Bell Rd & 47th Av,,33.638998,-112.160005,,,0,,PH
104,16625,Bell Rd & 56th St,,33.64029637,-111.9595221,,,0,,PH
1040,16471,Bell Rd & 49th Av,,33.63894858,-112.1644229,,,0,,PH
1041,16470,Bell Rd & 51st Av,,33.63885371,-112.1685855,,,0,,PH
1042,16583,Bell Rd & 53rd Av,,33.63882429,-112.1725765,,,0,,GL
1043,16581,Bell Rd & 57th Av,,33.63869683,-112.1807412,,,0,,GL
1044,16580,Bell Rd & 59th Av,,33.6385477,-112.1856529,,,0,,GL
1045,16579,Bell Rd & 61st Av,,33.6385033,-112.1904708,,,0,,GL
1046,16578,Bell Rd & 63rd Av,,33.63843969,-112.1944342,,,0,,GL
1047,16576,Bell Rd & 67th Av,,33.63814681,-112.2010647,,,0,,GL
1048,14371,Bell Rd & 69th Av,,33.63811877,-112.2064383,,,0,,GL
1049,14370,Bell Rd & 73rd Av,,33.638088,-112.2153731,,,0,,PE
105,16626,Bell Rd & 58th St,,33.64029279,-111.9553861,,,0,,PH
1050,14369,Bell Rd & 75th Av,,33.63801058,-112.219745,,,0,,PE
1051,16598,Bell Rd & 7th Av,,33.64002815,-112.0823959,,,0,,PH
1052,16473,Bell Rd & Park Pl,,33.63910914,-112.1551412,,,0,,PH
1053,16582,Bell Rd & Talavi Bl,,33.63876122,-112.177329,,,0,,GL
1054,16577,Bell Rd & 6451 West,,33.63831474,-112.1982823,,,0,,GL
1055,13845,Bethany Home Rd & 17th Av,,33.52385975,-112.0951103,,,0,,PH
1056,12747,Bethany Home Rd & 11th Av,,33.52381886,-112.086136,,,0,,PH
1057,13846,Bethany Home Rd & 15th Av,,33.52385035,-112.0930508,,,0,,PH
1058,13844,Bethany Home Rd & 19th Av,,33.52393386,-112.0989568,,,0,,PH
1059,13843,Bethany Home Rd & 21st Av,,33.5240171,-112.1030721,,,0,,PH
106,16627,Bell Rd & 60th St,,33.64026399,-111.9511986,,,0,,PH
1060,13842,Bethany Home Rd & 23rd Av,,33.52398253,-112.1078867,,,0,,PH
1061,13840,Bethany Home Rd & 27th Av,,33.52390402,-112.1159047,,,0,,PH
1062,13839,Bethany Home Rd & 29th Av,,33.52391876,-112.120875,,,0,,PH
1063,13838,Bethany Home Rd & 31st Av,,33.52390065,-112.125266,,,0,,PH
1064,13837,Bethany Home Rd & 33rd Av,,33.52388071,-112.1293928,,,0,,PH
1065,12354,Bethany Home Rd & 35th Av,,33.52386238,-112.1336813,,,0,,PH
1066,13835,Bethany Home Rd & 37th Av,,33.52386444,-112.13801,,,0,,PH
1067,13834,Bethany Home Rd & 39th Av,,33.5238462,-112.142346,,,0,,PH
1068,13849,Bethany Home Rd & 3rd Av,,33.52372673,-112.0774128,,,0,,PH
1069,13832,Bethany Home Rd & 43rd Av,,33.52378158,-112.1506724,,,0,,PH
107,16628,Bell Rd & 61st Pl,,33.64032212,-111.9478679,,,0,,PH
1070,13831,Bethany Home Rd & 45th Dr,,33.52382644,-112.1562574,,,0,,GL
1071,13830,Bethany Home Rd & 47th Av,,33.52383091,-112.1591975,,,0,,GL
1072,13370,Bethany Home Rd & 49th Av,,33.52385372,-112.1637449,,,0,,GL
1073,13828,Bethany Home Rd & 51st Av,,33.52381079,-112.1677109,,,0,,GL
1074,13825,Bethany Home Rd & 55th Av,,33.52390917,-112.1768143,,,0,,GL
1075,13824,Bethany Home Rd & 57th Av,,33.523936,-112.1812506,,,0,,GL
1076,13823,Bethany Home Rd & 59th Av,,33.5239606,-112.185569,,,0,,GL
1077,13822,Bethany Home Rd & 61st Av,,33.52390694,-112.190177,,,0,,GL
1078,13821,Bethany Home Rd & 63rd Av,,33.52387247,-112.1945667,,,0,,GL
1079,13818,Bethany Home Rd & 67th Av,,33.52370793,-112.2026627,,,0,,GL
108,16629,Bell Rd & 64th St,,33.64025963,-111.9424562,,,0,,PH
1080,13848,Bethany Home Rd & 7th Av,,33.52375761,-112.0817157,,,0,,PH
1081,13827,Bethany Home Rd & 5200 West,,33.52388681,-112.170605,,,0,,GL
1083,13833,Bethany Home Rd & 41st Av,,33.52382463,-112.1475369,,,0,,PH
1084,13820,Bethany Home Rd & 65th Av,,33.52379737,-112.1997847,,,0,,GL
1085,18194,Bethany Home Rd & 24th Av,,33.52395947,-112.1111393,,,0,,PH
1086,13096,Broadway Rd & Farmer Av,,33.40724691,-111.9442696,,,0,,TE
1087,13065,Broadway Rd & 15th Av,,33.40663573,-112.0901583,,,0,,PH
1088,13089,Broadway Rd & 48th St,,33.40719044,-111.9775049,,,0,place_48BD,TE
1089,10647,Broadway Rd & 7th Av,,33.4066054,-112.0814145,,,0,,PH
109,16630,Bell Rd & 66th St,,33.64025729,-111.9379676,,,0,,PH
1090,13122,Broadway Rd & Alma School Rd,,33.40747664,-111.856107,,,0,,ME
1091,13090,Broadway Rd & 55th St,,33.4073478,-111.965345,,,0,,TE
1092,13126,Broadway Rd & Country Club Dr,,33.40775649,-111.8394795,,,0,,ME
1093,13092,Broadway Rd & Cutler Dr,,33.40728831,-111.958065,,,0,,TE
1094,13125,Broadway Rd & Date,,33.40767914,-111.8440606,,,0,,ME
1095,13118,Broadway Rd & Dobson Rd,,33.40740447,-111.8736297,,,0,,ME
1096,13113,Broadway Rd & El Dorado,,33.40737972,-111.886773,,,0,,ME
1097,13124,Broadway Rd & Extension Rd,,33.40762631,-111.848003,,,0,,ME
1098,13094,Broadway Rd & Hardy Dr,,33.40726056,-111.9517506,,,0,,TE
1099,13093,Broadway Rd & Industrial Park Av,,33.40728866,-111.9545214,,,0,,TE
11,12654,5th St & Myrtle Av,,33.42537018,-111.9388179,,,0,,TE
110,16631,Bell Rd & 68th St,,33.63973108,-111.9334585,,,0,,PH
1100,13120,Broadway Rd & Longmore,,33.40748388,-111.8651863,,,0,,ME
1101,13128,Broadway Rd & MacDonald,,33.40773581,-111.8337504,,,0,,ME
1102,18464,7th St & Beardsley Rd,,33.67017202,-112.0653587,,,0,,PH
1103,13091,Broadway Rd & Priest Dr,,33.40732047,-111.960292,,,0,,TE
1104,13127,Broadway Rd & Robson,,33.40776979,-111.8364477,,,0,,ME
1105,13095,Broadway Rd & Roosevelt St,,33.40725812,-111.9474289,,,0,,TE
1106,13114,Broadway Rd & Roosevelt Rd,,33.40739494,-111.882874,,,0,,ME
1107,13119,Broadway Rd & Saguaro,,33.40748653,-111.8676584,,,0,,ME
1108,13121,Broadway Rd & Standage,,33.40750728,-111.8607583,,,0,,ME
1109,18465,7th St & Irma Ln,,33.67378238,-112.0654653,,,0,,PH
111,16602,Bell Rd & 7th St,,33.64012055,-112.0650025,,,0,,PH
1110,18466,7th St & Rose Garden Ln,,33.67715182,-112.065418,,,0,,PH
1111,13115,Broadway Rd & 2145 West,,33.40743314,-111.8783139,,,0,,ME
1112,13066,Broadway Rd & 9th Av,,33.40661737,-112.085198,,,0,,PH
1114,13123,Broadway Rd & Westwood,,33.40757177,-111.8528288,,,0,,ME
1115,10979,Buckeye Rd & 31st Av,,33.43682677,-112.1254685,,,0,,PH
1116,10966,Buckeye Rd & 65th Av,,33.43707344,-112.1977853,,,0,,PH
1117,10987,Buckeye Rd & 15th Av,,33.43665564,-112.0907714,,,0,,PH
1118,10986,Buckeye Rd & 17th Av,,33.43665104,-112.0953231,,,0,,PH
1119,10985,Buckeye Rd & 19th Av,,33.43664254,-112.0994849,,,0,,PH
112,16603,Bell Rd & 9th St,,33.64016395,-112.0607446,,,0,,PH
1120,10982,Buckeye Rd & 25th Av,,33.43671491,-112.1126051,,,0,,PH
1121,18467,7th St & Lone Cactus Dr,,33.68062564,-112.0654724,,,0,,PH
1122,18167,Buckeye Rd & 27th Av,,33.43667799,-112.1166594,,,0,,PH
1123,10980,Buckeye Rd & 29th Av,,33.43677515,-112.1213545,,,0,,PH
1124,18468,Deer Valley Rd & 7th St,,33.68402151,-112.0663874,,,0,,PH
1125,18469,Deer Valley Rd & Central Av,,33.68389309,-112.0746759,,,0,,PH
1126,10978,Buckeye Rd & 33rd Av,,33.43682508,-112.1299237,,,0,,PH
1127,10977,Buckeye Rd & 35th Av,,33.43678435,-112.1341356,,,0,,PH
1128,10976,Buckeye Rd & 37th Av,,33.43679325,-112.1383728,,,0,,PH
1129,10975,Buckeye Rd & 39th Av,,33.43680273,-112.1426307,,,0,,PH
113,16609,Bell Rd & Cave Creek Rd,,33.64033038,-112.0303278,,,0,,PH
1130,10974,Buckeye Rd & 41st Av,,33.43678872,-112.1466715,,,0,,PH
1131,10973,Buckeye Rd & 43rd Av,,33.43678977,-112.151149,,,0,,PH
1132,10972,Buckeye Rd & 47th Av,,33.4367271,-112.1599482,,,0,,PH
1133,10990,Buckeye Rd & 4th Av,,33.43699101,-112.0788583,,,0,,PH
1134,10971,Buckeye Rd & 51st Av,,33.43663496,-112.1687702,,,0,,PH
1135,10970,Buckeye Rd & 54th Av,,33.43674542,-112.174793,,,0,,PH
1136,10969,Buckeye Rd & 56th Av,,33.43682731,-112.1803231,,,0,,PH
1137,10968,Buckeye Rd & 59th Av,,33.436832,-112.1845832,,,0,,PH
1138,10967,Buckeye Rd & 63rd Av,,33.43703157,-112.1948566,,,0,,PH
1139,10965,Buckeye Rd & 67th Av,,33.43704366,-112.2024734,,,0,,PH
114,16600,Bell Rd & Central Av,,33.64009179,-112.0739378,,,0,,PH
1140,10989,Buckeye Rd & 7th Av,,33.4367787,-112.0819197,,,0,,PH
1141,15399,Buckeye Rd & I-17 Fwy,,33.43668201,-112.1071736,,,0,,PH
1142,10991,Buckeye Rd & Central Av,,33.43673633,-112.073209,,,0,,PH
1143,10984,Buckeye Rd & 21st Av,,33.43666786,-112.1039296,,,0,,PH
1144,10988,Buckeye Rd & 10th Av,,33.43667842,-112.0864487,,,0,,PH
1145,16045,Cactus Rd & 37th Av,,33.596197,-112.137306,,,0,,PH
1146,16041,Cactus Rd & 44th Dr,,33.596197,-112.153707,,,0,,PH
1147,16052,Cactus Rd & 21st Av,,33.596299,-112.103507,,,0,,PH
1148,16051,Cactus Rd & 23rd Av,,33.596299,-112.107306,,,0,,PH
1149,16049,Cactus Rd & 28th Dr,,33.59627073,-112.119652,,,0,,PH
115,16621,Bell Rd & Tatum Bl,,33.64039599,-111.9770776,,,0,,PH
1150,10281,Cactus Rd & 31st Av,,33.596199,-112.124807,,,0,,PH
1151,16047,Cactus Rd & 33rd Av,,33.596198,-112.129004,,,0,,PH
1152,16046,Cactus Rd & 35th Av,,33.59623419,-112.1333505,,,0,,PH
1153,16044,Cactus Rd & 39th Av,,33.596197,-112.142006,,,0,,PH
1154,16043,Cactus Rd & 41st Av,,33.596197,-112.146305,,,0,,PH
1155,18470,Deer Valley Rd & 3rd Av,,33.68388673,-112.0782763,,,0,,PH
1156,16042,Cactus Rd & 43rd Av,,33.59622369,-112.1505506,,,0,,PH
1157,16040,Cactus Rd & 45th Ln,,33.596199,-112.156706,,,0,,PH
1158,16039,Cactus Rd & 47th Av,,33.596228,-112.159423,,,0,,PH
1159,16038,Cactus Rd & 49th Av,,33.596199,-112.163806,,,0,,PH
116,16467,Bell Rd & 7077 East,,33.63870582,-111.9287372,,,0,,PH
1160,16037,Cactus Rd & 51st Av,,33.59621073,-112.1679088,,,0,,PH
1161,16050,Cactus Rd & 25th Av,,33.596299,-112.112505,,,0,,PH
1162,13318,Camelback Rd & 47th Av,,33.50933478,-112.1596963,,,0,,PH
1163,13335,Camelback Rd & 11th Av,,33.5092354,-112.0854562,,,0,,PH
1164,18188,Camelback Rd & 15th Av,,33.50932709,-112.0902112,,,0,,PH
1165,13333,Camelback Rd & 17th Av,,33.50938718,-112.0950944,,,0,,PH
1166,11077,Camelback Rd & 19th Av,,33.50933994,-112.0990683,,,0,,PH
1167,13331,Camelback Rd & 21st Av,,33.50946949,-112.1038077,,,0,,PH
1168,13330,Camelback Rd & 23rd Av,,33.50943131,-112.1080194,,,0,,PH
1169,13328,Camelback Rd & 27th Av,,33.50932627,-112.1163751,,,0,,PH
117,13853,Bethany Home Rd & 10th St,,33.5236321,-112.0601262,,,0,,PH
1170,13326,Camelback Rd & 31st Av,,33.50935211,-112.1251575,,,0,,PH
1171,13325,Camelback Rd & 33rd Av,,33.50935189,-112.1293229,,,0,,PH
1172,13324,Camelback Rd & 35th Av,,33.50931037,-112.1337125,,,0,,PH
1173,13323,Camelback Rd & 37th Av,,33.50933478,-112.1378382,,,0,,PH
1174,18614,Camelback Rd & 39th Av,,33.50930731,-112.1421233,,,0,,PH
1175,13337,Camelback Rd & 3rd Av,,33.5091062,-112.0775445,,,0,,PH
1176,13319,Camelback Rd & 45th Av,,33.50933055,-112.1550161,,,0,,PH
1177,13317,Camelback Rd & 51st Av,,33.50930878,-112.1681807,,,0,,PH
1178,13316,Camelback Rd & 53rd Av,,33.5093728,-112.1725526,,,0,,PH
1179,13315,Camelback Rd & 55th Av,,33.50941578,-112.1770496,,,0,,PH
118,13854,Bethany Home Rd & 12th St,,33.52363246,-112.0557074,,,0,,PH
1180,13314,Camelback Rd & 57th Av,,33.50944643,-112.1816394,,,0,,PH
1181,13313,Camelback Rd & 59th Av,,33.50943648,-112.1856917,,,0,,PH
1182,13312,Camelback Rd & 61st Av,,33.50940401,-112.191161,,,0,,PH
1183,13311,Camelback Rd & 63rd Av,,33.50935347,-112.194713,,,0,,PH
1184,13336,Camelback Rd & 7th Av,,33.50904932,-112.0818466,,,0,,PH
1185,13329,Camelback Rd & I-17 Fwy,,33.50940863,-112.1108184,,,0,,PH
1186,13320,Camelback Rd & 43rd Av,,33.50930299,-112.1507663,,,0,,PH
1187,13321,Camelback Rd & 40th Av,,33.50931706,-112.1449965,,,0,,PH
1188,13327,Camelback Rd & 29th Av,,33.5093572,-112.1215729,,,0,,PH
119,13855,Bethany Home Rd & 13th Pl,,33.52362729,-112.0522505,,,0,,PH
1197,16494,Chandler Bl & Evergreen St,,33.30594547,-111.8538866,,,0,,CH
1198,18471,Deer Valley Rd & 3rd Av,,33.68358068,-112.0773241,,,0,,PH
1199,16476,Chandler Bl & 56th St,,33.30512551,-111.9621239,,,0,,CH
120,13851,Bethany Home Rd & 3rd St,,33.52367185,-112.0690913,,,0,,PH
1200,10272,Chandler Bl & Alma School Rd,,33.30589539,-111.8583133,,,0,,CH
1201,16477,Chandler Bl & Beck Av,,33.30513989,-111.955496,,,0,,CH
1202,16483,Chandler Bl & Chandler Village Dr,,33.30546027,-111.9017698,,,0,,CH
1203,18472,Deer Valley & Central Av,,33.68359684,-112.0736992,,,0,,PH
1205,16489,Chandler Bl & Dobson Rd,,33.30581158,-111.8758098,,,0,,CH
1206,16482,Chandler Bl & Driftwood Av,,33.30525787,-111.9339663,,,0,,CH
1207,14856,Chandler Bl & Galaxy Dr,,33.30529536,-111.9194978,,,0,,CH
1208,16481,Chandler Bl & Gila Springs Bl,,33.30522786,-111.9411813,,,0,,CH
1209,14857,Chandler Bl & McClintock Dr,,33.30525991,-111.9106479,,,0,,CH
121,13852,Bethany Home Rd & 7th St,,33.52364243,-112.0643883,,,0,,PH
1210,16484,Chandler Bl & Metro Bl,,33.305565,-111.897127,,,0,,CH
1212,16490,Chandler Bl & Pennington Dr,,33.30582489,-111.8712722,,,0,,CH
1213,16485,Chandler Bl & Price Rd,,33.30573099,-111.8920292,,,0,,CH
1214,16478,Chandler Bl & Roosevelt Av,,33.30516912,-111.9505915,,,0,,CH
1215,14854,Chandler Bl & Rural Rd,,33.30526116,-111.9279465,,,0,,CH
1216,14855,Chandler Bl & Terrace Rd,,33.3052968,-111.9233332,,,0,,CH
1217,16492,Chandler Bl & Parklane Bl,,33.30590193,-111.8631353,,,0,,CH
1218,16488,Chandler Bl & Carriage Ln,,33.30578658,-111.8799363,,,0,,CH
122,13850,Bethany Home Rd & Central Av,,33.52369129,-112.0730399,,,0,,PH
1220,16491,Chandler Bl & Arrowhead Dr,,33.30586541,-111.8668238,,,0,,CH
1223,12260,Cheryl Dr & 33rd Av,,33.57804271,-112.1293261,,,0,,PH
1224,12261,Cheryl Dr & 3161 West,,33.57628905,-112.1271945,,,0,,PH
1225,15817,Chilton Av & San Marcos Pl,,33.353746,-111.843754,,,0,,CH
1226,11732,Country Gables Dr & 31st Av,,33.62099371,-112.1241236,,,0,,PH
1227,18473,7th St & Deer Valley Rd,,33.68319301,-112.0658834,,,0,,PH
1228,18474,7th St & Lone Cactus Dr,,33.67968712,-112.0658147,,,0,,PH
1229,10194,Dobbins Rd & 10th Av,,33.36306677,-112.0859172,,,0,,PH
123,13085,Broadway Rd & 41st St,,33.40718457,-111.9924845,,,0,,PH
1230,10193,Dobbins Rd & 15th Av,,33.36304828,-112.0914319,,,0,,PH
1231,10196,Dobbins Rd & Montezuma St,,33.36312781,-112.079807,,,0,,PH
1232,10697,Dunlap Av & 2nd Dr,,33.56757754,-112.076566,,,0,,PH
1233,18475,7th St & Rose Garden Ln,,33.6759944,-112.0658098,,,0,,PH
1234,15256,Dunlap Av & 11th Av,,33.56745577,-112.0865721,,,0,,PH
1235,15255,Dunlap Av & 15th Av,,33.56746882,-112.0907422,,,0,,PH
1236,15254,Dunlap Av & 17th Av,,33.56748471,-112.0942447,,,0,,PH
1237,15253,Dunlap Av & 19th Av,,33.56747325,-112.0990036,,,0,,PH
1238,18065,Dunlap Av & 23rd Av,,33.56741883,-112.1076764,,,0,,PH
1239,11101,Dunlap Av & 25th Av,,33.56743983,-112.1119599,,,0,,PH
124,13140,Broadway Rd & Chestnut,,33.4080169,-111.7833726,,,0,,ME
1240,11714,Dunlap Av & 31st Av,,33.56745505,-112.1251843,,,0,,PH
1241,18476,7th St & Irma Ln,,33.67274884,-112.0658,,,0,,PH
1242,15251,Dunlap Av & 35th Av,,33.56743094,-112.133325,,,0,,PH
1243,15250,Dunlap Av & 37th Av,,33.56742711,-112.1379569,,,0,,PH
1244,15249,Dunlap Av & 39th Av,,33.56742844,-112.1423945,,,0,,PH
1245,15247,Dunlap Av & 43rd Av,,33.56740432,-112.1512094,,,0,,PH
1246,10696,Dunlap Av & 7th Av,,33.56746336,-112.0816491,,,0,,PH
1247,11100,Dunlap Av & I-17 Fwy,,33.56738449,-112.1161763,,,0,,PH
1248,15252,Dunlap Av & 3300 West,,33.56744005,-112.1289123,,,0,,PH
1249,11103,Dunlap Av & C Street,,33.56748359,-112.1023669,,,0,,PH
125,13072,Broadway Rd & 18th St,,33.40669653,-112.0427558,,,0,,PH
1250,18477,7th St & Beardsley Rd,,33.66778644,-112.0658557,,,0,,PH
1251,18478,7th St & Behrend Dr,,33.66535625,-112.06578,,,0,,PH
1252,18479,7th St & Utopia Dr,,33.66165646,-112.0657671,,,0,,PH
1253,11099,Dunlap Av & 28th Av,,33.56741736,-112.1197123,,,0,,PH
1254,18454,7th St & Westcott Dr,,33.65840044,-112.0657494,,,0,,PH
1255,15248,Dunlap Av & 42nd Av,,33.56742177,-112.1487358,,,0,,PH
126,13152,Broadway Rd & 48th St,,33.40822994,-111.7277932,,,0,,ME
1262,15812,Elliot Rd & Sycamore Pl,,33.34952603,-111.8696701,,,0,,CH
1263,15793,Elliot Rd & Roosevelt St,,33.3490357,-111.9494754,,,0,,TE
1264,15809,Elliot Rd & 91st St,,33.34930862,-111.8874758,,,0,,CH
1265,17035,Elliot Rd & Alma School Rd,,33.34954413,-111.8578869,,,0,,CH
1266,15810,Elliot Rd & Bullmoose Dr,,33.34938206,-111.8823128,,,0,,CH
1267,15813,Elliot Rd & Central Dr,,33.34955278,-111.8662986,,,0,,CH
1268,15811,Elliot Rd & Dobson Rd,,33.34936509,-111.8757644,,,0,,CH
1269,15808,Elliot Rd & Price Rd,,33.3491588,-111.8923961,,,0,,CH
127,13069,Broadway Rd & 12th St,,33.4066385,-112.0551733,,,0,,PH
1270,15821,Elliot Rd & William Dillard Dr,,33.34962679,-111.8306171,,,0,,GI
1271,17015,Elliot Rd & 48th St,,33.3487999,-111.9807909,,,0,,PH
1272,15824,Elliot Rd & Cambridge St,,33.34972911,-111.8120961,,,0,,GI
1273,15828,Elliot Rd & Catalina St,,33.3498679,-111.79314,,,0,,GI
1274,15825,Elliot Rd & Cooper Rd,,33.34975204,-111.8060095,,,0,,GI
1275,15792,Elliot Rd & Hardy Dr,,33.34896368,-111.9537088,,,0,,TE
1276,15823,Elliot Rd & Island Dr,,33.34967841,-111.8196873,,,0,,GI
1277,15826,Elliot Rd & Madera Parc Dr,,33.34977267,-111.8023667,,,0,,GI
1278,15822,Elliot Rd & McQueen Rd,,33.34961645,-111.8237535,,,0,,GI
1279,15827,Elliot Rd & Neely St,,33.34979367,-111.7986298,,,0,,GI
128,13070,Broadway Rd & 14th St,,33.4066587,-112.0510182,,,0,,PH
1280,15790,Elliot Rd & Priest Dr,,33.3489416,-111.9625343,,,0,,TE
1281,15791,Elliot Rd & Beck Av,,33.34899435,-111.9578635,,,0,,TE
1282,15816,Elliot Rd & Nebraska St,,33.3496446,-111.8482794,,,0,,CH
129,13071,Broadway Rd & 16th St,,33.40664302,-112.0464765,,,0,,PH
13,17376,8th St & Alma School Rd,,33.42930628,-111.8556183,,,0,,ME
130,13073,Broadway Rd & 20th St,,33.40672528,-112.0386452,,,0,,PH
1304,10733,Fillmore St & 6th Av,,33.4546768,-112.0809081,,,0,,PH
1306,10734,Fillmore St & 4th Av,,33.45464962,-112.0791731,,,0,,PH
1307,15525,Frye Rd & Alma School Rd,,33.29867489,-111.8581982,,,0,,CH
1308,15528,Frye Rd & California St,,33.29879752,-111.8433381,,,0,,CH
1309,15526,Frye Rd & Fairview St,,33.29873426,-111.8536466,,,0,,CH
131,13074,Broadway Rd & 22nd St,,33.40676853,-112.0337011,,,0,,PH
1310,15527,Frye Rd & Nebraska St,,33.29878203,-111.8465734,,,0,,CH
1311,14475,Glendale Av & 11th Av,,33.53832762,-112.0868368,,,0,,PH
1312,14474,Glendale Av & 15th Av,,33.53836543,-112.0906573,,,0,,PH
1314,14473,Glendale Av & 17th Dr,,33.53848201,-112.0958426,,,0,,PH
1315,14472,Glendale Av & 19th Av,,33.53844493,-112.0986671,,,0,,PH
1316,14471,Glendale Av & 21st Av,,33.53853309,-112.1035506,,,0,,PH
1317,14470,Glendale Av & 23rd Av,,33.53849576,-112.1077537,,,0,,PH
1318,14468,Glendale Av & 27th Av,,33.53845052,-112.116256,,,0,,PH
1319,14467,Glendale Av & 29th Dr,,33.538298,-112.121504,,,0,,PH
132,13075,Broadway Rd & 24th St,,33.40678333,-112.0289988,,,0,,PH
1320,14466,Glendale Av & 31st Av,,33.53844188,-112.1250973,,,0,,PH
1321,14465,Glendale Av & 33rd Av,,33.53843573,-112.1295536,,,0,,PH
1322,14464,Glendale Av & 35th Av,,33.53833962,-112.1333792,,,0,,PH
1323,14462,Glendale Av & 39th Av,,33.53837714,-112.1423753,,,0,,PH
1324,14477,Glendale Av & 3rd Av,,33.5382314,-112.0778412,,,0,,PH
1325,14461,Glendale Av & 41st Av,,33.53836259,-112.1466868,,,0,,PH
1326,14460,Glendale Av & 43rd Av,,33.53833619,-112.1508842,,,0,,PH
1327,14457,Glendale Av & 46th Av,,33.53833202,-112.1572048,,,0,,GL
1328,14455,Glendale Av & 49th Av,,33.538328,-112.1644434,,,0,,GL
1329,14453,Glendale Av & 52nd Av,,33.53831722,-112.1694952,,,0,,GL
133,15296,Broadway Rd & 24th St,,33.40801731,-111.779443,,,0,,ME
1330,14452,Glendale Av & 54th Av,,33.53838823,-112.1738407,,,0,,GL
1331,14451,Glendale Av & 55th Av,,33.53839049,-112.177034,,,0,,GL
1332,14449,Glendale Av & 57th Av,,33.53846571,-112.1806798,,,0,,GL
