link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,cell_type,length,lanes,free_speed,capacity,geometry,pair,direction,ID,length_mile,length_km,NetSource,HDCPID,StreetName,Type,ChangeInScen,Included2022,Included2025Scen1,Included2025Scen2,Included2025Scen3,Included2050Scen1,Included2050Scen2,Included2050Scen3,AB_FacilityType2022,BA_FacilityType2022,AB_FacilityType2025S1,BA_FacilityType2025S1,AB_FacilityType2025S2,BA_FacilityType2025S2,AB_FacilityType2025S3,BA_FacilityType2025S3,AB_FacilityType2050S1,BA_FacilityType2050S1,AB_FacilityType2050S2,BA_FacilityType2050S2,AB_FacilityType2050S3,BA_FacilityType2050S3,AB_RoadFuncClass2022,BA_RoadFuncClass2022,AB_RoadFuncClass2025S1,BA_RoadFuncClass2025S1,AB_RoadFuncClass2025S2,BA_RoadFuncClass2025S2,AB_RoadFuncClass2025S3,BA_RoadFuncClass2025S3,AB_RoadFuncClass2050S1,BA_RoadFuncClass2050S1,AB_RoadFuncClass2050S2,BA_RoadFuncClass2050S2,AB_RoadFuncClass2050S3,BA_RoadFuncClass2050S3,AB_Lanes2022NB,BA_Lanes2022NB,CenterLane2022NB,AB_Lanes2025NB,BA_Lanes2025NB,CenterLane2025NB,AB_Lanes2050NB,BA_Lanes2050NB,CenterLane2050NB,AB_Lanes2025S1,BA_Lanes2025S1,CenterLane2025S1,AB_Lanes2025S2,BA_Lanes2025S2,AB_Lanes2025S2_v2,CenterLane2025S2,AB_Lanes2025S3,BA_Lanes2025S3,CenterLane2025S3,AB_Lanes2050S1,BA_Lanes2050S1,CenterLane2050S1,AB_Lanes2050S2,BA_Lanes2050S2,50_S2_V2,CenterLane2050S2,AB_Lanes2050S3,BA_Lanes2050S3,CenterLane2050S3,free_speed_mph,free_speed_kmh,max_speed_across different scenarios,multi_use_bike_speed,AB_Speed2022NB,BA_Speed2022NB,AB_Speed2025NB,BA_Speed2025NB,AB_Speed2050NB,BA_Speed2050NB,AB_Speed2025S1,BA_Speed2025S1,AB_Speed2025S2,BA_Speed2025S2,AB_Speed2025S3,BA_Speed2025S3,AB_Speed2050S1,BA_Speed2050S1,AB_Speed2050S2,BA_Speed2050S2,AB_Speed2050S3,BA_Speed2050S3,VDF_allowed_uses1,VDF_allowed_uses2,VDF_allowed_uses3,AB_Bike2022NB,BA_Bike2022NB,AB_Ped2022NB,BA_Ped2022NB,AB_Bike2025S1,BA_Bike2025S1,AB_Ped2025S1,BA_Ped2025S1,AB_Bike2025S2,BA_Bike2025S2,AB_Ped2025S2,BA_Ped2025S2,AB_Bike2025S3,BA_Bike2025S3,AB_Ped2025S3,BA_Ped2025S3,AB_Bike2050S1,BA_Bike2050S1,AB_Ped2050S1,BA_Ped2050S1,AB_Bike2050S2,BA_Bike2050S2,AB_Ped2050S2,BA_Ped2050S2,AB_Bike2050S3,BA_Bike2050S3,AB_Ped2050S3,BA_Ped2050S3,oldS1_22_Inc,oldS1_22_Ln,oldS1_22_Bike,oldS1_50_Inc,oldS1_50_Ln,oldS1_50_Bike,oldS2_22_Inc,oldS2_22_Ln,oldS2_22_Bike,oldS2_50_Inc,oldS2_50_Ln,oldS2_50_Bike,oldS3_22_Inc,oldS3_22_Ln,oldS3_22_Bike,oldS3_50_Inc,oldS3_50_Ln,oldS3_50_Bike,OldInclude,OldFromST,OldToSt,,
,,72,346,,2,1,0,88.23434,1,40.0,2000.0,"LINESTRING (-111.794420 33.356043, -111.795192 33.356505)",72->346,AB,54,0.054838,0.08828918,HDnet,54,W VAUGHN AVE,Street,Y,No,No,Yes,Yes,No,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,,,,,Local,Local,Local,Local,,,Local,Local,Local,Local,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,25,40,25,,0,0,0,0,0,0,0,0,25,25,25,25,0,0,25,25,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,N,NA,NA,N,NA,NA,Y,2,Lanes,N,NA,NA,Y,2,Lanes,Y,Neely St,Existing Terminus,,
,,346,72,,2,1,0,88.23434,1,40.0,2000.0,"LINESTRING (-111.795192 33.356505, -111.794420 33.356043)",72->346,AB,54,0.054838,0.08828918,HDnet,54,W VAUGHN AVE,Street,Y,No,No,Yes,Yes,No,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,,,,,Local,Local,Local,Local,,,Local,Local,Local,Local,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,25,40,25,,0,0,0,0,0,0,0,0,25,25,25,25,0,0,25,25,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,N,NA,NA,N,NA,NA,Y,2,Lanes,N,NA,NA,Y,2,Lanes,Y,Neely St,Existing Terminus,,
,,183,175,,2,1,0,13.53008,1,40.0,2000.0,"LINESTRING (-111.791708 33.357145, -111.791706 33.357023)",183->175,AB,181,0.008409,0.01353849,HDnet,181,N ASH ST,Street,Y,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;w,d;w,d;w,Lane,Lane,Basic Sidewalk,Basic Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,2,Lanes,Y,2,Lanes,Y,2,Lanes,Y,2,Protected,Y,2,Lanes,Y,2,Buffered,Y,Juniper Ave,W Vaughn Ave,,
,,175,183,,2,1,0,13.53008,1,40.0,2000.0,"LINESTRING (-111.791706 33.357023, -111.791708 33.357145)",183->175,AB,181,0.008409,0.01353849,HDnet,181,N ASH ST,Street,Y,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,Local,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,25,40,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,d;w,d;w,d;w,Lane,Lane,Basic Sidewalk,Basic Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,Y,2,Lanes,Y,2,Lanes,Y,2,Lanes,Y,2,Protected,Y,2,Lanes,Y,2,Buffered,Y,Juniper Ave,W Vaughn Ave,,
,,175,579,,2,1,0,183.23131,1,40.0,2000.0,"LINESTRING (-111.791706 33.357023, -111.793675 33.357009)",175->579,AB,55,0.113879,0.18334519,HDnet,55,ACCESS RD,Street,Y,No,No,No,No,No,No,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,,,,,,,,,,,,,Local,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,40,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,2,Protected,Y,Neely St,Ash St,,
,,579,175,,2,1,0,183.23131,1,40.0,2000.0,"LINESTRING (-111.793675 33.357009, -111.791706 33.357023)",175->579,AB,55,0.113879,0.18334519,HDnet,55,ACCESS RD,Street,Y,No,No,No,No,No,No,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,,,,,,,,,,,,,Local,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,40,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,2,Protected,Y,Neely St,Ash St,,
,,165,159,,2,1,0,172.86131,1,40.0,2000.0,"LINESTRING (-111.796528 33.356791, -111.798372 33.356660)",165->159,AB,162,0.107434,0.17296874,HDnet,162,ACCESS RD,Street,Y,No,No,No,No,No,No,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,,,,,,,,,,,,,Local,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,40,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,2,Protected,Y,Neely St,Ash St,,
,,159,165,,2,1,0,172.86131,1,40.0,2000.0,"LINESTRING (-111.798372 33.356660, -111.796528 33.356791)",165->159,AB,162,0.107434,0.17296874,HDnet,162,ACCESS RD,Street,Y,No,No,No,No,No,No,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,,,,,,,,,,,,,Local,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,40,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,2,Protected,Y,Neely St,Ash St,,
,,160,164,,2,1,0,170.57330,1,40.0,2000.0,"LINESTRING (-111.798356 33.355225, -111.796523 33.355222)",160->164,AB,76,0.106012,0.17067932,HDnet,76,NEW LUMBERYARD ST 1,Street,N,No,No,No,No,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,,,,,,,,,Local,Local,Local,Local,Local,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,25,40,25,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,Y,2,N,N,NA,NA,Y,2,N,N,NA,NA,Y,2,N,Y,Neely St,W Cullumber Ave,,
,,164,160,,2,1,0,170.57330,1,40.0,2000.0,"LINESTRING (-111.796523 33.355222, -111.798356 33.355225)",160->164,AB,76,0.106012,0.17067932,HDnet,76,NEW LUMBERYARD ST 1,Street,N,No,No,No,No,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,,,,,,,,,Local,Local,Local,Local,Local,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,25,40,25,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,Y,2,N,N,NA,NA,Y,2,N,N,NA,NA,Y,2,N,Y,Neely St,W Cullumber Ave,,
,,164,569,,2,1,0,163.78011,1,40.0,2000.0,"LINESTRING (-111.796523 33.355222, -111.794763 33.355219)",164->569,AB,161,0.10179,0.1638819,HDnet,161,NEW LUMBERYARD ST 1,Street,N,No,No,No,No,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,,,,,,,,,Local,Local,Local,Local,Local,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,25,40,25,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,Y,2,N,N,NA,NA,Y,2,N,N,NA,NA,Y,2,N,Y,Neely St,W Cullumber Ave,,
,,569,164,,2,1,0,163.78011,1,40.0,2000.0,"LINESTRING (-111.794763 33.355219, -111.796523 33.355222)",164->569,AB,161,0.10179,0.1638819,HDnet,161,NEW LUMBERYARD ST 1,Street,N,No,No,No,No,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,,,,,,,,,Local,Local,Local,Local,Local,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,25,40,25,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,Y,2,N,N,NA,NA,Y,2,N,N,NA,NA,Y,2,N,Y,Neely St,W Cullumber Ave,,
,,165,164,,2,1,0,173.98277,1,40.0,2000.0,"LINESTRING (-111.796528 33.356791, -111.796523 33.355222)",165->164,AB,75,0.108131,0.17409091,HDnet,75,NEW LUMBERYARD ST 3,Street,N,No,No,No,No,Yes,Yes,Yes,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,OnStreet,,,,,,,,,Local,Local,Local,Local,Local,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,25,40,25,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,,,,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,NA,Y,2,N,N,NA,NA,Y,2,N,N,NA,NA,Y,2,N,Y,Access Rd,New Lumberyard St 1,,
