link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,qdf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_rt,person_vol_hist,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
180,bpr,5588,1357,7.000000,0.797260,0.495500,1.414835,-1,0,,network_wide,-1,0,-1,-1,99,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.416,33.810,21.013,1.000,0.000,0.000,10000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,0.000,0.000,33.810,28.739,0.400,4.000,33.810,28.739,0.000,0.000,0.000,0.000,0.000,-0.000,"",0.000,0.000,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,,0.000,0.000,0.000,0.000,33.810,33.810,0.000,0.000,0.000,0.000,0.000,0.000,period-based
181,bpr,5588,5215,1.000000,0.230891,0.143500,0.296712,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,29.709,-1.000,0.000,29.709,29.709,0.000,,,,0.000,29.709,0.297,46.690,29.018,1.000,0.045,0.045,666.000,0.000,0.000,0.000,1.000,1.000,29.709,0.955,1.142,0.000,0.000,46.690,39.687,0.400,4.000,46.690,39.687,4.263,0.147,4.263,0.147,0.000,0.000,"",29.709,0.000,46.690,46.690,46.690,46.690,46.690,46.690,44.355,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,46.690,,0.000,29.709,29.709,0.000,46.690,46.690,0.000,0.045,0.045,0.000,0.000,0.000,period-based
182,bpr,5588,11184,1.000000,0.277553,0.172500,0.430982,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1011.865,-1.000,0.000,1011.865,1011.865,0.000,,,,0.000,1011.865,0.854,19.521,12.132,0.505,1.599,1.599,633.000,0.000,0.000,0.000,1.000,1.000,1011.865,0.955,1.142,1.631,1.083,38.640,32.844,0.400,4.000,11.807,8.568,174.547,14.396,174.547,14.396,7.123,5.840,"",1011.865,0.000,38.640,38.640,38.640,38.640,13.192,9.232,8.796,11.280,30.963,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,1011.865,1011.865,0.000,19.521,19.521,0.000,1.599,1.599,0.000,1.631,1.631,period-based
183,bpr,5589,1322,7.000000,0.358646,0.222900,0.636462,-1,0,,network_wide,-1,0,-1,-1,99,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.637,33.810,21.013,1.000,0.000,0.000,10000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,0.000,0.000,33.810,28.739,0.400,4.000,33.810,28.739,0.000,0.000,0.000,0.000,0.000,-0.000,"",0.000,0.000,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,,0.000,0.000,0.000,0.000,33.810,33.810,0.000,0.000,0.000,0.000,0.000,0.000,period-based
184,bpr,5589,1353,7.000000,0.412548,0.256400,0.732116,-1,0,,network_wide,-1,0,-1,-1,99,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.733,33.810,21.013,1.000,0.000,0.000,10000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,0.000,0.000,33.810,28.739,0.400,4.000,33.810,28.739,0.000,0.000,0.000,0.000,0.000,-0.000,"",0.000,0.000,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,,0.000,0.000,0.000,0.000,33.810,33.810,0.000,0.000,0.000,0.000,0.000,0.000,period-based
185,bpr,5589,5112,2.000000,0.394849,0.245400,0.377304,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,289.390,-1.000,0.000,289.390,289.390,0.000,,,,0.000,289.390,0.378,62.686,38.959,0.998,0.324,0.162,892.000,0.000,0.000,0.000,1.000,2.000,144.695,0.955,1.142,0.001,0.000,62.790,53.371,0.400,4.000,62.768,53.371,71.016,1.824,71.016,1.824,0.003,0.000,"",289.390,0.000,62.790,62.790,62.790,62.790,62.786,62.776,59.640,62.783,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,,0.000,289.390,289.390,0.000,62.686,62.686,0.000,0.162,0.162,0.000,0.001,0.001,period-based
186,bpr,5589,5114,2.000000,0.411904,0.256000,0.393602,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1404.207,-1.000,0.000,1404.207,1404.207,0.000,,,,0.000,1404.207,0.757,32.683,20.312,0.521,1.574,0.787,892.000,0.000,0.000,0.000,1.000,2.000,702.103,0.955,1.142,0.367,0.000,62.790,53.371,0.400,4.000,52.722,52.989,359.477,17.708,359.477,17.708,8.491,6.864,"",1404.207,0.000,62.790,62.790,62.790,62.790,60.312,58.015,57.226,57.834,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,62.790,,0.000,1404.207,1404.207,0.000,32.683,32.683,0.000,0.787,0.787,0.000,0.367,0.367,period-based
187,bpr,5592,1323,7.000000,0.433947,0.269700,0.770093,-1,0,,network_wide,-1,0,-1,-1,99,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.771,33.810,21.013,1.000,0.000,0.000,10000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,0.000,0.000,33.810,28.739,0.400,4.000,33.810,28.739,0.000,0.000,0.000,0.000,0.000,-0.000,"",0.000,0.000,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,,0.000,0.000,0.000,0.000,33.810,33.810,0.000,0.000,0.000,0.000,0.000,0.000,period-based
188,bpr,5592,1354,7.000000,0.422684,0.262700,0.787610,-1,0,,network_wide,-1,0,-1,-1,99,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.788,32.200,20.012,1.000,0.000,0.000,10000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,0.000,0.000,32.200,27.370,0.400,4.000,32.200,27.370,0.000,0.000,0.000,0.000,0.000,-0.000,"",0.000,0.000,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,,0.000,0.000,0.000,0.000,32.200,32.200,0.000,0.000,0.000,0.000,0.000,0.000,period-based
189,bpr,5592,5114,2.000000,0.594043,0.369200,0.691820,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,324.785,-1.000,0.000,324.785,324.785,0.000,,,,0.000,324.785,0.694,51.353,31.916,0.997,0.383,0.192,847.000,0.000,0.000,0.000,1.000,2.000,162.392,0.955,1.142,0.001,0.000,51.520,43.792,0.400,4.000,51.485,43.792,119.911,3.759,119.911,3.759,0.012,0.000,"",324.785,0.000,51.520,51.520,51.520,51.520,51.514,51.497,48.927,51.508,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,324.785,324.785,0.000,51.353,51.353,0.000,0.192,0.192,0.000,0.001,0.001,period-based
190,bpr,5727,5118,2.000000,0.180047,0.111900,0.209682,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,484.414,-1.000,0.000,484.414,484.414,0.000,,,,0.000,484.414,0.213,50.706,31.514,0.984,0.572,0.286,847.000,0.000,0.000,0.000,1.000,2.000,242.207,0.955,1.142,0.006,0.000,51.520,43.792,0.400,4.000,51.349,43.792,54.206,1.721,54.206,1.721,0.027,0.000,"",484.414,0.000,51.520,51.520,51.520,51.520,51.491,51.405,48.858,51.463,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,484.414,484.414,0.000,50.706,50.706,0.000,0.286,0.286,0.000,0.006,0.006,period-based
191,bpr,5727,5119,2.000000,0.093322,0.058000,0.108682,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,2318.437,-1.000,0.000,2318.437,2318.437,0.000,,,,0.000,2318.437,1.024,5.469,3.399,0.106,2.737,1.369,847.000,0.000,0.000,0.000,1.000,2.000,1159.218,0.955,1.142,1.366,0.750,51.520,43.792,0.400,4.000,22.373,18.290,134.469,39.587,134.469,39.587,35.384,34.643,"",2318.437,0.000,51.520,51.520,51.520,51.520,28.708,19.874,18.836,24.620,45.570,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,2318.437,2318.437,0.000,5.469,5.469,0.000,1.369,1.369,0.000,1.366,1.366,period-based
192,bpr,5728,1361,7.000000,0.274334,0.170500,0.511182,-1,0,,network_wide,-1,0,-1,-1,99,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.511,32.200,20.012,1.000,0.000,0.000,10000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,0.000,0.000,32.200,27.370,0.400,4.000,32.200,27.370,0.000,0.000,0.000,0.000,0.000,-0.000,"",0.000,0.000,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,32.200,,0.000,0.000,0.000,0.000,32.200,32.200,0.000,0.000,0.000,0.000,0.000,0.000,period-based
193,bpr,5728,5729,1.000000,0.428959,0.266600,0.666086,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,58.640,-1.000,0.000,58.640,58.640,0.000,,,,0.000,58.640,0.667,38.640,24.015,1.000,0.093,0.093,633.000,0.000,0.000,0.000,1.000,1.000,58.640,0.955,1.142,0.000,0.000,38.640,32.844,0.400,4.000,38.639,32.844,15.633,0.651,15.633,0.651,0.000,0.000,"",58.640,0.000,38.640,38.640,38.640,38.640,38.640,38.639,36.707,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,58.640,58.640,0.000,38.640,38.640,0.000,0.093,0.093,0.000,0.000,0.000,period-based
194,bpr,5728,7984,1.000000,0.785031,0.487900,1.218992,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,5.112,-1.000,0.000,5.112,5.112,0.000,,,,0.000,5.112,1.220,38.640,24.015,1.000,0.008,0.008,633.000,0.000,0.000,0.000,1.000,1.000,5.112,0.955,1.142,0.000,0.000,38.640,32.844,0.400,4.000,38.640,32.844,2.494,0.104,2.494,0.104,0.000,0.000,"",5.112,0.000,38.640,38.640,38.640,38.640,38.640,38.640,36.708,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,5.112,5.112,0.000,38.640,38.640,0.000,0.008,0.008,0.000,0.000,0.000,period-based
195,bpr,5729,5175,1.000000,0.298148,0.185300,0.462962,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,26.700,-1.000,0.000,26.700,26.700,0.000,,,,0.000,26.700,0.463,38.640,24.015,1.000,0.042,0.042,633.000,0.000,0.000,0.000,1.000,1.000,26.700,0.955,1.142,0.000,0.000,38.640,32.844,0.400,4.000,38.640,32.844,4.948,0.206,4.948,0.206,0.000,0.000,"",26.700,0.000,38.640,38.640,38.640,38.640,38.640,38.640,36.708,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,26.700,26.700,0.000,38.640,38.640,0.000,0.042,0.042,0.000,0.000,0.000,period-based
196,bpr,5729,5728,1.000000,0.428959,0.266600,0.666086,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,5.112,-1.000,0.000,5.112,5.112,0.000,,,,0.000,5.112,0.667,38.640,24.015,1.000,0.008,0.008,633.000,0.000,0.000,0.000,1.000,1.000,5.112,0.955,1.142,0.000,0.000,38.640,32.844,0.400,4.000,38.640,32.844,1.363,0.057,1.363,0.057,0.000,0.000,"",5.112,0.000,38.640,38.640,38.640,38.640,38.640,38.640,36.708,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,5.112,5.112,0.000,38.640,38.640,0.000,0.008,0.008,0.000,0.000,0.000,period-based
197,bpr,5729,5929,2.000000,0.314720,0.195600,0.469148,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,118.108,-1.000,0.000,118.108,118.108,0.000,,,,0.000,118.108,0.470,40.241,25.010,1.000,0.197,0.098,601.000,0.000,0.000,0.000,1.000,2.000,59.054,0.955,1.142,0.000,0.000,40.250,34.213,0.400,4.000,40.248,34.213,23.102,0.924,23.102,0.924,0.000,0.000,"",118.108,0.000,40.250,40.250,40.250,40.250,40.250,40.249,38.237,40.249,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,40.250,,0.000,118.108,118.108,0.000,40.241,40.241,0.000,0.098,0.098,0.000,0.000,0.000,period-based
198,bpr,5730,8172,1.000000,0.286724,0.178200,0.445223,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,185.501,-1.000,0.000,185.501,185.501,0.000,,,,0.000,185.501,0.446,38.597,23.988,0.999,0.293,0.293,633.000,0.000,0.000,0.000,1.000,1.000,185.501,0.955,1.142,0.007,0.000,38.640,32.844,0.400,4.000,38.499,32.844,33.056,1.379,33.056,1.379,0.002,0.000,"",185.501,0.000,38.640,38.640,38.640,38.640,38.616,38.545,36.637,38.593,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,185.501,185.501,0.000,38.597,38.597,0.000,0.293,0.293,0.000,0.007,0.007,period-based
199,bpr,5730,11763,1.000000,0.180691,0.112300,0.280576,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,444.377,-1.000,0.000,444.377,444.377,0.000,,,,0.000,444.377,0.291,37.282,23.171,0.965,0.702,0.702,633.000,0.000,0.000,0.000,1.000,1.000,444.377,0.955,1.142,0.232,0.000,38.640,32.844,0.400,4.000,34.474,32.806,49.904,2.155,49.904,2.155,0.076,0.000,"",444.377,0.000,38.640,38.640,38.640,38.640,37.736,36.016,34.976,36.832,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,38.640,,0.000,444.377,444.377,0.000,37.282,37.282,0.000,0.702,0.702,0.000,0.232,0.232,period-based
200,bpr,5736,8116,1.000000,0.521799,0.324300,0.747920,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.748,41.860,26.016,1.000,0.000,0.000,514.000,0.000,0.000,0.000,1.000,1.000,0.000,0.955,1.142,0.000,0.000,41.860,35.581,0.400,4.000,41.860,35.581,0.000,0.000,0.000,0.000,0.000,-0.000,"",0.000,0.000,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,41.860,,0.000,0.000,0.000,0.000,41.860,41.860,0.000,0.000,0.000,0.000,0.000,0.000,period-based
201,bpr,5736,11146,3.000000,0.394849,0.245400,0.342206,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1626.561,-1.000,0.000,1626.561,1626.561,0.000,,,,0.000,1626.561,1.018,23.279,14.468,0.336,1.905,0.635,854.000,0.000,0.000,0.000,1.000,3.000,542.187,0.955,1.142,0.155,0.000,69.230,58.846,0.400,4.000,64.053,58.832,399.158,27.607,399.158,27.607,18.324,16.686,"",1626.561,0.000,69.230,69.230,69.230,69.230,68.209,65.145,62.700,67.187,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,,0.000,1626.561,1626.561,0.000,23.279,23.279,0.000,0.635,0.635,0.000,0.155,0.155,period-based
202,bpr,5736,11148,3.000000,0.366852,0.228000,0.317942,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1576.635,-1.000,0.000,1576.635,1576.635,0.000,,,,0.000,1576.635,0.873,25.243,15.689,0.365,1.846,0.615,854.000,0.000,0.000,0.000,1.000,3.000,525.545,0.955,1.142,0.137,0.000,69.230,58.846,0.400,4.000,64.619,58.837,359.473,22.927,359.473,22.927,14.567,13.092,"",1576.635,0.000,69.230,69.230,69.230,69.230,68.340,65.668,63.095,67.449,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,69.230,,0.000,1576.635,1576.635,0.000,25.243,25.243,0.000,0.615,0.615,0.000,0.137,0.137,period-based
203,bpr,5820,1320,7.000000,0.554301,0.344500,0.983674,-1,0,,network_wide,-1,0,-1,-1,99,,,0700_0800,0.000,-1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.984,33.810,21.013,1.000,0.000,0.000,10000.000,0.000,0.000,0.000,1.000,7.000,0.000,0.955,1.142,0.000,0.000,33.810,28.739,0.400,4.000,33.810,28.739,0.000,0.000,0.000,0.000,0.000,-0.000,"",0.000,0.000,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,33.810,,0.000,0.000,0.000,0.000,33.810,33.810,0.000,0.000,0.000,0.000,0.000,0.000,period-based
204,bpr,5820,5103,1.000000,0.924531,0.574600,1.076706,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1050.979,-1.000,0.000,1050.979,1050.979,0.000,,,,0.000,1050.979,2.080,26.692,16.589,0.518,1.578,1.578,666.000,0.000,0.000,0.000,1.000,1.000,1050.979,0.955,1.142,1.607,1.083,51.520,43.792,0.400,4.000,16.266,11.928,603.893,36.426,603.893,36.426,17.554,14.224,"",1050.979,0.000,51.520,51.520,51.520,51.520,18.451,12.865,12.250,15.757,41.631,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,1050.979,1050.979,0.000,26.692,26.692,0.000,1.578,1.578,0.000,1.607,1.607,period-based
205,bpr,5820,11147,1.000000,0.485113,0.301500,0.564961,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1171.349,-1.000,0.000,1171.349,1171.349,0.000,,,,0.000,1171.349,1.377,21.156,13.148,0.411,1.759,1.759,666.000,0.000,0.000,0.000,1.000,1.000,1171.349,0.955,1.142,1.819,1.083,51.520,43.792,0.400,4.000,12.127,8.135,353.162,26.877,353.162,26.877,15.840,13.893,"",1171.349,0.000,51.520,51.520,51.520,51.520,11.970,8.691,8.326,10.389,39.003,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,51.520,,0.000,1171.349,1171.349,0.000,21.156,21.156,0.000,1.759,1.759,0.000,1.819,1.819,period-based
