name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes,production,attraction,activity_location_tab
,97,32102576,,,0,,secondary,0,-122.315327,47.6535596,,,,0,0,
,98,32103268,,,0,,secondary,0,-122.3050664,47.6492598,,,,0,0,
,99,32171831,traffic_signals,,1,,tertiary,0,-122.3144303,47.6553518,,,,0,0,
,100,32172259,traffic_signals,,1,,tertiary,0,-122.3120637,47.6553443,,,,0,0,
,101,32177510,,,0,,tertiary,0,-122.3145931,47.6518391,,,,0,0,
,102,32177512,stop,,0,,tertiary,0,-122.3137088,47.65159,,,,0,0,
,103,32177766,,,0,,tertiary,0,-122.3129265,47.6508654,,,,0,0,
,104,32177767,,,0,,unclassified,0,-122.3127223,47.6508048,,,,0,0,
,105,32178812,,,0,,unclassified,0,-122.3219206,47.6549017,,,,0,0,
,106,32178814,,,0,,unclassified,0,-122.3208599,47.655045,,,,0,0,
,107,32178816,,,0,,unclassified,0,-122.319803,47.6548656,,,,0,0,
,108,32259207,turning_circle,,0,,unclassified,0,-122.3219096,47.6553221,,,,0,0,
,109,32259309,turning_circle,44,0,,unclassified,1,-122.3208635,47.6554396,,,,1000,1000,boundary
,110,32259477,turning_circle,,0,,unclassified,0,-122.3198137,47.6553227,,,,0,0,
,111,32267373,stop,,0,,unclassified,0,-122.3156223,47.6553746,,,,0,0,
,112,32267742,,,0,,unclassified,0,-122.315655,47.6547371,,,,0,0,
,113,32267743,,,0,,unclassified,0,-122.3178235,47.6551681,,,,0,0,
,114,32267744,,,0,,tertiary,0,-122.3178388,47.655408,,,,0,0,
,115,32268456,stop,,0,,unclassified,0,-122.3112545,47.6506586,,,,0,0,
,116,32268716,,,0,,unclassified,0,-122.3122379,47.6497846,,,,0,0,
,117,32269318,,,0,,tertiary,0,-122.3068853,47.6593854,,,,0,0,
,118,32269682,,,0,,tertiary,0,-122.3113502,47.6552029,,,,0,0,
,119,32269685,,,0,,unclassified,0,-122.3113625,47.656812,,,,0,0,
,120,32270827,,,0,,tertiary,0,-122.3027247,47.6581335,,,,0,0,
,121,32270954,,,0,,unclassified,0,-122.3038933,47.6524681,,,,0,0,
,122,32270956,,,0,,unclassified,0,-122.3046185,47.6514262,,,,0,0,
,123,32270957,crossing,,0,,unclassified,0,-122.3048197,47.6514242,,,,0,0,
,124,32270960,,,0,,tertiary,0,-122.3062134,47.6523514,,,,0,0,
,125,32270964,,,0,,unclassified,0,-122.3041514,47.6529417,,,,0,0,
,126,32271047,crossing,,0,,unclassified,0,-122.3026217,47.6562241,,,,0,0,
,127,32271171,,,0,,unclassified,0,-122.2998187,47.6554417,,,,0,0,
,128,32271174,stop,,0,,unclassified,0,-122.3002645,47.6525679,,,,0,0,
,129,32271176,,,0,,unclassified,0,-122.2986984,47.6521368,,,,0,0,
,130,32271230,,,0,,unclassified,0,-122.2986102,47.6585013,,,,0,0,
,131,32271233,,,0,,unclassified,0,-122.2938762,47.6595507,,,,0,0,
,132,32271238,,,0,,tertiary,0,-122.3009367,47.6556101,,,,0,0,
,133,32271243,,,0,,tertiary,0,-122.3023233,47.655037,,,,0,0,
,134,32271244,,,0,,primary,0,-122.3025131,47.654863,,,,0,0,
,135,32271296,,,0,,tertiary,0,-122.3086854,47.6597635,,,,0,0,
,136,32271306,,,0,,tertiary,0,-122.3062663,47.6589669,,,,0,0,
,137,52990047,,7,0,,residential,0,-122.3214472,47.659474,,,,10,10,residential
,138,52990055,,2,0,,residential,0,-122.3207186,47.6631373,,,,10,10,residential
,139,53036220,,4,0,,residential,0,-122.3031407,47.6633886,,,,10,10,residential
,140,53043592,,,0,,secondary,0,-122.3221101,47.6473673,,,,0,0,
,141,53045051,,,0,,secondary,0,-122.2901672,47.6629175,,,,0,0,
,142,53045054,,10,0,,residential,0,-122.2912688,47.6629168,,,,10,10,residential
,143,53066593,,6,0,,residential,0,-122.3396945,47.65917,,,,10,10,residential
,144,53066597,,6,0,,residential,0,-122.3374123,47.6591725,,,,10,10,residential
,145,53066608,,7,0,,residential,0,-122.3290011,47.6591078,,,,10,10,residential
,146,53067169,,,0,,tertiary,0,-122.3044429,47.6620887,,,,0,0,
,147,53067170,,4,0,,residential,0,-122.3044825,47.6630687,,,,10,10,residential
,148,53070289,,3,0,,residential,0,-122.319552,47.6640182,,,,10,10,residential
,149,53070330,,5,0,,residential,0,-122.2892379,47.663582,,,,10,10,residential
,150,53077576,,30,0,,residential,1,-122.340091,47.6657304,,,,1000,1000,boundary
,151,53079345,,,0,,secondary,0,-122.3282564,47.6613585,,,,0,0,
,152,53079346,,,0,,secondary,0,-122.3272611,47.6613566,,,,0,0,
,153,53079347,traffic_signals,,1,,secondary,0,-122.3262069,47.661354,,,,0,0,
,154,53079348,traffic_signals,,1,,secondary,0,-122.3251153,47.6613529,,,,0,0,
,155,53079349,,7,0,,residential,0,-122.3240427,47.6613501,,,,10,10,residential
,156,53079355,,,0,,secondary,0,-122.319545,47.6613081,,,,0,0,
,157,53079356,,,0,,secondary,0,-122.3187932,47.6613059,,,,0,0,
,158,53079357,,,0,,secondary,0,-122.3183896,47.6613047,,,,0,0,
,159,53079358,traffic_signals,,1,,secondary,0,-122.3175923,47.6613023,,,,0,0,
,160,53079359,traffic_signals,,1,,secondary,0,-122.3165875,47.6612975,,,,0,0,
,161,53079361,traffic_signals,8,1,,residential,0,-122.3154485,47.6612934,,,,10,10,residential
,162,53079365,traffic_signals,,1,,tertiary,0,-122.3131389,47.6612773,,,,0,0,
,163,53079368,,,0,,secondary,0,-122.3108819,47.6612594,,,,0,0,
,164,53079372,traffic_signals,,1,,secondary,0,-122.3083665,47.661244,,,,0,0,
,165,53079373,traffic_signals,,1,,secondary,0,-122.3072413,47.6612374,,,,0,0,
,166,53079374,traffic_signals,,1,,secondary,0,-122.306528,47.6612373,,,,0,0,
,167,53079375,,,0,,tertiary,0,-122.3055895,47.6613088,,,,0,0,
,168,53079376,,,0,,tertiary,0,-122.304948,47.6613448,,,,0,0,
,169,53079384,,,0,,primary,0,-122.2892285,47.6611248,,,,0,0,
,170,53080341,,11,0,,residential,0,-122.3374085,47.6579398,,,,10,10,residential
,171,53080342,,11,0,,residential,0,-122.3362285,47.6579835,,,,10,10,residential
,172,53080343,,11,0,,residential,0,-122.3350076,47.657984,,,,10,10,residential
,173,53080352,,12,0,,residential,0,-122.3290167,47.6579368,,,,10,10,residential
,174,53080353,,12,0,,residential,0,-122.3282919,47.657797,,,,10,10,residential
,175,53080361,,11,0,,residential,0,-122.3397286,47.6580082,,,,10,10,residential
,176,53080363,,11,0,,residential,0,-122.3386258,47.6580025,,,,10,10,residential
,177,53085553,,6,0,,residential,0,-122.3376663,47.6628334,,,,10,10,residential
,178,53085554,,6,0,,residential,0,-122.3364095,47.6628323,,,,10,10,residential
,179,53085556,,6,0,,residential,0,-122.3351487,47.6628312,,,,10,10,residential
,180,53085558,,,0,,tertiary,0,-122.3337185,47.6628299,,,,0,0,
,181,53086006,,,0,,tertiary,0,-122.3326949,47.6487545,,,,0,0,
,182,53086007,stop,21,0,,residential,0,-122.3326923,47.6491948,,,,10,10,residential
,183,53086008,,16,0,,residential,0,-122.3327019,47.6504951,,,,10,10,residential
,184,53086010,,16,0,,residential,0,-122.3326848,47.6519663,,,,10,10,residential
,185,53086012,,16,0,,residential,0,-122.332656,47.6531295,,,,10,10,residential
,186,53086015,,,0,,tertiary,0,-122.332627,47.6555849,,,,0,0,
,187,53086016,,11,0,,residential,0,-122.3326119,47.656708,,,,10,10,residential
,188,53086020,,,0,,secondary,0,-122.3325502,47.6613648,,,,0,0,
,189,53086022,,6,0,,residential,0,-122.332535,47.6626228,,,,10,10,residential
,190,53091092,,,0,,primary,0,-122.3008899,47.6618116,,,,0,0,
,191,53091094,,4,0,,residential,0,-122.3008994,47.6631531,,,,10,10,residential
,192,53091099,traffic_signals,,1,,secondary,0,-122.300605,47.6662756,,,,0,0,
,193,53092197,,30,0,,secondary,1,-122.3391589,47.6650181,,,,1000,1000,boundary
,194,53092200,,,0,,secondary,0,-122.3376748,47.6650151,,,,0,0,
,195,53092202,traffic_signals,1,1,,residential,0,-122.3363977,47.6650124,,,,10,10,residential
,196,53092204,,,0,,secondary,0,-122.3351549,47.6650166,,,,0,0,
,197,53092206,traffic_signals,,1,,tertiary,0,-122.3337024,47.6650321,,,,0,0,
,198,53092211,,,0,,secondary,0,-122.3305897,47.6650082,,,,0,0,
,199,53092212,,,0,,secondary,0,-122.3290559,47.6649974,,,,0,0,
,200,53092213,,,0,,secondary,0,-122.328265,47.6649925,,,,0,0,
,201,53092498,,,0,,tertiary,0,-122.3235103,47.6558588,,,,0,0,
,202,53092499,,12,0,,residential,0,-122.3234719,47.65769,,,,10,10,residential
,203,53092522,,,0,,tertiary,0,-122.323195,47.655503,,,,0,0,
,204,53092611,,7,0,,residential,0,-122.3230021,47.6589431,,,,10,10,residential
,205,53092613,,7,0,,residential,0,-122.3229485,47.6601986,,,,10,10,residential
,206,53092614,,2,0,,residential,0,-122.3228843,47.6631705,,,,10,10,residential
,207,53092615,,2,0,,residential,0,-122.3228995,47.6657015,,,,10,10,residential
,208,53092618,,2,0,,residential,0,-122.3228855,47.6664136,,,,10,10,residential
,209,53096970,,,0,,tertiary,0,-122.317107,47.646915,,,,0,0,
,210,53097721,,5,0,,residential,0,-122.2967671,47.6663756,,,,10,10,residential
,211,53097724,,5,0,,residential,0,-122.2956446,47.6663691,,,,10,10,residential
,212,53097790,,,0,,secondary,0,-122.2901669,47.6666731,,,,0,0,
,213,53097804,,2,0,,residential,0,-122.3285899,47.6664584,,,,10,10,residential
,214,53097805,,2,0,,residential,0,-122.325593,47.6664403,,,,10,10,residential
,215,53097833,,,0,,secondary,0,-122.3173921,47.666438,,,,0,0,
,216,53097834,,3,0,,residential,0,-122.3163086,47.6664382,,,,10,10,residential
,217,53097838,,,0,,tertiary,0,-122.3142021,47.6664322,,,,0,0,
,218,53097839,stop,3,0,,residential,0,-122.3130509,47.6664287,,,,10,10,residential
,219,53097841,,3,0,,residential,0,-122.3119122,47.6664236,,,,10,10,residential
,220,53097843,,3,0,,residential,0,-122.3107763,47.6664216,,,,10,10,residential
,221,53097844,,4,0,,residential,0,-122.3094373,47.6664124,,,,10,10,residential
,222,53097849,,,0,,tertiary,0,-122.3064978,47.6663922,,,,0,0,
,223,53097851,turning_circle,4,0,,residential,0,-122.3060337,47.66646,,,,10,10,residential
,224,53097853,,,0,,tertiary,0,-122.3043913,47.6664386,,,,0,0,
,225,53098963,,,0,,secondary,0,-122.301127,47.666285,,,,0,0,
,226,53098965,,,0,,secondary,0,-122.3019237,47.6670024,,,,0,0,
,227,53099776,traffic_signals,22,1,,residential,0,-122.3221289,47.6487085,,,,10,10,residential
,228,53100732,,,0,,tertiary,0,-122.3268439,47.653628,,,,0,0,
,229,53100735,,,0,,tertiary,0,-122.326854,47.6544314,,,,0,0,
,230,53100737,,,0,,tertiary,0,-122.3268394,47.655544,,,,0,0,
,231,53100739,,,0,,tertiary,0,-122.3267779,47.6576925,,,,0,0,
,232,53100752,,12,0,,residential,0,-122.3272853,47.6576958,,,,10,10,residential
,233,53100758,,7,0,,residential,0,-122.3272707,47.662626,,,,10,10,residential
,234,53100759,,2,0,,residential,0,-122.3272126,47.6631627,,,,10,10,residential
,235,53100762,,,0,,secondary,0,-122.3271893,47.6649877,,,,0,0,
,236,53108134,,5,0,,residential,0,-122.2985235,47.6671237,,,,10,10,residential
,237,53108135,,5,0,,residential,0,-122.2967346,47.6671205,,,,10,10,residential
,238,53108136,,5,0,,residential,0,-122.2956188,47.6671378,,,,10,10,residential
,239,53108150,,2,0,,residential,0,-122.3206874,47.6671342,,,,10,10,residential
,240,53108157,,4,0,,residential,0,-122.3034119,47.667134,,,,10,10,residential
,241,53108344,,15,0,,residential,0,-122.2892897,47.6584215,,,,10,10,residential
,242,53108345,,10,0,,residential,0,-122.2892731,47.6591532,,,,10,10,residential
,243,53108347,,10,0,,residential,0,-122.2892575,47.6598409,,,,10,10,residential
,244,53108348,,10,0,,residential,0,-122.2892419,47.6605315,,,,10,10,residential
,245,53108362,,10,0,,residential,0,-122.2892277,47.6615253,,,,10,10,residential
,246,53108364,,10,0,,residential,0,-122.2892317,47.6625978,,,,10,10,residential
,247,53108366,,5,0,,residential,0,-122.289246,47.6648916,,,,10,10,residential
,248,53108420,,4,0,,residential,0,-122.3019162,47.6659111,,,,10,10,residential
,249,53108478,,4,0,,residential,0,-122.3017128,47.6631436,,,,10,10,residential
,250,53108480,,4,0,,residential,0,-122.3017307,47.6644095,,,,10,10,residential
,251,53109829,,,0,,tertiary,0,-122.3245628,47.6557889,,,,0,0,
,252,53109830,,12,0,,residential,0,-122.3245351,47.6576983,,,,10,10,residential
,253,53109836,,12,0,,residential,0,-122.3245534,47.6548509,,,,10,10,residential
,254,53109847,,,0,,tertiary,0,-122.3245658,47.6550965,,,,0,0,
,255,53109848,,12,0,,residential,0,-122.3245588,47.655536,,,,10,10,residential
,256,53109850,,12,0,,residential,0,-122.3240984,47.65769,,,,10,10,residential
,257,53109854,,2,0,,residential,0,-122.3240186,47.663164,,,,10,10,residential
,258,53109857,,,0,,secondary,0,-122.3239917,47.6649734,,,,0,0,
,259,53115843,,4,0,,residential,0,-122.3083477,47.6630825,,,,10,10,residential
,260,53115845,,,0,,tertiary,0,-122.3083122,47.6648789,,,,0,0,
,261,53120147,,,0,,secondary,0,-122.291535,47.6619589,,,,0,0,
,262,53120148,,,0,,secondary,0,-122.290754,47.6623677,,,,0,0,
,263,53120149,,,0,,secondary,0,-122.2902966,47.6626259,,,,0,0,
,264,53120709,,11,0,,residential,0,-122.3399002,47.6556649,,,,10,10,residential
,265,53120711,,11,0,,residential,0,-122.3386387,47.6556596,,,,10,10,residential
,266,53120712,,11,0,,residential,0,-122.3374594,47.6556545,,,,10,10,residential
,267,53120713,traffic_signals,,1,,tertiary,0,-122.3362586,47.6556494,,,,0,0,
,268,53120715,,,0,,tertiary,0,-122.3350617,47.6556465,,,,0,0,
,269,53120716,,,0,,tertiary,0,-122.3338239,47.6556192,,,,0,0,
,270,53120717,,,0,,tertiary,0,-122.3314259,47.6555764,,,,0,0,
,271,53120718,,,0,,tertiary,0,-122.330241,47.655568,,,,0,0,
,272,53120719,,,0,,tertiary,0,-122.329049,47.6555596,,,,0,0,
,273,53120720,,,0,,tertiary,0,-122.3278602,47.6555512,,,,0,0,
,274,53122135,,22,0,,residential,0,-122.3234358,47.6487994,,,,10,10,residential
,275,53122136,traffic_signals,,1,,secondary,0,-122.322138,47.6504742,,,,0,0,
,276,53122137,traffic_signals,,1,,secondary,0,-122.3213069,47.6515531,,,,0,0,
,277,53123871,,10,0,,residential,0,-122.2902377,47.6615884,,,,10,10,residential
,278,53123873,,5,0,,residential,0,-122.2901732,47.6648896,,,,10,10,residential
,279,53125560,,,0,,tertiary,0,-122.3278912,47.6536794,,,,0,0,
,280,53125562,,,0,,tertiary,0,-122.3256969,47.6548677,,,,0,0,
,281,53130085,,44,0,,secondary,1,-122.3221039,47.6469269,,,,1000,1000,boundary
,282,53130089,,,0,,secondary,0,-122.3221126,47.6478384,,,,0,0,
,283,53132611,,2,0,,residential,0,-122.3298138,47.666108,,,,10,10,residential
,284,53136546,stop,13,0,,residential,0,-122.3143904,47.6568501,,,,10,10,residential
,285,53136548,traffic_signals,,1,,tertiary,0,-122.314366,47.6583417,,,,0,0,
,286,53136552,stop,,0,,tertiary,0,-122.3142469,47.6630996,,,,0,0,
,287,53136555,traffic_signals,,1,,tertiary,0,-122.3142252,47.6649085,,,,0,0,
,288,53139144,,,0,,tertiary,0,-122.3302317,47.651603,,,,0,0,
,289,53139148,,17,0,,residential,0,-122.3302726,47.6531141,,,,10,10,residential
,290,53139152,,12,0,,residential,0,-122.3302301,47.656699,,,,10,10,residential
,291,53139156,traffic_signals,,1,,secondary,0,-122.3301704,47.6613621,,,,0,0,
,292,53139157,,7,0,,residential,0,-122.3301602,47.6626185,,,,10,10,residential
,293,53149278,traffic_signals,,1,,tertiary,0,-122.3177781,47.6583844,,,,0,0,
,294,53149282,traffic_signals,,1,,tertiary,0,-122.3166674,47.6583697,,,,0,0,
,295,53149288,traffic_signals,,1,,tertiary,0,-122.313219,47.6583245,,,,0,0,
,296,53149312,,12,0,,residential,0,-122.3278322,47.6576995,,,,10,10,residential
,297,53149313,,,0,,tertiary,0,-122.3262498,47.657689,,,,0,0,
,298,53149315,,,0,,tertiary,0,-122.3256931,47.6577008,,,,0,0,
,299,53149316,,,0,,tertiary,0,-122.3251604,47.6577001,,,,0,0,
,300,53149325,,12,0,,residential,0,-122.3218821,47.6575104,,,,10,10,residential
,301,53149326,,,0,,tertiary,0,-122.319795,47.6575135,,,,0,0,
,302,53149328,,,0,,tertiary,0,-122.3187972,47.6575053,,,,0,0,
,303,53149329,traffic_signals,,1,,tertiary,0,-122.3177951,47.6574986,,,,0,0,
,304,53149368,,10,0,,residential,0,-122.2901867,47.6591635,,,,10,10,residential
,305,53155429,,5,0,,residential,0,-122.2934216,47.6640916,,,,10,10,residential
,306,53155431,,5,0,,residential,0,-122.2934461,47.6648827,,,,10,10,residential
,307,53155615,,16,0,,residential,0,-122.3402169,47.6505006,,,,10,10,residential
,308,53155616,,16,0,,residential,0,-122.3393316,47.650499,,,,10,10,residential
,309,53155619,,16,0,,residential,0,-122.3387179,47.6505012,,,,10,10,residential
,310,53155624,,16,0,,residential,0,-122.3375045,47.6504934,,,,10,10,residential
,311,53155626,,16,0,,residential,0,-122.3363247,47.650495,,,,10,10,residential
,312,53155632,,,0,,tertiary,0,-122.3313934,47.64987,,,,0,0,
,313,53155793,,4,0,,residential,0,-122.3095177,47.6630853,,,,10,10,residential
,314,53155794,,,0,,tertiary,0,-122.309454,47.6648857,,,,0,0,
,315,53162531,,,0,,secondary,0,-122.2956372,47.6648781,,,,0,0,
,316,53162533,,5,0,,residential,0,-122.294431,47.6648806,,,,10,10,residential
,317,53162536,,5,0,,residential,0,-122.2923944,47.6648849,,,,10,10,residential
,318,53162539,,5,0,,residential,0,-122.2912783,47.6648873,,,,10,10,residential
,319,53162642,,,0,,secondary,0,-122.3261371,47.6649837,,,,0,0,
,320,53162643,,,0,,secondary,0,-122.3256155,47.6649818,,,,0,0,
,321,53162644,,,0,,secondary,0,-122.3250371,47.6649788,,,,0,0,
,322,53162652,,,0,,secondary,0,-122.3195326,47.6649536,,,,0,0,
,323,53162654,traffic_signals,3,1,,residential,0,-122.3184199,47.6649428,,,,10,10,residential
,324,53162656,traffic_signals,,1,,secondary,0,-122.3174112,47.6649297,,,,0,0,
,325,53162658,traffic_signals,,1,,secondary,0,-122.3163298,47.6649336,,,,0,0,
,326,53162660,traffic_signals,3,1,,residential,0,-122.315231,47.6649211,,,,10,10,residential
,327,53162661,traffic_signals,,1,,tertiary,0,-122.3130618,47.6648984,,,,0,0,
,328,53162662,traffic_signals,,1,,secondary,0,-122.3119594,47.6648936,,,,0,0,
,329,53162664,,,0,,tertiary,0,-122.3107927,47.6648922,,,,0,0,
,330,53162667,,,0,,tertiary,0,-122.3071887,47.6648671,,,,0,0,
,331,53163625,,,0,,tertiary,0,-122.3219146,47.6559216,,,,0,0,
,332,53163628,,12,0,,residential,0,-122.3218734,47.6582093,,,,10,10,residential
,333,53169674,,1,0,,residential,0,-122.3310772,47.6657597,,,,10,10,residential
,334,53170626,,10,0,,residential,0,-122.2912758,47.6626811,,,,10,10,residential
,335,53170628,,5,0,,residential,0,-122.2928036,47.6635714,,,,10,10,residential
,336,53174075,,3,0,,residential,0,-122.3108437,47.6630795,,,,10,10,residential
,337,53174309,,7,0,,residential,0,-122.3282643,47.6626158,,,,10,10,residential
,338,53174369,,9,0,,residential,0,-122.3032955,47.6618025,,,,10,10,residential
