link_id,lanes,length,from_node_id,to_node_id,FT,AT,dir_flag,time_period,assignment_period,volume,speed,speed_limit,Date
108,3,0.3441,11,12,1,1,0,0545_0550,1800_0600,498,55.3,35,
108,3,0.3441,11,12,1,1,0,0550_0555,1800_0600,555,55.1,35,
108,3,0.3441,11,12,1,1,0,0555_0600,1800_0600,570,54.2,35,
108,3,0.3441,11,12,1,1,0,0600_0605,0600_0900,723,52.8,35,
108,3,0.3441,11,12,1,1,0,0605_0610,0600_0900,618,53,35,
108,3,0.3441,11,12,1,1,0,0610_0615,0600_0900,636,52.6,35,
108,3,0.3441,11,12,1,1,0,0615_0620,0600_0900,702,52.1,35,
108,3,0.3441,11,12,1,1,0,0620_0625,0600_0900,696,51.3,35,
108,3,0.3441,11,12,1,1,0,0625_0630,0600_0900,714,46.8,35,
108,3,0.3441,11,12,1,1,0,0630_0635,0600_0900,735,45.2,35,
108,3,0.3441,11,12,1,1,0,0635_0640,0600_0900,813,41.7,35,
108,3,0.3441,11,12,1,1,0,0640_0645,0600_0900,756,39.1,35,
108,3,0.3441,11,12,1,1,0,0645_0650,0600_0900,801,37.9,35,
108,3,0.3441,11,12,1,1,0,0650_0655,0600_0900,750,40.5,35,
108,3,0.3441,11,12,1,1,0,0655_0700,0600_0900,786,42.5,35,
108,3,0.3441,11,12,1,1,0,0700_0705,0600_0900,723,42.7,35,
108,3,0.3441,11,12,1,1,0,0705_0710,0600_0900,696,42.8,35,
108,3,0.3441,11,12,1,1,0,0710_0715,0600_0900,789,42.2,35,
108,3,0.3441,11,12,1,1,0,0715_0720,0600_0900,792,41,35,
108,3,0.3441,11,12,1,1,0,0720_0725,0600_0900,756,41.1,35,
108,3,0.3441,11,12,1,1,0,0725_0730,0600_0900,804,41.3,35,
108,3,0.3441,11,12,1,1,0,0730_0735,0600_0900,738,40.6,35,
108,3,0.3441,11,12,1,1,0,0735_0740,0600_0900,753,38.4,35,
108,3,0.3441,11,12,1,1,0,0740_0745,0600_0900,789,38.3,35,
108,3,0.3441,11,12,1,1,0,0745_0750,0600_0900,726,38.7,35,
108,3,0.3441,11,12,1,1,0,0750_0755,0600_0900,726,39.3,35,
108,3,0.3441,11,12,1,1,0,0755_0800,0600_0900,756,40.7,35,
108,3,0.3441,11,12,1,1,0,0800_0805,0600_0900,765,40.9,35,
108,3,0.3441,11,12,1,1,0,0805_0810,0600_0900,693,41.5,35,
108,3,0.3441,11,12,1,1,0,0810_0815,0600_0900,711,41.8,35,
108,3,0.3441,11,12,1,1,0,0815_0820,0600_0900,705,42,35,
108,3,0.3441,11,12,1,1,0,0820_0825,0600_0900,717,41.7,35,
108,3,0.3441,11,12,1,1,0,0825_0830,0600_0900,699,40.3,35,
108,3,0.3441,11,12,1,1,0,0830_0835,0600_0900,699,39.8,35,
108,3,0.3441,11,12,1,1,0,0835_0840,0600_0900,693,39,35,
108,3,0.3441,11,12,1,1,0,0840_0845,0600_0900,759,38.7,35,
108,3,0.3441,11,12,1,1,0,0845_0850,0600_0900,657,38.5,35,
108,3,0.3441,11,12,1,1,0,0850_0855,0600_0900,729,38.8,35,
108,3,0.3441,11,12,1,1,0,0855_0900,0600_0900,663,38.8,35,
108,3,0.3441,11,12,1,1,0,0900_0905,0900_1400,675,39.9,35,
108,3,0.3441,11,12,1,1,0,0905_0910,0900_1400,615,40.2,35,
108,3,0.3441,11,12,1,1,0,0910_0915,0900_1400,666,39.5,35,
108,3,0.3441,11,12,1,1,0,0915_0920,0900_1400,606,38.5,35,
108,3,0.3441,11,12,1,1,0,0920_0925,0900_1400,588,36.6,35,
108,3,0.3441,11,12,1,1,0,0925_0930,0900_1400,621,34.9,35,
108,3,0.3441,11,12,1,1,0,0930_0935,0900_1400,585,35.6,35,
108,3,0.3441,11,12,1,1,0,0935_0940,0900_1400,630,36.8,35,
108,3,0.3441,11,12,1,1,0,0940_0945,0900_1400,597,34.2,35,
108,3,0.3441,11,12,1,1,0,0945_0950,0900_1400,576,31.6,35,
108,3,0.3441,11,12,1,1,0,0950_0955,0900_1400,612,33.6,35,
108,3,0.3441,11,12,1,1,0,0955_1000,0900_1400,606,37.2,35,
108,3,0.3441,11,12,1,1,0,1000_1005,0900_1400,585,41.4,35,
108,3,0.3441,11,12,1,1,0,1005_1010,0900_1400,609,44.6,35,
108,3,0.3441,11,12,1,1,0,1010_1015,0900_1400,534,46.1,35,
108,3,0.3441,11,12,1,1,0,1015_1020,0900_1400,513,46.4,35,
108,3,0.3441,11,12,1,1,0,1020_1025,0900_1400,549,48,35,
108,3,0.3441,11,12,1,1,0,1025_1030,0900_1400,666,48.7,35,
108,3,0.3441,11,12,1,1,0,1030_1035,0900_1400,597,48.8,35,
108,3,0.3441,11,12,1,1,0,1035_1040,0900_1400,675,49.9,35,
108,3,0.3441,11,12,1,1,0,1040_1045,0900_1400,621,50.7,35,
108,3,0.3441,11,12,1,1,0,1045_1050,0900_1400,564,50.4,35,
108,3,0.3441,11,12,1,1,0,1050_1055,0900_1400,588,49.9,35,
108,3,0.3441,11,12,1,1,0,1055_1100,0900_1400,528,51,35,
108,3,0.3441,11,12,1,1,0,1100_1105,0900_1400,528,51.2,35,
108,3,0.3441,11,12,1,1,0,1105_1110,0900_1400,519,51.1,35,
108,3,0.3441,11,12,1,1,0,1110_1115,0900_1400,552,50.7,35,
108,3,0.3441,11,12,1,1,0,1115_1120,0900_1400,537,51.4,35,
108,3,0.3441,11,12,1,1,0,1120_1125,0900_1400,543,49.8,35,
108,3,0.3441,11,12,1,1,0,1125_1130,0900_1400,516,49.8,35,
108,3,0.3441,11,12,1,1,0,1130_1135,0900_1400,549,50.3,35,
108,3,0.3441,11,12,1,1,0,1135_1140,0900_1400,561,50,35,
108,3,0.3441,11,12,1,1,0,1140_1145,0900_1400,543,51.2,35,
108,3,0.3441,11,12,1,1,0,1145_1150,0900_1400,597,49.2,35,
108,3,0.3441,11,12,1,1,0,1150_1155,0900_1400,633,48.9,35,
108,3,0.3441,11,12,1,1,0,1155_1200,0900_1400,504,49,35,
108,3,0.3441,11,12,1,1,0,1200_1205,0900_1400,570,49.4,35,
108,3,0.3441,11,12,1,1,0,1205_1210,0900_1400,558,50.4,35,
108,3,0.3441,11,12,1,1,0,1210_1215,0900_1400,546,49,35,
108,3,0.3441,11,12,1,1,0,1215_1220,0900_1400,558,49.9,35,
108,3,0.3441,11,12,1,1,0,1220_1225,0900_1400,594,50.2,35,
108,3,0.3441,11,12,1,1,0,1225_1230,0900_1400,534,50.8,35,
108,3,0.3441,11,12,1,1,0,1230_1235,0900_1400,615,49.5,35,
108,3,0.3441,11,12,1,1,0,1235_1240,0900_1400,492,49.8,35,
108,3,0.3441,11,12,1,1,0,1240_1245,0900_1400,609,50.2,35,
108,3,0.3441,11,12,1,1,0,1245_1250,0900_1400,630,50.2,35,
108,3,0.3441,11,12,1,1,0,1250_1255,0900_1400,603,50.5,35,
108,3,0.3441,11,12,1,1,0,1255_1300,0900_1400,573,50.3,35,
108,3,0.3441,11,12,1,1,0,1300_1305,0900_1400,546,50,35,
108,3,0.3441,11,12,1,1,0,1305_1310,0900_1400,564,50.3,35,
108,3,0.3441,11,12,1,1,0,1310_1315,0900_1400,543,50.3,35,
108,3,0.3441,11,12,1,1,0,1315_1320,0900_1400,555,49.3,35,
108,3,0.3441,11,12,1,1,0,1320_1325,0900_1400,609,49.2,35,
108,3,0.3441,11,12,1,1,0,1325_1330,0900_1400,588,49,35,
108,3,0.3441,11,12,1,1,0,1330_1335,0900_1400,627,47.3,35,
108,3,0.3441,11,12,1,1,0,1335_1340,0900_1400,591,47.5,35,
108,3,0.3441,11,12,1,1,0,1340_1345,0900_1400,648,48.1,35,
108,3,0.3441,11,12,1,1,0,1345_1350,0900_1400,594,49.1,35,
108,3,0.3441,11,12,1,1,0,1350_1355,0900_1400,549,50.1,35,
108,3,0.3441,11,12,1,1,0,1355_1400,0900_1400,567,51,35,
108,3,0.3441,11,12,1,1,0,1400_1405,1400_1800,570,51.5,35,
108,3,0.3441,11,12,1,1,0,1405_1410,1400_1800,543,52.1,35,
108,3,0.3441,11,12,1,1,0,1410_1415,1400_1800,624,51.2,35,
108,3,0.3441,11,12,1,1,0,1415_1420,1400_1800,681,50.6,35,
108,3,0.3441,11,12,1,1,0,1420_1425,1400_1800,603,50.7,35,
108,3,0.3441,11,12,1,1,0,1425_1430,1400_1800,567,50.6,35,
108,3,0.3441,11,12,1,1,0,1430_1435,1400_1800,597,50.3,35,
108,3,0.3441,11,12,1,1,0,1435_1440,1400_1800,645,50.8,35,
108,3,0.3441,11,12,1,1,0,1440_1445,1400_1800,576,50.8,35,
108,3,0.3441,11,12,1,1,0,1445_1450,1400_1800,627,50.4,35,
108,3,0.3441,11,12,1,1,0,1450_1455,1400_1800,570,50.4,35,
108,3,0.3441,11,12,1,1,0,1455_1500,1400_1800,540,50.1,35,
108,3,0.3441,11,12,1,1,0,1500_1505,1400_1800,552,50.4,35,
108,3,0.3441,11,12,1,1,0,1505_1510,1400_1800,522,50,35,
108,3,0.3441,11,12,1,1,0,1510_1515,1400_1800,612,50.3,35,
108,3,0.3441,11,12,1,1,0,1515_1520,1400_1800,612,50.6,35,
108,3,0.3441,11,12,1,1,0,1520_1525,1400_1800,600,50,35,
108,3,0.3441,11,12,1,1,0,1525_1530,1400_1800,525,48.4,35,
108,3,0.3441,11,12,1,1,0,1530_1535,1400_1800,609,48.2,35,
108,3,0.3441,11,12,1,1,0,1535_1540,1400_1800,606,47.7,35,
108,3,0.3441,11,12,1,1,0,1540_1545,1400_1800,612,47,35,
108,3,0.3441,11,12,1,1,0,1545_1550,1400_1800,558,40.4,35,
108,3,0.3441,11,12,1,1,0,1550_1555,1400_1800,633,40.5,35,
108,3,0.3441,11,12,1,1,0,1555_1600,1400_1800,507,42.3,35,
108,3,0.3441,11,12,1,1,0,1600_1605,1400_1800,516,44.5,35,
108,3,0.3441,11,12,1,1,0,1605_1610,1400_1800,555,45.2,35,
108,3,0.3441,11,12,1,1,0,1610_1615,1400_1800,579,46.3,35,
108,3,0.3441,11,12,1,1,0,1615_1620,1400_1800,597,47.2,35,
108,3,0.3441,11,12,1,1,0,1620_1625,1400_1800,570,48.1,35,
108,3,0.3441,11,12,1,1,0,1625_1630,1400_1800,555,48,35,
108,3,0.3441,11,12,1,1,0,1630_1635,1400_1800,528,49.6,35,
108,3,0.3441,11,12,1,1,0,1635_1640,1400_1800,546,49.8,35,
108,3,0.3441,11,12,1,1,0,1640_1645,1400_1800,297,49.7,35,
108,3,0.3441,11,12,1,1,0,1645_1650,1400_1800,555,47.3,35,
108,3,0.3441,11,12,1,1,0,1650_1655,1400_1800,588,47.5,35,
108,3,0.3441,11,12,1,1,0,1655_1700,1400_1800,531,48.1,35,
108,3,0.3441,11,12,1,1,0,1700_1705,1400_1800,450,49,35,
108,3,0.3441,11,12,1,1,0,1705_1710,1400_1800,510,50,35,
108,3,0.3441,11,12,1,1,0,1710_1715,1400_1800,363,50.6,35,
108,3,0.3441,11,12,1,1,0,1715_1720,1400_1800,483,50.8,35,
108,3,0.3441,11,12,1,1,0,1720_1725,1400_1800,549,49.8,35,
108,3,0.3441,11,12,1,1,0,1725_1730,1400_1800,543,48.9,35,
108,3,0.3441,11,12,1,1,0,1730_1735,1400_1800,543,49,35,
108,3,0.3441,11,12,1,1,0,1735_1740,1400_1800,501,49.4,35,
108,3,0.3441,11,12,1,1,0,1740_1745,1400_1800,552,48.9,35,
108,3,0.3441,11,12,1,1,0,1745_1750,1400_1800,555,49.5,35,
108,3,0.3441,11,12,1,1,0,1750_1755,1400_1800,414,50.6,35,
108,3,0.3441,11,12,1,1,0,1755_1800,1400_1800,483,51.2,35,
108,3,0.3441,11,12,1,1,0,1800_1805,1800_0600,471,51.4,35,
108,3,0.3441,11,12,1,1,0,1805_1810,1800_0600,480,51.8,35,
108,3,0.3441,11,12,1,1,0,1810_1815,1800_0600,489,51.4,35,
108,3,0.3441,11,12,1,1,0,1815_1820,1800_0600,468,51.5,35,
108,3,0.3441,11,12,1,1,0,1820_1825,1800_0600,444,52.1,35,
108,3,0.3441,11,12,1,1,0,1825_1830,1800_0600,453,52.6,35,
108,3,0.3441,11,12,1,1,0,1830_1835,1800_0600,432,53.3,35,
108,3,0.3441,11,12,1,1,0,1835_1840,1800_0600,468,52.8,35,
108,3,0.3441,11,12,1,1,0,1840_1845,1800_0600,450,53.2,35,
108,3,0.3441,11,12,1,1,0,1845_1850,1800_0600,420,53.7,35,
108,3,0.3441,11,12,1,1,0,1850_1855,1800_0600,483,53,35,
108,3,0.3441,11,12,1,1,0,1855_1900,1800_0600,408,53,35,
108,3,0.3441,11,12,1,1,0,1900_1905,1800_0600,360,53.9,35,
108,3,0.3441,11,12,1,1,0,1905_1910,1800_0600,324,53.8,35,
108,3,0.3441,11,12,1,1,0,1910_1915,1800_0600,438,54,35,
108,3,0.3441,11,12,1,1,0,1915_1920,1800_0600,411,54.5,35,
108,3,0.3441,11,12,1,1,0,1920_1925,1800_0600,429,54.1,35,
108,3,0.3441,11,12,1,1,0,1925_1930,1800_0600,396,54.2,35,
108,3,0.3441,11,12,1,1,0,1930_1935,1800_0600,375,54.6,35,
108,3,0.3441,11,12,1,1,0,1935_1940,1800_0600,396,55.4,35,
108,3,0.3441,11,12,1,1,0,1940_1945,1800_0600,318,55.3,35,
108,3,0.3441,11,12,1,1,0,1945_1950,1800_0600,360,54.8,35,
108,3,0.3441,11,12,1,1,0,1950_1955,1800_0600,342,55.9,35,
108,3,0.3441,11,12,1,1,0,1955_2000,1800_0600,375,55.1,35,
108,3,0.3441,11,12,1,1,0,2000_2005,1800_0600,300,55.2,35,
108,3,0.3441,11,12,1,1,0,2005_2010,1800_0600,288,55.2,35,
108,3,0.3441,11,12,1,1,0,2010_2015,1800_0600,300,55.7,35,
108,3,0.3441,11,12,1,1,0,2015_2020,1800_0600,294,55.1,35,
108,3,0.3441,11,12,1,1,0,2020_2025,1800_0600,294,55.6,35,
108,3,0.3441,11,12,1,1,0,2025_2030,1800_0600,318,55.7,35,
108,3,0.3441,11,12,1,1,0,2030_2035,1800_0600,297,56.5,35,
108,3,0.3441,11,12,1,1,0,2035_2040,1800_0600,273,56.5,35,
108,3,0.3441,11,12,1,1,0,2040_2045,1800_0600,273,56.2,35,
108,3,0.3441,11,12,1,1,0,2045_2050,1800_0600,306,56.3,35,
108,3,0.3441,11,12,1,1,0,2050_2055,1800_0600,261,55.7,35,
108,3,0.3441,11,12,1,1,0,2055_2100,1800_0600,261,55.7,35,
108,3,0.3441,11,12,1,1,0,2100_2105,1800_0600,282,56,35,
108,3,0.3441,11,12,1,1,0,2105_2110,1800_0600,315,56.9,35,
108,3,0.3441,11,12,1,1,0,2110_2115,1800_0600,330,56,35,
108,3,0.3441,11,12,1,1,0,2115_2120,1800_0600,282,56,35,
108,3,0.3441,11,12,1,1,0,2120_2125,1800_0600,291,56.1,35,
108,3,0.3441,11,12,1,1,0,2125_2130,1800_0600,297,55.7,35,
108,3,0.3441,11,12,1,1,0,2130_2135,1800_0600,297,56.1,35,
108,3,0.3441,11,12,1,1,0,2135_2140,1800_0600,291,55.6,35,
108,3,0.3441,11,12,1,1,0,2140_2145,1800_0600,315,55.8,35,
108,3,0.3441,11,12,1,1,0,2145_2150,1800_0600,258,56.3,35,
108,3,0.3441,11,12,1,1,0,2150_2155,1800_0600,285,55.9,35,
108,3,0.3441,11,12,1,1,0,2155_2200,1800_0600,261,55.6,35,
108,3,0.3441,11,12,1,1,0,2200_2205,1800_0600,273,56.1,35,
108,3,0.3441,11,12,1,1,0,2205_2210,1800_0600,258,55.6,35,
108,3,0.3441,11,12,1,1,0,2210_2215,1800_0600,249,56,35,
108,3,0.3441,11,12,1,1,0,2215_2220,1800_0600,225,57,35,
108,3,0.3441,11,12,1,1,0,2220_2225,1800_0600,243,57,35,
108,3,0.3441,11,12,1,1,0,2225_2230,1800_0600,222,56.8,35,
108,3,0.3441,11,12,1,1,0,2230_2235,1800_0600,216,57.4,35,
108,3,0.3441,11,12,1,1,0,2235_2240,1800_0600,201,56.2,35,
108,3,0.3441,11,12,1,1,0,2240_2245,1800_0600,240,56.8,35,
108,3,0.3441,11,12,1,1,0,2245_2250,1800_0600,198,55.4,35,
108,3,0.3441,11,12,1,1,0,2250_2255,1800_0600,162,56.6,35,
108,3,0.3441,11,12,1,1,0,2255_2300,1800_0600,159,56.4,35,
108,3,0.3441,11,12,1,1,0,2300_2305,1800_0600,117,57.6,35,
108,3,0.3441,11,12,1,1,0,2305_2310,1800_0600,135,56.5,35,
108,3,0.3441,11,12,1,1,0,2310_2315,1800_0600,141,57,35,
108,3,0.3441,11,12,1,1,0,2315_2320,1800_0600,138,55.5,35,
108,3,0.3441,11,12,1,1,0,2320_2325,1800_0600,138,56.7,35,
108,3,0.3441,11,12,1,1,0,2325_2330,1800_0600,120,57.1,35,
108,3,0.3441,11,12,1,1,0,2330_2335,1800_0600,99,56.9,35,
108,3,0.3441,11,12,1,1,0,2335_2340,1800_0600,111,56.7,35,
108,3,0.3441,11,12,1,1,0,2340_2345,1800_0600,96,56.5,35,
108,3,0.3441,11,12,1,1,0,2345_2350,1800_0600,90,57.4,35,
108,3,0.3441,11,12,1,1,0,2350_2355,1800_0600,93,56.9,35,
108,3,0.3441,11,12,1,1,0,2355_2400,1800_0600,84,57.1,35,
109,3,0.14105,12,13,1,1,0,0000_0005,1800_0600,102,72,35,
109,3,0.14105,12,13,1,1,0,0005_0010,1800_0600,102,71.9,35,
109,3,0.14105,12,13,1,1,0,0010_0015,1800_0600,93,71.7,35,
109,3,0.14105,12,13,1,1,0,0015_0020,1800_0600,93,71.2,35,
109,3,0.14105,12,13,1,1,0,0020_0025,1800_0600,84,71.3,35,
109,3,0.14105,12,13,1,1,0,0025_0030,1800_0600,57,69.6,35,
109,3,0.14105,12,13,1,1,0,0030_0035,1800_0600,66,69.9,35,
109,3,0.14105,12,13,1,1,0,0035_0040,1800_0600,69,69.4,35,
109,3,0.14105,12,13,1,1,0,0040_0045,1800_0600,72,70.2,35,
109,3,0.14105,12,13,1,1,0,0045_0050,1800_0600,54,70.6,35,
109,3,0.14105,12,13,1,1,0,0050_0055,1800_0600,48,71.3,35,
109,3,0.14105,12,13,1,1,0,0055_0100,1800_0600,18,72.7,35,
109,3,0.14105,12,13,1,1,0,0100_0105,1800_0600,45,69.7,35,
109,3,0.14105,12,13,1,1,0,0105_0110,1800_0600,54,71.2,35,
109,3,0.14105,12,13,1,1,0,0110_0115,1800_0600,39,69.4,35,
109,3,0.14105,12,13,1,1,0,0115_0120,1800_0600,51,69.7,35,
109,3,0.14105,12,13,1,1,0,0120_0125,1800_0600,39,70.9,35,
109,3,0.14105,12,13,1,1,0,0125_0130,1800_0600,51,69.6,35,
109,3,0.14105,12,13,1,1,0,0130_0135,1800_0600,54,69.5,35,
109,3,0.14105,12,13,1,1,0,0135_0140,1800_0600,45,70.3,35,
109,3,0.14105,12,13,1,1,0,0140_0145,1800_0600,39,71.7,35,
109,3,0.14105,12,13,1,1,0,0145_0150,1800_0600,9,69.5,35,
109,3,0.14105,12,13,1,1,0,0150_0155,1800_0600,48,70,35,
109,3,0.14105,12,13,1,1,0,0155_0200,1800_0600,33,69.3,35,
109,3,0.14105,12,13,1,1,0,0200_0205,1800_0600,24,69.7,35,
109,3,0.14105,12,13,1,1,0,0205_0210,1800_0600,21,69.7,35,
109,3,0.14105,12,13,1,1,0,0210_0215,1800_0600,30,67.6,35,
109,3,0.14105,12,13,1,1,0,0215_0220,1800_0600,42,69.9,35,
109,3,0.14105,12,13,1,1,0,0220_0225,1800_0600,36,67.5,35,
109,3,0.14105,12,13,1,1,0,0225_0230,1800_0600,24,68.2,35,
109,3,0.14105,12,13,1,1,0,0230_0235,1800_0600,27,67.3,35,
109,3,0.14105,12,13,1,1,0,0235_0240,1800_0600,15,68.6,35,
109,3,0.14105,12,13,1,1,0,0240_0245,1800_0600,12,68.8,35,
109,3,0.14105,12,13,1,1,0,0245_0250,1800_0600,45,68,35,
109,3,0.14105,12,13,1,1,0,0250_0255,1800_0600,51,69.2,35,
109,3,0.14105,12,13,1,1,0,0255_0300,1800_0600,45,67,35,
109,3,0.14105,12,13,1,1,0,0300_0305,1800_0600,36,66.2,35,
109,3,0.14105,12,13,1,1,0,0305_0310,1800_0600,36,67.9,35,
109,3,0.14105,12,13,1,1,0,0310_0315,1800_0600,51,66.2,35,
109,3,0.14105,12,13,1,1,0,0315_0320,1800_0600,45,67,35,
109,3,0.14105,12,13,1,1,0,0320_0325,1800_0600,54,64.6,35,
109,3,0.14105,12,13,1,1,0,0325_0330,1800_0600,48,65.7,35,
109,3,0.14105,12,13,1,1,0,0330_0335,1800_0600,21,66.5,35,
109,3,0.14105,12,13,1,1,0,0335_0340,1800_0600,0,67.5,35,
109,3,0.14105,12,13,1,1,0,0340_0345,1800_0600,0,67.5,35,
109,3,0.14105,12,13,1,1,0,0345_0350,1800_0600,0,67.5,35,
109,3,0.14105,12,13,1,1,0,0350_0355,1800_0600,0,67.5,35,
109,3,0.14105,12,13,1,1,0,0355_0400,1800_0600,0,67.5,35,
109,3,0.14105,12,13,1,1,0,0400_0405,1800_0600,0,67.5,35,
109,3,0.14105,12,13,1,1,0,0405_0410,1800_0600,0,67.5,35,
109,3,0.14105,12,13,1,1,0,0410_0415,1800_0600,0,67.5,35,
109,3,0.14105,12,13,1,1,0,0415_0420,1800_0600,24,70.1,35,
109,3,0.14105,12,13,1,1,0,0420_0425,1800_0600,96,65.1,35,
109,3,0.14105,12,13,1,1,0,0425_0430,1800_0600,138,64.4,35,
109,3,0.14105,12,13,1,1,0,0430_0435,1800_0600,171,65.8,35,
109,3,0.14105,12,13,1,1,0,0435_0440,1800_0600,48,66.6,35,
109,3,0.14105,12,13,1,1,0,0440_0445,1800_0600,162,63.3,35,
109,3,0.14105,12,13,1,1,0,0445_0450,1800_0600,162,63.1,35,
109,3,0.14105,12,13,1,1,0,0450_0455,1800_0600,231,61.7,35,
109,3,0.14105,12,13,1,1,0,0455_0500,1800_0600,207,62.8,35,
109,3,0.14105,12,13,1,1,0,0500_0505,1800_0600,228,61.6,35,
